entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermTaxReceivables,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
33509383,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2ZjL2M1LzNjLzJmMGMtNDgzNS05NTE0LWY4ZDU5ZTBjZjQ5ZA.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzg3L2UxLzA3L2M0NWMtNDg4MC05ZjdmLTdiMmZjNzUzOTJlYQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNlL2I0L2ZmL2ZhZDAtNGU4YS05ZDM1LWZhNWZkYWJkNWQwNw.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Til anpartshaveren S. Hermann ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-14,2017-05-14,31269.0,Registreret revisor,883419.0,1427009.0,33509383.0,1000249989.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,S. HERMANN ApS,nils knudsen,11315.0,11230.0,Herlev,2015-01-01,2015-12-31,383817.0,512236.0,512321.0,2016-12-31,2016-01-01,1427009.0,false,false,64924.0,2017-05-14,Herlev,128419.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23856285,indberetninger-20180424,2.5925844,33509383.0,,2018-03-28T00:16:42.425Z,2017-05-14T08:09:42.309Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-94-YZ,2017-05-14T08:09:42.465Z,,,,,,,,,,,,,,,,,,,,
33509383,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2ZjL2M1LzNjLzJmMGMtNDgzNS05NTE0LWY4ZDU5ZTBjZjQ5ZA.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzg3L2UxLzA3L2M0NWMtNDg4MC05ZjdmLTdiMmZjNzUzOTJlYQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNlL2I0L2ZmL2ZhZDAtNGU4YS05ZDM1LWZhNWZkYWJkNWQwNw.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Til anpartshaveren S. Hermann ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-14,2017-05-14,,Registreret revisor,,,33509383.0,1000249989.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,S. HERMANN ApS,nils knudsen,,,Herlev,2015-01-01,2015-12-31,96600.0,,,2016-12-31,2016-01-01,,false,false,64924.0,2017-05-14,Herlev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23856285,indberetninger-20180424,2.5925844,33509383.0,,2018-03-28T00:16:42.425Z,2017-05-14T08:09:42.309Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-94-YZ,2017-05-14T08:09:42.465Z,,,,,,,,,,,,,,,,,,,,
33509383,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2ZjL2M1LzNjLzJmMGMtNDgzNS05NTE0LWY4ZDU5ZTBjZjQ5ZA.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzg3L2UxLzA3L2M0NWMtNDg4MC05ZjdmLTdiMmZjNzUzOTJlYQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNlL2I0L2ZmL2ZhZDAtNGU4YS05ZDM1LWZhNWZkYWJkNWQwNw.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Til anpartshaveren S. Hermann ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-14,2017-05-14,,Registreret revisor,,,33509383.0,1000249989.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,S. HERMANN ApS,nils knudsen,,,Herlev,2015-01-01,2015-12-31,287217.0,,,2016-12-31,2016-01-01,,false,false,64924.0,2017-05-14,Herlev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23856285,indberetninger-20180424,2.5925844,33509383.0,,2018-03-28T00:16:42.425Z,2017-05-14T08:09:42.309Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-94-YZ,2017-05-14T08:09:42.465Z,,,,,,,,,,,,,,,,,,,,
33509383,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2ZjL2M1LzNjLzJmMGMtNDgzNS05NTE0LWY4ZDU5ZTBjZjQ5ZA.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzg3L2UxLzA3L2M0NWMtNDg4MC05ZjdmLTdiMmZjNzUzOTJlYQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNlL2I0L2ZmL2ZhZDAtNGU4YS05ZDM1LWZhNWZkYWJkNWQwNw.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Til anpartshaveren S. Hermann ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-14,2017-05-14,,Registreret revisor,,,33509383.0,1000249989.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,S. HERMANN ApS,nils knudsen,,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,64924.0,2017-05-14,Herlev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23856285,indberetninger-20180424,2.5925844,33509383.0,,2018-03-28T00:16:42.425Z,2017-05-14T08:09:42.309Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-94-YZ,2017-05-14T08:09:42.465Z,3144532.0,2646749.0,80000.0,3144532.0,2722627.0,353950.0,3144532.0,421905.0,230627.0,143833.0,96600.0,353950.0,2546027.0,53523.0,421905.0,143833.0,27311.0,110444.0,,
33509383,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2ZjL2M1LzNjLzJmMGMtNDgzNS05NTE0LWY4ZDU5ZTBjZjQ5ZA.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzg3L2UxLzA3L2M0NWMtNDg4MC05ZjdmLTdiMmZjNzUzOTJlYQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNlL2I0L2ZmL2ZhZDAtNGU4YS05ZDM1LWZhNWZkYWJkNWQwNw.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Til anpartshaveren S. Hermann ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-14,2017-05-14,0.0,Registreret revisor,859367.0,1044034.0,33509383.0,1000249989.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,S. HERMANN ApS,nils knudsen,2695.0,7135.0,Herlev,2015-01-01,2015-12-31,146031.0,189107.0,184667.0,2016-12-31,2016-01-01,1044034.0,false,false,64924.0,2017-05-14,Herlev,43076.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23856285,indberetninger-20180424,2.5925844,33509383.0,,2018-03-28T00:16:42.425Z,2017-05-14T08:09:42.309Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-94-YZ,2017-05-14T08:09:42.465Z,,,,,,,,,,,,,,,,,,,,
33509383,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2ZjL2M1LzNjLzJmMGMtNDgzNS05NTE0LWY4ZDU5ZTBjZjQ5ZA.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzg3L2UxLzA3L2M0NWMtNDg4MC05ZjdmLTdiMmZjNzUzOTJlYQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNlL2I0L2ZmL2ZhZDAtNGU4YS05ZDM1LWZhNWZkYWJkNWQwNw.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Til anpartshaveren S. Hermann ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-14,2017-05-14,,Registreret revisor,,,33509383.0,1000249989.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,S. HERMANN ApS,nils knudsen,,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,64924.0,2017-05-14,Herlev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23856285,indberetninger-20180424,2.5925844,33509383.0,,2018-03-28T00:16:42.425Z,2017-05-14T08:09:42.309Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-94-YZ,2017-05-14T08:09:42.465Z,,,,,,,,,,,,,,,,,,,11524192.0,NILS KNUDSEN NK - REVI
33509383,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2ZjL2M1LzNjLzJmMGMtNDgzNS05NTE0LWY4ZDU5ZTBjZjQ5ZA.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzg3L2UxLzA3L2M0NWMtNDg4MC05ZjdmLTdiMmZjNzUzOTJlYQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNlL2I0L2ZmL2ZhZDAtNGU4YS05ZDM1LWZhNWZkYWJkNWQwNw.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Til anpartshaveren S. Hermann ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-14,2017-05-14,,Registreret revisor,,,33509383.0,1000249989.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,S. HERMANN ApS,nils knudsen,,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,64924.0,2017-05-14,Herlev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23856285,indberetninger-20180424,2.5925844,33509383.0,,2018-03-28T00:16:42.425Z,2017-05-14T08:09:42.309Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-94-YZ,2017-05-14T08:09:42.465Z,,,,,,,,,,,,,,,,,,,,
33509383,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2ZjL2M1LzNjLzJmMGMtNDgzNS05NTE0LWY4ZDU5ZTBjZjQ5ZA.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzg3L2UxLzA3L2M0NWMtNDg4MC05ZjdmLTdiMmZjNzUzOTJlYQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNlL2I0L2ZmL2ZhZDAtNGU4YS05ZDM1LWZhNWZkYWJkNWQwNw.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Til anpartshaveren S. Hermann ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-14,2017-05-14,,Registreret revisor,,,33509383.0,1000249989.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,S. HERMANN ApS,nils knudsen,,,Herlev,2015-01-01,2015-12-31,100000.0,,,2016-12-31,2016-01-01,,false,false,64924.0,2017-05-14,Herlev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23856285,indberetninger-20180424,2.5925844,33509383.0,,2018-03-28T00:16:42.425Z,2017-05-14T08:09:42.309Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-94-YZ,2017-05-14T08:09:42.465Z,,,,,,,,,,,,,,,,,,,,
33509383,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2ZjL2M1LzNjLzJmMGMtNDgzNS05NTE0LWY4ZDU5ZTBjZjQ5ZA.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzg3L2UxLzA3L2M0NWMtNDg4MC05ZjdmLTdiMmZjNzUzOTJlYQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNlL2I0L2ZmL2ZhZDAtNGU4YS05ZDM1LWZhNWZkYWJkNWQwNw.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Til anpartshaveren S. Hermann ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-14,2017-05-14,,Registreret revisor,,,33509383.0,1000249989.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,S. HERMANN ApS,nils knudsen,,,Herlev,2015-01-01,2015-12-31,46031.0,,,2016-12-31,2016-01-01,,false,false,64924.0,2017-05-14,Herlev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23856285,indberetninger-20180424,2.5925844,33509383.0,,2018-03-28T00:16:42.425Z,2017-05-14T08:09:42.309Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-94-YZ,2017-05-14T08:09:42.465Z,,,,,,,,,,,,,,,,,,,,
33509383,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcxL2ZjL2M1LzNjLzJmMGMtNDgzNS05NTE0LWY4ZDU5ZTBjZjQ5ZA.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzg3L2UxLzA3L2M0NWMtNDg4MC05ZjdmLTdiMmZjNzUzOTJlYQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNlL2I0L2ZmL2ZhZDAtNGU4YS05ZDM1LWZhNWZkYWJkNWQwNw.xml,true,Danmark,DK,Herlev,2730.0,9.0,Barupvej,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Til anpartshaveren S. Hermann ApS.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-05-14,2017-05-14,,Registreret revisor,,,33509383.0,1000249989.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,S. HERMANN ApS,nils knudsen,,,Herlev,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,false,false,64924.0,2017-05-14,Herlev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23856285,indberetninger-20180424,2.5925844,33509383.0,,2018-03-28T00:16:42.425Z,2017-05-14T08:09:42.309Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-94-YZ,2017-05-14T08:09:42.465Z,3089267.0,2630689.0,80000.0,3089267.0,2772049.0,318281.0,3089267.0,317218.0,206529.0,75373.0,100000.0,318281.0,2592049.0,56689.0,317218.0,140297.0,0.0,54000.0,,
