entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfEmployees,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables
33509383,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzE5L2QzL2FjLzY4OWEtNDJkOC1hNjhhLTBkNTIxOTA4NWFiYQ.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzc5L2Y3LzZhLzYzMTItNDZmMC1iYzM0LTk0N2UzNDYzNzQ5NQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2FhLzQzLzczL2Y3MWItNGNhYS1hZjE4LTcxZGE5N2U5NDM0Nw.xml,true,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-19,2018-03-19,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har stillet bankgaranti for huslejedeposita tkr. 174</p>",11524192.0,33509383.0,mne2556,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,NK-REVI,S. HERMANN ApS,nils knudsen,3.0,Herlev,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-03-19,Herlev,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25197443,indberetninger-20180424,2.59278,33509383.0,,2018-04-04T08:14:32.695Z,2018-03-19T07:42:52.983Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-02-SZ,2018-03-19T07:42:53.238Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33509383,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzE5L2QzL2FjLzY4OWEtNDJkOC1hNjhhLTBkNTIxOTA4NWFiYQ.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzc5L2Y3LzZhLzYzMTItNDZmMC1iYzM0LTk0N2UzNDYzNzQ5NQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2FhLzQzLzczL2Y3MWItNGNhYS1hZjE4LTcxZGE5N2U5NDM0Nw.xml,true,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-19,2018-03-19,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har stillet bankgaranti for huslejedeposita tkr. 174</p>",11524192.0,33509383.0,mne2556,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,NK-REVI,S. HERMANN ApS,nils knudsen,,Herlev,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-03-19,Herlev,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25197443,indberetninger-20180424,2.59278,33509383.0,,2018-04-04T08:14:32.695Z,2018-03-19T07:42:52.983Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-02-SZ,2018-03-19T07:42:53.238Z,3.0,0.0,859367.0,1044034.0,2695.0,7135.0,146031.0,189107.0,184667.0,43076.0,,,,,,,,,,,,,,,,,,
33509383,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzE5L2QzL2FjLzY4OWEtNDJkOC1hNjhhLTBkNTIxOTA4NWFiYQ.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzc5L2Y3LzZhLzYzMTItNDZmMC1iYzM0LTk0N2UzNDYzNzQ5NQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2FhLzQzLzczL2Y3MWItNGNhYS1hZjE4LTcxZGE5N2U5NDM0Nw.xml,true,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-19,2018-03-19,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har stillet bankgaranti for huslejedeposita tkr. 174</p>",11524192.0,33509383.0,mne2556,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,NK-REVI,S. HERMANN ApS,nils knudsen,,Herlev,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-03-19,Herlev,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25197443,indberetninger-20180424,2.59278,33509383.0,,2018-04-04T08:14:32.695Z,2018-03-19T07:42:52.983Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-02-SZ,2018-03-19T07:42:53.238Z,,,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,
33509383,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzE5L2QzL2FjLzY4OWEtNDJkOC1hNjhhLTBkNTIxOTA4NWFiYQ.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzc5L2Y3LzZhLzYzMTItNDZmMC1iYzM0LTk0N2UzNDYzNzQ5NQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2FhLzQzLzczL2Y3MWItNGNhYS1hZjE4LTcxZGE5N2U5NDM0Nw.xml,true,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-19,2018-03-19,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har stillet bankgaranti for huslejedeposita tkr. 174</p>",11524192.0,33509383.0,mne2556,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,NK-REVI,S. HERMANN ApS,nils knudsen,,Herlev,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-03-19,Herlev,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25197443,indberetninger-20180424,2.59278,33509383.0,,2018-04-04T08:14:32.695Z,2018-03-19T07:42:52.983Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-02-SZ,2018-03-19T07:42:53.238Z,,,,,,,46031.0,,,,,,,,,,,,,,,,,,,,,
33509383,2016-12-31,2016-12-31,c9,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzE5L2QzL2FjLzY4OWEtNDJkOC1hNjhhLTBkNTIxOTA4NWFiYQ.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzc5L2Y3LzZhLzYzMTItNDZmMC1iYzM0LTk0N2UzNDYzNzQ5NQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2FhLzQzLzczL2Y3MWItNGNhYS1hZjE4LTcxZGE5N2U5NDM0Nw.xml,true,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-19,2018-03-19,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har stillet bankgaranti for huslejedeposita tkr. 174</p>",11524192.0,33509383.0,mne2556,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,NK-REVI,S. HERMANN ApS,nils knudsen,3.0,Herlev,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-03-19,Herlev,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25197443,indberetninger-20180424,2.59278,33509383.0,,2018-04-04T08:14:32.695Z,2018-03-19T07:42:52.983Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-02-SZ,2018-03-19T07:42:53.238Z,,,,,,,,,,,3089267.0,2630689.0,80000.0,3089267.0,2772049.0,318281.0,3089267.0,317218.0,206529.0,75373.0,100000.0,318281.0,2592049.0,56689.0,317218.0,140297.0,64924.0,54000.0
33509383,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzE5L2QzL2FjLzY4OWEtNDJkOC1hNjhhLTBkNTIxOTA4NWFiYQ.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzc5L2Y3LzZhLzYzMTItNDZmMC1iYzM0LTk0N2UzNDYzNzQ5NQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2FhLzQzLzczL2Y3MWItNGNhYS1hZjE4LTcxZGE5N2U5NDM0Nw.xml,true,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-19,2018-03-19,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har stillet bankgaranti for huslejedeposita tkr. 174</p>",11524192.0,33509383.0,mne2556,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,NK-REVI,S. HERMANN ApS,nils knudsen,3.0,Herlev,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-03-19,Herlev,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25197443,indberetninger-20180424,2.59278,33509383.0,,2018-04-04T08:14:32.695Z,2018-03-19T07:42:52.983Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-02-SZ,2018-03-19T07:42:53.238Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33509383,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzE5L2QzL2FjLzY4OWEtNDJkOC1hNjhhLTBkNTIxOTA4NWFiYQ.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzc5L2Y3LzZhLzYzMTItNDZmMC1iYzM0LTk0N2UzNDYzNzQ5NQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2FhLzQzLzczL2Y3MWItNGNhYS1hZjE4LTcxZGE5N2U5NDM0Nw.xml,true,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-19,2018-03-19,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har stillet bankgaranti for huslejedeposita tkr. 174</p>",11524192.0,33509383.0,mne2556,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,NK-REVI,S. HERMANN ApS,nils knudsen,,Herlev,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-03-19,Herlev,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25197443,indberetninger-20180424,2.59278,33509383.0,,2018-04-04T08:14:32.695Z,2018-03-19T07:42:52.983Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-02-SZ,2018-03-19T07:42:53.238Z,3.0,0.0,881322.0,919653.0,3588.0,3190.0,28583.0,37933.0,38331.0,9350.0,,,,,,,,,,,,,,,,,,
33509383,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzE5L2QzL2FjLzY4OWEtNDJkOC1hNjhhLTBkNTIxOTA4NWFiYQ.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzc5L2Y3LzZhLzYzMTItNDZmMC1iYzM0LTk0N2UzNDYzNzQ5NQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2FhLzQzLzczL2Y3MWItNGNhYS1hZjE4LTcxZGE5N2U5NDM0Nw.xml,true,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-19,2018-03-19,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har stillet bankgaranti for huslejedeposita tkr. 174</p>",11524192.0,33509383.0,mne2556,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,NK-REVI,S. HERMANN ApS,nils knudsen,,Herlev,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-03-19,Herlev,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25197443,indberetninger-20180424,2.59278,33509383.0,,2018-04-04T08:14:32.695Z,2018-03-19T07:42:52.983Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-02-SZ,2018-03-19T07:42:53.238Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33509383,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzE5L2QzL2FjLzY4OWEtNDJkOC1hNjhhLTBkNTIxOTA4NWFiYQ.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzc5L2Y3LzZhLzYzMTItNDZmMC1iYzM0LTk0N2UzNDYzNzQ5NQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2FhLzQzLzczL2Y3MWItNGNhYS1hZjE4LTcxZGE5N2U5NDM0Nw.xml,true,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-19,2018-03-19,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har stillet bankgaranti for huslejedeposita tkr. 174</p>",11524192.0,33509383.0,mne2556,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,NK-REVI,S. HERMANN ApS,nils knudsen,,Herlev,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-03-19,Herlev,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25197443,indberetninger-20180424,2.59278,33509383.0,,2018-04-04T08:14:32.695Z,2018-03-19T07:42:52.983Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-02-SZ,2018-03-19T07:42:53.238Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33509383,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzE5L2QzL2FjLzY4OWEtNDJkOC1hNjhhLTBkNTIxOTA4NWFiYQ.xhtml,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzc5L2Y3LzZhLzYzMTItNDZmMC1iYzM0LTk0N2UzNDYzNzQ5NQ.pdf,http://regnskaber.virk.dk/38390533/ZG9rdW1lbnRsYWdlcjovLzAzLzg3L2FhLzQzLzczL2Y3MWItNGNhYS1hZjE4LTcxZGE5N2U5NDM0Nw.xml,true,Herlev,2730.0,2.0,Herlev Torv,2730 herlev,barupvej 9,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-03-19,2018-03-19,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har stillet bankgaranti for huslejedeposita tkr. 174</p>",11524192.0,33509383.0,mne2556,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Nils Knudsen,Susanne Hermann,Susanne Hermann,NK-REVI,S. HERMANN ApS,nils knudsen,,Herlev,2016-01-01,2016-12-31,2017-12-31,2017-01-01,false,false,2018-03-19,Herlev,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25197443,indberetninger-20180424,2.59278,33509383.0,,2018-04-04T08:14:32.695Z,2018-03-19T07:42:52.983Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-02-SZ,2018-03-19T07:42:53.238Z,,,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,
