entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
30558553,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzIxLzI3LzJkLzhjZTgtNDM0MC1iZWM4LWJlZDc1ZWNjY2Y3Yw.pdf,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2ViL2RlLzU1L2Y5ZWUtNDg2My1hYTA4LWI1YmNkNmJiYWUyNw.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,3b,Havnepladsen,5771 Stenstrup,Stationsvej 54,DK-5700 Svendborg,Norgesvej 2,Til kapitalejeren i Recke Holding 2007 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,1599.0,2018-06-11,2007-12-07,2018-06-11,Statsautoriseret revisor,-51700.0,5394.0,62 26 35 18,20222670.0,30558553.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Recke Holding 2007 ApS.,-107910.0,1192.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Kaj Recke,Kaj Recke,Andelskassen Fyn,Recke Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,11472.0,Stenstrup,2016-01-01,2016-12-31,-102239.0,-100640.0,-113304.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Stenstrup,2017-12-31,2017-01-01,425292.0,true,2018-06-11,Svendborg,1599.0,62 26 10 18,urn:ofk:oid:25788051,indberetninger-20180424,2.5124277999999998,30558553.0,AWPxKlE20wkEsASkto-O,2018-06-11T23:25:39.875Z,2018-06-11T23:24:30.285Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-10-EC,2018-06-11T23:24:30.601Z,,,,,,,,,,,,,,,,,,,,,,
30558553,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzIxLzI3LzJkLzhjZTgtNDM0MC1iZWM4LWJlZDc1ZWNjY2Y3Yw.pdf,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2ViL2RlLzU1L2Y5ZWUtNDg2My1hYTA4LWI1YmNkNmJiYWUyNw.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,3b,Havnepladsen,5771 Stenstrup,Stationsvej 54,DK-5700 Svendborg,Norgesvej 2,Til kapitalejeren i Recke Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-11,2007-12-07,2018-06-11,Statsautoriseret revisor,-51700.0,,62 26 35 18,20222670.0,30558553.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Recke Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Kaj Recke,Kaj Recke,Andelskassen Fyn,Recke Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Stenstrup,2016-01-01,2016-12-31,51700.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Stenstrup,2017-12-31,2017-01-01,425292.0,true,2018-06-11,Svendborg,,62 26 10 18,urn:ofk:oid:25788051,indberetninger-20180424,2.5124277999999998,30558553.0,AWPxKlE20wkEsASkto-O,2018-06-11T23:25:39.875Z,2018-06-11T23:24:30.285Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-10-EC,2018-06-11T23:24:30.601Z,,,,,,,,,,,,,,,,,,,,,,
30558553,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzIxLzI3LzJkLzhjZTgtNDM0MC1iZWM4LWJlZDc1ZWNjY2Y3Yw.pdf,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2ViL2RlLzU1L2Y5ZWUtNDg2My1hYTA4LWI1YmNkNmJiYWUyNw.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,3b,Havnepladsen,5771 Stenstrup,Stationsvej 54,DK-5700 Svendborg,Norgesvej 2,Til kapitalejeren i Recke Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-11,2007-12-07,2018-06-11,Statsautoriseret revisor,-51700.0,,62 26 35 18,20222670.0,30558553.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Recke Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Kaj Recke,Kaj Recke,Andelskassen Fyn,Recke Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Stenstrup,2016-01-01,2016-12-31,-153939.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Stenstrup,2017-12-31,2017-01-01,425292.0,true,2018-06-11,Svendborg,,62 26 10 18,urn:ofk:oid:25788051,indberetninger-20180424,2.5124277999999998,30558553.0,AWPxKlE20wkEsASkto-O,2018-06-11T23:25:39.875Z,2018-06-11T23:24:30.285Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-10-EC,2018-06-11T23:24:30.601Z,,,,,,,,,,,,,,,,,,,,,,
30558553,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzIxLzI3LzJkLzhjZTgtNDM0MC1iZWM4LWJlZDc1ZWNjY2Y3Yw.pdf,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2ViL2RlLzU1L2Y5ZWUtNDg2My1hYTA4LWI1YmNkNmJiYWUyNw.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,3b,Havnepladsen,5771 Stenstrup,Stationsvej 54,DK-5700 Svendborg,Norgesvej 2,Til kapitalejeren i Recke Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-11,2007-12-07,2018-06-11,Statsautoriseret revisor,-51700.0,,62 26 35 18,20222670.0,30558553.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Recke Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Kaj Recke,Kaj Recke,Andelskassen Fyn,Recke Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Stenstrup,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Stenstrup,2017-12-31,2017-01-01,425292.0,true,2018-06-11,Svendborg,,62 26 10 18,urn:ofk:oid:25788051,indberetninger-20180424,2.5124277999999998,30558553.0,AWPxKlE20wkEsASkto-O,2018-06-11T23:25:39.875Z,2018-06-11T23:24:30.285Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-10-EC,2018-06-11T23:24:30.601Z,2385290.0,941071.0,125000.0,0.0,2296177.0,2385290.0,89113.0,1440907.0,1440907.0,1440907.0,3312.0,87514.0,51700.0,2119477.0,3312.0,89113.0,0.0,1599.0,,,,
30558553,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzIxLzI3LzJkLzhjZTgtNDM0MC1iZWM4LWJlZDc1ZWNjY2Y3Yw.pdf,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2ViL2RlLzU1L2Y5ZWUtNDg2My1hYTA4LWI1YmNkNmJiYWUyNw.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,3b,Havnepladsen,5771 Stenstrup,Stationsvej 54,DK-5700 Svendborg,Norgesvej 2,Til kapitalejeren i Recke Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-11,2007-12-07,2018-06-11,Statsautoriseret revisor,-51700.0,,62 26 35 18,20222670.0,30558553.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Recke Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Kaj Recke,Kaj Recke,Andelskassen Fyn,Recke Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Stenstrup,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Stenstrup,2017-12-31,2017-01-01,425292.0,true,2018-06-11,Svendborg,,62 26 10 18,urn:ofk:oid:25788051,indberetninger-20180424,2.5124277999999998,30558553.0,AWPxKlE20wkEsASkto-O,2018-06-11T23:25:39.875Z,2018-06-11T23:24:30.285Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-10-EC,2018-06-11T23:24:30.601Z,,,,,125000.0,,,,,,,,,,,,,,,,,
30558553,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzIxLzI3LzJkLzhjZTgtNDM0MC1iZWM4LWJlZDc1ZWNjY2Y3Yw.pdf,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2ViL2RlLzU1L2Y5ZWUtNDg2My1hYTA4LWI1YmNkNmJiYWUyNw.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,3b,Havnepladsen,5771 Stenstrup,Stationsvej 54,DK-5700 Svendborg,Norgesvej 2,Til kapitalejeren i Recke Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-11,2007-12-07,2018-06-11,Statsautoriseret revisor,-51700.0,,62 26 35 18,20222670.0,30558553.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Recke Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Kaj Recke,Kaj Recke,Andelskassen Fyn,Recke Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Stenstrup,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Stenstrup,2017-12-31,2017-01-01,425292.0,true,2018-06-11,Svendborg,,62 26 10 18,urn:ofk:oid:25788051,indberetninger-20180424,2.5124277999999998,30558553.0,AWPxKlE20wkEsASkto-O,2018-06-11T23:25:39.875Z,2018-06-11T23:24:30.285Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-10-EC,2018-06-11T23:24:30.601Z,,,,,2119477.0,,,,,,,,,,,,,,,,,
30558553,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzIxLzI3LzJkLzhjZTgtNDM0MC1iZWM4LWJlZDc1ZWNjY2Y3Yw.pdf,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2ViL2RlLzU1L2Y5ZWUtNDg2My1hYTA4LWI1YmNkNmJiYWUyNw.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,3b,Havnepladsen,5771 Stenstrup,Stationsvej 54,DK-5700 Svendborg,Norgesvej 2,Til kapitalejeren i Recke Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-11,2007-12-07,2018-06-11,Statsautoriseret revisor,-51700.0,,62 26 35 18,20222670.0,30558553.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Recke Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Kaj Recke,Kaj Recke,Andelskassen Fyn,Recke Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Stenstrup,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Stenstrup,2017-12-31,2017-01-01,425292.0,true,2018-06-11,Svendborg,,62 26 10 18,urn:ofk:oid:25788051,indberetninger-20180424,2.5124277999999998,30558553.0,AWPxKlE20wkEsASkto-O,2018-06-11T23:25:39.875Z,2018-06-11T23:24:30.285Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-10-EC,2018-06-11T23:24:30.601Z,,,,,51700.0,,,,,,,,,,,,,,,,,
30558553,2017-01-01,2017-01-01,c564,,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzIxLzI3LzJkLzhjZTgtNDM0MC1iZWM4LWJlZDc1ZWNjY2Y3Yw.pdf,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2ViL2RlLzU1L2Y5ZWUtNDg2My1hYTA4LWI1YmNkNmJiYWUyNw.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,3b,Havnepladsen,5771 Stenstrup,Stationsvej 54,DK-5700 Svendborg,Norgesvej 2,Til kapitalejeren i Recke Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-11,2007-12-07,2018-06-11,Statsautoriseret revisor,-51700.0,,62 26 35 18,20222670.0,30558553.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Recke Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Kaj Recke,Kaj Recke,Andelskassen Fyn,Recke Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Stenstrup,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Stenstrup,2017-12-31,2017-01-01,425292.0,true,2018-06-11,Svendborg,,62 26 10 18,urn:ofk:oid:25788051,indberetninger-20180424,2.5124277999999998,30558553.0,AWPxKlE20wkEsASkto-O,2018-06-11T23:25:39.875Z,2018-06-11T23:24:30.285Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-10-EC,2018-06-11T23:24:30.601Z,,,,,,,,,,,,,,,,,,,-1654602.0,3095509.0,,
30558553,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzIxLzI3LzJkLzhjZTgtNDM0MC1iZWM4LWJlZDc1ZWNjY2Y3Yw.pdf,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2ViL2RlLzU1L2Y5ZWUtNDg2My1hYTA4LWI1YmNkNmJiYWUyNw.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,3b,Havnepladsen,5771 Stenstrup,Stationsvej 54,DK-5700 Svendborg,Norgesvej 2,Til kapitalejeren i Recke Holding 2007 ApS,-469.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,0.0,2018-06-11,2007-12-07,2018-06-11,Statsautoriseret revisor,-51700.0,5440.0,62 26 35 18,20222670.0,30558553.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Recke Holding 2007 ApS.,425292.0,528.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Kaj Recke,Kaj Recke,Andelskassen Fyn,Recke Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,1796.0,4576.0,Stenstrup,2016-01-01,2016-12-31,423629.0,423160.0,419852.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Stenstrup,2017-12-31,2017-01-01,425292.0,true,2018-06-11,Svendborg,-469.0,62 26 10 18,urn:ofk:oid:25788051,indberetninger-20180424,2.5124277999999998,30558553.0,AWPxKlE20wkEsASkto-O,2018-06-11T23:25:39.875Z,2018-06-11T23:24:30.285Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-10-EC,2018-06-11T23:24:30.601Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
30558553,2017-01-01,2017-12-31,c176,,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzIxLzI3LzJkLzhjZTgtNDM0MC1iZWM4LWJlZDc1ZWNjY2Y3Yw.pdf,http://regnskaber.virk.dk/35585503/ZG9rdW1lbnRsYWdlcjovLzAzL2Y1L2ViL2RlLzU1L2Y5ZWUtNDg2My1hYTA4LWI1YmNkNmJiYWUyNw.xml,true,Svendborg,5700.0,2.0,Norgesvej,Svendborg,5700.0,3b,Havnepladsen,5771 Stenstrup,Stationsvej 54,DK-5700 Svendborg,Norgesvej 2,Til kapitalejeren i Recke Holding 2007 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-06-11,2007-12-07,2018-06-11,Statsautoriseret revisor,-51700.0,,62 26 35 18,20222670.0,30558553.0,20222670.0,mne8410,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Recke Holding 2007 ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Kaj Recke,Kaj Recke,Andelskassen Fyn,Recke Holding 2007 ApS,BDO Statsautoriseret revisionsaktieselskab,,,Stenstrup,2016-01-01,2016-12-31,52900.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Stenstrup,2017-12-31,2017-01-01,425292.0,true,2018-06-11,Svendborg,,62 26 10 18,urn:ofk:oid:25788051,indberetninger-20180424,2.5124277999999998,30558553.0,AWPxKlE20wkEsASkto-O,2018-06-11T23:25:39.875Z,2018-06-11T23:24:30.285Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-10-EC,2018-06-11T23:24:30.601Z,,,,,,,,,,,,,,,,,,,,,,
