entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentAssets,DisclosureOfContingentLiabilities,DisclosureOfMortgagesAndCollaterals,EmailOfReportingEntity,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
29321116,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NmLzQxL2U4LzFmMTMtNDE3YS1hNDViLTliY2I5ZmY4Y2I1Zg.xhtml,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzM3LzA2LzA4L2ViYmQtNDc5Mi1iMjE4LTkxZTkzOGExMTA3Yw.pdf,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzQ4LzBjL2YwLzgyYTEtNDVmMC05NjFhLTAzMjYyMGFkZDcwYw.xml,true,Haderslev,6100.0,13.0,Aastrupvej,Harlev J,8462.0,7.0,Rugmarksvej,6950 RingkÃ¸bing,Herningvej 21B,Regnskabsklasse B,2017-05-15,2017-05-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ikke aktiveret udskudt skat udgÃ¸r 42.778Â kr., heraf vedrÃ¸rer 6.631 kr. kildebegrÃ¦nset tab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",charlotte@velling.net,0.0,74671015.0,-15404.0,29321116.0,-10100.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Charlotte Kruckow Velling Nichol,Charlotte Kruckow Velling Nichol,Kreditbanken A/S,Tannisbugt Bygge & Invest ApS,Claus Follin Larsen,0.0,51.0,Tversted,2015-01-01,2015-12-31,-5253.0,-5253.0,-15404.0,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsrapporten for det kommende Ã¥r ikke skal revideres.",0.0,51216074.0,false,false,Ingen bistand,urn:ofk:oid:23906133,indberetninger-20180424,2.5928016,29321116,,2018-03-28T04:41:30.326Z,2017-05-22T05:25:08.883Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-19-LM,2017-05-22T05:25:09.124Z,,,,,,,,,,,,,,,,,,
29321116,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NmLzQxL2U4LzFmMTMtNDE3YS1hNDViLTliY2I5ZmY4Y2I1Zg.xhtml,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzM3LzA2LzA4L2ViYmQtNDc5Mi1iMjE4LTkxZTkzOGExMTA3Yw.pdf,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzQ4LzBjL2YwLzgyYTEtNDVmMC05NjFhLTAzMjYyMGFkZDcwYw.xml,true,Haderslev,6100.0,13.0,Aastrupvej,Harlev J,8462.0,7.0,Rugmarksvej,6950 RingkÃ¸bing,Herningvej 21B,Regnskabsklasse B,2017-05-15,2017-05-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ikke aktiveret udskudt skat udgÃ¸r 42.778Â kr., heraf vedrÃ¸rer 6.631 kr. kildebegrÃ¦nset tab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",charlotte@velling.net,,74671015.0,,29321116.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Charlotte Kruckow Velling Nichol,Charlotte Kruckow Velling Nichol,Kreditbanken A/S,Tannisbugt Bygge & Invest ApS,Claus Follin Larsen,,,Tversted,2015-01-01,2015-12-31,-5253.0,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsrapporten for det kommende Ã¥r ikke skal revideres.",,51216074.0,false,false,Ingen bistand,urn:ofk:oid:23906133,indberetninger-20180424,2.5928016,29321116,,2018-03-28T04:41:30.326Z,2017-05-22T05:25:08.883Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-19-LM,2017-05-22T05:25:09.124Z,,,,,,,,,,,,,,,,,,
29321116,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NmLzQxL2U4LzFmMTMtNDE3YS1hNDViLTliY2I5ZmY4Y2I1Zg.xhtml,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzM3LzA2LzA4L2ViYmQtNDc5Mi1iMjE4LTkxZTkzOGExMTA3Yw.pdf,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzQ4LzBjL2YwLzgyYTEtNDVmMC05NjFhLTAzMjYyMGFkZDcwYw.xml,true,Haderslev,6100.0,13.0,Aastrupvej,Harlev J,8462.0,7.0,Rugmarksvej,6950 RingkÃ¸bing,Herningvej 21B,Regnskabsklasse B,2017-05-15,2017-05-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ikke aktiveret udskudt skat udgÃ¸r 42.778Â kr., heraf vedrÃ¸rer 6.631 kr. kildebegrÃ¦nset tab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",charlotte@velling.net,,74671015.0,,29321116.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Charlotte Kruckow Velling Nichol,Charlotte Kruckow Velling Nichol,Kreditbanken A/S,Tannisbugt Bygge & Invest ApS,Claus Follin Larsen,,,Tversted,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsrapporten for det kommende Ã¥r ikke skal revideres.",,51216074.0,false,false,Ingen bistand,urn:ofk:oid:23906133,indberetninger-20180424,2.5928016,29321116,,2018-03-28T04:41:30.326Z,2017-05-22T05:25:08.883Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-19-LM,2017-05-22T05:25:09.124Z,83409.0,42236.0,125000.0,43409.0,64283.0,83409.0,19126.0,40000.0,40000.0,40000.0,1173.0,-60717.0,19126.0,12126.0,1173.0,7000.0,,
29321116,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NmLzQxL2U4LzFmMTMtNDE3YS1hNDViLTliY2I5ZmY4Y2I1Zg.xhtml,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzM3LzA2LzA4L2ViYmQtNDc5Mi1iMjE4LTkxZTkzOGExMTA3Yw.pdf,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzQ4LzBjL2YwLzgyYTEtNDVmMC05NjFhLTAzMjYyMGFkZDcwYw.xml,true,Haderslev,6100.0,13.0,Aastrupvej,Harlev J,8462.0,7.0,Rugmarksvej,6950 RingkÃ¸bing,Herningvej 21B,Regnskabsklasse B,2017-05-15,2017-05-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ikke aktiveret udskudt skat udgÃ¸r 42.778Â kr., heraf vedrÃ¸rer 6.631 kr. kildebegrÃ¦nset tab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",charlotte@velling.net,0.0,74671015.0,-7359.0,29321116.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Charlotte Kruckow Velling Nichol,Charlotte Kruckow Velling Nichol,Kreditbanken A/S,Tannisbugt Bygge & Invest ApS,Claus Follin Larsen,0.0,0.0,Tversted,2015-01-01,2015-12-31,-7359.0,-7359.0,-7359.0,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsrapporten for det kommende Ã¥r ikke skal revideres.",0.0,51216074.0,false,false,Ingen bistand,urn:ofk:oid:23906133,indberetninger-20180424,2.5928016,29321116,,2018-03-28T04:41:30.326Z,2017-05-22T05:25:08.883Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-19-LM,2017-05-22T05:25:09.124Z,,,,,,,,,,,,,,,,,,
29321116,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NmLzQxL2U4LzFmMTMtNDE3YS1hNDViLTliY2I5ZmY4Y2I1Zg.xhtml,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzM3LzA2LzA4L2ViYmQtNDc5Mi1iMjE4LTkxZTkzOGExMTA3Yw.pdf,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzQ4LzBjL2YwLzgyYTEtNDVmMC05NjFhLTAzMjYyMGFkZDcwYw.xml,true,Haderslev,6100.0,13.0,Aastrupvej,Harlev J,8462.0,7.0,Rugmarksvej,6950 RingkÃ¸bing,Herningvej 21B,Regnskabsklasse B,2017-05-15,2017-05-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ikke aktiveret udskudt skat udgÃ¸r 42.778Â kr., heraf vedrÃ¸rer 6.631 kr. kildebegrÃ¦nset tab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",charlotte@velling.net,,74671015.0,,29321116.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Charlotte Kruckow Velling Nichol,Charlotte Kruckow Velling Nichol,Kreditbanken A/S,Tannisbugt Bygge & Invest ApS,Claus Follin Larsen,,,Tversted,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsrapporten for det kommende Ã¥r ikke skal revideres.",,51216074.0,false,false,Ingen bistand,urn:ofk:oid:23906133,indberetninger-20180424,2.5928016,29321116,,2018-03-28T04:41:30.326Z,2017-05-22T05:25:08.883Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-19-LM,2017-05-22T05:25:09.124Z,,,,,,,,,,,,,,,,,,
29321116,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NmLzQxL2U4LzFmMTMtNDE3YS1hNDViLTliY2I5ZmY4Y2I1Zg.xhtml,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzM3LzA2LzA4L2ViYmQtNDc5Mi1iMjE4LTkxZTkzOGExMTA3Yw.pdf,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzQ4LzBjL2YwLzgyYTEtNDVmMC05NjFhLTAzMjYyMGFkZDcwYw.xml,true,Haderslev,6100.0,13.0,Aastrupvej,Harlev J,8462.0,7.0,Rugmarksvej,6950 RingkÃ¸bing,Herningvej 21B,Regnskabsklasse B,2017-05-15,2017-05-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ikke aktiveret udskudt skat udgÃ¸r 42.778Â kr., heraf vedrÃ¸rer 6.631 kr. kildebegrÃ¦nset tab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",charlotte@velling.net,,74671015.0,,29321116.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Charlotte Kruckow Velling Nichol,Charlotte Kruckow Velling Nichol,Kreditbanken A/S,Tannisbugt Bygge & Invest ApS,Claus Follin Larsen,,,Tversted,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsrapporten for det kommende Ã¥r ikke skal revideres.",,51216074.0,false,false,Ingen bistand,urn:ofk:oid:23906133,indberetninger-20180424,2.5928016,29321116,,2018-03-28T04:41:30.326Z,2017-05-22T05:25:08.883Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-19-LM,2017-05-22T05:25:09.124Z,,,,,,,,,,,,,,,,,Lilian Velling,Formand
29321116,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NmLzQxL2U4LzFmMTMtNDE3YS1hNDViLTliY2I5ZmY4Y2I1Zg.xhtml,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzM3LzA2LzA4L2ViYmQtNDc5Mi1iMjE4LTkxZTkzOGExMTA3Yw.pdf,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzQ4LzBjL2YwLzgyYTEtNDVmMC05NjFhLTAzMjYyMGFkZDcwYw.xml,true,Haderslev,6100.0,13.0,Aastrupvej,Harlev J,8462.0,7.0,Rugmarksvej,6950 RingkÃ¸bing,Herningvej 21B,Regnskabsklasse B,2017-05-15,2017-05-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ikke aktiveret udskudt skat udgÃ¸r 42.778Â kr., heraf vedrÃ¸rer 6.631 kr. kildebegrÃ¦nset tab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",charlotte@velling.net,,74671015.0,,29321116.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Charlotte Kruckow Velling Nichol,Charlotte Kruckow Velling Nichol,Kreditbanken A/S,Tannisbugt Bygge & Invest ApS,Claus Follin Larsen,,,Tversted,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsrapporten for det kommende Ã¥r ikke skal revideres.",,51216074.0,false,false,Ingen bistand,urn:ofk:oid:23906133,indberetninger-20180424,2.5928016,29321116,,2018-03-28T04:41:30.326Z,2017-05-22T05:25:08.883Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-19-LM,2017-05-22T05:25:09.124Z,,,,,,,,,,,,,,,,,Charlotte Kruckow Velling Nichol,DirektÃ¸r
29321116,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NmLzQxL2U4LzFmMTMtNDE3YS1hNDViLTliY2I5ZmY4Y2I1Zg.xhtml,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzM3LzA2LzA4L2ViYmQtNDc5Mi1iMjE4LTkxZTkzOGExMTA3Yw.pdf,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzQ4LzBjL2YwLzgyYTEtNDVmMC05NjFhLTAzMjYyMGFkZDcwYw.xml,true,Haderslev,6100.0,13.0,Aastrupvej,Harlev J,8462.0,7.0,Rugmarksvej,6950 RingkÃ¸bing,Herningvej 21B,Regnskabsklasse B,2017-05-15,2017-05-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ikke aktiveret udskudt skat udgÃ¸r 42.778Â kr., heraf vedrÃ¸rer 6.631 kr. kildebegrÃ¦nset tab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",charlotte@velling.net,,74671015.0,,29321116.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Charlotte Kruckow Velling Nichol,Charlotte Kruckow Velling Nichol,Kreditbanken A/S,Tannisbugt Bygge & Invest ApS,Claus Follin Larsen,,,Tversted,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsrapporten for det kommende Ã¥r ikke skal revideres.",,51216074.0,false,false,Ingen bistand,urn:ofk:oid:23906133,indberetninger-20180424,2.5928016,29321116,,2018-03-28T04:41:30.326Z,2017-05-22T05:25:08.883Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-19-LM,2017-05-22T05:25:09.124Z,,,,,,,,,,,,,,,,,Erik Kruckow Velling,
29321116,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NmLzQxL2U4LzFmMTMtNDE3YS1hNDViLTliY2I5ZmY4Y2I1Zg.xhtml,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzM3LzA2LzA4L2ViYmQtNDc5Mi1iMjE4LTkxZTkzOGExMTA3Yw.pdf,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzQ4LzBjL2YwLzgyYTEtNDVmMC05NjFhLTAzMjYyMGFkZDcwYw.xml,true,Haderslev,6100.0,13.0,Aastrupvej,Harlev J,8462.0,7.0,Rugmarksvej,6950 RingkÃ¸bing,Herningvej 21B,Regnskabsklasse B,2017-05-15,2017-05-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ikke aktiveret udskudt skat udgÃ¸r 42.778Â kr., heraf vedrÃ¸rer 6.631 kr. kildebegrÃ¦nset tab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",charlotte@velling.net,,74671015.0,,29321116.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Charlotte Kruckow Velling Nichol,Charlotte Kruckow Velling Nichol,Kreditbanken A/S,Tannisbugt Bygge & Invest ApS,Claus Follin Larsen,,,Tversted,2015-01-01,2015-12-31,-7359.0,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsrapporten for det kommende Ã¥r ikke skal revideres.",,51216074.0,false,false,Ingen bistand,urn:ofk:oid:23906133,indberetninger-20180424,2.5928016,29321116,,2018-03-28T04:41:30.326Z,2017-05-22T05:25:08.883Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-19-LM,2017-05-22T05:25:09.124Z,,,,,,,,,,,,,,,,,,
29321116,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NmLzQxL2U4LzFmMTMtNDE3YS1hNDViLTliY2I5ZmY4Y2I1Zg.xhtml,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzM3LzA2LzA4L2ViYmQtNDc5Mi1iMjE4LTkxZTkzOGExMTA3Yw.pdf,http://regnskaber.virk.dk/61112392/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzQ4LzBjL2YwLzgyYTEtNDVmMC05NjFhLTAzMjYyMGFkZDcwYw.xml,true,Haderslev,6100.0,13.0,Aastrupvej,Harlev J,8462.0,7.0,Rugmarksvej,6950 RingkÃ¸bing,Herningvej 21B,Regnskabsklasse B,2017-05-15,2017-05-15,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ikke aktiveret udskudt skat udgÃ¸r 42.778Â kr., heraf vedrÃ¸rer 6.631 kr. kildebegrÃ¦nset tab.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",charlotte@velling.net,,74671015.0,,29321116.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Charlotte Kruckow Velling Nichol,Charlotte Kruckow Velling Nichol,Kreditbanken A/S,Tannisbugt Bygge & Invest ApS,Claus Follin Larsen,,,Tversted,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Generalforsamlingen har besluttet, at Ã¥rsrapporten for det kommende Ã¥r ikke skal revideres.",,51216074.0,false,false,Ingen bistand,urn:ofk:oid:23906133,indberetninger-20180424,2.5928016,29321116,,2018-03-28T04:41:30.326Z,2017-05-22T05:25:08.883Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-19-LM,2017-05-22T05:25:09.124Z,76050.0,35870.0,125000.0,36050.0,56924.0,76050.0,19126.0,40000.0,40000.0,40000.0,180.0,-68076.0,19126.0,12126.0,180.0,7000.0,,
