entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInAssociates,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,Provisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,DividendPaid
30276523,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzA3Lzc1L2I4L2Y3NTEtNDZmYi04ZDIxLWVlZmY5MjkyZWYxZg.xhtml,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVlLzdlLzJmL2Q1ZGYtNDQ3Yy1hMjIxLTUwNWM0MTFiMzRlMA.pdf,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzI5LzY5L2Y5LzI2OTQtNDU4MC04NGNjLTBhZjQ4OWI5NzRmYw.xml,true,Aarhus C,8000.0,"6, kl",Skernvej,8751 Gedved,Tolstrupvej 8,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-03,2019-05-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje kapitalandel i andre virksomheder.</p>",-1875.0,30276523.0,-19037.0,0.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Torben Andersen,Torben Andersen,T. ANDERSEN HOLDING ApS,Per Werner Nielsen,0.0,0.0,0.0,Ãrhus,2017-01-01,2017-12-31,-20912.0,-20912.0,-1875.0,2018-12-31,2018-01-01,false,0.0,87776601.0,false,Ingen bistand,urn:ofk:oid:27081962,indberetninger-20180424,2.59278,30276523.0,AWqMcyq_RYGX6_YTHbUn,2019-05-06T09:22:38.367Z,2019-05-06T09:21:58.293Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-00-XJ,2019-05-06T09:21:58.497Z,,,,,,,,,,,,,,,,,,,,,
30276523,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzA3Lzc1L2I4L2Y3NTEtNDZmYi04ZDIxLWVlZmY5MjkyZWYxZg.xhtml,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVlLzdlLzJmL2Q1ZGYtNDQ3Yy1hMjIxLTUwNWM0MTFiMzRlMA.pdf,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzI5LzY5L2Y5LzI2OTQtNDU4MC04NGNjLTBhZjQ4OWI5NzRmYw.xml,true,Aarhus C,8000.0,"6, kl",Skernvej,8751 Gedved,Tolstrupvej 8,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-03,2019-05-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje kapitalandel i andre virksomheder.</p>",,30276523.0,,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Torben Andersen,Torben Andersen,T. ANDERSEN HOLDING ApS,Per Werner Nielsen,,,,Ãrhus,2017-01-01,2017-12-31,-20912.0,,,2018-12-31,2018-01-01,false,,87776601.0,false,Ingen bistand,urn:ofk:oid:27081962,indberetninger-20180424,2.59278,30276523.0,AWqMcyq_RYGX6_YTHbUn,2019-05-06T09:22:38.367Z,2019-05-06T09:21:58.293Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-00-XJ,2019-05-06T09:21:58.497Z,,,,,,,,,,,,,,,,,,,,,
30276523,2017-12-31,2017-12-31,c6,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzA3Lzc1L2I4L2Y3NTEtNDZmYi04ZDIxLWVlZmY5MjkyZWYxZg.xhtml,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVlLzdlLzJmL2Q1ZGYtNDQ3Yy1hMjIxLTUwNWM0MTFiMzRlMA.pdf,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzI5LzY5L2Y5LzI2OTQtNDU4MC04NGNjLTBhZjQ4OWI5NzRmYw.xml,true,Aarhus C,8000.0,"6, kl",Skernvej,8751 Gedved,Tolstrupvej 8,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-03,2019-05-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje kapitalandel i andre virksomheder.</p>",,30276523.0,,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Torben Andersen,Torben Andersen,T. ANDERSEN HOLDING ApS,Per Werner Nielsen,,,,Ãrhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,87776601.0,false,Ingen bistand,urn:ofk:oid:27081962,indberetninger-20180424,2.59278,30276523.0,AWqMcyq_RYGX6_YTHbUn,2019-05-06T09:22:38.367Z,2019-05-06T09:21:58.293Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-00-XJ,2019-05-06T09:21:58.497Z,27.0,27.0,125000.0,27.0,0.0,-197608.0,27.0,1900.0,0.0,0.0,0.0,0.0,195735.0,1900.0,195735.0,-322608.0,1900.0,0.0,0.0,0.0,
30276523,2018-01-01,2018-01-01,c7,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzA3Lzc1L2I4L2Y3NTEtNDZmYi04ZDIxLWVlZmY5MjkyZWYxZg.xhtml,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVlLzdlLzJmL2Q1ZGYtNDQ3Yy1hMjIxLTUwNWM0MTFiMzRlMA.pdf,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzI5LzY5L2Y5LzI2OTQtNDU4MC04NGNjLTBhZjQ4OWI5NzRmYw.xml,true,Aarhus C,8000.0,"6, kl",Skernvej,8751 Gedved,Tolstrupvej 8,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-03,2019-05-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje kapitalandel i andre virksomheder.</p>",,30276523.0,,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Torben Andersen,Torben Andersen,T. ANDERSEN HOLDING ApS,Per Werner Nielsen,,,,Ãrhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,87776601.0,false,Ingen bistand,urn:ofk:oid:27081962,indberetninger-20180424,2.59278,30276523.0,AWqMcyq_RYGX6_YTHbUn,2019-05-06T09:22:38.367Z,2019-05-06T09:21:58.293Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-00-XJ,2019-05-06T09:21:58.497Z,,,,,,125000.0,,,,,,,,,,,,,,,
30276523,2018-01-01,2018-01-01,c8,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzA3Lzc1L2I4L2Y3NTEtNDZmYi04ZDIxLWVlZmY5MjkyZWYxZg.xhtml,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVlLzdlLzJmL2Q1ZGYtNDQ3Yy1hMjIxLTUwNWM0MTFiMzRlMA.pdf,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzI5LzY5L2Y5LzI2OTQtNDU4MC04NGNjLTBhZjQ4OWI5NzRmYw.xml,true,Aarhus C,8000.0,"6, kl",Skernvej,8751 Gedved,Tolstrupvej 8,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-03,2019-05-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje kapitalandel i andre virksomheder.</p>",,30276523.0,,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Torben Andersen,Torben Andersen,T. ANDERSEN HOLDING ApS,Per Werner Nielsen,,,,Ãrhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,87776601.0,false,Ingen bistand,urn:ofk:oid:27081962,indberetninger-20180424,2.59278,30276523.0,AWqMcyq_RYGX6_YTHbUn,2019-05-06T09:22:38.367Z,2019-05-06T09:21:58.293Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-00-XJ,2019-05-06T09:21:58.497Z,,,,,,-322608.0,,,,,,,,,,,,,,,
30276523,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzA3Lzc1L2I4L2Y3NTEtNDZmYi04ZDIxLWVlZmY5MjkyZWYxZg.xhtml,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVlLzdlLzJmL2Q1ZGYtNDQ3Yy1hMjIxLTUwNWM0MTFiMzRlMA.pdf,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzI5LzY5L2Y5LzI2OTQtNDU4MC04NGNjLTBhZjQ4OWI5NzRmYw.xml,true,Aarhus C,8000.0,"6, kl",Skernvej,8751 Gedved,Tolstrupvej 8,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-03,2019-05-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje kapitalandel i andre virksomheder.</p>",,30276523.0,,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Torben Andersen,Torben Andersen,T. ANDERSEN HOLDING ApS,Per Werner Nielsen,,,,Ãrhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,87776601.0,false,Ingen bistand,urn:ofk:oid:27081962,indberetninger-20180424,2.59278,30276523.0,AWqMcyq_RYGX6_YTHbUn,2019-05-06T09:22:38.367Z,2019-05-06T09:21:58.293Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-00-XJ,2019-05-06T09:21:58.497Z,,,,,,-197608.0,,,,,,,,,,,,,,,
30276523,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzA3Lzc1L2I4L2Y3NTEtNDZmYi04ZDIxLWVlZmY5MjkyZWYxZg.xhtml,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVlLzdlLzJmL2Q1ZGYtNDQ3Yy1hMjIxLTUwNWM0MTFiMzRlMA.pdf,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzI5LzY5L2Y5LzI2OTQtNDU4MC04NGNjLTBhZjQ4OWI5NzRmYw.xml,true,Aarhus C,8000.0,"6, kl",Skernvej,8751 Gedved,Tolstrupvej 8,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-03,2019-05-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje kapitalandel i andre virksomheder.</p>",-1875.0,30276523.0,67715.0,47437.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Torben Andersen,Torben Andersen,T. ANDERSEN HOLDING ApS,Per Werner Nielsen,0.0,0.0,0.0,Ãrhus,2017-01-01,2017-12-31,113277.0,113277.0,-1875.0,2018-12-31,2018-01-01,false,0.0,87776601.0,false,Ingen bistand,urn:ofk:oid:27081962,indberetninger-20180424,2.59278,30276523.0,AWqMcyq_RYGX6_YTHbUn,2019-05-06T09:22:38.367Z,2019-05-06T09:21:58.293Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-00-XJ,2019-05-06T09:21:58.497Z,,,,,,,,,,,,,,,,,,,,,0.0
30276523,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzA3Lzc1L2I4L2Y3NTEtNDZmYi04ZDIxLWVlZmY5MjkyZWYxZg.xhtml,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVlLzdlLzJmL2Q1ZGYtNDQ3Yy1hMjIxLTUwNWM0MTFiMzRlMA.pdf,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzI5LzY5L2Y5LzI2OTQtNDU4MC04NGNjLTBhZjQ4OWI5NzRmYw.xml,true,Aarhus C,8000.0,"6, kl",Skernvej,8751 Gedved,Tolstrupvej 8,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-03,2019-05-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje kapitalandel i andre virksomheder.</p>",,30276523.0,,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Torben Andersen,Torben Andersen,T. ANDERSEN HOLDING ApS,Per Werner Nielsen,,,,Ãrhus,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,87776601.0,false,Ingen bistand,urn:ofk:oid:27081962,indberetninger-20180424,2.59278,30276523.0,AWqMcyq_RYGX6_YTHbUn,2019-05-06T09:22:38.367Z,2019-05-06T09:21:58.293Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-00-XJ,2019-05-06T09:21:58.497Z,,,,,,,,,,,,,,,,,,,,,
30276523,2018-01-01,2018-12-31,c10,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzA3Lzc1L2I4L2Y3NTEtNDZmYi04ZDIxLWVlZmY5MjkyZWYxZg.xhtml,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVlLzdlLzJmL2Q1ZGYtNDQ3Yy1hMjIxLTUwNWM0MTFiMzRlMA.pdf,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzI5LzY5L2Y5LzI2OTQtNDU4MC04NGNjLTBhZjQ4OWI5NzRmYw.xml,true,Aarhus C,8000.0,"6, kl",Skernvej,8751 Gedved,Tolstrupvej 8,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-03,2019-05-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje kapitalandel i andre virksomheder.</p>",,30276523.0,,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Torben Andersen,Torben Andersen,T. ANDERSEN HOLDING ApS,Per Werner Nielsen,,,,Ãrhus,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,false,,87776601.0,false,Ingen bistand,urn:ofk:oid:27081962,indberetninger-20180424,2.59278,30276523.0,AWqMcyq_RYGX6_YTHbUn,2019-05-06T09:22:38.367Z,2019-05-06T09:21:58.293Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-00-XJ,2019-05-06T09:21:58.497Z,,,,,,,,,,,,,,,,,,,,,0.0
30276523,2018-01-01,2018-12-31,c11,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBkLzA3Lzc1L2I4L2Y3NTEtNDZmYi04ZDIxLWVlZmY5MjkyZWYxZg.xhtml,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzVmLzVlLzdlLzJmL2Q1ZGYtNDQ3Yy1hMjIxLTUwNWM0MTFiMzRlMA.pdf,http://regnskaber.virk.dk/32567203/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzI5LzY5L2Y5LzI2OTQtNDU4MC04NGNjLTBhZjQ4OWI5NzRmYw.xml,true,Aarhus C,8000.0,"6, kl",Skernvej,8751 Gedved,Tolstrupvej 8,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-03,2019-05-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje kapitalandel i andre virksomheder.</p>",,30276523.0,,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Torben Andersen,Torben Andersen,T. ANDERSEN HOLDING ApS,Per Werner Nielsen,,,,Ãrhus,2017-01-01,2017-12-31,113277.0,,,2018-12-31,2018-01-01,false,,87776601.0,false,Ingen bistand,urn:ofk:oid:27081962,indberetninger-20180424,2.59278,30276523.0,AWqMcyq_RYGX6_YTHbUn,2019-05-06T09:22:38.367Z,2019-05-06T09:21:58.293Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-00-XJ,2019-05-06T09:21:58.497Z,,,,,,,,,,,,,,,,,,,,,0.0
