entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossResult,OtherExternalExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions
31364078,2012-01-01,2012-01-01,c456,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8vcGRmcy8zMTM2NDA3ODtBcFM0Mjg4NTA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8veGJybHMvWC1CM0ExMDBFNC0yMDE0MDUyOF8xNDAxNDhfMDYz.xml,Danmark,Brande,7330.0,22.0,Torvegade,Give,7323.0,16.0,Jernbanegade,"7330, Brande","Torvegade, 22",anpartshaveren,Regnskabsklasse B,2014-05-12,2014-05-12,2008-03-13,2014-05-12,statsautoriseret revisor,sd@partner-revision.dk,125000.0,15807776.0,31364078.0,15807776.0,Ãrsrapport,Bjarne Ulrik Pedersen,Maurice Lucien van Leeuwen,Maurice Lucien van Leeuwen,"Partner Revision, statsautoriseret revisionsaktieselskab",ICMA Feriepark ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Holland,Ikast-Brande,2013-12-31,2013-01-01,2014-05-12,Brande,97180366.0,RevisionspÃ¥tegning,urn:ofk:oid:19403306,indberetninger-20180424,2.5124327999999996,31364078.0,,2018-04-01T04:42:24.622Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.628,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
31364078,2012-01-01,2012-01-01,c474,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8vcGRmcy8zMTM2NDA3ODtBcFM0Mjg4NTA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8veGJybHMvWC1CM0ExMDBFNC0yMDE0MDUyOF8xNDAxNDhfMDYz.xml,Danmark,Brande,7330.0,22.0,Torvegade,Give,7323.0,16.0,Jernbanegade,"7330, Brande","Torvegade, 22",anpartshaveren,Regnskabsklasse B,2014-05-12,2014-05-12,2008-03-13,2014-05-12,statsautoriseret revisor,sd@partner-revision.dk,-145676.0,15807776.0,31364078.0,15807776.0,Ãrsrapport,Bjarne Ulrik Pedersen,Maurice Lucien van Leeuwen,Maurice Lucien van Leeuwen,"Partner Revision, statsautoriseret revisionsaktieselskab",ICMA Feriepark ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Holland,Ikast-Brande,2013-12-31,2013-01-01,2014-05-12,Brande,97180366.0,RevisionspÃ¥tegning,urn:ofk:oid:19403306,indberetninger-20180424,2.5124327999999996,31364078.0,,2018-04-01T04:42:24.622Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.628,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
31364078,2012-01-01,2012-12-31,c123,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8vcGRmcy8zMTM2NDA3ODtBcFM0Mjg4NTA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8veGJybHMvWC1CM0ExMDBFNC0yMDE0MDUyOF8xNDAxNDhfMDYz.xml,Danmark,Brande,7330.0,22.0,Torvegade,Give,7323.0,16.0,Jernbanegade,"7330, Brande","Torvegade, 22",anpartshaveren,Regnskabsklasse B,2014-05-12,2014-05-12,2008-03-13,2014-05-12,statsautoriseret revisor,sd@partner-revision.dk,,15807776.0,31364078.0,15807776.0,Ãrsrapport,Bjarne Ulrik Pedersen,Maurice Lucien van Leeuwen,Maurice Lucien van Leeuwen,"Partner Revision, statsautoriseret revisionsaktieselskab",ICMA Feriepark ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Holland,Ikast-Brande,2013-12-31,2013-01-01,2014-05-12,Brande,97180366.0,RevisionspÃ¥tegning,urn:ofk:oid:19403306,indberetninger-20180424,2.5124327999999996,31364078.0,,2018-04-01T04:42:24.622Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.628,2014-05-28T22:00:00.000Z,-5340.0,,,,,,,,,,,,,,,,,,
31364078,2012-01-01,2012-12-31,c3,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8vcGRmcy8zMTM2NDA3ODtBcFM0Mjg4NTA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8veGJybHMvWC1CM0ExMDBFNC0yMDE0MDUyOF8xNDAxNDhfMDYz.xml,Danmark,Brande,7330.0,22.0,Torvegade,Give,7323.0,16.0,Jernbanegade,"7330, Brande","Torvegade, 22",anpartshaveren,Regnskabsklasse B,2014-05-12,2014-05-12,2008-03-13,2014-05-12,statsautoriseret revisor,sd@partner-revision.dk,,15807776.0,31364078.0,15807776.0,Ãrsrapport,Bjarne Ulrik Pedersen,Maurice Lucien van Leeuwen,Maurice Lucien van Leeuwen,"Partner Revision, statsautoriseret revisionsaktieselskab",ICMA Feriepark ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Holland,Ikast-Brande,2013-12-31,2013-01-01,2014-05-12,Brande,97180366.0,RevisionspÃ¥tegning,urn:ofk:oid:19403306,indberetninger-20180424,2.5124327999999996,31364078.0,,2018-04-01T04:42:24.622Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.628,2014-05-28T22:00:00.000Z,-5340.0,-5340.0,5340.0,-5340.0,-5340.0,,,,,,,,,,,,,,
31364078,2012-01-01,2012-12-31,c475,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8vcGRmcy8zMTM2NDA3ODtBcFM0Mjg4NTA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8veGJybHMvWC1CM0ExMDBFNC0yMDE0MDUyOF8xNDAxNDhfMDYz.xml,Danmark,Brande,7330.0,22.0,Torvegade,Give,7323.0,16.0,Jernbanegade,"7330, Brande","Torvegade, 22",anpartshaveren,Regnskabsklasse B,2014-05-12,2014-05-12,2008-03-13,2014-05-12,statsautoriseret revisor,sd@partner-revision.dk,,15807776.0,31364078.0,15807776.0,Ãrsrapport,Bjarne Ulrik Pedersen,Maurice Lucien van Leeuwen,Maurice Lucien van Leeuwen,"Partner Revision, statsautoriseret revisionsaktieselskab",ICMA Feriepark ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Holland,Ikast-Brande,2013-12-31,2013-01-01,2014-05-12,Brande,97180366.0,RevisionspÃ¥tegning,urn:ofk:oid:19403306,indberetninger-20180424,2.5124327999999996,31364078.0,,2018-04-01T04:42:24.622Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.628,2014-05-28T22:00:00.000Z,-5340.0,,,,,,,,,,,,,,,,,,
31364078,2012-12-31,2012-12-31,c4,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8vcGRmcy8zMTM2NDA3ODtBcFM0Mjg4NTA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8veGJybHMvWC1CM0ExMDBFNC0yMDE0MDUyOF8xNDAxNDhfMDYz.xml,Danmark,Brande,7330.0,22.0,Torvegade,Give,7323.0,16.0,Jernbanegade,"7330, Brande","Torvegade, 22",anpartshaveren,Regnskabsklasse B,2014-05-12,2014-05-12,2008-03-13,2014-05-12,statsautoriseret revisor,sd@partner-revision.dk,-26016.0,15807776.0,31364078.0,15807776.0,Ãrsrapport,Bjarne Ulrik Pedersen,Maurice Lucien van Leeuwen,Maurice Lucien van Leeuwen,"Partner Revision, statsautoriseret revisionsaktieselskab",ICMA Feriepark ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Holland,Ikast-Brande,2013-12-31,2013-01-01,2014-05-12,Brande,97180366.0,RevisionspÃ¥tegning,urn:ofk:oid:19403306,indberetninger-20180424,2.5124327999999996,31364078.0,,2018-04-01T04:42:24.622Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.628,2014-05-28T22:00:00.000Z,,,,,,423680.0,18680.0,125000.0,18680.0,405000.0,423680.0,449696.0,444696.0,444696.0,405000.0,5000.0,405000.0,-151016.0,5000.0
31364078,2012-12-31,2012-12-31,c452,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8vcGRmcy8zMTM2NDA3ODtBcFM0Mjg4NTA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8veGJybHMvWC1CM0ExMDBFNC0yMDE0MDUyOF8xNDAxNDhfMDYz.xml,Danmark,Brande,7330.0,22.0,Torvegade,Give,7323.0,16.0,Jernbanegade,"7330, Brande","Torvegade, 22",anpartshaveren,Regnskabsklasse B,2014-05-12,2014-05-12,2008-03-13,2014-05-12,statsautoriseret revisor,sd@partner-revision.dk,125000.0,15807776.0,31364078.0,15807776.0,Ãrsrapport,Bjarne Ulrik Pedersen,Maurice Lucien van Leeuwen,Maurice Lucien van Leeuwen,"Partner Revision, statsautoriseret revisionsaktieselskab",ICMA Feriepark ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Holland,Ikast-Brande,2013-12-31,2013-01-01,2014-05-12,Brande,97180366.0,RevisionspÃ¥tegning,urn:ofk:oid:19403306,indberetninger-20180424,2.5124327999999996,31364078.0,,2018-04-01T04:42:24.622Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.628,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
31364078,2012-12-31,2012-12-31,c476,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8vcGRmcy8zMTM2NDA3ODtBcFM0Mjg4NTA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8veGJybHMvWC1CM0ExMDBFNC0yMDE0MDUyOF8xNDAxNDhfMDYz.xml,Danmark,Brande,7330.0,22.0,Torvegade,Give,7323.0,16.0,Jernbanegade,"7330, Brande","Torvegade, 22",anpartshaveren,Regnskabsklasse B,2014-05-12,2014-05-12,2008-03-13,2014-05-12,statsautoriseret revisor,sd@partner-revision.dk,-151016.0,15807776.0,31364078.0,15807776.0,Ãrsrapport,Bjarne Ulrik Pedersen,Maurice Lucien van Leeuwen,Maurice Lucien van Leeuwen,"Partner Revision, statsautoriseret revisionsaktieselskab",ICMA Feriepark ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Holland,Ikast-Brande,2013-12-31,2013-01-01,2014-05-12,Brande,97180366.0,RevisionspÃ¥tegning,urn:ofk:oid:19403306,indberetninger-20180424,2.5124327999999996,31364078.0,,2018-04-01T04:42:24.622Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.628,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
31364078,2013-01-01,2013-01-01,c199,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8vcGRmcy8zMTM2NDA3ODtBcFM0Mjg4NTA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8veGJybHMvWC1CM0ExMDBFNC0yMDE0MDUyOF8xNDAxNDhfMDYz.xml,Danmark,Brande,7330.0,22.0,Torvegade,Give,7323.0,16.0,Jernbanegade,"7330, Brande","Torvegade, 22",anpartshaveren,Regnskabsklasse B,2014-05-12,2014-05-12,2008-03-13,2014-05-12,statsautoriseret revisor,sd@partner-revision.dk,-151016.0,15807776.0,31364078.0,15807776.0,Ãrsrapport,Bjarne Ulrik Pedersen,Maurice Lucien van Leeuwen,Maurice Lucien van Leeuwen,"Partner Revision, statsautoriseret revisionsaktieselskab",ICMA Feriepark ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Holland,Ikast-Brande,2013-12-31,2013-01-01,2014-05-12,Brande,97180366.0,RevisionspÃ¥tegning,urn:ofk:oid:19403306,indberetninger-20180424,2.5124327999999996,31364078.0,,2018-04-01T04:42:24.622Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.628,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
31364078,2013-01-01,2013-01-01,c453,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8vcGRmcy8zMTM2NDA3ODtBcFM0Mjg4NTA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/87046313/Y3ZyLmRrOi8veGJybHMvWC1CM0ExMDBFNC0yMDE0MDUyOF8xNDAxNDhfMDYz.xml,Danmark,Brande,7330.0,22.0,Torvegade,Give,7323.0,16.0,Jernbanegade,"7330, Brande","Torvegade, 22",anpartshaveren,Regnskabsklasse B,2014-05-12,2014-05-12,2008-03-13,2014-05-12,statsautoriseret revisor,sd@partner-revision.dk,125000.0,15807776.0,31364078.0,15807776.0,Ãrsrapport,Bjarne Ulrik Pedersen,Maurice Lucien van Leeuwen,Maurice Lucien van Leeuwen,"Partner Revision, statsautoriseret revisionsaktieselskab",ICMA Feriepark ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Holland,Ikast-Brande,2013-12-31,2013-01-01,2014-05-12,Brande,97180366.0,RevisionspÃ¥tegning,urn:ofk:oid:19403306,indberetninger-20180424,2.5124327999999996,31364078.0,,2018-04-01T04:42:24.622Z,2014-05-28T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-121.628,2014-05-28T22:00:00.000Z,,,,,,,,,,,,,,,,,,,
