entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCompaniesActOrEquivalentLegislationThatTheCompanyIsSubjectToExtendedReview,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,DepreciationOfPropertyPlantAndEquipment,NameAndSurnameOfMemberOfExecutiveBoard
10029120,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2U3L2VjLzZhLzM2NjItNGQ1NC05ZjYwLWFlOTEyYTg0YmI4Ng.pdf,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzUwLzY4LzY3L2YxYzEtNGQxNC1iYmE0LTk4OWU5YmViZTZkOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Hellerup,2900.0,Strandvejen 112,2900 Hellerup,Mylius Erichsens Alle 15,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Creative Gardens ApS,-3931.0,8.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",38060.0,2019-03-19,2000-06-26,2019-04-26,212267.0,Statsautoriseret revisor,-150000.0,3783550.0,4183347.0,20222670.0,10029120.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Creative Gardens ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Gavin John Winfield,Jyske Bank,Creative Gardens ApS,BDO Statsautoriseret revisionsaktieselskab,36135.0,0.0,Gentofte,225338.0,2017-01-01,2017-12-31,117266.0,151395.0,187530.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,true,2019-03-19,KÃ¸benhavn,76975.0,34129.0,3481237.0,urn:ofk:oid:27041079,indberetninger-20180424,2.5118417999999996,10029120.0,AWpoYe4NRYGX6_YTHNez,2019-04-29T09:17:02.304Z,2019-04-29T09:16:48.863Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-69-MA,2019-04-29T09:16:49.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029120,2017-01-01,2017-12-31,c213,,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2U3L2VjLzZhLzM2NjItNGQ1NC05ZjYwLWFlOTEyYTg0YmI4Ng.pdf,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzUwLzY4LzY3L2YxYzEtNGQxNC1iYmE0LTk4OWU5YmViZTZkOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Hellerup,2900.0,Strandvejen 112,2900 Hellerup,Mylius Erichsens Alle 15,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Creative Gardens ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-19,2000-06-26,2019-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,10029120.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Creative Gardens ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Gavin John Winfield,Jyske Bank,Creative Gardens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2017-01-01,2017-12-31,-32734.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,true,2019-03-19,KÃ¸benhavn,,,,urn:ofk:oid:27041079,indberetninger-20180424,2.5118417999999996,10029120.0,AWpoYe4NRYGX6_YTHNez,2019-04-29T09:17:02.304Z,2019-04-29T09:16:48.863Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-69-MA,2019-04-29T09:16:49.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029120,2017-01-01,2017-12-31,c218,,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2U3L2VjLzZhLzM2NjItNGQ1NC05ZjYwLWFlOTEyYTg0YmI4Ng.pdf,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzUwLzY4LzY3L2YxYzEtNGQxNC1iYmE0LTk4OWU5YmViZTZkOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Hellerup,2900.0,Strandvejen 112,2900 Hellerup,Mylius Erichsens Alle 15,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Creative Gardens ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-19,2000-06-26,2019-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,10029120.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Creative Gardens ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Gavin John Winfield,Jyske Bank,Creative Gardens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2017-01-01,2017-12-31,150000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,true,2019-03-19,KÃ¸benhavn,,,,urn:ofk:oid:27041079,indberetninger-20180424,2.5118417999999996,10029120.0,AWpoYe4NRYGX6_YTHNez,2019-04-29T09:17:02.304Z,2019-04-29T09:16:48.863Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-69-MA,2019-04-29T09:16:49.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029120,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2U3L2VjLzZhLzM2NjItNGQ1NC05ZjYwLWFlOTEyYTg0YmI4Ng.pdf,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzUwLzY4LzY3L2YxYzEtNGQxNC1iYmE0LTk4OWU5YmViZTZkOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Hellerup,2900.0,Strandvejen 112,2900 Hellerup,Mylius Erichsens Alle 15,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Creative Gardens ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-19,2000-06-26,2019-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,10029120.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Creative Gardens ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Gavin John Winfield,Jyske Bank,Creative Gardens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,true,2019-03-19,KÃ¸benhavn,,,,urn:ofk:oid:27041079,indberetninger-20180424,2.5118417999999996,10029120.0,AWpoYe4NRYGX6_YTHNez,2019-04-29T09:17:02.304Z,2019-04-29T09:16:48.863Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-69-MA,2019-04-29T09:16:49.076Z,2294457.0,153377.0,125000.0,63787.0,1102959.0,25019.0,2294457.0,1147480.0,366340.0,10990.0,366340.0,794271.0,10990.0,758262.0,783281.0,150000.0,44018.0,44018.0,827959.0,781140.0,125000.0,1346809.0,0.0,3388.0,25328.0,36125.0,1257694.0,,,,,,,
10029120,2018-01-01,2018-01-01,c230,,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2U3L2VjLzZhLzM2NjItNGQ1NC05ZjYwLWFlOTEyYTg0YmI4Ng.pdf,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzUwLzY4LzY3L2YxYzEtNGQxNC1iYmE0LTk4OWU5YmViZTZkOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Hellerup,2900.0,Strandvejen 112,2900 Hellerup,Mylius Erichsens Alle 15,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Creative Gardens ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-19,2000-06-26,2019-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,10029120.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Creative Gardens ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Gavin John Winfield,Jyske Bank,Creative Gardens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,true,2019-03-19,KÃ¸benhavn,,,,urn:ofk:oid:27041079,indberetninger-20180424,2.5118417999999996,10029120.0,AWpoYe4NRYGX6_YTHNez,2019-04-29T09:17:02.304Z,2019-04-29T09:16:48.863Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-69-MA,2019-04-29T09:16:49.076Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029120,2018-01-01,2018-01-01,c248,,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2U3L2VjLzZhLzM2NjItNGQ1NC05ZjYwLWFlOTEyYTg0YmI4Ng.pdf,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzUwLzY4LzY3L2YxYzEtNGQxNC1iYmE0LTk4OWU5YmViZTZkOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Hellerup,2900.0,Strandvejen 112,2900 Hellerup,Mylius Erichsens Alle 15,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Creative Gardens ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-19,2000-06-26,2019-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,10029120.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Creative Gardens ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Gavin John Winfield,Jyske Bank,Creative Gardens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,true,2019-03-19,KÃ¸benhavn,,,,urn:ofk:oid:27041079,indberetninger-20180424,2.5118417999999996,10029120.0,AWpoYe4NRYGX6_YTHNez,2019-04-29T09:17:02.304Z,2019-04-29T09:16:48.863Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-69-MA,2019-04-29T09:16:49.076Z,,,,,827959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029120,2018-01-01,2018-01-01,c254,,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2U3L2VjLzZhLzM2NjItNGQ1NC05ZjYwLWFlOTEyYTg0YmI4Ng.pdf,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzUwLzY4LzY3L2YxYzEtNGQxNC1iYmE0LTk4OWU5YmViZTZkOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Hellerup,2900.0,Strandvejen 112,2900 Hellerup,Mylius Erichsens Alle 15,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Creative Gardens ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-19,2000-06-26,2019-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,10029120.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Creative Gardens ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Gavin John Winfield,Jyske Bank,Creative Gardens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,true,2019-03-19,KÃ¸benhavn,,,,urn:ofk:oid:27041079,indberetninger-20180424,2.5118417999999996,10029120.0,AWpoYe4NRYGX6_YTHNez,2019-04-29T09:17:02.304Z,2019-04-29T09:16:48.863Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-69-MA,2019-04-29T09:16:49.076Z,,,,,150000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029120,2018-01-01,2018-01-01,c506,,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2U3L2VjLzZhLzM2NjItNGQ1NC05ZjYwLWFlOTEyYTg0YmI4Ng.pdf,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzUwLzY4LzY3L2YxYzEtNGQxNC1iYmE0LTk4OWU5YmViZTZkOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Hellerup,2900.0,Strandvejen 112,2900 Hellerup,Mylius Erichsens Alle 15,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Creative Gardens ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-19,2000-06-26,2019-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,10029120.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Creative Gardens ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Gavin John Winfield,Jyske Bank,Creative Gardens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,true,2019-03-19,KÃ¸benhavn,,,,urn:ofk:oid:27041079,indberetninger-20180424,2.5118417999999996,10029120.0,AWpoYe4NRYGX6_YTHNez,2019-04-29T09:17:02.304Z,2019-04-29T09:16:48.863Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-69-MA,2019-04-29T09:16:49.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,306182.0,331201.0,,,,,
10029120,2018-01-01,2018-01-01,c546,,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2U3L2VjLzZhLzM2NjItNGQ1NC05ZjYwLWFlOTEyYTg0YmI4Ng.pdf,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzUwLzY4LzY3L2YxYzEtNGQxNC1iYmE0LTk4OWU5YmViZTZkOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Hellerup,2900.0,Strandvejen 112,2900 Hellerup,Mylius Erichsens Alle 15,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Creative Gardens ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-19,2000-06-26,2019-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,10029120.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Creative Gardens ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Gavin John Winfield,Jyske Bank,Creative Gardens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,true,2019-03-19,KÃ¸benhavn,,,,urn:ofk:oid:27041079,indberetninger-20180424,2.5118417999999996,10029120.0,AWpoYe4NRYGX6_YTHNez,2019-04-29T09:17:02.304Z,2019-04-29T09:16:48.863Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-69-MA,2019-04-29T09:16:49.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,762987.0,1521249.0,,,,,
10029120,2018-01-01,2018-01-01,c565,,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2U3L2VjLzZhLzM2NjItNGQ1NC05ZjYwLWFlOTEyYTg0YmI4Ng.pdf,http://regnskaber.virk.dk/02192001/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzUwLzY4LzY3L2YxYzEtNGQxNC1iYmE0LTk4OWU5YmViZTZkOA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Hellerup,2900.0,Strandvejen 112,2900 Hellerup,Mylius Erichsens Alle 15,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Creative Gardens ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-19,2000-06-26,2019-04-26,,Statsautoriseret revisor,-150000.0,,,20222670.0,10029120.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Creative Gardens ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Gavin John Winfield,Jyske Bank,Creative Gardens ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gentofte,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,true,2019-03-19,KÃ¸benhavn,,,,urn:ofk:oid:27041079,indberetninger-20180424,2.5118417999999996,10029120.0,AWpoYe4NRYGX6_YTHNez,2019-04-29T09:17:02.304Z,2019-04-29T09:16:48.863Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-69-MA,2019-04-29T09:16:49.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10990.0,,,,
