entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
26770793,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzFlLzU1L2M1L2M3MGMtNGYyZi04ZDUzLTQ2YWE1ZjAyYjVkMw.xhtml,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2U3LzI3L2Y3L2FhYTAtNGFmNy04NmU1LWViOWVjMWEyMDQyYg.pdf,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzJkLzQ4LzEzL2FiNGQtNDQxMS1hNDExLWQ5ODFmODc2YzJhZQ.xml,true,Danmark,DK,Skanderborg,8660.0,17.0,Norgesvej,Horsens,8700.0,"84, st",Smedegade,8660 Skanderborg,Norgesvej 17,Til kapitalejeren,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-18,2018-05-25,53043.0,Registreret revisor,757838.0,852840.0,26770793.0,mne4368,1000707212.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birthe Pedersen,JÃ¸rgen Schaumann,JÃ¸rgen Emken Schaumann,Sparekassen Kronjylland,TOP RENS ApS,Midtbyens Revision,627.0,0.0,Horsens,2016-01-01,2016-12-31,34191.0,41332.0,41959.0,2017-12-31,2017-01-01,false,false,2018-04-18,Skanderborg,7141.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25552523,indberetninger-20180424,2.5949414,26770793.0,AWOg4r4qx8uVRSOdg3o_,2018-05-27T09:16:59.545Z,2018-05-27T09:16:42.957Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-32-UM,2018-05-27T09:16:43.173Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26770793,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzFlLzU1L2M1L2M3MGMtNGYyZi04ZDUzLTQ2YWE1ZjAyYjVkMw.xhtml,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2U3LzI3L2Y3L2FhYTAtNGFmNy04NmU1LWViOWVjMWEyMDQyYg.pdf,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzJkLzQ4LzEzL2FiNGQtNDQxMS1hNDExLWQ5ODFmODc2YzJhZQ.xml,true,Danmark,DK,Skanderborg,8660.0,17.0,Norgesvej,Horsens,8700.0,"84, st",Smedegade,8660 Skanderborg,Norgesvej 17,Til kapitalejeren,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-18,2018-05-25,,Registreret revisor,,,26770793.0,mne4368,1000707212.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birthe Pedersen,JÃ¸rgen Schaumann,JÃ¸rgen Emken Schaumann,Sparekassen Kronjylland,TOP RENS ApS,Midtbyens Revision,,,Horsens,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,false,false,2018-04-18,Skanderborg,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25552523,indberetninger-20180424,2.5949414,26770793.0,AWOg4r4qx8uVRSOdg3o_,2018-05-27T09:16:59.545Z,2018-05-27T09:16:42.957Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-32-UM,2018-05-27T09:16:43.173Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26770793,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzFlLzU1L2M1L2M3MGMtNGYyZi04ZDUzLTQ2YWE1ZjAyYjVkMw.xhtml,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2U3LzI3L2Y3L2FhYTAtNGFmNy04NmU1LWViOWVjMWEyMDQyYg.pdf,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzJkLzQ4LzEzL2FiNGQtNDQxMS1hNDExLWQ5ODFmODc2YzJhZQ.xml,true,Danmark,DK,Skanderborg,8660.0,17.0,Norgesvej,Horsens,8700.0,"84, st",Smedegade,8660 Skanderborg,Norgesvej 17,Til kapitalejeren,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-18,2018-05-25,,Registreret revisor,,,26770793.0,mne4368,1000707212.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birthe Pedersen,JÃ¸rgen Schaumann,JÃ¸rgen Emken Schaumann,Sparekassen Kronjylland,TOP RENS ApS,Midtbyens Revision,,,Horsens,2016-01-01,2016-12-31,34191.0,,,2017-12-31,2017-01-01,false,false,2018-04-18,Skanderborg,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25552523,indberetninger-20180424,2.5949414,26770793.0,AWOg4r4qx8uVRSOdg3o_,2018-05-27T09:16:59.545Z,2018-05-27T09:16:42.957Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-32-UM,2018-05-27T09:16:43.173Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26770793,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzFlLzU1L2M1L2M3MGMtNGYyZi04ZDUzLTQ2YWE1ZjAyYjVkMw.xhtml,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2U3LzI3L2Y3L2FhYTAtNGFmNy04NmU1LWViOWVjMWEyMDQyYg.pdf,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzJkLzQ4LzEzL2FiNGQtNDQxMS1hNDExLWQ5ODFmODc2YzJhZQ.xml,true,Danmark,DK,Skanderborg,8660.0,17.0,Norgesvej,Horsens,8700.0,"84, st",Smedegade,8660 Skanderborg,Norgesvej 17,Til kapitalejeren,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-18,2018-05-25,,Registreret revisor,,,26770793.0,mne4368,1000707212.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birthe Pedersen,JÃ¸rgen Schaumann,JÃ¸rgen Emken Schaumann,Sparekassen Kronjylland,TOP RENS ApS,Midtbyens Revision,,,Horsens,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-04-18,Skanderborg,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25552523,indberetninger-20180424,2.5949414,26770793.0,AWOg4r4qx8uVRSOdg3o_,2018-05-27T09:16:59.545Z,2018-05-27T09:16:42.957Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-32-UM,2018-05-27T09:16:43.173Z,341354.0,2561.0,125000.0,83370.0,20658.0,13500.0,178666.0,244484.0,7037.0,341354.0,135288.0,13500.0,7037.0,257984.0,136865.0,13717.0,244484.0,27400.0,27400.0,53666.0,-58294.0,135288.0,73772.0,12078.0,44639.0,39397.0,,,
26770793,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzFlLzU1L2M1L2M3MGMtNGYyZi04ZDUzLTQ2YWE1ZjAyYjVkMw.xhtml,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2U3LzI3L2Y3L2FhYTAtNGFmNy04NmU1LWViOWVjMWEyMDQyYg.pdf,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzJkLzQ4LzEzL2FiNGQtNDQxMS1hNDExLWQ5ODFmODc2YzJhZQ.xml,true,Danmark,DK,Skanderborg,8660.0,17.0,Norgesvej,Horsens,8700.0,"84, st",Smedegade,8660 Skanderborg,Norgesvej 17,Til kapitalejeren,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-18,2018-05-25,,Registreret revisor,,,26770793.0,mne4368,1000707212.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birthe Pedersen,JÃ¸rgen Schaumann,JÃ¸rgen Emken Schaumann,Sparekassen Kronjylland,TOP RENS ApS,Midtbyens Revision,,,Horsens,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-04-18,Skanderborg,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25552523,indberetninger-20180424,2.5949414,26770793.0,AWOg4r4qx8uVRSOdg3o_,2018-05-27T09:16:59.545Z,2018-05-27T09:16:42.957Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-32-UM,2018-05-27T09:16:43.173Z,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,
26770793,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzFlLzU1L2M1L2M3MGMtNGYyZi04ZDUzLTQ2YWE1ZjAyYjVkMw.xhtml,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2U3LzI3L2Y3L2FhYTAtNGFmNy04NmU1LWViOWVjMWEyMDQyYg.pdf,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzJkLzQ4LzEzL2FiNGQtNDQxMS1hNDExLWQ5ODFmODc2YzJhZQ.xml,true,Danmark,DK,Skanderborg,8660.0,17.0,Norgesvej,Horsens,8700.0,"84, st",Smedegade,8660 Skanderborg,Norgesvej 17,Til kapitalejeren,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-18,2018-05-25,,Registreret revisor,,,26770793.0,mne4368,1000707212.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birthe Pedersen,JÃ¸rgen Schaumann,JÃ¸rgen Emken Schaumann,Sparekassen Kronjylland,TOP RENS ApS,Midtbyens Revision,,,Horsens,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-04-18,Skanderborg,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25552523,indberetninger-20180424,2.5949414,26770793.0,AWOg4r4qx8uVRSOdg3o_,2018-05-27T09:16:59.545Z,2018-05-27T09:16:42.957Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-32-UM,2018-05-27T09:16:43.173Z,,,,,,,53666.0,,,,,,,,,,,,,,,,,,,,,,
26770793,2017-01-01,2017-01-01,c13,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzFlLzU1L2M1L2M3MGMtNGYyZi04ZDUzLTQ2YWE1ZjAyYjVkMw.xhtml,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2U3LzI3L2Y3L2FhYTAtNGFmNy04NmU1LWViOWVjMWEyMDQyYg.pdf,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzJkLzQ4LzEzL2FiNGQtNDQxMS1hNDExLWQ5ODFmODc2YzJhZQ.xml,true,Danmark,DK,Skanderborg,8660.0,17.0,Norgesvej,Horsens,8700.0,"84, st",Smedegade,8660 Skanderborg,Norgesvej 17,Til kapitalejeren,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-18,2018-05-25,,Registreret revisor,,,26770793.0,mne4368,1000707212.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birthe Pedersen,JÃ¸rgen Schaumann,JÃ¸rgen Emken Schaumann,Sparekassen Kronjylland,TOP RENS ApS,Midtbyens Revision,,,Horsens,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-04-18,Skanderborg,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25552523,indberetninger-20180424,2.5949414,26770793.0,AWOg4r4qx8uVRSOdg3o_,2018-05-27T09:16:59.545Z,2018-05-27T09:16:42.957Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-32-UM,2018-05-27T09:16:43.173Z,,,,,,,178666.0,,,,,,,,,,,,,,,,,,,,,,
26770793,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzFlLzU1L2M1L2M3MGMtNGYyZi04ZDUzLTQ2YWE1ZjAyYjVkMw.xhtml,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2U3LzI3L2Y3L2FhYTAtNGFmNy04NmU1LWViOWVjMWEyMDQyYg.pdf,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzJkLzQ4LzEzL2FiNGQtNDQxMS1hNDExLWQ5ODFmODc2YzJhZQ.xml,true,Danmark,DK,Skanderborg,8660.0,17.0,Norgesvej,Horsens,8700.0,"84, st",Smedegade,8660 Skanderborg,Norgesvej 17,Til kapitalejeren,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-18,2018-05-25,47180.0,Registreret revisor,816286.0,881793.0,26770793.0,mne4368,1000707212.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birthe Pedersen,JÃ¸rgen Schaumann,JÃ¸rgen Emken Schaumann,Sparekassen Kronjylland,TOP RENS ApS,Midtbyens Revision,436.0,0.0,Horsens,2016-01-01,2016-12-31,13202.0,17891.0,18327.0,2017-12-31,2017-01-01,false,false,2018-04-18,Skanderborg,4689.0,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25552523,indberetninger-20180424,2.5949414,26770793.0,AWOg4r4qx8uVRSOdg3o_,2018-05-27T09:16:59.545Z,2018-05-27T09:16:42.957Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-32-UM,2018-05-27T09:16:43.173Z,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,,
26770793,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzFlLzU1L2M1L2M3MGMtNGYyZi04ZDUzLTQ2YWE1ZjAyYjVkMw.xhtml,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2U3LzI3L2Y3L2FhYTAtNGFmNy04NmU1LWViOWVjMWEyMDQyYg.pdf,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzJkLzQ4LzEzL2FiNGQtNDQxMS1hNDExLWQ5ODFmODc2YzJhZQ.xml,true,Danmark,DK,Skanderborg,8660.0,17.0,Norgesvej,Horsens,8700.0,"84, st",Smedegade,8660 Skanderborg,Norgesvej 17,Til kapitalejeren,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-18,2018-05-25,,Registreret revisor,,,26770793.0,mne4368,1000707212.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birthe Pedersen,JÃ¸rgen Schaumann,JÃ¸rgen Emken Schaumann,Sparekassen Kronjylland,TOP RENS ApS,Midtbyens Revision,,,Horsens,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-04-18,Skanderborg,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25552523,indberetninger-20180424,2.5949414,26770793.0,AWOg4r4qx8uVRSOdg3o_,2018-05-27T09:16:59.545Z,2018-05-27T09:16:42.957Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-32-UM,2018-05-27T09:16:43.173Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,14249990.0,MIDTBYENS REVISION V/BIRTHE PEDERSEN
26770793,2017-01-01,2017-12-31,c14,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzFlLzU1L2M1L2M3MGMtNGYyZi04ZDUzLTQ2YWE1ZjAyYjVkMw.xhtml,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2U3LzI3L2Y3L2FhYTAtNGFmNy04NmU1LWViOWVjMWEyMDQyYg.pdf,http://regnskaber.virk.dk/39707762/ZG9rdW1lbnRsYWdlcjovLzAzLzA2LzJkLzQ4LzEzL2FiNGQtNDQxMS1hNDExLWQ5ODFmODc2YzJhZQ.xml,true,Danmark,DK,Skanderborg,8660.0,17.0,Norgesvej,Horsens,8700.0,"84, st",Smedegade,8660 Skanderborg,Norgesvej 17,Til kapitalejeren,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-04-18,2018-05-25,,Registreret revisor,,,26770793.0,mne4368,1000707212.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Birthe Pedersen,JÃ¸rgen Schaumann,JÃ¸rgen Emken Schaumann,Sparekassen Kronjylland,TOP RENS ApS,Midtbyens Revision,,,Horsens,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-04-18,Skanderborg,,false,false,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25552523,indberetninger-20180424,2.5949414,26770793.0,AWOg4r4qx8uVRSOdg3o_,2018-05-27T09:16:59.545Z,2018-05-27T09:16:42.957Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-32-UM,2018-05-27T09:16:43.173Z,,,,,,,,,,,,,,,,,,,,,,,,,,,50000.0,,
