entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables
26864631,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ZiL2VjLzBlLzY0MjctNGIxMi1iZDJiLTcyOWMzYTUxYWFjYQ.xhtml,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzI3L2Q0LzNkLzk2Y2ItNGYxYy1iMGY4LWUzZmFhYjI1OTY2NA.pdf,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzI2LzM2LzI5L2I4MmQtNDFhNy1iYjcxLTljNTA1NjdjYWY4ZQ.xml,true,Aalborg Ãst,9220.0,77.0,Lemvigvej,9700 BrÃ¸nderslev,Torvegade 4,Til den daglige ledelse i K3 Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-17,0.0,"Registreret revisor, HD",0.0,-15316.0,86242516.0,26864631.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels-Erik Ãstergaard,Kim Krogh Kristensen,Kim Krogh Kristensen,Revisionsfirmaet Niels-Erik Ãstergaard,Nordea Bank,K3 INVEST ApS,Revisionsfirmaet Niels-Erik Ãstergaard,4417.0,3153210.0,Aalborg,2014-01-01,2014-12-31,3077177.0,3133477.0,-15316.0,2015-12-31,2015-01-01,false,false,2016-05-12,BrÃ¸nderslev,56300.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22412196,indberetninger-20180424,2.595549,26864631.0,,2018-03-29T00:10:47.243Z,2016-05-23T09:33:32.007Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-82-CS,2016-05-23T09:33:32.193Z,,,,,,,,,,,,,,,,,,
26864631,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ZiL2VjLzBlLzY0MjctNGIxMi1iZDJiLTcyOWMzYTUxYWFjYQ.xhtml,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzI3L2Q0LzNkLzk2Y2ItNGYxYy1iMGY4LWUzZmFhYjI1OTY2NA.pdf,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzI2LzM2LzI5L2I4MmQtNDFhNy1iYjcxLTljNTA1NjdjYWY4ZQ.xml,true,Aalborg Ãst,9220.0,77.0,Lemvigvej,9700 BrÃ¸nderslev,Torvegade 4,Til den daglige ledelse i K3 Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-17,,"Registreret revisor, HD",,,86242516.0,26864631.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels-Erik Ãstergaard,Kim Krogh Kristensen,Kim Krogh Kristensen,Revisionsfirmaet Niels-Erik Ãstergaard,Nordea Bank,K3 INVEST ApS,Revisionsfirmaet Niels-Erik Ãstergaard,,,Aalborg,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,false,false,2016-05-12,BrÃ¸nderslev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22412196,indberetninger-20180424,2.595549,26864631.0,,2018-03-29T00:10:47.243Z,2016-05-23T09:33:32.007Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-82-CS,2016-05-23T09:33:32.193Z,,,,,,,,,,,,,,,,,,
26864631,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ZiL2VjLzBlLzY0MjctNGIxMi1iZDJiLTcyOWMzYTUxYWFjYQ.xhtml,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzI3L2Q0LzNkLzk2Y2ItNGYxYy1iMGY4LWUzZmFhYjI1OTY2NA.pdf,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzI2LzM2LzI5L2I4MmQtNDFhNy1iYjcxLTljNTA1NjdjYWY4ZQ.xml,true,Aalborg Ãst,9220.0,77.0,Lemvigvej,9700 BrÃ¸nderslev,Torvegade 4,Til den daglige ledelse i K3 Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-17,,"Registreret revisor, HD",,,86242516.0,26864631.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels-Erik Ãstergaard,Kim Krogh Kristensen,Kim Krogh Kristensen,Revisionsfirmaet Niels-Erik Ãstergaard,Nordea Bank,K3 INVEST ApS,Revisionsfirmaet Niels-Erik Ãstergaard,,,Aalborg,2014-01-01,2014-12-31,3077177.0,,,2015-12-31,2015-01-01,false,false,2016-05-12,BrÃ¸nderslev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22412196,indberetninger-20180424,2.595549,26864631.0,,2018-03-29T00:10:47.243Z,2016-05-23T09:33:32.007Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-82-CS,2016-05-23T09:33:32.193Z,,,,,,,,,,,,,,,,,,
26864631,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ZiL2VjLzBlLzY0MjctNGIxMi1iZDJiLTcyOWMzYTUxYWFjYQ.xhtml,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzI3L2Q0LzNkLzk2Y2ItNGYxYy1iMGY4LWUzZmFhYjI1OTY2NA.pdf,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzI2LzM2LzI5L2I4MmQtNDFhNy1iYjcxLTljNTA1NjdjYWY4ZQ.xml,true,Aalborg Ãst,9220.0,77.0,Lemvigvej,9700 BrÃ¸nderslev,Torvegade 4,Til den daglige ledelse i K3 Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-17,,"Registreret revisor, HD",,,86242516.0,26864631.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels-Erik Ãstergaard,Kim Krogh Kristensen,Kim Krogh Kristensen,Revisionsfirmaet Niels-Erik Ãstergaard,Nordea Bank,K3 INVEST ApS,Revisionsfirmaet Niels-Erik Ãstergaard,,,Aalborg,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-12,BrÃ¸nderslev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22412196,indberetninger-20180424,2.595549,26864631.0,,2018-03-29T00:10:47.243Z,2016-05-23T09:33:32.007Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-82-CS,2016-05-23T09:33:32.193Z,3498363.0,1750328.0,125000.0,2101506.0,174800.0,3489613.0,3498363.0,8750.0,1396857.0,1396857.0,1396857.0,8750.0,0.0,3364613.0,8750.0,351178.0,176378.0,0.0
26864631,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ZiL2VjLzBlLzY0MjctNGIxMi1iZDJiLTcyOWMzYTUxYWFjYQ.xhtml,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzI3L2Q0LzNkLzk2Y2ItNGYxYy1iMGY4LWUzZmFhYjI1OTY2NA.pdf,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzI2LzM2LzI5L2I4MmQtNDFhNy1iYjcxLTljNTA1NjdjYWY4ZQ.xml,true,Aalborg Ãst,9220.0,77.0,Lemvigvej,9700 BrÃ¸nderslev,Torvegade 4,Til den daglige ledelse i K3 Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-17,0.0,"Registreret revisor, HD",184823.0,-10571.0,86242516.0,26864631.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels-Erik Ãstergaard,Kim Krogh Kristensen,Kim Krogh Kristensen,Revisionsfirmaet Niels-Erik Ãstergaard,Nordea Bank,K3 INVEST ApS,Revisionsfirmaet Niels-Erik Ãstergaard,9886.0,2311245.0,Aalborg,2014-01-01,2014-12-31,1867997.0,2105965.0,-195394.0,2015-12-31,2015-01-01,false,false,2016-05-12,BrÃ¸nderslev,237968.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22412196,indberetninger-20180424,2.595549,26864631.0,,2018-03-29T00:10:47.243Z,2016-05-23T09:33:32.007Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-82-CS,2016-05-23T09:33:32.193Z,,,,,,,,,,,,,,,,,,
26864631,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ZiL2VjLzBlLzY0MjctNGIxMi1iZDJiLTcyOWMzYTUxYWFjYQ.xhtml,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzI3L2Q0LzNkLzk2Y2ItNGYxYy1iMGY4LWUzZmFhYjI1OTY2NA.pdf,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzI2LzM2LzI5L2I4MmQtNDFhNy1iYjcxLTljNTA1NjdjYWY4ZQ.xml,true,Aalborg Ãst,9220.0,77.0,Lemvigvej,9700 BrÃ¸nderslev,Torvegade 4,Til den daglige ledelse i K3 Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-17,,"Registreret revisor, HD",,,86242516.0,26864631.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels-Erik Ãstergaard,Kim Krogh Kristensen,Kim Krogh Kristensen,Revisionsfirmaet Niels-Erik Ãstergaard,Nordea Bank,K3 INVEST ApS,Revisionsfirmaet Niels-Erik Ãstergaard,,,Aalborg,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-12,BrÃ¸nderslev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22412196,indberetninger-20180424,2.595549,26864631.0,,2018-03-29T00:10:47.243Z,2016-05-23T09:33:32.007Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-82-CS,2016-05-23T09:33:32.193Z,,,,,,,,,,,,,,,,,,
26864631,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ZiL2VjLzBlLzY0MjctNGIxMi1iZDJiLTcyOWMzYTUxYWFjYQ.xhtml,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzI3L2Q0LzNkLzk2Y2ItNGYxYy1iMGY4LWUzZmFhYjI1OTY2NA.pdf,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzI2LzM2LzI5L2I4MmQtNDFhNy1iYjcxLTljNTA1NjdjYWY4ZQ.xml,true,Aalborg Ãst,9220.0,77.0,Lemvigvej,9700 BrÃ¸nderslev,Torvegade 4,Til den daglige ledelse i K3 Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-17,,"Registreret revisor, HD",,,86242516.0,26864631.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels-Erik Ãstergaard,Kim Krogh Kristensen,Kim Krogh Kristensen,Revisionsfirmaet Niels-Erik Ãstergaard,Nordea Bank,K3 INVEST ApS,Revisionsfirmaet Niels-Erik Ãstergaard,,,Aalborg,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-12,BrÃ¸nderslev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22412196,indberetninger-20180424,2.595549,26864631.0,,2018-03-29T00:10:47.243Z,2016-05-23T09:33:32.007Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-82-CS,2016-05-23T09:33:32.193Z,,,,,,,,,,,,,,,,,,
26864631,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ZiL2VjLzBlLzY0MjctNGIxMi1iZDJiLTcyOWMzYTUxYWFjYQ.xhtml,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzI3L2Q0LzNkLzk2Y2ItNGYxYy1iMGY4LWUzZmFhYjI1OTY2NA.pdf,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzI2LzM2LzI5L2I4MmQtNDFhNy1iYjcxLTljNTA1NjdjYWY4ZQ.xml,true,Aalborg Ãst,9220.0,77.0,Lemvigvej,9700 BrÃ¸nderslev,Torvegade 4,Til den daglige ledelse i K3 Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-17,,"Registreret revisor, HD",,,86242516.0,26864631.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels-Erik Ãstergaard,Kim Krogh Kristensen,Kim Krogh Kristensen,Revisionsfirmaet Niels-Erik Ãstergaard,Nordea Bank,K3 INVEST ApS,Revisionsfirmaet Niels-Erik Ãstergaard,,,Aalborg,2014-01-01,2014-12-31,31000.0,,,2015-12-31,2015-01-01,false,false,2016-05-12,BrÃ¸nderslev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22412196,indberetninger-20180424,2.595549,26864631.0,,2018-03-29T00:10:47.243Z,2016-05-23T09:33:32.007Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-82-CS,2016-05-23T09:33:32.193Z,,,,,,,,,,,,,,,,,,
26864631,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ZiL2VjLzBlLzY0MjctNGIxMi1iZDJiLTcyOWMzYTUxYWFjYQ.xhtml,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzI3L2Q0LzNkLzk2Y2ItNGYxYy1iMGY4LWUzZmFhYjI1OTY2NA.pdf,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzI2LzM2LzI5L2I4MmQtNDFhNy1iYjcxLTljNTA1NjdjYWY4ZQ.xml,true,Aalborg Ãst,9220.0,77.0,Lemvigvej,9700 BrÃ¸nderslev,Torvegade 4,Til den daglige ledelse i K3 Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-17,,"Registreret revisor, HD",,,86242516.0,26864631.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels-Erik Ãstergaard,Kim Krogh Kristensen,Kim Krogh Kristensen,Revisionsfirmaet Niels-Erik Ãstergaard,Nordea Bank,K3 INVEST ApS,Revisionsfirmaet Niels-Erik Ãstergaard,,,Aalborg,2014-01-01,2014-12-31,1836997.0,,,2015-12-31,2015-01-01,false,false,2016-05-12,BrÃ¸nderslev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22412196,indberetninger-20180424,2.595549,26864631.0,,2018-03-29T00:10:47.243Z,2016-05-23T09:33:32.007Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-82-CS,2016-05-23T09:33:32.193Z,,,,,,,,,,,,,,,,,,
26864631,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzZjL2ZiL2VjLzBlLzY0MjctNGIxMi1iZDJiLTcyOWMzYTUxYWFjYQ.xhtml,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzI3L2Q0LzNkLzk2Y2ItNGYxYy1iMGY4LWUzZmFhYjI1OTY2NA.pdf,http://regnskaber.virk.dk/13646862/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzI2LzM2LzI5L2I4MmQtNDFhNy1iYjcxLTljNTA1NjdjYWY4ZQ.xml,true,Aalborg Ãst,9220.0,77.0,Lemvigvej,9700 BrÃ¸nderslev,Torvegade 4,Til den daglige ledelse i K3 Invest ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-12,2016-05-17,,"Registreret revisor, HD",,,86242516.0,26864631.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels-Erik Ãstergaard,Kim Krogh Kristensen,Kim Krogh Kristensen,Revisionsfirmaet Niels-Erik Ãstergaard,Nordea Bank,K3 INVEST ApS,Revisionsfirmaet Niels-Erik Ãstergaard,,,Aalborg,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-12,BrÃ¸nderslev,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22412196,indberetninger-20180424,2.595549,26864631.0,,2018-03-29T00:10:47.243Z,2016-05-23T09:33:32.007Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-82-CS,2016-05-23T09:33:32.193Z,5367057.0,1334625.0,125000.0,1686177.0,0.0,5357610.0,5367057.0,9447.0,3680880.0,3680880.0,3680880.0,9447.0,31000.0,5201610.0,9447.0,351552.0,0.0,351552.0
