entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
30490703,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzc2Lzg4L2M2L2Q4YjYtNDU3MS05MjdmLTE2NzlkNDZjZGRhMA.xhtml,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2RjLzY3LzMwL2UyNDgtNDk2NC04MTAzLTUwMmIwZTBjMWQ0OA.pdf,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzk2L2E0LzgyLzFmOTItNGVhYS05YmE5LWMyMTM0ZmM4MTlmZg.xml,true,Danmark,DK,Viborg,8800.0,Viborg,8800.0,20.0,Brovej,8800 Viborg,Brovej 20A,Regnskabsklasse B,2018-01-23,2018-03-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet MLWÂ ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>",2824.0,12834.0,30490703.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mia Wagner,Kim OtkjÃ¦r Kristensen,Handelsbanken,AUTOGEJL ApS,Carina Holm Hansen,4411.0,0.0,Viborg,2016-01-01,2016-12-31,4367.0,5599.0,10010.0,2017-12-31,2017-01-01,false,false,1232.0,false,false,Ingen bistand,urn:ofk:oid:25210657,indberetninger-20180424,2.5927862999999998,30490703.0,,2018-04-04T09:15:29.787Z,2018-03-21T10:47:43.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-61-KD,2018-03-21T10:47:43.533Z,,,,,,,,,,,,,,
30490703,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzc2Lzg4L2M2L2Q4YjYtNDU3MS05MjdmLTE2NzlkNDZjZGRhMA.xhtml,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2RjLzY3LzMwL2UyNDgtNDk2NC04MTAzLTUwMmIwZTBjMWQ0OA.pdf,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzk2L2E0LzgyLzFmOTItNGVhYS05YmE5LWMyMTM0ZmM4MTlmZg.xml,true,Danmark,DK,Viborg,8800.0,Viborg,8800.0,20.0,Brovej,8800 Viborg,Brovej 20A,Regnskabsklasse B,2018-01-23,2018-03-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet MLWÂ ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>",,,30490703.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mia Wagner,Kim OtkjÃ¦r Kristensen,Handelsbanken,AUTOGEJL ApS,Carina Holm Hansen,,,Viborg,2016-01-01,2016-12-31,4367.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25210657,indberetninger-20180424,2.5927862999999998,30490703.0,,2018-04-04T09:15:29.787Z,2018-03-21T10:47:43.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-61-KD,2018-03-21T10:47:43.533Z,,,,,,,,,,,,,,
30490703,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzc2Lzg4L2M2L2Q4YjYtNDU3MS05MjdmLTE2NzlkNDZjZGRhMA.xhtml,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2RjLzY3LzMwL2UyNDgtNDk2NC04MTAzLTUwMmIwZTBjMWQ0OA.pdf,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzk2L2E0LzgyLzFmOTItNGVhYS05YmE5LWMyMTM0ZmM4MTlmZg.xml,true,Danmark,DK,Viborg,8800.0,Viborg,8800.0,20.0,Brovej,8800 Viborg,Brovej 20A,Regnskabsklasse B,2018-01-23,2018-03-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet MLWÂ ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>",,,30490703.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mia Wagner,Kim OtkjÃ¦r Kristensen,Handelsbanken,AUTOGEJL ApS,Carina Holm Hansen,,,Viborg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25210657,indberetninger-20180424,2.5927862999999998,30490703.0,,2018-04-04T09:15:29.787Z,2018-03-21T10:47:43.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-61-KD,2018-03-21T10:47:43.533Z,79730.0,79622.0,125000.0,79730.0,-88970.0,79730.0,168700.0,108.0,-213970.0,168700.0,167468.0,108.0,1232.0,0.0
30490703,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzc2Lzg4L2M2L2Q4YjYtNDU3MS05MjdmLTE2NzlkNDZjZGRhMA.xhtml,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2RjLzY3LzMwL2UyNDgtNDk2NC04MTAzLTUwMmIwZTBjMWQ0OA.pdf,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzk2L2E0LzgyLzFmOTItNGVhYS05YmE5LWMyMTM0ZmM4MTlmZg.xml,true,Danmark,DK,Viborg,8800.0,Viborg,8800.0,20.0,Brovej,8800 Viborg,Brovej 20A,Regnskabsklasse B,2018-01-23,2018-03-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet MLWÂ ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>",,,30490703.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mia Wagner,Kim OtkjÃ¦r Kristensen,Handelsbanken,AUTOGEJL ApS,Carina Holm Hansen,,,Viborg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25210657,indberetninger-20180424,2.5927862999999998,30490703.0,,2018-04-04T09:15:29.787Z,2018-03-21T10:47:43.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-61-KD,2018-03-21T10:47:43.533Z,,,,,125000.0,,,,,,,,,
30490703,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzc2Lzg4L2M2L2Q4YjYtNDU3MS05MjdmLTE2NzlkNDZjZGRhMA.xhtml,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2RjLzY3LzMwL2UyNDgtNDk2NC04MTAzLTUwMmIwZTBjMWQ0OA.pdf,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzk2L2E0LzgyLzFmOTItNGVhYS05YmE5LWMyMTM0ZmM4MTlmZg.xml,true,Danmark,DK,Viborg,8800.0,Viborg,8800.0,20.0,Brovej,8800 Viborg,Brovej 20A,Regnskabsklasse B,2018-01-23,2018-03-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet MLWÂ ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>",,,30490703.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mia Wagner,Kim OtkjÃ¦r Kristensen,Handelsbanken,AUTOGEJL ApS,Carina Holm Hansen,,,Viborg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25210657,indberetninger-20180424,2.5927862999999998,30490703.0,,2018-04-04T09:15:29.787Z,2018-03-21T10:47:43.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-61-KD,2018-03-21T10:47:43.533Z,,,,,-213970.0,,,,,,,,,
30490703,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzc2Lzg4L2M2L2Q4YjYtNDU3MS05MjdmLTE2NzlkNDZjZGRhMA.xhtml,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2RjLzY3LzMwL2UyNDgtNDk2NC04MTAzLTUwMmIwZTBjMWQ0OA.pdf,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzk2L2E0LzgyLzFmOTItNGVhYS05YmE5LWMyMTM0ZmM4MTlmZg.xml,true,Danmark,DK,Viborg,8800.0,Viborg,8800.0,20.0,Brovej,8800 Viborg,Brovej 20A,Regnskabsklasse B,2018-01-23,2018-03-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet MLWÂ ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>",,,30490703.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mia Wagner,Kim OtkjÃ¦r Kristensen,Handelsbanken,AUTOGEJL ApS,Carina Holm Hansen,,,Viborg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25210657,indberetninger-20180424,2.5927862999999998,30490703.0,,2018-04-04T09:15:29.787Z,2018-03-21T10:47:43.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-61-KD,2018-03-21T10:47:43.533Z,,,,,-88970.0,,,,,,,,,
30490703,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzc2Lzg4L2M2L2Q4YjYtNDU3MS05MjdmLTE2NzlkNDZjZGRhMA.xhtml,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2RjLzY3LzMwL2UyNDgtNDk2NC04MTAzLTUwMmIwZTBjMWQ0OA.pdf,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzk2L2E0LzgyLzFmOTItNGVhYS05YmE5LWMyMTM0ZmM4MTlmZg.xml,true,Danmark,DK,Viborg,8800.0,Viborg,8800.0,20.0,Brovej,8800 Viborg,Brovej 20A,Regnskabsklasse B,2018-01-23,2018-03-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet MLWÂ ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>",0.0,-2533.0,30490703.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mia Wagner,Kim OtkjÃ¦r Kristensen,Handelsbanken,AUTOGEJL ApS,Carina Holm Hansen,5358.0,0.0,Viborg,2016-01-01,2016-12-31,-6155.0,-7891.0,-2533.0,2017-12-31,2017-01-01,false,false,-1736.0,false,false,Ingen bistand,urn:ofk:oid:25210657,indberetninger-20180424,2.5927862999999998,30490703.0,,2018-04-04T09:15:29.787Z,2018-03-21T10:47:43.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-61-KD,2018-03-21T10:47:43.533Z,,,,,,,,,,,,,,
30490703,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzc2Lzg4L2M2L2Q4YjYtNDU3MS05MjdmLTE2NzlkNDZjZGRhMA.xhtml,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2RjLzY3LzMwL2UyNDgtNDk2NC04MTAzLTUwMmIwZTBjMWQ0OA.pdf,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzk2L2E0LzgyLzFmOTItNGVhYS05YmE5LWMyMTM0ZmM4MTlmZg.xml,true,Danmark,DK,Viborg,8800.0,Viborg,8800.0,20.0,Brovej,8800 Viborg,Brovej 20A,Regnskabsklasse B,2018-01-23,2018-03-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet MLWÂ ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>",,,30490703.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mia Wagner,Kim OtkjÃ¦r Kristensen,Handelsbanken,AUTOGEJL ApS,Carina Holm Hansen,,,Viborg,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25210657,indberetninger-20180424,2.5927862999999998,30490703.0,,2018-04-04T09:15:29.787Z,2018-03-21T10:47:43.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-61-KD,2018-03-21T10:47:43.533Z,,,,,,,,,,,,,,
30490703,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzc2Lzg4L2M2L2Q4YjYtNDU3MS05MjdmLTE2NzlkNDZjZGRhMA.xhtml,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2RjLzY3LzMwL2UyNDgtNDk2NC04MTAzLTUwMmIwZTBjMWQ0OA.pdf,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzk2L2E0LzgyLzFmOTItNGVhYS05YmE5LWMyMTM0ZmM4MTlmZg.xml,true,Danmark,DK,Viborg,8800.0,Viborg,8800.0,20.0,Brovej,8800 Viborg,Brovej 20A,Regnskabsklasse B,2018-01-23,2018-03-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet MLWÂ ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>",,,30490703.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mia Wagner,Kim OtkjÃ¦r Kristensen,Handelsbanken,AUTOGEJL ApS,Carina Holm Hansen,,,Viborg,2016-01-01,2016-12-31,-6155.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25210657,indberetninger-20180424,2.5927862999999998,30490703.0,,2018-04-04T09:15:29.787Z,2018-03-21T10:47:43.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-61-KD,2018-03-21T10:47:43.533Z,,,,,,,,,,,,,,
30490703,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzVjLzc2Lzg4L2M2L2Q4YjYtNDU3MS05MjdmLTE2NzlkNDZjZGRhMA.xhtml,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzkwL2RjLzY3LzMwL2UyNDgtNDk2NC04MTAzLTUwMmIwZTBjMWQ0OA.pdf,http://regnskaber.virk.dk/30709403/ZG9rdW1lbnRsYWdlcjovLzAzLzJjLzk2L2E0LzgyLzFmOTItNGVhYS05YmE5LWMyMTM0ZmM4MTlmZg.xml,true,Danmark,DK,Viborg,8800.0,Viborg,8800.0,20.0,Brovej,8800 Viborg,Brovej 20A,Regnskabsklasse B,2018-01-23,2018-03-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet hÃ¦fter solidarisk med moderselskabet MLWÂ ApS for danske selskabsskatter og kildeskatter pÃ¥ udbytte og royalties inden for sambeskatningskredsen. Skyldige selskabsskatter og kildeskatter inden for sambeskatningskredsen er oplyst i moderselskabets Ã¥rsregnskab.</p>",,,30490703.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mia Wagner,Kim OtkjÃ¦r Kristensen,Handelsbanken,AUTOGEJL ApS,Carina Holm Hansen,,,Viborg,2016-01-01,2016-12-31,-6155.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25210657,indberetninger-20180424,2.5927862999999998,30490703.0,,2018-04-04T09:15:29.787Z,2018-03-21T10:47:43.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-61-KD,2018-03-21T10:47:43.533Z,,,,,,,,,,,,,,
