entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DividendPaid,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
13631786,2015-07-01,2016-06-30,c175,,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzczL2YyLzhmLzA4Y2UtNDA0Ny05ZTI2LTkxZTNjNmVkNjc1MA.pdf,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzYzL2ViLzAzL2Q1ZGYtNGUyZS04YjYwLWYxNDAzMTEwYWI3MQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2660 BrÃ¸ndby Strand,Elmevang 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,-14796.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",0.0,2017-09-20,1989-11-17,2017-10-20,51286.0,51286.0,Statsautoriseret revisor,-700000.0,148749.0,20222670.0,13631786.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Danli A/S.,Ãrsrapport,112998.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,John Jul,John Jul,Danli A/S,BDO Statsautoriseret revisionsaktieselskab,422780.0,254272.0,BrÃ¸ndby,2015-07-01,2016-06-30,-56249.0,-71045.0,97463.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BrÃ¸ndby,2017-06-30,2016-07-01,true,2017-09-20,KÃ¸benhavn,-14796.0,Formand,urn:ofk:oid:24619503,indberetninger-20180424,2.5097342,13631786.0,,2018-03-27T13:28:37.931Z,2017-10-23T10:39:05.882Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BC-98-HM,2017-10-23T10:39:06.028Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13631786,2015-07-01,2016-06-30,c177,,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzczL2YyLzhmLzA4Y2UtNDA0Ny05ZTI2LTkxZTNjNmVkNjc1MA.pdf,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzYzL2ViLzAzL2Q1ZGYtNGUyZS04YjYwLWYxNDAzMTEwYWI3MQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2660 BrÃ¸ndby Strand,Elmevang 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-20,1989-11-17,2017-10-20,,51286.0,Statsautoriseret revisor,-700000.0,,20222670.0,13631786.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Danli A/S.,Ãrsrapport,112998.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,John Jul,John Jul,Danli A/S,BDO Statsautoriseret revisionsaktieselskab,,,BrÃ¸ndby,2015-07-01,2016-06-30,700000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BrÃ¸ndby,2017-06-30,2016-07-01,true,2017-09-20,KÃ¸benhavn,,Formand,urn:ofk:oid:24619503,indberetninger-20180424,2.5097342,13631786.0,,2018-03-27T13:28:37.931Z,2017-10-23T10:39:05.882Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BC-98-HM,2017-10-23T10:39:06.028Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13631786,2015-07-01,2016-06-30,c195,,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzczL2YyLzhmLzA4Y2UtNDA0Ny05ZTI2LTkxZTNjNmVkNjc1MA.pdf,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzYzL2ViLzAzL2Q1ZGYtNGUyZS04YjYwLWYxNDAzMTEwYWI3MQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2660 BrÃ¸ndby Strand,Elmevang 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-20,1989-11-17,2017-10-20,,51286.0,Statsautoriseret revisor,-700000.0,,20222670.0,13631786.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Danli A/S.,Ãrsrapport,112998.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,John Jul,John Jul,Danli A/S,BDO Statsautoriseret revisionsaktieselskab,,,BrÃ¸ndby,2015-07-01,2016-06-30,-756249.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BrÃ¸ndby,2017-06-30,2016-07-01,true,2017-09-20,KÃ¸benhavn,,Formand,urn:ofk:oid:24619503,indberetninger-20180424,2.5097342,13631786.0,,2018-03-27T13:28:37.931Z,2017-10-23T10:39:05.882Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BC-98-HM,2017-10-23T10:39:06.028Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13631786,2016-06-30,2016-06-30,c172,,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzczL2YyLzhmLzA4Y2UtNDA0Ny05ZTI2LTkxZTNjNmVkNjc1MA.pdf,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzYzL2ViLzAzL2Q1ZGYtNGUyZS04YjYwLWYxNDAzMTEwYWI3MQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2660 BrÃ¸ndby Strand,Elmevang 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-20,1989-11-17,2017-10-20,,51286.0,Statsautoriseret revisor,-700000.0,,20222670.0,13631786.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Danli A/S.,Ãrsrapport,112998.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,John Jul,John Jul,Danli A/S,BDO Statsautoriseret revisionsaktieselskab,,,BrÃ¸ndby,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BrÃ¸ndby,2017-06-30,2016-07-01,true,2017-09-20,KÃ¸benhavn,,Formand,urn:ofk:oid:24619503,indberetninger-20180424,2.5097342,13631786.0,,2018-03-27T13:28:37.931Z,2017-10-23T10:39:05.882Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BC-98-HM,2017-10-23T10:39:06.028Z,12409329.0,335394.0,600000.0,8173.0,11668936.0,629478.0,12409329.0,654572.0,112998.0,629478.0,112998.0,11346048.0,506346.0,629478.0,700000.0,85821.0,85821.0,10368936.0,228.0,11346048.0,541574.0,98409.0,0.0,90236.0,35000.0,,,,,,
13631786,2016-07-01,2016-07-01,c226,,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzczL2YyLzhmLzA4Y2UtNDA0Ny05ZTI2LTkxZTNjNmVkNjc1MA.pdf,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzYzL2ViLzAzL2Q1ZGYtNGUyZS04YjYwLWYxNDAzMTEwYWI3MQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2660 BrÃ¸ndby Strand,Elmevang 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-20,1989-11-17,2017-10-20,,51286.0,Statsautoriseret revisor,-700000.0,,20222670.0,13631786.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Danli A/S.,Ãrsrapport,112998.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,John Jul,John Jul,Danli A/S,BDO Statsautoriseret revisionsaktieselskab,,,BrÃ¸ndby,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BrÃ¸ndby,2017-06-30,2016-07-01,true,2017-09-20,KÃ¸benhavn,,Formand,urn:ofk:oid:24619503,indberetninger-20180424,2.5097342,13631786.0,,2018-03-27T13:28:37.931Z,2017-10-23T10:39:05.882Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BC-98-HM,2017-10-23T10:39:06.028Z,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13631786,2016-07-01,2016-07-01,c253,,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzczL2YyLzhmLzA4Y2UtNDA0Ny05ZTI2LTkxZTNjNmVkNjc1MA.pdf,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzYzL2ViLzAzL2Q1ZGYtNGUyZS04YjYwLWYxNDAzMTEwYWI3MQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2660 BrÃ¸ndby Strand,Elmevang 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-20,1989-11-17,2017-10-20,,51286.0,Statsautoriseret revisor,-700000.0,,20222670.0,13631786.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Danli A/S.,Ãrsrapport,112998.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,John Jul,John Jul,Danli A/S,BDO Statsautoriseret revisionsaktieselskab,,,BrÃ¸ndby,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BrÃ¸ndby,2017-06-30,2016-07-01,true,2017-09-20,KÃ¸benhavn,,Formand,urn:ofk:oid:24619503,indberetninger-20180424,2.5097342,13631786.0,,2018-03-27T13:28:37.931Z,2017-10-23T10:39:05.882Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BC-98-HM,2017-10-23T10:39:06.028Z,,,,,10368937.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13631786,2016-07-01,2016-07-01,c257,,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzczL2YyLzhmLzA4Y2UtNDA0Ny05ZTI2LTkxZTNjNmVkNjc1MA.pdf,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzYzL2ViLzAzL2Q1ZGYtNGUyZS04YjYwLWYxNDAzMTEwYWI3MQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2660 BrÃ¸ndby Strand,Elmevang 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-20,1989-11-17,2017-10-20,,51286.0,Statsautoriseret revisor,-700000.0,,20222670.0,13631786.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Danli A/S.,Ãrsrapport,112998.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,John Jul,John Jul,Danli A/S,BDO Statsautoriseret revisionsaktieselskab,,,BrÃ¸ndby,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BrÃ¸ndby,2017-06-30,2016-07-01,true,2017-09-20,KÃ¸benhavn,,Formand,urn:ofk:oid:24619503,indberetninger-20180424,2.5097342,13631786.0,,2018-03-27T13:28:37.931Z,2017-10-23T10:39:05.882Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BC-98-HM,2017-10-23T10:39:06.028Z,,,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13631786,2016-07-01,2016-07-01,c444,,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzczL2YyLzhmLzA4Y2UtNDA0Ny05ZTI2LTkxZTNjNmVkNjc1MA.pdf,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzYzL2ViLzAzL2Q1ZGYtNGUyZS04YjYwLWYxNDAzMTEwYWI3MQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2660 BrÃ¸ndby Strand,Elmevang 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-20,1989-11-17,2017-10-20,,51286.0,Statsautoriseret revisor,-700000.0,,20222670.0,13631786.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Danli A/S.,Ãrsrapport,112998.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,John Jul,John Jul,Danli A/S,BDO Statsautoriseret revisionsaktieselskab,,,BrÃ¸ndby,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BrÃ¸ndby,2017-06-30,2016-07-01,true,2017-09-20,KÃ¸benhavn,,Formand,urn:ofk:oid:24619503,indberetninger-20180424,2.5097342,13631786.0,,2018-03-27T13:28:37.931Z,2017-10-23T10:39:05.882Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BC-98-HM,2017-10-23T10:39:06.028Z,,,,,,,,,,,,,,,,,,,,,,,,,,1183484.0,1812962.0,,,,
13631786,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzczL2YyLzhmLzA4Y2UtNDA0Ny05ZTI2LTkxZTNjNmVkNjc1MA.pdf,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzYzL2ViLzAzL2Q1ZGYtNGUyZS04YjYwLWYxNDAzMTEwYWI3MQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2660 BrÃ¸ndby Strand,Elmevang 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,-7770.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",315150.0,2017-09-20,1989-11-17,2017-10-20,51286.0,51286.0,Statsautoriseret revisor,-700000.0,143656.0,20222670.0,13631786.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Danli A/S.,Ãrsrapport,112998.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,John Jul,John Jul,Danli A/S,BDO Statsautoriseret revisionsaktieselskab,18299.0,1326392.0,BrÃ¸ndby,2015-07-01,2016-06-30,1093083.0,1400463.0,92370.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BrÃ¸ndby,2017-06-30,2016-07-01,true,2017-09-20,KÃ¸benhavn,307380.0,Formand,urn:ofk:oid:24619503,indberetninger-20180424,2.5097342,13631786.0,,2018-03-27T13:28:37.931Z,2017-10-23T10:39:05.882Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BC-98-HM,2017-10-23T10:39:06.028Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Til kapitalejerne i Danli A/S,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang,
13631786,2016-07-01,2017-06-30,c176,,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzczL2YyLzhmLzA4Y2UtNDA0Ny05ZTI2LTkxZTNjNmVkNjc1MA.pdf,http://regnskaber.virk.dk/68713631/ZG9rdW1lbnRsYWdlcjovLzAzL2ExLzYzL2ViLzAzL2Q1ZGYtNGUyZS04YjYwLWYxNDAzMTEwYWI3MQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2660 BrÃ¸ndby Strand,Elmevang 14,DK-1561 KÃ¸benhavn V,Havneholmen 29,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-09-20,1989-11-17,2017-10-20,,51286.0,Statsautoriseret revisor,-700000.0,,20222670.0,13631786.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Danli A/S.,Ãrsrapport,112998.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan BÃ¸Ã¸k MalmstrÃ¸m,John Jul,John Jul,Danli A/S,BDO Statsautoriseret revisionsaktieselskab,,,BrÃ¸ndby,2015-07-01,2016-06-30,2000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,BrÃ¸ndby,2017-06-30,2016-07-01,true,2017-09-20,KÃ¸benhavn,,Formand,urn:ofk:oid:24619503,indberetninger-20180424,2.5097342,13631786.0,,2018-03-27T13:28:37.931Z,2017-10-23T10:39:05.882Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BC-98-HM,2017-10-23T10:39:06.028Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
