entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermLiabilitiesOtherThanProvisions,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross
31282020,2014-10-01,2014-10-01,c450,,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzU3LzlmL2ZjLzNjNTgtNDJhZi05OWNiLWI2ZWU0ODNmMzU2Ng.pdf,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzJmLzA3L2U2LzMyN2ItNDRjNi04OTVmLWYyN2EwYzU4ODVhYw.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Brande,7330.0,st.,"Storegade 14,","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-21,2016-12-21,2008-02-28,2017-01-16,40835.0,statsautoriseret revisor,125000.0,15807776.0,31282020.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for STG 14 ApS.,Ãrsrapport,0.0,144889.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Knud Erik Hansen,Knud Erik Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",STG 14 ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Brande,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-21,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23402648,indberetninger-20180424,2.5097403999999996,31282020.0,,2018-03-27T11:44:32.505Z,2017-01-18T08:03:48.480Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-03-RW,2017-01-18T08:03:48.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31282020,2014-10-01,2014-10-01,c474,,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzU3LzlmL2ZjLzNjNTgtNDJhZi05OWNiLWI2ZWU0ODNmMzU2Ng.pdf,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzJmLzA3L2U2LzMyN2ItNDRjNi04OTVmLWYyN2EwYzU4ODVhYw.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Brande,7330.0,st.,"Storegade 14,","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-21,2016-12-21,2008-02-28,2017-01-16,40835.0,statsautoriseret revisor,947826.0,15807776.0,31282020.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for STG 14 ApS.,Ãrsrapport,0.0,144889.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Knud Erik Hansen,Knud Erik Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",STG 14 ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Brande,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-21,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23402648,indberetninger-20180424,2.5097403999999996,31282020.0,,2018-03-27T11:44:32.505Z,2017-01-18T08:03:48.480Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-03-RW,2017-01-18T08:03:48.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31282020,2014-10-01,2015-09-30,c123,,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzU3LzlmL2ZjLzNjNTgtNDJhZi05OWNiLWI2ZWU0ODNmMzU2Ng.pdf,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzJmLzA3L2U2LzMyN2ItNDRjNi04OTVmLWYyN2EwYzU4ODVhYw.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Brande,7330.0,st.,"Storegade 14,","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-21,2016-12-21,2008-02-28,2017-01-16,40835.0,statsautoriseret revisor,,15807776.0,31282020.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for STG 14 ApS.,Ãrsrapport,0.0,144889.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Knud Erik Hansen,Knud Erik Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",STG 14 ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Brande,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-21,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23402648,indberetninger-20180424,2.5097403999999996,31282020.0,,2018-03-27T11:44:32.505Z,2017-01-18T08:03:48.480Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-03-RW,2017-01-18T08:03:48.672Z,-19261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31282020,2014-10-01,2015-09-30,c3,,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzU3LzlmL2ZjLzNjNTgtNDJhZi05OWNiLWI2ZWU0ODNmMzU2Ng.pdf,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzJmLzA3L2U2LzMyN2ItNDRjNi04OTVmLWYyN2EwYzU4ODVhYw.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Brande,7330.0,st.,"Storegade 14,","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-21,2016-12-21,2008-02-28,2017-01-16,40835.0,statsautoriseret revisor,,15807776.0,31282020.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for STG 14 ApS.,Ãrsrapport,0.0,144889.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Knud Erik Hansen,Knud Erik Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",STG 14 ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Brande,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-21,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23402648,indberetninger-20180424,2.5097403999999996,31282020.0,,2018-03-27T11:44:32.505Z,2017-01-18T08:03:48.480Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-03-RW,2017-01-18T08:03:48.672Z,-19261.0,53074.0,262332.0,231810.0,-22552.0,209258.0,-3291.0,,,,,,,,,,,,,,,,,,,,,,,,,
31282020,2014-10-01,2015-09-30,c475,,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzU3LzlmL2ZjLzNjNTgtNDJhZi05OWNiLWI2ZWU0ODNmMzU2Ng.pdf,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzJmLzA3L2U2LzMyN2ItNDRjNi04OTVmLWYyN2EwYzU4ODVhYw.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Brande,7330.0,st.,"Storegade 14,","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-21,2016-12-21,2008-02-28,2017-01-16,40835.0,statsautoriseret revisor,,15807776.0,31282020.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for STG 14 ApS.,Ãrsrapport,0.0,144889.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Knud Erik Hansen,Knud Erik Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",STG 14 ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Brande,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-21,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23402648,indberetninger-20180424,2.5097403999999996,31282020.0,,2018-03-27T11:44:32.505Z,2017-01-18T08:03:48.480Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-03-RW,2017-01-18T08:03:48.672Z,-19261.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31282020,2015-09-30,2015-09-30,c4,,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzU3LzlmL2ZjLzNjNTgtNDJhZi05OWNiLWI2ZWU0ODNmMzU2Ng.pdf,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzJmLzA3L2U2LzMyN2ItNDRjNi04OTVmLWYyN2EwYzU4ODVhYw.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Brande,7330.0,st.,"Storegade 14,","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-21,2016-12-21,2008-02-28,2017-01-16,40835.0,statsautoriseret revisor,1053565.0,15807776.0,31282020.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for STG 14 ApS.,Ãrsrapport,0.0,144889.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Knud Erik Hansen,Knud Erik Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",STG 14 ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Brande,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-21,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23402648,indberetninger-20180424,2.5097403999999996,31282020.0,,2018-03-27T11:44:32.505Z,2017-01-18T08:03:48.480Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-03-RW,2017-01-18T08:03:48.672Z,,,,,,,,5001083.0,17152.0,125000.0,317554.0,58210.0,4683529.0,5001083.0,3423253.0,3364444.0,3306234.0,4683529.0,4000.0,4683529.0,524265.0,524265.0,928565.0,0.0,58809.0,23441.0,5048.0,300402.0,300402.0,26320.0,,
31282020,2015-09-30,2015-09-30,c452,,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzU3LzlmL2ZjLzNjNTgtNDJhZi05OWNiLWI2ZWU0ODNmMzU2Ng.pdf,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzJmLzA3L2U2LzMyN2ItNDRjNi04OTVmLWYyN2EwYzU4ODVhYw.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Brande,7330.0,st.,"Storegade 14,","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-21,2016-12-21,2008-02-28,2017-01-16,40835.0,statsautoriseret revisor,125000.0,15807776.0,31282020.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for STG 14 ApS.,Ãrsrapport,0.0,144889.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Knud Erik Hansen,Knud Erik Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",STG 14 ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Brande,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-21,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23402648,indberetninger-20180424,2.5097403999999996,31282020.0,,2018-03-27T11:44:32.505Z,2017-01-18T08:03:48.480Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-03-RW,2017-01-18T08:03:48.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31282020,2015-09-30,2015-09-30,c476,,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzU3LzlmL2ZjLzNjNTgtNDJhZi05OWNiLWI2ZWU0ODNmMzU2Ng.pdf,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzJmLzA3L2U2LzMyN2ItNDRjNi04OTVmLWYyN2EwYzU4ODVhYw.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Brande,7330.0,st.,"Storegade 14,","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-21,2016-12-21,2008-02-28,2017-01-16,40835.0,statsautoriseret revisor,928565.0,15807776.0,31282020.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for STG 14 ApS.,Ãrsrapport,0.0,144889.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Knud Erik Hansen,Knud Erik Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",STG 14 ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Brande,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-21,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23402648,indberetninger-20180424,2.5097403999999996,31282020.0,,2018-03-27T11:44:32.505Z,2017-01-18T08:03:48.480Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-03-RW,2017-01-18T08:03:48.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31282020,2015-10-01,2015-10-01,c145,,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzU3LzlmL2ZjLzNjNTgtNDJhZi05OWNiLWI2ZWU0ODNmMzU2Ng.pdf,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzJmLzA3L2U2LzMyN2ItNDRjNi04OTVmLWYyN2EwYzU4ODVhYw.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Brande,7330.0,st.,"Storegade 14,","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-21,2016-12-21,2008-02-28,2017-01-16,40835.0,statsautoriseret revisor,,15807776.0,31282020.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for STG 14 ApS.,Ãrsrapport,0.0,144889.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Knud Erik Hansen,Knud Erik Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",STG 14 ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Brande,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-21,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23402648,indberetninger-20180424,2.5097403999999996,31282020.0,,2018-03-27T11:44:32.505Z,2017-01-18T08:03:48.480Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-03-RW,2017-01-18T08:03:48.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316471.0,5000000.0
31282020,2015-10-01,2015-10-01,c181,,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzU3LzlmL2ZjLzNjNTgtNDJhZi05OWNiLWI2ZWU0ODNmMzU2Ng.pdf,http://regnskaber.virk.dk/02028213/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1LzJmLzA3L2U2LzMyN2ItNDRjNi04OTVmLWYyN2EwYzU4ODVhYw.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Brande,7330.0,st.,"Storegade 14,","7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-12-21,2016-12-21,2008-02-28,2017-01-16,40835.0,statsautoriseret revisor,125000.0,15807776.0,31282020.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015/16 for STG 14 ApS.,Ãrsrapport,0.0,144889.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tommy H. Andersen,Knud Erik Hansen,Knud Erik Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",STG 14 ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Brande,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-21,Herning,97 12 50 22,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23402648,indberetninger-20180424,2.5097403999999996,31282020.0,,2018-03-27T11:44:32.505Z,2017-01-18T08:03:48.480Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AB-03-RW,2017-01-18T08:03:48.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
