entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermTaxPayables
26278333,2015-07-01,2016-06-30,c1,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzU4LzZmL2ZmL2I2YzQtNGM4OC05ZjUyLWRjNzM2NjVmMDYwYg.xhtml,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2U4L2JkLzBmLzJiNGItNDdiNC1iYzA4LWEwZTllMDVlZjVkNw.pdf,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzFjL2IxL2U0L2NhMDEtNGY0Yy04MTFmLTE1Mzg5MTIyMjJmZg.xml,true,Virum,2830.0,3.0,KaningÃ¥rdsvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-10-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,26278333.0,240882.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben KÃ¸nig,LLM ApS,Lokalrevisorerne ApS,36236.0,2015-07-01,2016-06-30,275720.0,277118.0,0.0,2017-06-30,2016-07-01,false,false,1398.0,false,true,Ingen bistand,urn:ofk:oid:24622526,indberetninger-20180424,2.594814,26278333.0,,2018-03-27T13:36:38.273Z,2017-10-24T08:28:51.902Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AP-39-QE,2017-10-24T08:28:52.130Z,,,,,,,,,,,,,,,,,
26278333,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzU4LzZmL2ZmL2I2YzQtNGM4OC05ZjUyLWRjNzM2NjVmMDYwYg.xhtml,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2U4L2JkLzBmLzJiNGItNDdiNC1iYzA4LWEwZTllMDVlZjVkNw.pdf,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzFjL2IxL2U0L2NhMDEtNGY0Yy04MTFmLTE1Mzg5MTIyMjJmZg.xml,true,Virum,2830.0,3.0,KaningÃ¥rdsvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-10-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,26278333.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben KÃ¸nig,LLM ApS,Lokalrevisorerne ApS,,2015-07-01,2016-06-30,101200.0,,,2017-06-30,2016-07-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24622526,indberetninger-20180424,2.594814,26278333.0,,2018-03-27T13:36:38.273Z,2017-10-24T08:28:51.902Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AP-39-QE,2017-10-24T08:28:52.130Z,,,,,,,,,,,,,,,,,
26278333,2015-07-01,2016-06-30,c5,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzU4LzZmL2ZmL2I2YzQtNGM4OC05ZjUyLWRjNzM2NjVmMDYwYg.xhtml,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2U4L2JkLzBmLzJiNGItNDdiNC1iYzA4LWEwZTllMDVlZjVkNw.pdf,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzFjL2IxL2U0L2NhMDEtNGY0Yy04MTFmLTE1Mzg5MTIyMjJmZg.xml,true,Virum,2830.0,3.0,KaningÃ¥rdsvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-10-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,26278333.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben KÃ¸nig,LLM ApS,Lokalrevisorerne ApS,,2015-07-01,2016-06-30,0.0,,,2017-06-30,2016-07-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24622526,indberetninger-20180424,2.594814,26278333.0,,2018-03-27T13:36:38.273Z,2017-10-24T08:28:51.902Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AP-39-QE,2017-10-24T08:28:52.130Z,,,,,,,,,,,,,,,,,
26278333,2015-07-01,2016-06-30,c7,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzU4LzZmL2ZmL2I2YzQtNGM4OC05ZjUyLWRjNzM2NjVmMDYwYg.xhtml,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2U4L2JkLzBmLzJiNGItNDdiNC1iYzA4LWEwZTllMDVlZjVkNw.pdf,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzFjL2IxL2U0L2NhMDEtNGY0Yy04MTFmLTE1Mzg5MTIyMjJmZg.xml,true,Virum,2830.0,3.0,KaningÃ¥rdsvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-10-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,26278333.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben KÃ¸nig,LLM ApS,Lokalrevisorerne ApS,,2015-07-01,2016-06-30,174520.0,,,2017-06-30,2016-07-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24622526,indberetninger-20180424,2.594814,26278333.0,,2018-03-27T13:36:38.273Z,2017-10-24T08:28:51.902Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AP-39-QE,2017-10-24T08:28:52.130Z,,,,,,,,,,,,,,,,,
26278333,2016-06-30,2016-06-30,c9,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzU4LzZmL2ZmL2I2YzQtNGM4OC05ZjUyLWRjNzM2NjVmMDYwYg.xhtml,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2U4L2JkLzBmLzJiNGItNDdiNC1iYzA4LWEwZTllMDVlZjVkNw.pdf,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzFjL2IxL2U0L2NhMDEtNGY0Yy04MTFmLTE1Mzg5MTIyMjJmZg.xml,true,Virum,2830.0,3.0,KaningÃ¥rdsvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-10-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,26278333.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben KÃ¸nig,LLM ApS,Lokalrevisorerne ApS,,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24622526,indberetninger-20180424,2.594814,26278333.0,,2018-03-27T13:36:38.273Z,2017-10-24T08:28:51.902Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AP-39-QE,2017-10-24T08:28:52.130Z,9040912.0,8300030.0,125000.0,8540912.0,9070262.0,9040912.0,-29350.0,500000.0,500000.0,500000.0,101200.0,8844062.0,-29350.0,0.0,240882.0,240882.0,-29350.0
26278333,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzU4LzZmL2ZmL2I2YzQtNGM4OC05ZjUyLWRjNzM2NjVmMDYwYg.xhtml,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2U4L2JkLzBmLzJiNGItNDdiNC1iYzA4LWEwZTllMDVlZjVkNw.pdf,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzFjL2IxL2U0L2NhMDEtNGY0Yy04MTFmLTE1Mzg5MTIyMjJmZg.xml,true,Virum,2830.0,3.0,KaningÃ¥rdsvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-10-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",0.0,26278333.0,318341.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben KÃ¸nig,LLM ApS,Lokalrevisorerne ApS,48779.0,2015-07-01,2016-06-30,340175.0,367120.0,0.0,2017-06-30,2016-07-01,false,false,26945.0,false,true,Ingen bistand,urn:ofk:oid:24622526,indberetninger-20180424,2.594814,26278333.0,,2018-03-27T13:36:38.273Z,2017-10-24T08:28:51.902Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AP-39-QE,2017-10-24T08:28:52.130Z,,,,,,,,,,,,,,,,,
26278333,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzU4LzZmL2ZmL2I2YzQtNGM4OC05ZjUyLWRjNzM2NjVmMDYwYg.xhtml,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2U4L2JkLzBmLzJiNGItNDdiNC1iYzA4LWEwZTllMDVlZjVkNw.pdf,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzFjL2IxL2U0L2NhMDEtNGY0Yy04MTFmLTE1Mzg5MTIyMjJmZg.xml,true,Virum,2830.0,3.0,KaningÃ¥rdsvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-10-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,26278333.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben KÃ¸nig,LLM ApS,Lokalrevisorerne ApS,,2015-07-01,2016-06-30,103400.0,,,2017-06-30,2016-07-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24622526,indberetninger-20180424,2.594814,26278333.0,,2018-03-27T13:36:38.273Z,2017-10-24T08:28:51.902Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AP-39-QE,2017-10-24T08:28:52.130Z,,,,,,,,,,,,,,,,,
26278333,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzU4LzZmL2ZmL2I2YzQtNGM4OC05ZjUyLWRjNzM2NjVmMDYwYg.xhtml,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2U4L2JkLzBmLzJiNGItNDdiNC1iYzA4LWEwZTllMDVlZjVkNw.pdf,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzFjL2IxL2U0L2NhMDEtNGY0Yy04MTFmLTE1Mzg5MTIyMjJmZg.xml,true,Virum,2830.0,3.0,KaningÃ¥rdsvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-10-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,26278333.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben KÃ¸nig,LLM ApS,Lokalrevisorerne ApS,,2015-07-01,2016-06-30,0.0,,,2017-06-30,2016-07-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24622526,indberetninger-20180424,2.594814,26278333.0,,2018-03-27T13:36:38.273Z,2017-10-24T08:28:51.902Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AP-39-QE,2017-10-24T08:28:52.130Z,,,,,,,,,,,,,,,,,
26278333,2016-07-01,2017-06-30,c6,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzU4LzZmL2ZmL2I2YzQtNGM4OC05ZjUyLWRjNzM2NjVmMDYwYg.xhtml,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2U4L2JkLzBmLzJiNGItNDdiNC1iYzA4LWEwZTllMDVlZjVkNw.pdf,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzFjL2IxL2U0L2NhMDEtNGY0Yy04MTFmLTE1Mzg5MTIyMjJmZg.xml,true,Virum,2830.0,3.0,KaningÃ¥rdsvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-10-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,26278333.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben KÃ¸nig,LLM ApS,Lokalrevisorerne ApS,,2015-07-01,2016-06-30,236775.0,,,2017-06-30,2016-07-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24622526,indberetninger-20180424,2.594814,26278333.0,,2018-03-27T13:36:38.273Z,2017-10-24T08:28:51.902Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AP-39-QE,2017-10-24T08:28:52.130Z,,,,,,,,,,,,,,,,,
26278333,2017-06-30,2017-06-30,c8,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzU4LzZmL2ZmL2I2YzQtNGM4OC05ZjUyLWRjNzM2NjVmMDYwYg.xhtml,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzL2M0L2U4L2JkLzBmLzJiNGItNDdiNC1iYzA4LWEwZTllMDVlZjVkNw.pdf,http://regnskaber.virk.dk/33387262/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzFjL2IxL2U0L2NhMDEtNGY0Yy04MTFmLTE1Mzg5MTIyMjJmZg.xml,true,Virum,2830.0,3.0,KaningÃ¥rdsvej,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-10-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive holding virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,26278333.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Preben KÃ¸nig,LLM ApS,Lokalrevisorerne ApS,,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,,false,true,Ingen bistand,urn:ofk:oid:24622526,indberetninger-20180424,2.594814,26278333.0,,2018-03-27T13:36:38.273Z,2017-10-24T08:28:51.902Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AP-39-QE,2017-10-24T08:28:52.130Z,10320001.0,9501660.0,125000.0,9820001.0,9309237.0,10320001.0,1010764.0,500000.0,500000.0,500000.0,103400.0,9080837.0,1010764.0,1032933.0,318341.0,318341.0,-22169.0
