entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DividendPaid,ExternalExpenses,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,IncreaseDecreaseOfEquityThroughChangesInAccountingPolicies,NameAndSurnameOfMemberOfExecutiveBoard
10318432,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzkyL2RkL2Y0LzVjOTctNGU1OC1iMzRhLTgyYzc5Mjk1N2QwNQ.pdf,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2NlLzIxLzAwLzE5MWYtNGRiMC05NDQxLThkODdhM2NmM2U2Nw.xml,false,Odense C,5000.0,1.0,FÃ¦lledvej,Frederiksberg,2000.0,Dirch Passers AllÃ© 76,5792 Ãrslev,Carl Nielsensvej 1,DK-5000 Odense C,FÃ¦lledvej 1,-28152.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",102672.0,2017-03-01,1986-07-01,2017-03-01,-127409.0,127409.0,Statsautoriseret revisor,-237356.0,-80476.0,1361436.0,20222670.0,10318432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NÃ¸rre Lyn-Helse ApS.,Ãrsrapport,98554.0,10464604.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Kristian Sarauw Kristiansen,LÃ¦gernes Pensionsbank,NÃ¸rre Lyn-Helse ApS,BDO Statsautoriseret revisionsaktieselskab,-922151.0,823597.0,Nr. Lyndelse,237356.0,311876.0,1234027.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nr. Lyndelse,2016-12-31,2016-01-01,1441912.0,false,2017-03-01,Odense,-74520.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23703434,indberetninger-20180424,2.5097417999999996,10318432,,2018-03-27T11:50:31.139Z,2017-04-07T07:42:44.187Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-94-SP,2017-04-07T07:42:44.331Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10318432,2015-01-01,2015-12-31,c178,,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzkyL2RkL2Y0LzVjOTctNGU1OC1iMzRhLTgyYzc5Mjk1N2QwNQ.pdf,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2NlLzIxLzAwLzE5MWYtNGRiMC05NDQxLThkODdhM2NmM2U2Nw.xml,false,Odense C,5000.0,1.0,FÃ¦lledvej,Frederiksberg,2000.0,Dirch Passers AllÃ© 76,5792 Ãrslev,Carl Nielsensvej 1,DK-5000 Odense C,FÃ¦lledvej 1,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-01,1986-07-01,2017-03-01,,127409.0,Statsautoriseret revisor,-237356.0,,,20222670.0,10318432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NÃ¸rre Lyn-Helse ApS.,Ãrsrapport,,10464604.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Kristian Sarauw Kristiansen,LÃ¦gernes Pensionsbank,NÃ¸rre Lyn-Helse ApS,BDO Statsautoriseret revisionsaktieselskab,,,Nr. Lyndelse,237356.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nr. Lyndelse,2016-12-31,2016-01-01,,false,2017-03-01,Odense,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23703434,indberetninger-20180424,2.5097417999999996,10318432,,2018-03-27T11:50:31.139Z,2017-04-07T07:42:44.187Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-94-SP,2017-04-07T07:42:44.331Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10318432,2015-01-01,2015-12-31,c196,,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzkyL2RkL2Y0LzVjOTctNGU1OC1iMzRhLTgyYzc5Mjk1N2QwNQ.pdf,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2NlLzIxLzAwLzE5MWYtNGRiMC05NDQxLThkODdhM2NmM2U2Nw.xml,false,Odense C,5000.0,1.0,FÃ¦lledvej,Frederiksberg,2000.0,Dirch Passers AllÃ© 76,5792 Ãrslev,Carl Nielsensvej 1,DK-5000 Odense C,FÃ¦lledvej 1,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-01,1986-07-01,2017-03-01,,127409.0,Statsautoriseret revisor,-237356.0,,,20222670.0,10318432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NÃ¸rre Lyn-Helse ApS.,Ãrsrapport,,10464604.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Kristian Sarauw Kristiansen,LÃ¦gernes Pensionsbank,NÃ¸rre Lyn-Helse ApS,BDO Statsautoriseret revisionsaktieselskab,,,Nr. Lyndelse,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nr. Lyndelse,2016-12-31,2016-01-01,,false,2017-03-01,Odense,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23703434,indberetninger-20180424,2.5097417999999996,10318432,,2018-03-27T11:50:31.139Z,2017-04-07T07:42:44.187Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-94-SP,2017-04-07T07:42:44.331Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10318432,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzkyL2RkL2Y0LzVjOTctNGU1OC1iMzRhLTgyYzc5Mjk1N2QwNQ.pdf,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2NlLzIxLzAwLzE5MWYtNGRiMC05NDQxLThkODdhM2NmM2U2Nw.xml,false,Odense C,5000.0,1.0,FÃ¦lledvej,Frederiksberg,2000.0,Dirch Passers AllÃ© 76,5792 Ãrslev,Carl Nielsensvej 1,DK-5000 Odense C,FÃ¦lledvej 1,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-01,1986-07-01,2017-03-01,,127409.0,Statsautoriseret revisor,-237356.0,,,20222670.0,10318432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NÃ¸rre Lyn-Helse ApS.,Ãrsrapport,,10464604.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Kristian Sarauw Kristiansen,LÃ¦gernes Pensionsbank,NÃ¸rre Lyn-Helse ApS,BDO Statsautoriseret revisionsaktieselskab,,,Nr. Lyndelse,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nr. Lyndelse,2016-12-31,2016-01-01,,false,2017-03-01,Odense,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23703434,indberetninger-20180424,2.5097417999999996,10318432,,2018-03-27T11:50:31.139Z,2017-04-07T07:42:44.187Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-94-SP,2017-04-07T07:42:44.331Z,18225665.0,200000.0,437356.0,18225665.0,18225665.0,17762623.0,4527864.0,9722173.0,14250037.0,18225665.0,3.0,23375.0,0.0,18225665.0,237356.0,25686.0,25686.0,0.0,3512586.0,779881.0,2606658.0,0.0,102672.0,,,,,,
10318432,2016-01-01,2016-01-01,c227,,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzkyL2RkL2Y0LzVjOTctNGU1OC1iMzRhLTgyYzc5Mjk1N2QwNQ.pdf,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2NlLzIxLzAwLzE5MWYtNGRiMC05NDQxLThkODdhM2NmM2U2Nw.xml,false,Odense C,5000.0,1.0,FÃ¦lledvej,Frederiksberg,2000.0,Dirch Passers AllÃ© 76,5792 Ãrslev,Carl Nielsensvej 1,DK-5000 Odense C,FÃ¦lledvej 1,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-01,1986-07-01,2017-03-01,,127409.0,Statsautoriseret revisor,-237356.0,,,20222670.0,10318432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NÃ¸rre Lyn-Helse ApS.,Ãrsrapport,,10464604.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Kristian Sarauw Kristiansen,LÃ¦gernes Pensionsbank,NÃ¸rre Lyn-Helse ApS,BDO Statsautoriseret revisionsaktieselskab,,,Nr. Lyndelse,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nr. Lyndelse,2016-12-31,2016-01-01,,false,2017-03-01,Odense,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23703434,indberetninger-20180424,2.5097417999999996,10318432,,2018-03-27T11:50:31.139Z,2017-04-07T07:42:44.187Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-94-SP,2017-04-07T07:42:44.331Z,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10318432,2016-01-01,2016-01-01,c254,,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzkyL2RkL2Y0LzVjOTctNGU1OC1iMzRhLTgyYzc5Mjk1N2QwNQ.pdf,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2NlLzIxLzAwLzE5MWYtNGRiMC05NDQxLThkODdhM2NmM2U2Nw.xml,false,Odense C,5000.0,1.0,FÃ¦lledvej,Frederiksberg,2000.0,Dirch Passers AllÃ© 76,5792 Ãrslev,Carl Nielsensvej 1,DK-5000 Odense C,FÃ¦lledvej 1,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-01,1986-07-01,2017-03-01,,127409.0,Statsautoriseret revisor,-237356.0,,,20222670.0,10318432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NÃ¸rre Lyn-Helse ApS.,Ãrsrapport,,10464604.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Kristian Sarauw Kristiansen,LÃ¦gernes Pensionsbank,NÃ¸rre Lyn-Helse ApS,BDO Statsautoriseret revisionsaktieselskab,,,Nr. Lyndelse,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nr. Lyndelse,2016-12-31,2016-01-01,,false,2017-03-01,Odense,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23703434,indberetninger-20180424,2.5097417999999996,10318432,,2018-03-27T11:50:31.139Z,2017-04-07T07:42:44.187Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-94-SP,2017-04-07T07:42:44.331Z,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10318432,2016-01-01,2016-01-01,c258,,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzkyL2RkL2Y0LzVjOTctNGU1OC1iMzRhLTgyYzc5Mjk1N2QwNQ.pdf,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2NlLzIxLzAwLzE5MWYtNGRiMC05NDQxLThkODdhM2NmM2U2Nw.xml,false,Odense C,5000.0,1.0,FÃ¦lledvej,Frederiksberg,2000.0,Dirch Passers AllÃ© 76,5792 Ãrslev,Carl Nielsensvej 1,DK-5000 Odense C,FÃ¦lledvej 1,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-01,1986-07-01,2017-03-01,,127409.0,Statsautoriseret revisor,-237356.0,,,20222670.0,10318432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NÃ¸rre Lyn-Helse ApS.,Ãrsrapport,,10464604.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Kristian Sarauw Kristiansen,LÃ¦gernes Pensionsbank,NÃ¸rre Lyn-Helse ApS,BDO Statsautoriseret revisionsaktieselskab,,,Nr. Lyndelse,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nr. Lyndelse,2016-12-31,2016-01-01,,false,2017-03-01,Odense,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23703434,indberetninger-20180424,2.5097417999999996,10318432,,2018-03-27T11:50:31.139Z,2017-04-07T07:42:44.187Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-94-SP,2017-04-07T07:42:44.331Z,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10318432,2016-01-01,2016-01-01,c442,,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzkyL2RkL2Y0LzVjOTctNGU1OC1iMzRhLTgyYzc5Mjk1N2QwNQ.pdf,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2NlLzIxLzAwLzE5MWYtNGRiMC05NDQxLThkODdhM2NmM2U2Nw.xml,false,Odense C,5000.0,1.0,FÃ¦lledvej,Frederiksberg,2000.0,Dirch Passers AllÃ© 76,5792 Ãrslev,Carl Nielsensvej 1,DK-5000 Odense C,FÃ¦lledvej 1,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-01,1986-07-01,2017-03-01,,127409.0,Statsautoriseret revisor,-237356.0,,,20222670.0,10318432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NÃ¸rre Lyn-Helse ApS.,Ãrsrapport,,10464604.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Kristian Sarauw Kristiansen,LÃ¦gernes Pensionsbank,NÃ¸rre Lyn-Helse ApS,BDO Statsautoriseret revisionsaktieselskab,,,Nr. Lyndelse,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nr. Lyndelse,2016-12-31,2016-01-01,,false,2017-03-01,Odense,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23703434,indberetninger-20180424,2.5097417999999996,10318432,,2018-03-27T11:50:31.139Z,2017-04-07T07:42:44.187Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-94-SP,2017-04-07T07:42:44.331Z,,,,,,,,,,,,,,,,,,,,,,,,885680.0,19111345.0,,,,
10318432,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzkyL2RkL2Y0LzVjOTctNGU1OC1iMzRhLTgyYzc5Mjk1N2QwNQ.pdf,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2NlLzIxLzAwLzE5MWYtNGRiMC05NDQxLThkODdhM2NmM2U2Nw.xml,false,Odense C,5000.0,1.0,FÃ¦lledvej,Frederiksberg,2000.0,Dirch Passers AllÃ© 76,5792 Ãrslev,Carl Nielsensvej 1,DK-5000 Odense C,FÃ¦lledvej 1,-28151.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",175098.0,2017-03-01,1986-07-01,2017-03-01,-127409.0,127409.0,Statsautoriseret revisor,-237356.0,-84240.0,1373509.0,20222670.0,10318432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NÃ¸rre Lyn-Helse ApS.,Ãrsrapport,111885.0,10464604.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Kristian Sarauw Kristiansen,LÃ¦gernes Pensionsbank,NÃ¸rre Lyn-Helse ApS,BDO Statsautoriseret revisionsaktieselskab,-575299.0,463414.0,Nr. Lyndelse,523854.0,670801.0,1246100.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nr. Lyndelse,2016-12-31,2016-01-01,1457749.0,false,2017-03-01,Odense,-146947.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23703434,indberetninger-20180424,2.5097417999999996,10318432,,2018-03-27T11:50:31.139Z,2017-04-07T07:42:44.187Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-94-SP,2017-04-07T07:42:44.331Z,,,,,,,,,,,,,,,,,,,,,,,,,,Til kapitalejerne i NÃ¸rre Lyn-Helse ApS,BDO Statsautoriseret revisionsaktieselskab,,
10318432,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzL2FmLzkyL2RkL2Y0LzVjOTctNGU1OC1iMzRhLTgyYzc5Mjk1N2QwNQ.pdf,http://regnskaber.virk.dk/23481301/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2NlLzIxLzAwLzE5MWYtNGRiMC05NDQxLThkODdhM2NmM2U2Nw.xml,false,Odense C,5000.0,1.0,FÃ¦lledvej,Frederiksberg,2000.0,Dirch Passers AllÃ© 76,5792 Ãrslev,Carl Nielsensvej 1,DK-5000 Odense C,FÃ¦lledvej 1,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-01,1986-07-01,2017-03-01,,127409.0,Statsautoriseret revisor,-237356.0,,,20222670.0,10318432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for NÃ¸rre Lyn-Helse ApS.,Ãrsrapport,,10464604.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Bechsgaard JÃ¸rgensen,Kristian Sarauw Kristiansen,LÃ¦gernes Pensionsbank,NÃ¸rre Lyn-Helse ApS,BDO Statsautoriseret revisionsaktieselskab,,,Nr. Lyndelse,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nr. Lyndelse,2016-12-31,2016-01-01,,false,2017-03-01,Odense,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23703434,indberetninger-20180424,2.5097417999999996,10318432,,2018-03-27T11:50:31.139Z,2017-04-07T07:42:44.187Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-94-SP,2017-04-07T07:42:44.331Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
