entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,CostOfProduction,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DistributionCosts,EmailOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherOperatingExpenses,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
28980329,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzJkLzQyLzIzL2Q5ZTAtNDU5Ni04MmI5LTY2MjE0MmI1ZmYxYQ.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzM1LzAwLzQ5L2JiYTEtNGUxZi1iZDZmLWVkYjM0OTNlMzI0ZQ.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2ZlLzFmLzU1L2IyM2UtNDcyZC05NWU4LTgyOWYyYTU4OTc1Nw.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Hellerup,2900.0,5.0,GjÃ¸rlingsvej 5,"AB15 9HQ Aberdeen, Scotland","Bradley Cairns, West Cults Road,",0.0,Regnskabsklasse B,0.0,2018-10-29,2018-10-29,0.0,jensboesen@hotmail.com,0.0,28980329.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens R. Boesen,Jens Riis Boesen,Nykredit Bank,J.R.BOESEN HOLDING ApS,Jens R. Boesen,1625.0,0.0,0.0,0.0,0.0,Aberdeen,2016-07-01,2017-06-30,-1625.0,-1625.0,0.0,2018-06-30,2017-07-01,0.0,false,false,Revision for det kommede regnskabsÃ¥r fravÃ¦lges.,0.0,4407483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:26245517,indberetninger-20180424,2.5928001,28980329.0,AWbALGPe5OzuYdPkFyIJ,2018-10-29T14:14:32.340Z,2018-10-29T14:13:43.943Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DG-26-AM,2018-10-29T14:13:44.163Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzJkLzQyLzIzL2Q5ZTAtNDU5Ni04MmI5LTY2MjE0MmI1ZmYxYQ.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzM1LzAwLzQ5L2JiYTEtNGUxZi1iZDZmLWVkYjM0OTNlMzI0ZQ.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2ZlLzFmLzU1L2IyM2UtNDcyZC05NWU4LTgyOWYyYTU4OTc1Nw.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Hellerup,2900.0,5.0,GjÃ¸rlingsvej 5,"AB15 9HQ Aberdeen, Scotland","Bradley Cairns, West Cults Road,",,Regnskabsklasse B,,2018-10-29,2018-10-29,,jensboesen@hotmail.com,,28980329.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens R. Boesen,Jens Riis Boesen,Nykredit Bank,J.R.BOESEN HOLDING ApS,Jens R. Boesen,,,,,,Aberdeen,2016-07-01,2017-06-30,0.0,,,2018-06-30,2017-07-01,,false,false,Revision for det kommede regnskabsÃ¥r fravÃ¦lges.,,4407483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:26245517,indberetninger-20180424,2.5928001,28980329.0,AWbALGPe5OzuYdPkFyIJ,2018-10-29T14:14:32.340Z,2018-10-29T14:13:43.943Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DG-26-AM,2018-10-29T14:13:44.163Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2016-07-01,2017-06-30,c6,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzJkLzQyLzIzL2Q5ZTAtNDU5Ni04MmI5LTY2MjE0MmI1ZmYxYQ.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzM1LzAwLzQ5L2JiYTEtNGUxZi1iZDZmLWVkYjM0OTNlMzI0ZQ.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2ZlLzFmLzU1L2IyM2UtNDcyZC05NWU4LTgyOWYyYTU4OTc1Nw.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Hellerup,2900.0,5.0,GjÃ¸rlingsvej 5,"AB15 9HQ Aberdeen, Scotland","Bradley Cairns, West Cults Road,",,Regnskabsklasse B,,2018-10-29,2018-10-29,,jensboesen@hotmail.com,,28980329.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens R. Boesen,Jens Riis Boesen,Nykredit Bank,J.R.BOESEN HOLDING ApS,Jens R. Boesen,,,,,,Aberdeen,2016-07-01,2017-06-30,0.0,,,2018-06-30,2017-07-01,,false,false,Revision for det kommede regnskabsÃ¥r fravÃ¦lges.,,4407483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:26245517,indberetninger-20180424,2.5928001,28980329.0,AWbALGPe5OzuYdPkFyIJ,2018-10-29T14:14:32.340Z,2018-10-29T14:13:43.943Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DG-26-AM,2018-10-29T14:13:44.163Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2016-07-01,2017-06-30,c8,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzJkLzQyLzIzL2Q5ZTAtNDU5Ni04MmI5LTY2MjE0MmI1ZmYxYQ.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzM1LzAwLzQ5L2JiYTEtNGUxZi1iZDZmLWVkYjM0OTNlMzI0ZQ.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2ZlLzFmLzU1L2IyM2UtNDcyZC05NWU4LTgyOWYyYTU4OTc1Nw.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Hellerup,2900.0,5.0,GjÃ¸rlingsvej 5,"AB15 9HQ Aberdeen, Scotland","Bradley Cairns, West Cults Road,",,Regnskabsklasse B,,2018-10-29,2018-10-29,,jensboesen@hotmail.com,,28980329.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens R. Boesen,Jens Riis Boesen,Nykredit Bank,J.R.BOESEN HOLDING ApS,Jens R. Boesen,,,,,,Aberdeen,2016-07-01,2017-06-30,-1625.0,,,2018-06-30,2017-07-01,,false,false,Revision for det kommede regnskabsÃ¥r fravÃ¦lges.,,4407483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:26245517,indberetninger-20180424,2.5928001,28980329.0,AWbALGPe5OzuYdPkFyIJ,2018-10-29T14:14:32.340Z,2018-10-29T14:13:43.943Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DG-26-AM,2018-10-29T14:13:44.163Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2017-06-30,2017-06-30,c10,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzJkLzQyLzIzL2Q5ZTAtNDU5Ni04MmI5LTY2MjE0MmI1ZmYxYQ.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzM1LzAwLzQ5L2JiYTEtNGUxZi1iZDZmLWVkYjM0OTNlMzI0ZQ.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2ZlLzFmLzU1L2IyM2UtNDcyZC05NWU4LTgyOWYyYTU4OTc1Nw.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Hellerup,2900.0,5.0,GjÃ¸rlingsvej 5,"AB15 9HQ Aberdeen, Scotland","Bradley Cairns, West Cults Road,",,Regnskabsklasse B,,2018-10-29,2018-10-29,,jensboesen@hotmail.com,,28980329.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens R. Boesen,Jens Riis Boesen,Nykredit Bank,J.R.BOESEN HOLDING ApS,Jens R. Boesen,,,,,,Aberdeen,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,,false,false,Revision for det kommede regnskabsÃ¥r fravÃ¦lges.,,4407483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:26245517,indberetninger-20180424,2.5928001,28980329.0,AWbALGPe5OzuYdPkFyIJ,2018-10-29T14:14:32.340Z,2018-10-29T14:13:43.943Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DG-26-AM,2018-10-29T14:13:44.163Z,332344.0,332344.0,0.0,300000.0,332344.0,297640.0,0.0,0.0,0.0,0.0,0.0,332344.0,34704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2360.0,0.0,0.0,34704.0,0.0,0.0,0.0,34704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28980329,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzJkLzQyLzIzL2Q5ZTAtNDU5Ni04MmI5LTY2MjE0MmI1ZmYxYQ.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzM1LzAwLzQ5L2JiYTEtNGUxZi1iZDZmLWVkYjM0OTNlMzI0ZQ.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2ZlLzFmLzU1L2IyM2UtNDcyZC05NWU4LTgyOWYyYTU4OTc1Nw.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Hellerup,2900.0,5.0,GjÃ¸rlingsvej 5,"AB15 9HQ Aberdeen, Scotland","Bradley Cairns, West Cults Road,",0.0,Regnskabsklasse B,0.0,2018-10-29,2018-10-29,0.0,jensboesen@hotmail.com,0.0,28980329.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens R. Boesen,Jens Riis Boesen,Nykredit Bank,J.R.BOESEN HOLDING ApS,Jens R. Boesen,30.0,0.0,0.0,0.0,0.0,Aberdeen,2016-07-01,2017-06-30,-30.0,-30.0,0.0,2018-06-30,2017-07-01,0.0,false,false,Revision for det kommede regnskabsÃ¥r fravÃ¦lges.,0.0,4407483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:26245517,indberetninger-20180424,2.5928001,28980329.0,AWbALGPe5OzuYdPkFyIJ,2018-10-29T14:14:32.340Z,2018-10-29T14:13:43.943Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DG-26-AM,2018-10-29T14:13:44.163Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzJkLzQyLzIzL2Q5ZTAtNDU5Ni04MmI5LTY2MjE0MmI1ZmYxYQ.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzM1LzAwLzQ5L2JiYTEtNGUxZi1iZDZmLWVkYjM0OTNlMzI0ZQ.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2ZlLzFmLzU1L2IyM2UtNDcyZC05NWU4LTgyOWYyYTU4OTc1Nw.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Hellerup,2900.0,5.0,GjÃ¸rlingsvej 5,"AB15 9HQ Aberdeen, Scotland","Bradley Cairns, West Cults Road,",,Regnskabsklasse B,,2018-10-29,2018-10-29,,jensboesen@hotmail.com,,28980329.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens R. Boesen,Jens Riis Boesen,Nykredit Bank,J.R.BOESEN HOLDING ApS,Jens R. Boesen,,,,,,Aberdeen,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,,false,false,Revision for det kommede regnskabsÃ¥r fravÃ¦lges.,,4407483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:26245517,indberetninger-20180424,2.5928001,28980329.0,AWbALGPe5OzuYdPkFyIJ,2018-10-29T14:14:32.340Z,2018-10-29T14:13:43.943Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DG-26-AM,2018-10-29T14:13:44.163Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2017-07-01,2018-06-30,c3,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzJkLzQyLzIzL2Q5ZTAtNDU5Ni04MmI5LTY2MjE0MmI1ZmYxYQ.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzM1LzAwLzQ5L2JiYTEtNGUxZi1iZDZmLWVkYjM0OTNlMzI0ZQ.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2ZlLzFmLzU1L2IyM2UtNDcyZC05NWU4LTgyOWYyYTU4OTc1Nw.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Hellerup,2900.0,5.0,GjÃ¸rlingsvej 5,"AB15 9HQ Aberdeen, Scotland","Bradley Cairns, West Cults Road,",,Regnskabsklasse B,,2018-10-29,2018-10-29,,jensboesen@hotmail.com,,28980329.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens R. Boesen,Jens Riis Boesen,Nykredit Bank,J.R.BOESEN HOLDING ApS,Jens R. Boesen,,,,,,Aberdeen,2016-07-01,2017-06-30,0.0,,,2018-06-30,2017-07-01,,false,false,Revision for det kommede regnskabsÃ¥r fravÃ¦lges.,,4407483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:26245517,indberetninger-20180424,2.5928001,28980329.0,AWbALGPe5OzuYdPkFyIJ,2018-10-29T14:14:32.340Z,2018-10-29T14:13:43.943Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DG-26-AM,2018-10-29T14:13:44.163Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2017-07-01,2018-06-30,c5,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzJkLzQyLzIzL2Q5ZTAtNDU5Ni04MmI5LTY2MjE0MmI1ZmYxYQ.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzM1LzAwLzQ5L2JiYTEtNGUxZi1iZDZmLWVkYjM0OTNlMzI0ZQ.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2ZlLzFmLzU1L2IyM2UtNDcyZC05NWU4LTgyOWYyYTU4OTc1Nw.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Hellerup,2900.0,5.0,GjÃ¸rlingsvej 5,"AB15 9HQ Aberdeen, Scotland","Bradley Cairns, West Cults Road,",,Regnskabsklasse B,,2018-10-29,2018-10-29,,jensboesen@hotmail.com,,28980329.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens R. Boesen,Jens Riis Boesen,Nykredit Bank,J.R.BOESEN HOLDING ApS,Jens R. Boesen,,,,,,Aberdeen,2016-07-01,2017-06-30,0.0,,,2018-06-30,2017-07-01,,false,false,Revision for det kommede regnskabsÃ¥r fravÃ¦lges.,,4407483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:26245517,indberetninger-20180424,2.5928001,28980329.0,AWbALGPe5OzuYdPkFyIJ,2018-10-29T14:14:32.340Z,2018-10-29T14:13:43.943Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DG-26-AM,2018-10-29T14:13:44.163Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2017-07-01,2018-06-30,c7,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzJkLzQyLzIzL2Q5ZTAtNDU5Ni04MmI5LTY2MjE0MmI1ZmYxYQ.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzU4LzM1LzAwLzQ5L2JiYTEtNGUxZi1iZDZmLWVkYjM0OTNlMzI0ZQ.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzFiL2ZlLzFmLzU1L2IyM2UtNDcyZC05NWU4LTgyOWYyYTU4OTc1Nw.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Hellerup,2900.0,5.0,GjÃ¸rlingsvej 5,"AB15 9HQ Aberdeen, Scotland","Bradley Cairns, West Cults Road,",,Regnskabsklasse B,,2018-10-29,2018-10-29,,jensboesen@hotmail.com,,28980329.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens R. Boesen,Jens Riis Boesen,Nykredit Bank,J.R.BOESEN HOLDING ApS,Jens R. Boesen,,,,,,Aberdeen,2016-07-01,2017-06-30,-30.0,,,2018-06-30,2017-07-01,,false,false,Revision for det kommede regnskabsÃ¥r fravÃ¦lges.,,4407483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:26245517,indberetninger-20180424,2.5928001,28980329.0,AWbALGPe5OzuYdPkFyIJ,2018-10-29T14:14:32.340Z,2018-10-29T14:13:43.943Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DG-26-AM,2018-10-29T14:13:44.163Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
