entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,CostOfProduction,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepositsShorttermLiabilitiesOtherThanProvisions,DistributionCosts,EmailOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeExceedCostForTheFinancialYearShortterm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherOperatingExpenses,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProposedDividend,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermDeferredIncome,ShorttermLeaseCommitments,ShorttermNegativeGoodwill,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
28980329,2015-07-01,2016-06-30,c2,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzdlLzUxLzM5Lzk3OTAtNDBmMi05MDNhLTA0MDE4YzdmNmJhOA.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcwLzRhL2U0L2VhNjUtNGJjNi1hYjY2LWZlODhkYjc5NGQ3Zg.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2ZlLzRhL2Y4L2UxOWUtNDU1Ni05ZDJlLTNhMzExNDlkNmQ3Zg.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Aberdeen,AB159HQ,"Bradley Cairns, West Cults Road",Jens R Boesen,"AB159HQ, Aberdeen","Bradley Cairns, West Cults Road",0.0,Regnskabsklasse B,0.0,2017-11-08,2017-11-08,0.0,0.0,jensboesen@hotmail.com,0.0,28980329.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Riis Boesen,Jens Riis Boesen,Nykredit Bank,Jens Riis,Jens Riis Boesen,1563.0,0.0,0.0,0.0,0.0,Aberdeen,2015-07-01,2016-06-30,-1563.0,-1563.0,0.0,0.0,2017-06-30,2016-07-01,0.0,false,false,0.0,0.0,0.0,Revision er fravalgt for det kommende regnskabsÃ¥r,0.0,447483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:24675651,indberetninger-20180424,2.59278,28980329.0,,2018-03-27T16:19:31.387Z,2017-11-08T12:37:43.620Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-93-AV,2017-11-08T12:37:43.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2015-07-01,2016-06-30,c4,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzdlLzUxLzM5Lzk3OTAtNDBmMi05MDNhLTA0MDE4YzdmNmJhOA.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcwLzRhL2U0L2VhNjUtNGJjNi1hYjY2LWZlODhkYjc5NGQ3Zg.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2ZlLzRhL2Y4L2UxOWUtNDU1Ni05ZDJlLTNhMzExNDlkNmQ3Zg.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Aberdeen,AB159HQ,"Bradley Cairns, West Cults Road",Jens R Boesen,"AB159HQ, Aberdeen","Bradley Cairns, West Cults Road",,Regnskabsklasse B,,2017-11-08,2017-11-08,0.0,,jensboesen@hotmail.com,,28980329.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Riis Boesen,Jens Riis Boesen,Nykredit Bank,Jens Riis,Jens Riis Boesen,,,,,,Aberdeen,2015-07-01,2016-06-30,0.0,,,0.0,2017-06-30,2016-07-01,,false,false,0.0,0.0,0.0,Revision er fravalgt for det kommende regnskabsÃ¥r,,447483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:24675651,indberetninger-20180424,2.59278,28980329.0,,2018-03-27T16:19:31.387Z,2017-11-08T12:37:43.620Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-93-AV,2017-11-08T12:37:43.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2015-07-01,2016-06-30,c6,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzdlLzUxLzM5Lzk3OTAtNDBmMi05MDNhLTA0MDE4YzdmNmJhOA.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcwLzRhL2U0L2VhNjUtNGJjNi1hYjY2LWZlODhkYjc5NGQ3Zg.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2ZlLzRhL2Y4L2UxOWUtNDU1Ni05ZDJlLTNhMzExNDlkNmQ3Zg.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Aberdeen,AB159HQ,"Bradley Cairns, West Cults Road",Jens R Boesen,"AB159HQ, Aberdeen","Bradley Cairns, West Cults Road",,Regnskabsklasse B,,2017-11-08,2017-11-08,0.0,,jensboesen@hotmail.com,,28980329.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Riis Boesen,Jens Riis Boesen,Nykredit Bank,Jens Riis,Jens Riis Boesen,,,,,,Aberdeen,2015-07-01,2016-06-30,0.0,,,0.0,2017-06-30,2016-07-01,,false,false,0.0,0.0,0.0,Revision er fravalgt for det kommende regnskabsÃ¥r,,447483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:24675651,indberetninger-20180424,2.59278,28980329.0,,2018-03-27T16:19:31.387Z,2017-11-08T12:37:43.620Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-93-AV,2017-11-08T12:37:43.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2015-07-01,2016-06-30,c8,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzdlLzUxLzM5Lzk3OTAtNDBmMi05MDNhLTA0MDE4YzdmNmJhOA.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcwLzRhL2U0L2VhNjUtNGJjNi1hYjY2LWZlODhkYjc5NGQ3Zg.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2ZlLzRhL2Y4L2UxOWUtNDU1Ni05ZDJlLTNhMzExNDlkNmQ3Zg.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Aberdeen,AB159HQ,"Bradley Cairns, West Cults Road",Jens R Boesen,"AB159HQ, Aberdeen","Bradley Cairns, West Cults Road",,Regnskabsklasse B,,2017-11-08,2017-11-08,0.0,,jensboesen@hotmail.com,,28980329.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Riis Boesen,Jens Riis Boesen,Nykredit Bank,Jens Riis,Jens Riis Boesen,,,,,,Aberdeen,2015-07-01,2016-06-30,-1563.0,,,0.0,2017-06-30,2016-07-01,,false,false,0.0,0.0,0.0,Revision er fravalgt for det kommende regnskabsÃ¥r,,447483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:24675651,indberetninger-20180424,2.59278,28980329.0,,2018-03-27T16:19:31.387Z,2017-11-08T12:37:43.620Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-93-AV,2017-11-08T12:37:43.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2016-06-30,2016-06-30,c10,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzdlLzUxLzM5Lzk3OTAtNDBmMi05MDNhLTA0MDE4YzdmNmJhOA.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcwLzRhL2U0L2VhNjUtNGJjNi1hYjY2LWZlODhkYjc5NGQ3Zg.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2ZlLzRhL2Y4L2UxOWUtNDU1Ni05ZDJlLTNhMzExNDlkNmQ3Zg.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Aberdeen,AB159HQ,"Bradley Cairns, West Cults Road",Jens R Boesen,"AB159HQ, Aberdeen","Bradley Cairns, West Cults Road",,Regnskabsklasse B,,2017-11-08,2017-11-08,0.0,,jensboesen@hotmail.com,,28980329.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Riis Boesen,Jens Riis Boesen,Nykredit Bank,Jens Riis,Jens Riis Boesen,,,,,,Aberdeen,2015-07-01,2016-06-30,,,,0.0,2017-06-30,2016-07-01,,false,false,0.0,0.0,0.0,Revision er fravalgt for det kommende regnskabsÃ¥r,,447483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:24675651,indberetninger-20180424,2.59278,28980329.0,,2018-03-27T16:19:31.387Z,2017-11-08T12:37:43.620Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-93-AV,2017-11-08T12:37:43.839Z,333968.0,333968.0,0.0,300000.0,333968.0,299264.0,0.0,0.0,0.0,0.0,0.0,333968.0,34704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-736.0,0.0,0.0,34704.0,0.0,0.0,0.0,34704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28980329,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzdlLzUxLzM5Lzk3OTAtNDBmMi05MDNhLTA0MDE4YzdmNmJhOA.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcwLzRhL2U0L2VhNjUtNGJjNi1hYjY2LWZlODhkYjc5NGQ3Zg.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2ZlLzRhL2Y4L2UxOWUtNDU1Ni05ZDJlLTNhMzExNDlkNmQ3Zg.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Aberdeen,AB159HQ,"Bradley Cairns, West Cults Road",Jens R Boesen,"AB159HQ, Aberdeen","Bradley Cairns, West Cults Road",0.0,Regnskabsklasse B,0.0,2017-11-08,2017-11-08,0.0,0.0,jensboesen@hotmail.com,0.0,28980329.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Riis Boesen,Jens Riis Boesen,Nykredit Bank,Jens Riis,Jens Riis Boesen,1625.0,0.0,0.0,0.0,0.0,Aberdeen,2015-07-01,2016-06-30,-1625.0,-1625.0,0.0,0.0,2017-06-30,2016-07-01,0.0,false,false,0.0,0.0,0.0,Revision er fravalgt for det kommende regnskabsÃ¥r,0.0,447483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:24675651,indberetninger-20180424,2.59278,28980329.0,,2018-03-27T16:19:31.387Z,2017-11-08T12:37:43.620Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-93-AV,2017-11-08T12:37:43.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzdlLzUxLzM5Lzk3OTAtNDBmMi05MDNhLTA0MDE4YzdmNmJhOA.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcwLzRhL2U0L2VhNjUtNGJjNi1hYjY2LWZlODhkYjc5NGQ3Zg.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2ZlLzRhL2Y4L2UxOWUtNDU1Ni05ZDJlLTNhMzExNDlkNmQ3Zg.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Aberdeen,AB159HQ,"Bradley Cairns, West Cults Road",Jens R Boesen,"AB159HQ, Aberdeen","Bradley Cairns, West Cults Road",,Regnskabsklasse B,,2017-11-08,2017-11-08,0.0,,jensboesen@hotmail.com,,28980329.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Riis Boesen,Jens Riis Boesen,Nykredit Bank,Jens Riis,Jens Riis Boesen,,,,,,Aberdeen,2015-07-01,2016-06-30,,,,0.0,2017-06-30,2016-07-01,,false,false,0.0,0.0,0.0,Revision er fravalgt for det kommende regnskabsÃ¥r,,447483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:24675651,indberetninger-20180424,2.59278,28980329.0,,2018-03-27T16:19:31.387Z,2017-11-08T12:37:43.620Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-93-AV,2017-11-08T12:37:43.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2016-07-01,2017-06-30,c3,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzdlLzUxLzM5Lzk3OTAtNDBmMi05MDNhLTA0MDE4YzdmNmJhOA.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcwLzRhL2U0L2VhNjUtNGJjNi1hYjY2LWZlODhkYjc5NGQ3Zg.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2ZlLzRhL2Y4L2UxOWUtNDU1Ni05ZDJlLTNhMzExNDlkNmQ3Zg.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Aberdeen,AB159HQ,"Bradley Cairns, West Cults Road",Jens R Boesen,"AB159HQ, Aberdeen","Bradley Cairns, West Cults Road",,Regnskabsklasse B,,2017-11-08,2017-11-08,0.0,,jensboesen@hotmail.com,,28980329.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Riis Boesen,Jens Riis Boesen,Nykredit Bank,Jens Riis,Jens Riis Boesen,,,,,,Aberdeen,2015-07-01,2016-06-30,0.0,,,0.0,2017-06-30,2016-07-01,,false,false,0.0,0.0,0.0,Revision er fravalgt for det kommende regnskabsÃ¥r,,447483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:24675651,indberetninger-20180424,2.59278,28980329.0,,2018-03-27T16:19:31.387Z,2017-11-08T12:37:43.620Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-93-AV,2017-11-08T12:37:43.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2016-07-01,2017-06-30,c5,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzdlLzUxLzM5Lzk3OTAtNDBmMi05MDNhLTA0MDE4YzdmNmJhOA.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcwLzRhL2U0L2VhNjUtNGJjNi1hYjY2LWZlODhkYjc5NGQ3Zg.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2ZlLzRhL2Y4L2UxOWUtNDU1Ni05ZDJlLTNhMzExNDlkNmQ3Zg.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Aberdeen,AB159HQ,"Bradley Cairns, West Cults Road",Jens R Boesen,"AB159HQ, Aberdeen","Bradley Cairns, West Cults Road",,Regnskabsklasse B,,2017-11-08,2017-11-08,0.0,,jensboesen@hotmail.com,,28980329.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Riis Boesen,Jens Riis Boesen,Nykredit Bank,Jens Riis,Jens Riis Boesen,,,,,,Aberdeen,2015-07-01,2016-06-30,0.0,,,0.0,2017-06-30,2016-07-01,,false,false,0.0,0.0,0.0,Revision er fravalgt for det kommende regnskabsÃ¥r,,447483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:24675651,indberetninger-20180424,2.59278,28980329.0,,2018-03-27T16:19:31.387Z,2017-11-08T12:37:43.620Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-93-AV,2017-11-08T12:37:43.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980329,2016-07-01,2017-06-30,c7,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzdlLzUxLzM5Lzk3OTAtNDBmMi05MDNhLTA0MDE4YzdmNmJhOA.xhtml,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcwLzRhL2U0L2VhNjUtNGJjNi1hYjY2LWZlODhkYjc5NGQ3Zg.pdf,http://regnskaber.virk.dk/92308982/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2ZlLzRhL2Y4L2UxOWUtNDU1Ni05ZDJlLTNhMzExNDlkNmQ3Zg.xml,true,Danmark,DK,KÃ¸benhavn V,1560.0,47.0,Kalvebod brygge,Aberdeen,AB159HQ,"Bradley Cairns, West Cults Road",Jens R Boesen,"AB159HQ, Aberdeen","Bradley Cairns, West Cults Road",,Regnskabsklasse B,,2017-11-08,2017-11-08,0.0,,jensboesen@hotmail.com,,28980329.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Riis Boesen,Jens Riis Boesen,Nykredit Bank,Jens Riis,Jens Riis Boesen,,,,,,Aberdeen,2015-07-01,2016-06-30,-1625.0,,,0.0,2017-06-30,2016-07-01,,false,false,0.0,0.0,0.0,Revision er fravalgt for det kommende regnskabsÃ¥r,,447483837184.0,false,false,Ekspeditionsleder,Ingen bistand,urn:ofk:oid:24675651,indberetninger-20180424,2.59278,28980329.0,,2018-03-27T16:19:31.387Z,2017-11-08T12:37:43.620Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BE-93-AV,2017-11-08T12:37:43.839Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
