entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,PropertyPlantAndEquipmentInProgressAndPrepaymentsForPropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,PropertyPlantAndEquipmentGross,NameOfAuditFirm
30272749,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2VmLzRhLzQxL2EyMzMtNGM4Mi1hODdmLTg0MDI4ZWRkNDU1ZA.pdf,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzFkLzFjLzI1L2Q2NDUtNDRhYy1iM2U2LTZkMGVlYTIwZjJiMg.xml,1.0,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Spenstrup,8981.0,2A,Stationsvej,8900  Randers C,"Ãstervold 25, 1",DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i Futura Juventus ApS,27416.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-02-17,2007-02-12,2015-04-21,Statsautoriseret revisor,-69205.0,30272749.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Futura Juventus ApS.,"Vi har revideret Ã¥rsregnskabet for Futura Juventus ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,544449.0,47600.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ole JÃ¸rgensen,Palle Lau Mikkelsen,Ãstjydsk Bank A/S,Futura Juventus ApS,BDO Statsautoriseret revisionsaktieselskab,-136604.0,Randers,-178393.0,-205809.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2014-12-31,2014-01-01,2015-02-17,Randers,27416.0,RevisionspÃ¥tegning,urn:ofk:oid:5142109,indberetninger-20180424,2.5118406,30272749.0,,2018-03-30T11:22:10.552Z,2015-04-21T13:18:04.931Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-89-YS,2015-04-21T13:18:04.957Z,,,,,,,,,,,,,,,,,,,,,,
30272749,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2VmLzRhLzQxL2EyMzMtNGM4Mi1hODdmLTg0MDI4ZWRkNDU1ZA.pdf,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzFkLzFjLzI1L2Q2NDUtNDRhYy1iM2U2LTZkMGVlYTIwZjJiMg.xml,1.0,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Spenstrup,8981.0,2A,Stationsvej,8900  Randers C,"Ãstervold 25, 1",DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i Futura Juventus ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-02-17,2007-02-12,2015-04-21,Statsautoriseret revisor,,30272749.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Futura Juventus ApS.,"Vi har revideret Ã¥rsregnskabet for Futura Juventus ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,544449.0,47600.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ole JÃ¸rgensen,Palle Lau Mikkelsen,Ãstjydsk Bank A/S,Futura Juventus ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,-178393.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2014-12-31,2014-01-01,2015-02-17,Randers,,RevisionspÃ¥tegning,urn:ofk:oid:5142109,indberetninger-20180424,2.5118406,30272749.0,,2018-03-30T11:22:10.552Z,2015-04-21T13:18:04.931Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-89-YS,2015-04-21T13:18:04.957Z,,,,,,,,,,,,,,,,,,,,,,
30272749,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2VmLzRhLzQxL2EyMzMtNGM4Mi1hODdmLTg0MDI4ZWRkNDU1ZA.pdf,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzFkLzFjLzI1L2Q2NDUtNDRhYy1iM2U2LTZkMGVlYTIwZjJiMg.xml,1.0,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Spenstrup,8981.0,2A,Stationsvej,8900  Randers C,"Ãstervold 25, 1",DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i Futura Juventus ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-02-17,2007-02-12,2015-04-21,Statsautoriseret revisor,,30272749.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Futura Juventus ApS.,"Vi har revideret Ã¥rsregnskabet for Futura Juventus ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,544449.0,47600.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ole JÃ¸rgensen,Palle Lau Mikkelsen,Ãstjydsk Bank A/S,Futura Juventus ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2014-12-31,2014-01-01,2015-02-17,Randers,,RevisionspÃ¥tegning,urn:ofk:oid:5142109,indberetninger-20180424,2.5118406,30272749.0,,2018-03-30T11:22:10.552Z,2015-04-21T13:18:04.931Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-89-YS,2015-04-21T13:18:04.957Z,3000866.0,125000.0,176274.0,176274.0,-588647.0,3000866.0,3589513.0,789353.0,789353.0,2824592.0,23170.0,0.0,2824592.0,2824592.0,-713647.0,1901334.0,2800160.0,47000.0,828656.0,176274.0,,
30272749,2014-01-01,2014-01-01,c103,,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2VmLzRhLzQxL2EyMzMtNGM4Mi1hODdmLTg0MDI4ZWRkNDU1ZA.pdf,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzFkLzFjLzI1L2Q2NDUtNDRhYy1iM2U2LTZkMGVlYTIwZjJiMg.xml,1.0,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Spenstrup,8981.0,2A,Stationsvej,8900  Randers C,"Ãstervold 25, 1",DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i Futura Juventus ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-02-17,2007-02-12,2015-04-21,Statsautoriseret revisor,,30272749.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Futura Juventus ApS.,"Vi har revideret Ã¥rsregnskabet for Futura Juventus ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,544449.0,47600.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ole JÃ¸rgensen,Palle Lau Mikkelsen,Ãstjydsk Bank A/S,Futura Juventus ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2014-12-31,2014-01-01,2015-02-17,Randers,,RevisionspÃ¥tegning,urn:ofk:oid:5142109,indberetninger-20180424,2.5118406,30272749.0,,2018-03-30T11:22:10.552Z,2015-04-21T13:18:04.931Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-89-YS,2015-04-21T13:18:04.957Z,,,,,,,,,,,,,,,,,,,,,2824592.0,
30272749,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2VmLzRhLzQxL2EyMzMtNGM4Mi1hODdmLTg0MDI4ZWRkNDU1ZA.pdf,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzFkLzFjLzI1L2Q2NDUtNDRhYy1iM2U2LTZkMGVlYTIwZjJiMg.xml,1.0,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Spenstrup,8981.0,2A,Stationsvej,8900  Randers C,"Ãstervold 25, 1",DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i Futura Juventus ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-02-17,2007-02-12,2015-04-21,Statsautoriseret revisor,,30272749.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Futura Juventus ApS.,"Vi har revideret Ã¥rsregnskabet for Futura Juventus ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,544449.0,47600.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ole JÃ¸rgensen,Palle Lau Mikkelsen,Ãstjydsk Bank A/S,Futura Juventus ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2014-12-31,2014-01-01,2015-02-17,Randers,,RevisionspÃ¥tegning,urn:ofk:oid:5142109,indberetninger-20180424,2.5118406,30272749.0,,2018-03-30T11:22:10.552Z,2015-04-21T13:18:04.931Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-89-YS,2015-04-21T13:18:04.957Z,,,,,125000.0,,,,,,,,,,,,,,,,,
30272749,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2VmLzRhLzQxL2EyMzMtNGM4Mi1hODdmLTg0MDI4ZWRkNDU1ZA.pdf,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzFkLzFjLzI1L2Q2NDUtNDRhYy1iM2U2LTZkMGVlYTIwZjJiMg.xml,1.0,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Spenstrup,8981.0,2A,Stationsvej,8900  Randers C,"Ãstervold 25, 1",DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i Futura Juventus ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-02-17,2007-02-12,2015-04-21,Statsautoriseret revisor,,30272749.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Futura Juventus ApS.,"Vi har revideret Ã¥rsregnskabet for Futura Juventus ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,544449.0,47600.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ole JÃ¸rgensen,Palle Lau Mikkelsen,Ãstjydsk Bank A/S,Futura Juventus ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2014-12-31,2014-01-01,2015-02-17,Randers,,RevisionspÃ¥tegning,urn:ofk:oid:5142109,indberetninger-20180424,2.5118406,30272749.0,,2018-03-30T11:22:10.552Z,2015-04-21T13:18:04.931Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-89-YS,2015-04-21T13:18:04.957Z,,,,,-713647.0,,,,,,,,,,,,,,,,,
30272749,2014-01-01,2014-01-01,c167,,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2VmLzRhLzQxL2EyMzMtNGM4Mi1hODdmLTg0MDI4ZWRkNDU1ZA.pdf,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzFkLzFjLzI1L2Q2NDUtNDRhYy1iM2U2LTZkMGVlYTIwZjJiMg.xml,1.0,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Spenstrup,8981.0,2A,Stationsvej,8900  Randers C,"Ãstervold 25, 1",DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i Futura Juventus ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-02-17,2007-02-12,2015-04-21,Statsautoriseret revisor,,30272749.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Futura Juventus ApS.,"Vi har revideret Ã¥rsregnskabet for Futura Juventus ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,544449.0,47600.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ole JÃ¸rgensen,Palle Lau Mikkelsen,Ãstjydsk Bank A/S,Futura Juventus ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2014-12-31,2014-01-01,2015-02-17,Randers,,RevisionspÃ¥tegning,urn:ofk:oid:5142109,indberetninger-20180424,2.5118406,30272749.0,,2018-03-30T11:22:10.552Z,2015-04-21T13:18:04.931Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-89-YS,2015-04-21T13:18:04.957Z,,,,,,,,836353.0,,,,,,,,,,,,,,
30272749,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2VmLzRhLzQxL2EyMzMtNGM4Mi1hODdmLTg0MDI4ZWRkNDU1ZA.pdf,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzFkLzFjLzI1L2Q2NDUtNDRhYy1iM2U2LTZkMGVlYTIwZjJiMg.xml,1.0,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Spenstrup,8981.0,2A,Stationsvej,8900  Randers C,"Ãstervold 25, 1",DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i Futura Juventus ApS,56426.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-02-17,2007-02-12,2015-04-21,Statsautoriseret revisor,-69173.0,30272749.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Futura Juventus ApS.,"Vi har revideret Ã¥rsregnskabet for Futura Juventus ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,544449.0,47600.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ole JÃ¸rgensen,Palle Lau Mikkelsen,Ãstjydsk Bank A/S,Futura Juventus ApS,BDO Statsautoriseret revisionsaktieselskab,-159164.0,Randers,-171911.0,-228337.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2014-12-31,2014-01-01,2015-02-17,Randers,56426.0,RevisionspÃ¥tegning,urn:ofk:oid:5142109,indberetninger-20180424,2.5118406,30272749.0,,2018-03-30T11:22:10.552Z,2015-04-21T13:18:04.931Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-89-YS,2015-04-21T13:18:04.957Z,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
30272749,2014-01-01,2014-12-31,c159,,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2VmLzRhLzQxL2EyMzMtNGM4Mi1hODdmLTg0MDI4ZWRkNDU1ZA.pdf,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzFkLzFjLzI1L2Q2NDUtNDRhYy1iM2U2LTZkMGVlYTIwZjJiMg.xml,1.0,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Spenstrup,8981.0,2A,Stationsvej,8900  Randers C,"Ãstervold 25, 1",DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i Futura Juventus ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-02-17,2007-02-12,2015-04-21,Statsautoriseret revisor,,30272749.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Futura Juventus ApS.,"Vi har revideret Ã¥rsregnskabet for Futura Juventus ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,544449.0,47600.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ole JÃ¸rgensen,Palle Lau Mikkelsen,Ãstjydsk Bank A/S,Futura Juventus ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,-171911.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2014-12-31,2014-01-01,2015-02-17,Randers,,RevisionspÃ¥tegning,urn:ofk:oid:5142109,indberetninger-20180424,2.5118406,30272749.0,,2018-03-30T11:22:10.552Z,2015-04-21T13:18:04.931Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-89-YS,2015-04-21T13:18:04.957Z,,,,,,,,,,,,,,,,,,,,,,
30272749,2014-01-01,2014-12-31,c199,,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2VmLzRhLzQxL2EyMzMtNGM4Mi1hODdmLTg0MDI4ZWRkNDU1ZA.pdf,http://regnskaber.virk.dk/94727203/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzFkLzFjLzI1L2Q2NDUtNDRhYy1iM2U2LTZkMGVlYTIwZjJiMg.xml,1.0,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Spenstrup,8981.0,2A,Stationsvej,8900  Randers C,"Ãstervold 25, 1",DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejeren i Futura Juventus ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",2015-02-17,2007-02-12,2015-04-21,Statsautoriseret revisor,,30272749.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for Futura Juventus ApS.,"Vi har revideret Ã¥rsregnskabet for Futura Juventus ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,544449.0,47600.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ole JÃ¸rgensen,Palle Lau Mikkelsen,Ãstjydsk Bank A/S,Futura Juventus ApS,BDO Statsautoriseret revisionsaktieselskab,,Randers,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2014-12-31,2014-01-01,2015-02-17,Randers,,RevisionspÃ¥tegning,urn:ofk:oid:5142109,indberetninger-20180424,2.5118406,30272749.0,,2018-03-30T11:22:10.552Z,2015-04-21T13:18:04.931Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-89-YS,2015-04-21T13:18:04.957Z,,,,,,,,,,,,,,,,,,,,,,
