entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
29634688,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzAyLzI5LzdjL2RmOWQtNDlkOS1iM2ViLTAxM2U1ZDU5NzFkNA.xhtml,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzBkL2EwLzM2L2I0ZmItNDcyNy04NzhiLTEzMmM2YTRjMjI0Yw.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2M1LzBmLzYxLzk2MTktNGVmYS05MmU4LTM3YjliNjMzMTM3NQ.xml,true,OksbÃ¸l,6840.0,26.0,BaunhÃ¸jvej,6855 Outrup,LÃ¸ftgÃ¥rdevej 11,Til kapitalejerne i Stensgaarden A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-12,2017-05-23,148345.0,registreret revisor,235483.0,29634688.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Lauridsen,Thomas Christiansen,Susanne Lysgaard Baun,Sydbank A/S,STENSGAARDEN A/S,Jens Lauridsen,77259.0,821062.0,OksbÃ¸l,2015-01-01,2015-12-31,638191.0,830941.0,87138.0,2016-12-31,2016-01-01,false,false,2017-04-12,Outrup,192750.0,23866034.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23930127,indberetninger-20180424,2.595548,29634688.0,,2018-03-28T06:51:43.134Z,2017-05-24T06:39:16.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-23-LQ,2017-05-24T06:39:17.054Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29634688,2015-01-01,2015-12-31,c8,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzAyLzI5LzdjL2RmOWQtNDlkOS1iM2ViLTAxM2U1ZDU5NzFkNA.xhtml,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzBkL2EwLzM2L2I0ZmItNDcyNy04NzhiLTEzMmM2YTRjMjI0Yw.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2M1LzBmLzYxLzk2MTktNGVmYS05MmU4LTM3YjliNjMzMTM3NQ.xml,true,OksbÃ¸l,6840.0,26.0,BaunhÃ¸jvej,6855 Outrup,LÃ¸ftgÃ¥rdevej 11,Til kapitalejerne i Stensgaarden A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-12,2017-05-23,,registreret revisor,,29634688.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Lauridsen,Thomas Christiansen,Susanne Lysgaard Baun,Sydbank A/S,STENSGAARDEN A/S,Jens Lauridsen,,,OksbÃ¸l,2015-01-01,2015-12-31,638191.0,,,2016-12-31,2016-01-01,false,false,2017-04-12,Outrup,,23866034.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23930127,indberetninger-20180424,2.595548,29634688.0,,2018-03-28T06:51:43.134Z,2017-05-24T06:39:16.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-23-LQ,2017-05-24T06:39:17.054Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29634688,2015-12-31,2015-12-31,c10,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzAyLzI5LzdjL2RmOWQtNDlkOS1iM2ViLTAxM2U1ZDU5NzFkNA.xhtml,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzBkL2EwLzM2L2I0ZmItNDcyNy04NzhiLTEzMmM2YTRjMjI0Yw.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2M1LzBmLzYxLzk2MTktNGVmYS05MmU4LTM3YjliNjMzMTM3NQ.xml,true,OksbÃ¸l,6840.0,26.0,BaunhÃ¸jvej,6855 Outrup,LÃ¸ftgÃ¥rdevej 11,Til kapitalejerne i Stensgaarden A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-12,2017-05-23,,registreret revisor,,29634688.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Lauridsen,Thomas Christiansen,Susanne Lysgaard Baun,Sydbank A/S,STENSGAARDEN A/S,Jens Lauridsen,,,OksbÃ¸l,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-12,Outrup,,23866034.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23930127,indberetninger-20180424,2.595548,29634688.0,,2018-03-28T06:51:43.134Z,2017-05-24T06:39:16.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-23-LQ,2017-05-24T06:39:17.054Z,13516437.0,673433.0,500000.0,3947595.0,8081991.0,8807.0,9540035.0,13516437.0,4758339.0,20000.0,20000.0,4420722.0,4420722.0,9568842.0,3198912.0,136811.0,0.0,9548842.0,676107.0,676107.0,7581991.0,17883.0,3198912.0,337617.0,53300.0,0.0,3722.0,75250.0,11500.0,125901.0,0.0,63750.0,
29634688,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzAyLzI5LzdjL2RmOWQtNDlkOS1iM2ViLTAxM2U1ZDU5NzFkNA.xhtml,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzBkL2EwLzM2L2I0ZmItNDcyNy04NzhiLTEzMmM2YTRjMjI0Yw.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2M1LzBmLzYxLzk2MTktNGVmYS05MmU4LTM3YjliNjMzMTM3NQ.xml,true,OksbÃ¸l,6840.0,26.0,BaunhÃ¸jvej,6855 Outrup,LÃ¸ftgÃ¥rdevej 11,Til kapitalejerne i Stensgaarden A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-12,2017-05-23,178899.0,registreret revisor,243892.0,29634688.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Lauridsen,Thomas Christiansen,Susanne Lysgaard Baun,Sydbank A/S,STENSGAARDEN A/S,Jens Lauridsen,513824.0,322131.0,OksbÃ¸l,2015-01-01,2015-12-31,-102913.0,-126700.0,64993.0,2016-12-31,2016-01-01,false,false,2017-04-12,Outrup,-23787.0,23866034.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23930127,indberetninger-20180424,2.595548,29634688.0,,2018-03-28T06:51:43.134Z,2017-05-24T06:39:16.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-23-LQ,2017-05-24T06:39:17.054Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29634688,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzAyLzI5LzdjL2RmOWQtNDlkOS1iM2ViLTAxM2U1ZDU5NzFkNA.xhtml,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzBkL2EwLzM2L2I0ZmItNDcyNy04NzhiLTEzMmM2YTRjMjI0Yw.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2M1LzBmLzYxLzk2MTktNGVmYS05MmU4LTM3YjliNjMzMTM3NQ.xml,true,OksbÃ¸l,6840.0,26.0,BaunhÃ¸jvej,6855 Outrup,LÃ¸ftgÃ¥rdevej 11,Til kapitalejerne i Stensgaarden A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-12,2017-05-23,,registreret revisor,,29634688.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Lauridsen,Thomas Christiansen,Susanne Lysgaard Baun,Sydbank A/S,STENSGAARDEN A/S,Jens Lauridsen,,,OksbÃ¸l,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-12,Outrup,,23866034.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23930127,indberetninger-20180424,2.595548,29634688.0,,2018-03-28T06:51:43.134Z,2017-05-24T06:39:16.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-23-LQ,2017-05-24T06:39:17.054Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29634688,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzAyLzI5LzdjL2RmOWQtNDlkOS1iM2ViLTAxM2U1ZDU5NzFkNA.xhtml,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzBkL2EwLzM2L2I0ZmItNDcyNy04NzhiLTEzMmM2YTRjMjI0Yw.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2M1LzBmLzYxLzk2MTktNGVmYS05MmU4LTM3YjliNjMzMTM3NQ.xml,true,OksbÃ¸l,6840.0,26.0,BaunhÃ¸jvej,6855 Outrup,LÃ¸ftgÃ¥rdevej 11,Til kapitalejerne i Stensgaarden A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-12,2017-05-23,,registreret revisor,,29634688.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Lauridsen,Thomas Christiansen,Susanne Lysgaard Baun,Sydbank A/S,STENSGAARDEN A/S,Jens Lauridsen,,,OksbÃ¸l,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-12,Outrup,,23866034.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23930127,indberetninger-20180424,2.595548,29634688.0,,2018-03-28T06:51:43.134Z,2017-05-24T06:39:16.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-23-LQ,2017-05-24T06:39:17.054Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Friis Baun
29634688,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzAyLzI5LzdjL2RmOWQtNDlkOS1iM2ViLTAxM2U1ZDU5NzFkNA.xhtml,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzBkL2EwLzM2L2I0ZmItNDcyNy04NzhiLTEzMmM2YTRjMjI0Yw.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2M1LzBmLzYxLzk2MTktNGVmYS05MmU4LTM3YjliNjMzMTM3NQ.xml,true,OksbÃ¸l,6840.0,26.0,BaunhÃ¸jvej,6855 Outrup,LÃ¸ftgÃ¥rdevej 11,Til kapitalejerne i Stensgaarden A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-12,2017-05-23,,registreret revisor,,29634688.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Lauridsen,Thomas Christiansen,Susanne Lysgaard Baun,Sydbank A/S,STENSGAARDEN A/S,Jens Lauridsen,,,OksbÃ¸l,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-12,Outrup,,23866034.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23930127,indberetninger-20180424,2.595548,29634688.0,,2018-03-28T06:51:43.134Z,2017-05-24T06:39:16.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-23-LQ,2017-05-24T06:39:17.054Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susanne Lysgaard Baun
29634688,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzAyLzI5LzdjL2RmOWQtNDlkOS1iM2ViLTAxM2U1ZDU5NzFkNA.xhtml,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzBkL2EwLzM2L2I0ZmItNDcyNy04NzhiLTEzMmM2YTRjMjI0Yw.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2M1LzBmLzYxLzk2MTktNGVmYS05MmU4LTM3YjliNjMzMTM3NQ.xml,true,OksbÃ¸l,6840.0,26.0,BaunhÃ¸jvej,6855 Outrup,LÃ¸ftgÃ¥rdevej 11,Til kapitalejerne i Stensgaarden A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-12,2017-05-23,,registreret revisor,,29634688.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Lauridsen,Thomas Christiansen,Susanne Lysgaard Baun,Sydbank A/S,STENSGAARDEN A/S,Jens Lauridsen,,,OksbÃ¸l,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-12,Outrup,,23866034.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23930127,indberetninger-20180424,2.595548,29634688.0,,2018-03-28T06:51:43.134Z,2017-05-24T06:39:16.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-23-LQ,2017-05-24T06:39:17.054Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gitte Thygesen Christiansen
29634688,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzAyLzI5LzdjL2RmOWQtNDlkOS1iM2ViLTAxM2U1ZDU5NzFkNA.xhtml,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzBkL2EwLzM2L2I0ZmItNDcyNy04NzhiLTEzMmM2YTRjMjI0Yw.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2M1LzBmLzYxLzk2MTktNGVmYS05MmU4LTM3YjliNjMzMTM3NQ.xml,true,OksbÃ¸l,6840.0,26.0,BaunhÃ¸jvej,6855 Outrup,LÃ¸ftgÃ¥rdevej 11,Til kapitalejerne i Stensgaarden A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-12,2017-05-23,,registreret revisor,,29634688.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Lauridsen,Thomas Christiansen,Susanne Lysgaard Baun,Sydbank A/S,STENSGAARDEN A/S,Jens Lauridsen,,,OksbÃ¸l,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-04-12,Outrup,,23866034.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23930127,indberetninger-20180424,2.595548,29634688.0,,2018-03-28T06:51:43.134Z,2017-05-24T06:39:16.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-23-LQ,2017-05-24T06:39:17.054Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29634688,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzAyLzI5LzdjL2RmOWQtNDlkOS1iM2ViLTAxM2U1ZDU5NzFkNA.xhtml,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzBkL2EwLzM2L2I0ZmItNDcyNy04NzhiLTEzMmM2YTRjMjI0Yw.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2M1LzBmLzYxLzk2MTktNGVmYS05MmU4LTM3YjliNjMzMTM3NQ.xml,true,OksbÃ¸l,6840.0,26.0,BaunhÃ¸jvej,6855 Outrup,LÃ¸ftgÃ¥rdevej 11,Til kapitalejerne i Stensgaarden A/S,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-04-12,2017-05-23,,registreret revisor,,29634688.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Lauridsen,Thomas Christiansen,Susanne Lysgaard Baun,Sydbank A/S,STENSGAARDEN A/S,Jens Lauridsen,,,OksbÃ¸l,2015-01-01,2015-12-31,-102913.0,,,2016-12-31,2016-01-01,false,false,2017-04-12,Outrup,,23866034.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23930127,indberetninger-20180424,2.595548,29634688.0,,2018-03-28T06:51:43.134Z,2017-05-24T06:39:16.830Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-23-LQ,2017-05-24T06:39:17.054Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
