entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables,InvestmentsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,DepreciationOfPropertyPlantAndEquipment
29634688,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2RhL2U3LzdkL2I5MGItNDlkOS05OWJhLTIwY2M5NzRmNDVkNA.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzc5LzE1L2E5Lzk1NDctNGQyNi04NzY1LWJiNzYyOGU2ZjBhYg.xml,1.0,Varde,6800.0,25.0,Markedspladsen,6840 OksbÃ¸l,BaunhÃ¸jvej 26,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i StensgÃ¥rden A/S,-54757.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-2573.0,2016-05-13,2006-06-21,2016-05-13,-145047.0,Registreret revisor,233791.0,20222670.0,29634688.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for StensgÃ¥rden A/S.,Ãrsrapport,4200000.0,53300.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Susanne Lysgaard Baun,Susanne Lysgaard Baun,Sydbank A/S,StensgÃ¥rden A/S,BDO Statsautoriseret revisionsaktieselskab,-100964.0,528836.0,OksbÃ¸l,459286.0,516616.0,88744.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2015-12-31,2015-01-01,2016-05-13,Varde,-57330.0,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22390466,indberetninger-20180424,2.5097551,29634688.0,,2018-03-28T22:10:03.874Z,2016-05-19T10:38:38.827Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-22-WQ,2016-05-19T10:38:38.969Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29634688,2014-01-01,2014-12-31,c30,,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2RhL2U3LzdkL2I5MGItNDlkOS05OWJhLTIwY2M5NzRmNDVkNA.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzc5LzE1L2E5Lzk1NDctNGQyNi04NzY1LWJiNzYyOGU2ZjBhYg.xml,1.0,Varde,6800.0,25.0,Markedspladsen,6840 OksbÃ¸l,BaunhÃ¸jvej 26,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i StensgÃ¥rden A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-13,2006-06-21,2016-05-13,,Registreret revisor,,20222670.0,29634688.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for StensgÃ¥rden A/S.,Ãrsrapport,4200000.0,53300.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Susanne Lysgaard Baun,Susanne Lysgaard Baun,Sydbank A/S,StensgÃ¥rden A/S,BDO Statsautoriseret revisionsaktieselskab,,,OksbÃ¸l,459286.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2015-12-31,2015-01-01,2016-05-13,Varde,,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22390466,indberetninger-20180424,2.5097551,29634688.0,,2018-03-28T22:10:03.874Z,2016-05-19T10:38:38.827Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-22-WQ,2016-05-19T10:38:38.969Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29634688,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2RhL2U3LzdkL2I5MGItNDlkOS05OWJhLTIwY2M5NzRmNDVkNA.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzc5LzE1L2E5Lzk1NDctNGQyNi04NzY1LWJiNzYyOGU2ZjBhYg.xml,1.0,Varde,6800.0,25.0,Markedspladsen,6840 OksbÃ¸l,BaunhÃ¸jvej 26,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i StensgÃ¥rden A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-13,2006-06-21,2016-05-13,,Registreret revisor,,20222670.0,29634688.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for StensgÃ¥rden A/S.,Ãrsrapport,4200000.0,53300.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Susanne Lysgaard Baun,Susanne Lysgaard Baun,Sydbank A/S,StensgÃ¥rden A/S,BDO Statsautoriseret revisionsaktieselskab,,,OksbÃ¸l,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2015-12-31,2015-01-01,2016-05-13,Varde,,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22390466,indberetninger-20180424,2.5097551,29634688.0,,2018-03-28T22:10:03.874Z,2016-05-19T10:38:38.827Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-22-WQ,2016-05-19T10:38:38.969Z,13090681.0,7100.0,500000.0,3376609.0,7443800.0,12107.0,9681965.0,13090681.0,5014124.0,20000.0,20000.0,4474165.0,4474165.0,9714072.0,3317872.0,115729.0,30583.0,9694072.0,632757.0,632757.0,6943800.0,371630.0,3317872.0,539959.0,52600.0,0.0,51637.0,11500.0,831.0,0.0,8723.0,0.0,,,,,,
29634688,2015-01-01,2015-01-01,c113,,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2RhL2U3LzdkL2I5MGItNDlkOS05OWJhLTIwY2M5NzRmNDVkNA.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzc5LzE1L2E5Lzk1NDctNGQyNi04NzY1LWJiNzYyOGU2ZjBhYg.xml,1.0,Varde,6800.0,25.0,Markedspladsen,6840 OksbÃ¸l,BaunhÃ¸jvej 26,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i StensgÃ¥rden A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-13,2006-06-21,2016-05-13,,Registreret revisor,,20222670.0,29634688.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for StensgÃ¥rden A/S.,Ãrsrapport,4200000.0,53300.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Susanne Lysgaard Baun,Susanne Lysgaard Baun,Sydbank A/S,StensgÃ¥rden A/S,BDO Statsautoriseret revisionsaktieselskab,,,OksbÃ¸l,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2015-12-31,2015-01-01,2016-05-13,Varde,,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22390466,indberetninger-20180424,2.5097551,29634688.0,,2018-03-28T22:10:03.874Z,2016-05-19T10:38:38.827Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-22-WQ,2016-05-19T10:38:38.969Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,,,,,
29634688,2015-01-01,2015-01-01,c137,,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2RhL2U3LzdkL2I5MGItNDlkOS05OWJhLTIwY2M5NzRmNDVkNA.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzc5LzE1L2E5Lzk1NDctNGQyNi04NzY1LWJiNzYyOGU2ZjBhYg.xml,1.0,Varde,6800.0,25.0,Markedspladsen,6840 OksbÃ¸l,BaunhÃ¸jvej 26,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i StensgÃ¥rden A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-13,2006-06-21,2016-05-13,,Registreret revisor,,20222670.0,29634688.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for StensgÃ¥rden A/S.,Ãrsrapport,4200000.0,53300.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Susanne Lysgaard Baun,Susanne Lysgaard Baun,Sydbank A/S,StensgÃ¥rden A/S,BDO Statsautoriseret revisionsaktieselskab,,,OksbÃ¸l,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2015-12-31,2015-01-01,2016-05-13,Varde,,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22390466,indberetninger-20180424,2.5097551,29634688.0,,2018-03-28T22:10:03.874Z,2016-05-19T10:38:38.827Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-22-WQ,2016-05-19T10:38:38.969Z,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29634688,2015-01-01,2015-01-01,c158,,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2RhL2U3LzdkL2I5MGItNDlkOS05OWJhLTIwY2M5NzRmNDVkNA.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzc5LzE1L2E5Lzk1NDctNGQyNi04NzY1LWJiNzYyOGU2ZjBhYg.xml,1.0,Varde,6800.0,25.0,Markedspladsen,6840 OksbÃ¸l,BaunhÃ¸jvej 26,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i StensgÃ¥rden A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-13,2006-06-21,2016-05-13,,Registreret revisor,,20222670.0,29634688.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for StensgÃ¥rden A/S.,Ãrsrapport,4200000.0,53300.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Susanne Lysgaard Baun,Susanne Lysgaard Baun,Sydbank A/S,StensgÃ¥rden A/S,BDO Statsautoriseret revisionsaktieselskab,,,OksbÃ¸l,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2015-12-31,2015-01-01,2016-05-13,Varde,,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22390466,indberetninger-20180424,2.5097551,29634688.0,,2018-03-28T22:10:03.874Z,2016-05-19T10:38:38.827Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-22-WQ,2016-05-19T10:38:38.969Z,,,,,6943800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29634688,2015-01-01,2015-01-01,c167,,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2RhL2U3LzdkL2I5MGItNDlkOS05OWJhLTIwY2M5NzRmNDVkNA.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzc5LzE1L2E5Lzk1NDctNGQyNi04NzY1LWJiNzYyOGU2ZjBhYg.xml,1.0,Varde,6800.0,25.0,Markedspladsen,6840 OksbÃ¸l,BaunhÃ¸jvej 26,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i StensgÃ¥rden A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-13,2006-06-21,2016-05-13,,Registreret revisor,,20222670.0,29634688.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for StensgÃ¥rden A/S.,Ãrsrapport,4200000.0,53300.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Susanne Lysgaard Baun,Susanne Lysgaard Baun,Sydbank A/S,StensgÃ¥rden A/S,BDO Statsautoriseret revisionsaktieselskab,,,OksbÃ¸l,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2015-12-31,2015-01-01,2016-05-13,Varde,,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22390466,indberetninger-20180424,2.5097551,29634688.0,,2018-03-28T22:10:03.874Z,2016-05-19T10:38:38.827Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-22-WQ,2016-05-19T10:38:38.969Z,,,,,,,,,,,,4526765.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29634688,2015-01-01,2015-01-01,c76,,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2RhL2U3LzdkL2I5MGItNDlkOS05OWJhLTIwY2M5NzRmNDVkNA.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzc5LzE1L2E5Lzk1NDctNGQyNi04NzY1LWJiNzYyOGU2ZjBhYg.xml,1.0,Varde,6800.0,25.0,Markedspladsen,6840 OksbÃ¸l,BaunhÃ¸jvej 26,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i StensgÃ¥rden A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-13,2006-06-21,2016-05-13,,Registreret revisor,,20222670.0,29634688.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for StensgÃ¥rden A/S.,Ãrsrapport,4200000.0,53300.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Susanne Lysgaard Baun,Susanne Lysgaard Baun,Sydbank A/S,StensgÃ¥rden A/S,BDO Statsautoriseret revisionsaktieselskab,,,OksbÃ¸l,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2015-12-31,2015-01-01,2016-05-13,Varde,,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22390466,indberetninger-20180424,2.5097551,29634688.0,,2018-03-28T22:10:03.874Z,2016-05-19T10:38:38.827Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-22-WQ,2016-05-19T10:38:38.969Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720353.0,10402318.0,,,
29634688,2015-01-01,2015-01-01,c88,,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2RhL2U3LzdkL2I5MGItNDlkOS05OWJhLTIwY2M5NzRmNDVkNA.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzc5LzE1L2E5Lzk1NDctNGQyNi04NzY1LWJiNzYyOGU2ZjBhYg.xml,1.0,Varde,6800.0,25.0,Markedspladsen,6840 OksbÃ¸l,BaunhÃ¸jvej 26,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i StensgÃ¥rden A/S,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2016-05-13,2006-06-21,2016-05-13,,Registreret revisor,,20222670.0,29634688.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for StensgÃ¥rden A/S.,Ãrsrapport,4200000.0,53300.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Susanne Lysgaard Baun,Susanne Lysgaard Baun,Sydbank A/S,StensgÃ¥rden A/S,BDO Statsautoriseret revisionsaktieselskab,,,OksbÃ¸l,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2015-12-31,2015-01-01,2016-05-13,Varde,,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22390466,indberetninger-20180424,2.5097551,29634688.0,,2018-03-28T22:10:03.874Z,2016-05-19T10:38:38.827Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-22-WQ,2016-05-19T10:38:38.969Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,12907.0,,,
29634688,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2RhL2U3LzdkL2I5MGItNDlkOS05OWJhLTIwY2M5NzRmNDVkNA.pdf,http://regnskaber.virk.dk/88643692/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzc5LzE1L2E5Lzk1NDctNGQyNi04NzY1LWJiNzYyOGU2ZjBhYg.xml,1.0,Varde,6800.0,25.0,Markedspladsen,6840 OksbÃ¸l,BaunhÃ¸jvej 26,DK-6800 Varde,Markedspladsen 25,Til kapitalejeren i StensgÃ¥rden A/S,-43350.0,-621.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-148779.0,2016-05-13,2006-06-21,2016-05-13,-148345.0,Registreret revisor,235483.0,20222670.0,29634688.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for StensgÃ¥rden A/S.,Ãrsrapport,4200000.0,53300.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Per Christensen,Susanne Lysgaard Baun,Susanne Lysgaard Baun,Sydbank A/S,StensgÃ¥rden A/S,BDO Statsautoriseret revisionsaktieselskab,-77259.0,821062.0,OksbÃ¸l,638191.0,830941.0,87138.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2015-12-31,2015-01-01,2016-05-13,Varde,-192750.0,Formand,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22390466,indberetninger-20180424,2.5097551,29634688.0,,2018-03-28T22:10:03.874Z,2016-05-19T10:38:38.827Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-22-WQ,2016-05-19T10:38:38.969Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
