entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment
35641432,2015-07-01,2016-06-30,c347,,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzFmLzZkLzQ2LzZlMDQtNDIxYS05NTA3LTIzYTBlY2JjNzU1Yw.pdf,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FhLzgyLzc4L2M1NmMtNGJkNS04YTUxLTBmMWM4Y2NhYzM0NQ.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Randers C,8900.0,3.0,Kirkegade,8940 Randers SV,Bogensevej 24,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejerne i FiskbÃ¦k ApS,6486.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",-25410.0,2017-11-24,2014-01-16,2017-11-28,393541.0,Statsautoriseret revisor,764056.0,20222670.0,35641432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FiskbÃ¦k ApS.,79261.0,Ãrsrapport,17279.0,2265000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ove Knudsen,John Henning Hansen,Nordea,FiskbÃ¦k ApS,BDO Statsautoriseret revisionsaktieselskab,481314.0,17279.0,Randers,2015-07-01,2016-06-30,4665.0,-14259.0,370515.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2017-06-30,2016-07-01,241423.0,true,2017-11-24,Randers,-18924.0,urn:ofk:oid:24757443,indberetninger-20180424,2.5124211,35641432.0,,2018-03-27T21:36:26.422Z,2017-11-29T16:37:44.161Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-00-WP,2017-11-29T16:37:44.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35641432,2015-07-01,2016-06-30,c358,,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzFmLzZkLzQ2LzZlMDQtNDIxYS05NTA3LTIzYTBlY2JjNzU1Yw.pdf,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FhLzgyLzc4L2M1NmMtNGJkNS04YTUxLTBmMWM4Y2NhYzM0NQ.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Randers C,8900.0,3.0,Kirkegade,8940 Randers SV,Bogensevej 24,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejerne i FiskbÃ¦k ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-24,2014-01-16,2017-11-28,,Statsautoriseret revisor,,20222670.0,35641432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FiskbÃ¦k ApS.,,Ãrsrapport,,2265000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ove Knudsen,John Henning Hansen,Nordea,FiskbÃ¦k ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-07-01,2016-06-30,77405.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2017-06-30,2016-07-01,241423.0,true,2017-11-24,Randers,,urn:ofk:oid:24757443,indberetninger-20180424,2.5124211,35641432.0,,2018-03-27T21:36:26.422Z,2017-11-29T16:37:44.161Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-00-WP,2017-11-29T16:37:44.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35641432,2015-07-01,2016-06-30,c368,,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzFmLzZkLzQ2LzZlMDQtNDIxYS05NTA3LTIzYTBlY2JjNzU1Yw.pdf,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FhLzgyLzc4L2M1NmMtNGJkNS04YTUxLTBmMWM4Y2NhYzM0NQ.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Randers C,8900.0,3.0,Kirkegade,8940 Randers SV,Bogensevej 24,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejerne i FiskbÃ¦k ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-24,2014-01-16,2017-11-28,,Statsautoriseret revisor,,20222670.0,35641432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FiskbÃ¦k ApS.,,Ãrsrapport,,2265000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ove Knudsen,John Henning Hansen,Nordea,FiskbÃ¦k ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-07-01,2016-06-30,-72740.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2017-06-30,2016-07-01,241423.0,true,2017-11-24,Randers,,urn:ofk:oid:24757443,indberetninger-20180424,2.5124211,35641432.0,,2018-03-27T21:36:26.422Z,2017-11-29T16:37:44.161Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-00-WP,2017-11-29T16:37:44.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35641432,2016-06-30,2016-06-30,c398,,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzFmLzZkLzQ2LzZlMDQtNDIxYS05NTA3LTIzYTBlY2JjNzU1Yw.pdf,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FhLzgyLzc4L2M1NmMtNGJkNS04YTUxLTBmMWM4Y2NhYzM0NQ.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Randers C,8900.0,3.0,Kirkegade,8940 Randers SV,Bogensevej 24,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejerne i FiskbÃ¦k ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-24,2014-01-16,2017-11-28,,Statsautoriseret revisor,,20222670.0,35641432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FiskbÃ¦k ApS.,,Ãrsrapport,,2265000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ove Knudsen,John Henning Hansen,Nordea,FiskbÃ¦k ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2017-06-30,2016-07-01,241423.0,true,2017-11-24,Randers,,urn:ofk:oid:24757443,indberetninger-20180424,2.5124211,35641432.0,,2018-03-27T21:36:26.422Z,2017-11-29T16:37:44.161Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-00-WP,2017-11-29T16:37:44.379Z,6520044.0,277.0,50000.0,-227342.0,791186.0,4789546.0,6520044.0,6744706.0,1295386.0,127405.0,127405.0,4384243.0,3088857.0,5708137.0,1.0,529340.0,5580732.0,2680.0,2680.0,77405.0,-354747.0,2360463.0,1814000.0,811630.0,786220.0,17123.0,25410.0,0.0,,,,,,,,
35641432,2016-07-01,2016-07-01,c541,,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzFmLzZkLzQ2LzZlMDQtNDIxYS05NTA3LTIzYTBlY2JjNzU1Yw.pdf,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FhLzgyLzc4L2M1NmMtNGJkNS04YTUxLTBmMWM4Y2NhYzM0NQ.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Randers C,8900.0,3.0,Kirkegade,8940 Randers SV,Bogensevej 24,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejerne i FiskbÃ¦k ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-24,2014-01-16,2017-11-28,,Statsautoriseret revisor,,20222670.0,35641432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FiskbÃ¦k ApS.,,Ãrsrapport,,2265000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ove Knudsen,John Henning Hansen,Nordea,FiskbÃ¦k ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2017-06-30,2016-07-01,241423.0,true,2017-11-24,Randers,,urn:ofk:oid:24757443,indberetninger-20180424,2.5124211,35641432.0,,2018-03-27T21:36:26.422Z,2017-11-29T16:37:44.161Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-00-WP,2017-11-29T16:37:44.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228120.0,5017666.0,,,,,,
35641432,2016-07-01,2016-07-01,c553,,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzFmLzZkLzQ2LzZlMDQtNDIxYS05NTA3LTIzYTBlY2JjNzU1Yw.pdf,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FhLzgyLzc4L2M1NmMtNGJkNS04YTUxLTBmMWM4Y2NhYzM0NQ.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Randers C,8900.0,3.0,Kirkegade,8940 Randers SV,Bogensevej 24,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejerne i FiskbÃ¦k ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-24,2014-01-16,2017-11-28,,Statsautoriseret revisor,,20222670.0,35641432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FiskbÃ¦k ApS.,,Ãrsrapport,,2265000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ove Knudsen,John Henning Hansen,Nordea,FiskbÃ¦k ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2017-06-30,2016-07-01,241423.0,true,2017-11-24,Randers,,urn:ofk:oid:24757443,indberetninger-20180424,2.5124211,35641432.0,,2018-03-27T21:36:26.422Z,2017-11-29T16:37:44.161Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-00-WP,2017-11-29T16:37:44.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733905.0,1525091.0,,,,,,
35641432,2016-07-01,2016-07-01,c661,,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzFmLzZkLzQ2LzZlMDQtNDIxYS05NTA3LTIzYTBlY2JjNzU1Yw.pdf,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FhLzgyLzc4L2M1NmMtNGJkNS04YTUxLTBmMWM4Y2NhYzM0NQ.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Randers C,8900.0,3.0,Kirkegade,8940 Randers SV,Bogensevej 24,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejerne i FiskbÃ¦k ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-24,2014-01-16,2017-11-28,,Statsautoriseret revisor,,20222670.0,35641432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FiskbÃ¦k ApS.,,Ãrsrapport,,2265000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ove Knudsen,John Henning Hansen,Nordea,FiskbÃ¦k ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2017-06-30,2016-07-01,241423.0,true,2017-11-24,Randers,,urn:ofk:oid:24757443,indberetninger-20180424,2.5124211,35641432.0,,2018-03-27T21:36:26.422Z,2017-11-29T16:37:44.161Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-00-WP,2017-11-29T16:37:44.379Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77405.0,50000.0,,,,
35641432,2016-07-01,2016-07-01,c703,,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzFmLzZkLzQ2LzZlMDQtNDIxYS05NTA3LTIzYTBlY2JjNzU1Yw.pdf,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FhLzgyLzc4L2M1NmMtNGJkNS04YTUxLTBmMWM4Y2NhYzM0NQ.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Randers C,8900.0,3.0,Kirkegade,8940 Randers SV,Bogensevej 24,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejerne i FiskbÃ¦k ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-24,2014-01-16,2017-11-28,,Statsautoriseret revisor,,20222670.0,35641432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FiskbÃ¦k ApS.,,Ãrsrapport,,2265000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ove Knudsen,John Henning Hansen,Nordea,FiskbÃ¦k ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2017-06-30,2016-07-01,241423.0,true,2017-11-24,Randers,,urn:ofk:oid:24757443,indberetninger-20180424,2.5124211,35641432.0,,2018-03-27T21:36:26.422Z,2017-11-29T16:37:44.161Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-00-WP,2017-11-29T16:37:44.379Z,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35641432,2016-07-01,2016-07-01,c712,,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzFmLzZkLzQ2LzZlMDQtNDIxYS05NTA3LTIzYTBlY2JjNzU1Yw.pdf,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FhLzgyLzc4L2M1NmMtNGJkNS04YTUxLTBmMWM4Y2NhYzM0NQ.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Randers C,8900.0,3.0,Kirkegade,8940 Randers SV,Bogensevej 24,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejerne i FiskbÃ¦k ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-24,2014-01-16,2017-11-28,,Statsautoriseret revisor,,20222670.0,35641432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FiskbÃ¦k ApS.,,Ãrsrapport,,2265000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ove Knudsen,John Henning Hansen,Nordea,FiskbÃ¦k ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2017-06-30,2016-07-01,241423.0,true,2017-11-24,Randers,,urn:ofk:oid:24757443,indberetninger-20180424,2.5124211,35641432.0,,2018-03-27T21:36:26.422Z,2017-11-29T16:37:44.161Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-00-WP,2017-11-29T16:37:44.379Z,,,,77405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35641432,2016-07-01,2016-07-01,c730,,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzLzI4LzFmLzZkLzQ2LzZlMDQtNDIxYS05NTA3LTIzYTBlY2JjNzU1Yw.pdf,http://regnskaber.virk.dk/23414653/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FhLzgyLzc4L2M1NmMtNGJkNS04YTUxLTBmMWM4Y2NhYzM0NQ.xml,true,Randers C,8900.0,"4, 2., Box 4002",Thors Bakke,Randers C,8900.0,3.0,Kirkegade,8940 Randers SV,Bogensevej 24,DK-8900 Randers C,"Thors Bakke 4, 2., Box 4002",Til kapitalejerne i FiskbÃ¦k ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-11-24,2014-01-16,2017-11-28,,Statsautoriseret revisor,,20222670.0,35641432.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FiskbÃ¦k ApS.,,Ãrsrapport,,2265000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole JÃ¸rgensen,Ove Knudsen,John Henning Hansen,Nordea,FiskbÃ¦k ApS,BDO Statsautoriseret revisionsaktieselskab,,,Randers,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Randers,2017-06-30,2016-07-01,241423.0,true,2017-11-24,Randers,,urn:ofk:oid:24757443,indberetninger-20180424,2.5124211,35641432.0,,2018-03-27T21:36:26.422Z,2017-11-29T16:37:44.161Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BJ-00-WP,2017-11-29T16:37:44.379Z,,,,-354747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
