entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfLongtermLiabilities,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermDebtToBanks,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermTaxPayables,ExtraordinaryDividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
25189698,2014-10-01,2015-09-30,c3,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzVkLzJlLzUyLzA5NzYtNGI4ZS04YmFkLWRjOTZhMmUxZjAyNw.xhtml,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Q4L2U3Lzk0LzAzZjQtNGYxZC1hNmYzLWM2YWI2NDk2NjU3NA.pdf,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzMyLzUyLzY0LzlhMWUtNGQxOS05MGQzLWJlZjg4NWUxYmIzNQ.xml,true,Danmark,DK,Aalborg SV,9200.0,9.0,Digtervejen,Aalborg,9000.0,"52, 9 th",Ãstre Havnegade,9200  Aalborg SV,Digtervejen 9,Til den daglige ledelse i P & L Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-02,2016-11-21,690823.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af den langfristede prioritetsgÃ¦ld forfalder t.kr. 5.784 efter 5 Ã¥r.</p>",792764.0,989328.0,25189698.0,1003922355.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Kristensen,Lasse MÃ¸ller Madsen,Lasse MÃ¸ller Madsen,P & L HOLDING ApS,Revisionsfirmaet Peter Kristensen,149782.0,2412749.0,Aalborg,2014-10-01,2015-09-30,1339547.0,1768708.0,-494259.0,2016-09-30,2015-10-01,false,false,88721.0,2016-11-02,Aalborg,429161.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23176294,indberetninger-20180424,2.5949414,25189698,,2018-03-28T22:33:55.379Z,2016-11-21T13:55:01.103Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-42-FR,2016-11-21T13:55:01.325Z,,,,,,,,,,,,,,,,,,,,,,,,
25189698,2015-09-30,2015-09-30,c8,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzVkLzJlLzUyLzA5NzYtNGI4ZS04YmFkLWRjOTZhMmUxZjAyNw.xhtml,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Q4L2U3Lzk0LzAzZjQtNGYxZC1hNmYzLWM2YWI2NDk2NjU3NA.pdf,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzMyLzUyLzY0LzlhMWUtNGQxOS05MGQzLWJlZjg4NWUxYmIzNQ.xml,true,Danmark,DK,Aalborg SV,9200.0,9.0,Digtervejen,Aalborg,9000.0,"52, 9 th",Ãstre Havnegade,9200  Aalborg SV,Digtervejen 9,Til den daglige ledelse i P & L Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-02,2016-11-21,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af den langfristede prioritetsgÃ¦ld forfalder t.kr. 5.784 efter 5 Ã¥r.</p>",,,25189698.0,1003922355.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Kristensen,Lasse MÃ¸ller Madsen,Lasse MÃ¸ller Madsen,P & L HOLDING ApS,Revisionsfirmaet Peter Kristensen,,,Aalborg,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,88721.0,2016-11-02,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23176294,indberetninger-20180424,2.5949414,25189698,,2018-03-28T22:33:55.379Z,2016-11-21T13:55:01.103Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-42-FR,2016-11-21T13:55:01.325Z,53978507.0,186657.0,200000.0,40632893.0,111600.0,45815381.0,13345614.0,53978507.0,8163126.0,7201320.0,7201320.0,13345614.0,40334636.0,153507.0,13345614.0,45615381.0,40334636.0,961806.0,271000.0,111600.0,448578.0,,,
25189698,2015-10-01,2015-10-01,c10,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzVkLzJlLzUyLzA5NzYtNGI4ZS04YmFkLWRjOTZhMmUxZjAyNw.xhtml,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Q4L2U3Lzk0LzAzZjQtNGYxZC1hNmYzLWM2YWI2NDk2NjU3NA.pdf,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzMyLzUyLzY0LzlhMWUtNGQxOS05MGQzLWJlZjg4NWUxYmIzNQ.xml,true,Danmark,DK,Aalborg SV,9200.0,9.0,Digtervejen,Aalborg,9000.0,"52, 9 th",Ãstre Havnegade,9200  Aalborg SV,Digtervejen 9,Til den daglige ledelse i P & L Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-02,2016-11-21,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af den langfristede prioritetsgÃ¦ld forfalder t.kr. 5.784 efter 5 Ã¥r.</p>",,,25189698.0,1003922355.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Kristensen,Lasse MÃ¸ller Madsen,Lasse MÃ¸ller Madsen,P & L HOLDING ApS,Revisionsfirmaet Peter Kristensen,,,Aalborg,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,88721.0,2016-11-02,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23176294,indberetninger-20180424,2.5949414,25189698,,2018-03-28T22:33:55.379Z,2016-11-21T13:55:01.103Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-42-FR,2016-11-21T13:55:01.325Z,,,,,,45615381.0,,,,,,,,,,,,,,,,,,
25189698,2015-10-01,2015-10-01,c11,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzVkLzJlLzUyLzA5NzYtNGI4ZS04YmFkLWRjOTZhMmUxZjAyNw.xhtml,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Q4L2U3Lzk0LzAzZjQtNGYxZC1hNmYzLWM2YWI2NDk2NjU3NA.pdf,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzMyLzUyLzY0LzlhMWUtNGQxOS05MGQzLWJlZjg4NWUxYmIzNQ.xml,true,Danmark,DK,Aalborg SV,9200.0,9.0,Digtervejen,Aalborg,9000.0,"52, 9 th",Ãstre Havnegade,9200  Aalborg SV,Digtervejen 9,Til den daglige ledelse i P & L Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-02,2016-11-21,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af den langfristede prioritetsgÃ¦ld forfalder t.kr. 5.784 efter 5 Ã¥r.</p>",,,25189698.0,1003922355.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Kristensen,Lasse MÃ¸ller Madsen,Lasse MÃ¸ller Madsen,P & L HOLDING ApS,Revisionsfirmaet Peter Kristensen,,,Aalborg,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,88721.0,2016-11-02,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23176294,indberetninger-20180424,2.5949414,25189698,,2018-03-28T22:33:55.379Z,2016-11-21T13:55:01.103Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-42-FR,2016-11-21T13:55:01.325Z,,,,,,0.0,,,,,,,,,,,,,,,,,,
25189698,2015-10-01,2015-10-01,c12,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzVkLzJlLzUyLzA5NzYtNGI4ZS04YmFkLWRjOTZhMmUxZjAyNw.xhtml,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Q4L2U3Lzk0LzAzZjQtNGYxZC1hNmYzLWM2YWI2NDk2NjU3NA.pdf,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzMyLzUyLzY0LzlhMWUtNGQxOS05MGQzLWJlZjg4NWUxYmIzNQ.xml,true,Danmark,DK,Aalborg SV,9200.0,9.0,Digtervejen,Aalborg,9000.0,"52, 9 th",Ãstre Havnegade,9200  Aalborg SV,Digtervejen 9,Til den daglige ledelse i P & L Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-02,2016-11-21,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af den langfristede prioritetsgÃ¦ld forfalder t.kr. 5.784 efter 5 Ã¥r.</p>",,,25189698.0,1003922355.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Kristensen,Lasse MÃ¸ller Madsen,Lasse MÃ¸ller Madsen,P & L HOLDING ApS,Revisionsfirmaet Peter Kristensen,,,Aalborg,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,88721.0,2016-11-02,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23176294,indberetninger-20180424,2.5949414,25189698,,2018-03-28T22:33:55.379Z,2016-11-21T13:55:01.103Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-42-FR,2016-11-21T13:55:01.325Z,,,,,,45815381.0,,,,,,,,,,,,,,,,,,
25189698,2015-10-01,2015-10-01,c9,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzVkLzJlLzUyLzA5NzYtNGI4ZS04YmFkLWRjOTZhMmUxZjAyNw.xhtml,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Q4L2U3Lzk0LzAzZjQtNGYxZC1hNmYzLWM2YWI2NDk2NjU3NA.pdf,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzMyLzUyLzY0LzlhMWUtNGQxOS05MGQzLWJlZjg4NWUxYmIzNQ.xml,true,Danmark,DK,Aalborg SV,9200.0,9.0,Digtervejen,Aalborg,9000.0,"52, 9 th",Ãstre Havnegade,9200  Aalborg SV,Digtervejen 9,Til den daglige ledelse i P & L Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-02,2016-11-21,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af den langfristede prioritetsgÃ¦ld forfalder t.kr. 5.784 efter 5 Ã¥r.</p>",,,25189698.0,1003922355.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Kristensen,Lasse MÃ¸ller Madsen,Lasse MÃ¸ller Madsen,P & L HOLDING ApS,Revisionsfirmaet Peter Kristensen,,,Aalborg,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,88721.0,2016-11-02,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23176294,indberetninger-20180424,2.5949414,25189698,,2018-03-28T22:33:55.379Z,2016-11-21T13:55:01.103Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-42-FR,2016-11-21T13:55:01.325Z,,,,,,200000.0,,,,,,,,,,,,,,,,,,
25189698,2015-10-01,2016-09-30,c0,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzVkLzJlLzUyLzA5NzYtNGI4ZS04YmFkLWRjOTZhMmUxZjAyNw.xhtml,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Q4L2U3Lzk0LzAzZjQtNGYxZC1hNmYzLWM2YWI2NDk2NjU3NA.pdf,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzMyLzUyLzY0LzlhMWUtNGQxOS05MGQzLWJlZjg4NWUxYmIzNQ.xml,true,Danmark,DK,Aalborg SV,9200.0,9.0,Digtervejen,Aalborg,9000.0,"52, 9 th",Ãstre Havnegade,9200  Aalborg SV,Digtervejen 9,Til den daglige ledelse i P & L Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-02,2016-11-21,690823.0,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af den langfristede prioritetsgÃ¦ld forfalder t.kr. 5.784 efter 5 Ã¥r.</p>",807417.0,1035949.0,25189698.0,1003922355.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Kristensen,Lasse MÃ¸ller Madsen,Lasse MÃ¸ller Madsen,P & L HOLDING ApS,Revisionsfirmaet Peter Kristensen,126003.0,3040093.0,Aalborg,2014-10-01,2015-09-30,1911206.0,2451799.0,-462291.0,2016-09-30,2015-10-01,false,false,88721.0,2016-11-02,Aalborg,540593.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23176294,indberetninger-20180424,2.5949414,25189698,,2018-03-28T22:33:55.379Z,2016-11-21T13:55:01.103Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-42-FR,2016-11-21T13:55:01.325Z,,,,,,,,,,,,,,,,,,,,,,-5000000.0,,
25189698,2015-10-01,2016-09-30,c1,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzVkLzJlLzUyLzA5NzYtNGI4ZS04YmFkLWRjOTZhMmUxZjAyNw.xhtml,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Q4L2U3Lzk0LzAzZjQtNGYxZC1hNmYzLWM2YWI2NDk2NjU3NA.pdf,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzMyLzUyLzY0LzlhMWUtNGQxOS05MGQzLWJlZjg4NWUxYmIzNQ.xml,true,Danmark,DK,Aalborg SV,9200.0,9.0,Digtervejen,Aalborg,9000.0,"52, 9 th",Ãstre Havnegade,9200  Aalborg SV,Digtervejen 9,Til den daglige ledelse i P & L Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-02,2016-11-21,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af den langfristede prioritetsgÃ¦ld forfalder t.kr. 5.784 efter 5 Ã¥r.</p>",,,25189698.0,1003922355.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Kristensen,Lasse MÃ¸ller Madsen,Lasse MÃ¸ller Madsen,P & L HOLDING ApS,Revisionsfirmaet Peter Kristensen,,,Aalborg,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,false,false,88721.0,2016-11-02,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23176294,indberetninger-20180424,2.5949414,25189698,,2018-03-28T22:33:55.379Z,2016-11-21T13:55:01.103Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-42-FR,2016-11-21T13:55:01.325Z,,,,,,,,,,,,,,,,,,,,,,,71698319.0,Revisionsfirmaet Peter Kristensen
25189698,2015-10-01,2016-09-30,c13,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzVkLzJlLzUyLzA5NzYtNGI4ZS04YmFkLWRjOTZhMmUxZjAyNw.xhtml,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Q4L2U3Lzk0LzAzZjQtNGYxZC1hNmYzLWM2YWI2NDk2NjU3NA.pdf,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzMyLzUyLzY0LzlhMWUtNGQxOS05MGQzLWJlZjg4NWUxYmIzNQ.xml,true,Danmark,DK,Aalborg SV,9200.0,9.0,Digtervejen,Aalborg,9000.0,"52, 9 th",Ãstre Havnegade,9200  Aalborg SV,Digtervejen 9,Til den daglige ledelse i P & L Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-02,2016-11-21,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af den langfristede prioritetsgÃ¦ld forfalder t.kr. 5.784 efter 5 Ã¥r.</p>",,,25189698.0,1003922355.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Kristensen,Lasse MÃ¸ller Madsen,Lasse MÃ¸ller Madsen,P & L HOLDING ApS,Revisionsfirmaet Peter Kristensen,,,Aalborg,2014-10-01,2015-09-30,0.0,,,2016-09-30,2015-10-01,false,false,88721.0,2016-11-02,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23176294,indberetninger-20180424,2.5949414,25189698,,2018-03-28T22:33:55.379Z,2016-11-21T13:55:01.103Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-42-FR,2016-11-21T13:55:01.325Z,,,,,,,,,,,,,,,,,,,,,,0.0,,
25189698,2015-10-01,2016-09-30,c14,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzVkLzJlLzUyLzA5NzYtNGI4ZS04YmFkLWRjOTZhMmUxZjAyNw.xhtml,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzdjL2Q4L2U3Lzk0LzAzZjQtNGYxZC1hNmYzLWM2YWI2NDk2NjU3NA.pdf,http://regnskaber.virk.dk/89698152/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzMyLzUyLzY0LzlhMWUtNGQxOS05MGQzLWJlZjg4NWUxYmIzNQ.xml,true,Danmark,DK,Aalborg SV,9200.0,9.0,Digtervejen,Aalborg,9000.0,"52, 9 th",Ãstre Havnegade,9200  Aalborg SV,Digtervejen 9,Til den daglige ledelse i P & L Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-11-02,2016-11-21,,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Af den langfristede prioritetsgÃ¦ld forfalder t.kr. 5.784 efter 5 Ã¥r.</p>",,,25189698.0,1003922355.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Peter Kristensen,Lasse MÃ¸ller Madsen,Lasse MÃ¸ller Madsen,P & L HOLDING ApS,Revisionsfirmaet Peter Kristensen,,,Aalborg,2014-10-01,2015-09-30,-3088794.0,,,2016-09-30,2015-10-01,false,false,88721.0,2016-11-02,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23176294,indberetninger-20180424,2.5949414,25189698,,2018-03-28T22:33:55.379Z,2016-11-21T13:55:01.103Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BG-42-FR,2016-11-21T13:55:01.325Z,,,,,,,,,,,,,,,,,,,,,,0.0,,
