entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DividendPaid,EmailOfReportingEntity,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,DeferredIncomeAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermContractWorkInProgressLiabilities,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard
27905013,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzg0L2E2L2QwLzEwYTMtNDIyYi1hYWE1LWNlMGM3NmY1NDdjZQ.pdf,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzYzLzdlL2VhL2IyYWItNGZjNi1hNDBiLTA0YTczMTdlNzQ5Mg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"Pier II, nr. 8",DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i MarineShaft A/S,122247.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",3941162.0,2017-03-21,2004-06-11,2017-03-21,-13000000.0,info@marineshaft.com,-15536334.0,+45 96 56 02 03,32270002.0,www.marineshaft.com,27905013.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MarineShaft A/S.,Ãrsrapport,29109.0,354405.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Andersen,Knud Andersen,Spar Nord Bank A/S,MarineShaft A/S,BDO Statsautoriseret revisionsaktieselskab,-53500.0,354415.0,24391.0,10.0,Hirtshals,2526469.0,2015-01-01,2015-12-31,12971174.0,17034583.0,16733668.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,false,2017-03-21,Hirtshals,238841.0,-4063409.0,+45 96 56 02 02,Formand,12771024.0,urn:ofk:oid:23634588,indberetninger-20180424,2.5117311,27905013.0,,2018-03-28T03:02:06.568Z,2017-03-23T09:33:42.585Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-95-ZC,2017-03-23T09:33:42.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27905013,2015-01-01,2015-12-31,c177,,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzg0L2E2L2QwLzEwYTMtNDIyYi1hYWE1LWNlMGM3NmY1NDdjZQ.pdf,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzYzLzdlL2VhL2IyYWItNGZjNi1hNDBiLTA0YTczMTdlNzQ5Mg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"Pier II, nr. 8",DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i MarineShaft A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-21,2004-06-11,2017-03-21,-13000000.0,info@marineshaft.com,,+45 96 56 02 03,,www.marineshaft.com,27905013.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MarineShaft A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Andersen,Knud Andersen,Spar Nord Bank A/S,MarineShaft A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Hirtshals,,2015-01-01,2015-12-31,13000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,false,2017-03-21,Hirtshals,,,+45 96 56 02 02,Formand,,urn:ofk:oid:23634588,indberetninger-20180424,2.5117311,27905013.0,,2018-03-28T03:02:06.568Z,2017-03-23T09:33:42.585Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-95-ZC,2017-03-23T09:33:42.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27905013,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzg0L2E2L2QwLzEwYTMtNDIyYi1hYWE1LWNlMGM3NmY1NDdjZQ.pdf,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzYzLzdlL2VhL2IyYWItNGZjNi1hNDBiLTA0YTczMTdlNzQ5Mg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"Pier II, nr. 8",DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i MarineShaft A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-21,2004-06-11,2017-03-21,-13000000.0,info@marineshaft.com,,+45 96 56 02 03,,www.marineshaft.com,27905013.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MarineShaft A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Andersen,Knud Andersen,Spar Nord Bank A/S,MarineShaft A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Hirtshals,,2015-01-01,2015-12-31,-28826.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,false,2017-03-21,Hirtshals,,,+45 96 56 02 02,Formand,,urn:ofk:oid:23634588,indberetninger-20180424,2.5117311,27905013.0,,2018-03-28T03:02:06.568Z,2017-03-23T09:33:42.585Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-95-ZC,2017-03-23T09:33:42.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27905013,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzg0L2E2L2QwLzEwYTMtNDIyYi1hYWE1LWNlMGM3NmY1NDdjZQ.pdf,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzYzLzdlL2VhL2IyYWItNGZjNi1hNDBiLTA0YTczMTdlNzQ5Mg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"Pier II, nr. 8",DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i MarineShaft A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-21,2004-06-11,2017-03-21,-13000000.0,info@marineshaft.com,,+45 96 56 02 03,,www.marineshaft.com,27905013.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MarineShaft A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Andersen,Knud Andersen,Spar Nord Bank A/S,MarineShaft A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Hirtshals,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,false,2017-03-21,Hirtshals,,,+45 96 56 02 02,Formand,,urn:ofk:oid:23634588,indberetninger-20180424,2.5117311,27905013.0,,2018-03-28T03:02:06.568Z,2017-03-23T09:33:42.585Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-95-ZC,2017-03-23T09:33:42.759Z,30169846.0,38643.0,1649201.0,1000000.0,123749.0,19296131.0,10549067.0,30169846.0,10748644.0,23.0,4130071.0,91736.0,13000000.0,125071.0,125071.0,10549067.0,5296131.0,0.0,1242239.0,10748644.0,0.0,19582136.0,12625441.0,3941162.0,1435172.0,5092009.0,,,,,,
27905013,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzg0L2E2L2QwLzEwYTMtNDIyYi1hYWE1LWNlMGM3NmY1NDdjZQ.pdf,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzYzLzdlL2VhL2IyYWItNGZjNi1hNDBiLTA0YTczMTdlNzQ5Mg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"Pier II, nr. 8",DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i MarineShaft A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-21,2004-06-11,2017-03-21,-13000000.0,info@marineshaft.com,,+45 96 56 02 03,,www.marineshaft.com,27905013.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MarineShaft A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Andersen,Knud Andersen,Spar Nord Bank A/S,MarineShaft A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Hirtshals,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,false,2017-03-21,Hirtshals,,,+45 96 56 02 02,Formand,,urn:ofk:oid:23634588,indberetninger-20180424,2.5117311,27905013.0,,2018-03-28T03:02:06.568Z,2017-03-23T09:33:42.585Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-95-ZC,2017-03-23T09:33:42.759Z,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27905013,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzg0L2E2L2QwLzEwYTMtNDIyYi1hYWE1LWNlMGM3NmY1NDdjZQ.pdf,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzYzLzdlL2VhL2IyYWItNGZjNi1hNDBiLTA0YTczMTdlNzQ5Mg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"Pier II, nr. 8",DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i MarineShaft A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-21,2004-06-11,2017-03-21,-13000000.0,info@marineshaft.com,,+45 96 56 02 03,,www.marineshaft.com,27905013.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MarineShaft A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Andersen,Knud Andersen,Spar Nord Bank A/S,MarineShaft A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Hirtshals,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,false,2017-03-21,Hirtshals,,,+45 96 56 02 02,Formand,,urn:ofk:oid:23634588,indberetninger-20180424,2.5117311,27905013.0,,2018-03-28T03:02:06.568Z,2017-03-23T09:33:42.585Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-95-ZC,2017-03-23T09:33:42.759Z,,,,,,5296131.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27905013,2016-01-01,2016-01-01,c257,,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzg0L2E2L2QwLzEwYTMtNDIyYi1hYWE1LWNlMGM3NmY1NDdjZQ.pdf,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzYzLzdlL2VhL2IyYWItNGZjNi1hNDBiLTA0YTczMTdlNzQ5Mg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"Pier II, nr. 8",DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i MarineShaft A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-21,2004-06-11,2017-03-21,-13000000.0,info@marineshaft.com,,+45 96 56 02 03,,www.marineshaft.com,27905013.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MarineShaft A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Andersen,Knud Andersen,Spar Nord Bank A/S,MarineShaft A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Hirtshals,,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,false,2017-03-21,Hirtshals,,,+45 96 56 02 02,Formand,,urn:ofk:oid:23634588,indberetninger-20180424,2.5117311,27905013.0,,2018-03-28T03:02:06.568Z,2017-03-23T09:33:42.585Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-95-ZC,2017-03-23T09:33:42.759Z,,,,,,13000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27905013,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzg0L2E2L2QwLzEwYTMtNDIyYi1hYWE1LWNlMGM3NmY1NDdjZQ.pdf,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzYzLzdlL2VhL2IyYWItNGZjNi1hNDBiLTA0YTczMTdlNzQ5Mg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"Pier II, nr. 8",DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i MarineShaft A/S,-65691.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",1773200.0,2017-03-21,2004-06-11,2017-03-21,-13000000.0,info@marineshaft.com,-13436127.0,+45 96 56 02 03,20753231.0,www.marineshaft.com,27905013.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MarineShaft A/S.,Ãrsrapport,11404.0,86487.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Andersen,Knud Andersen,Spar Nord Bank A/S,MarineShaft A/S,BDO Statsautoriseret revisionsaktieselskab,-38916.0,92947.0,27512.0,6460.0,Hirtshals,2161008.0,2015-01-01,2015-12-31,5663626.0,7371135.0,7317104.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,false,2017-03-21,Hirtshals,177417.0,-1707509.0,+45 96 56 02 02,Formand,11097702.0,urn:ofk:oid:23634588,indberetninger-20180424,2.5117311,27905013.0,,2018-03-28T03:02:06.568Z,2017-03-23T09:33:42.585Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-95-ZC,2017-03-23T09:33:42.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,
27905013,2016-01-01,2016-12-31,c176,,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzg0L2E2L2QwLzEwYTMtNDIyYi1hYWE1LWNlMGM3NmY1NDdjZQ.pdf,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzYzLzdlL2VhL2IyYWItNGZjNi1hNDBiLTA0YTczMTdlNzQ5Mg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"Pier II, nr. 8",DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i MarineShaft A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-21,2004-06-11,2017-03-21,-13000000.0,info@marineshaft.com,,+45 96 56 02 03,,www.marineshaft.com,27905013.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MarineShaft A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Andersen,Knud Andersen,Spar Nord Bank A/S,MarineShaft A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Hirtshals,,2015-01-01,2015-12-31,6000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,false,2017-03-21,Hirtshals,,,+45 96 56 02 02,Formand,,urn:ofk:oid:23634588,indberetninger-20180424,2.5117311,27905013.0,,2018-03-28T03:02:06.568Z,2017-03-23T09:33:42.585Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-95-ZC,2017-03-23T09:33:42.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27905013,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2NhLzg0L2E2L2QwLzEwYTMtNDIyYi1hYWE1LWNlMGM3NmY1NDdjZQ.pdf,http://regnskaber.virk.dk/31050972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3LzYzLzdlL2VhL2IyYWItNGZjNi1hNDBiLTA0YTczMTdlNzQ5Mg.xml,true,Hirtshals,9850.0,18.0,Havnegade,HjÃ¸rring,9800.0,8.0,Ãstergade,9850 Hirtshals,"Pier II, nr. 8",DK-9850 Hirtshals,Havnegade 18,Til kapitalejeren i MarineShaft A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-21,2004-06-11,2017-03-21,-13000000.0,info@marineshaft.com,,+45 96 56 02 03,,www.marineshaft.com,27905013.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for MarineShaft A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Andersen,Knud Andersen,Spar Nord Bank A/S,MarineShaft A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Hirtshals,,2015-01-01,2015-12-31,-336374.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2016-12-31,2016-01-01,false,2017-03-21,Hirtshals,,,+45 96 56 02 02,Formand,,urn:ofk:oid:23634588,indberetninger-20180424,2.5117311,27905013.0,,2018-03-28T03:02:06.568Z,2017-03-23T09:33:42.585Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-95-ZC,2017-03-23T09:33:42.759Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
