entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,FaxNumberOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,Provisions,ProvisionsForInvestmentsInGroupEnterprises,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
21805580,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAxLzA0L2QzLzRmNmEtNGVmMC05MDcyLTgyYTVkZWI1ODBmOA.xhtml,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzYwLzU5LzYzLzM5YWQtNDFhNi1iOGVkLWVmNTBmNDUxODEwZQ.pdf,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzgyLzZjLzgwL2ZiNjctNGQzNy04ZWM2LThmNjFkMmM3ZTAzNQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5B,Larsensvej,Roskilde,4000.0,8.0,Bandholmvej,2950.0,Larsensvej 5 B,Til kapitalejerne i Martaborg A/S.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-11,2016-06-11,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er passiv formueforvaltning.</p>",38283414.0,-12822.0,21805580.0,1009624496.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Lindgreen HD,Kim faureholm Olsen,Kim Faureholm Olsen,MARTABORG A/S,Lars Lindgreen,0.0,27457.0,Roskilde,2014-01-01,2014-12-31,14635.0,14635.0,-12822.0,2015-12-31,2015-01-01,false,false,2016-06-11,VedbÃ¦k,Betingelserne for fravalg af revision er stadig opfyldt.,20932807.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22670154,indberetninger-20180424,2.5949402000000004,21805580.0,,2018-03-29T05:31:15.847Z,2016-06-12T08:51:41.726Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-19-FF,2016-06-12T08:51:41.851Z,,,,,,,,,,,,,,,,,,,,,,
21805580,2014-01-01,2014-12-31,c8,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAxLzA0L2QzLzRmNmEtNGVmMC05MDcyLTgyYTVkZWI1ODBmOA.xhtml,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzYwLzU5LzYzLzM5YWQtNDFhNi1iOGVkLWVmNTBmNDUxODEwZQ.pdf,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzgyLzZjLzgwL2ZiNjctNGQzNy04ZWM2LThmNjFkMmM3ZTAzNQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5B,Larsensvej,Roskilde,4000.0,8.0,Bandholmvej,2950.0,Larsensvej 5 B,Til kapitalejerne i Martaborg A/S.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-11,2016-06-11,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er passiv formueforvaltning.</p>",38283414.0,,21805580.0,1009624496.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Lindgreen HD,Kim faureholm Olsen,Kim Faureholm Olsen,MARTABORG A/S,Lars Lindgreen,,,Roskilde,2014-01-01,2014-12-31,14635.0,,,2015-12-31,2015-01-01,false,false,2016-06-11,VedbÃ¦k,Betingelserne for fravalg af revision er stadig opfyldt.,20932807.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22670154,indberetninger-20180424,2.5949402000000004,21805580.0,,2018-03-29T05:31:15.847Z,2016-06-12T08:51:41.726Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-19-FF,2016-06-12T08:51:41.851Z,,,,,,,,,,,,,,,,,,,,,,
21805580,2014-12-31,2014-12-31,c10,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAxLzA0L2QzLzRmNmEtNGVmMC05MDcyLTgyYTVkZWI1ODBmOA.xhtml,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzYwLzU5LzYzLzM5YWQtNDFhNi1iOGVkLWVmNTBmNDUxODEwZQ.pdf,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzgyLzZjLzgwL2ZiNjctNGQzNy04ZWM2LThmNjFkMmM3ZTAzNQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5B,Larsensvej,Roskilde,4000.0,8.0,Bandholmvej,2950.0,Larsensvej 5 B,Til kapitalejerne i Martaborg A/S.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-11,2016-06-11,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er passiv formueforvaltning.</p>",38283414.0,,21805580.0,1009624496.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Lindgreen HD,Kim faureholm Olsen,Kim Faureholm Olsen,MARTABORG A/S,Lars Lindgreen,,,Roskilde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-11,VedbÃ¦k,Betingelserne for fravalg af revision er stadig opfyldt.,20932807.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22670154,indberetninger-20180424,2.5949402000000004,21805580.0,,2018-03-29T05:31:15.847Z,2016-06-12T08:51:41.726Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-19-FF,2016-06-12T08:51:41.851Z,1107265.0,2016.0,500000.0,1107265.0,258689.0,1107265.0,48576.0,210318.0,27576.0,0.0,800000.0,800000.0,-241311.0,210318.0,48576.0,894931.0,894016.0,915.0,21000.0,,,
21805580,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAxLzA0L2QzLzRmNmEtNGVmMC05MDcyLTgyYTVkZWI1ODBmOA.xhtml,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzYwLzU5LzYzLzM5YWQtNDFhNi1iOGVkLWVmNTBmNDUxODEwZQ.pdf,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzgyLzZjLzgwL2ZiNjctNGQzNy04ZWM2LThmNjFkMmM3ZTAzNQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5B,Larsensvej,Roskilde,4000.0,8.0,Bandholmvej,2950.0,Larsensvej 5 B,Til kapitalejerne i Martaborg A/S.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-11,2016-06-11,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er passiv formueforvaltning.</p>",38283414.0,0.0,21805580.0,1009624496.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Lindgreen HD,Kim faureholm Olsen,Kim Faureholm Olsen,MARTABORG A/S,Lars Lindgreen,1644.0,142396.0,Roskilde,2014-01-01,2014-12-31,140752.0,140752.0,0.0,2015-12-31,2015-01-01,false,false,2016-06-11,VedbÃ¦k,Betingelserne for fravalg af revision er stadig opfyldt.,20932807.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22670154,indberetninger-20180424,2.5949402000000004,21805580.0,,2018-03-29T05:31:15.847Z,2016-06-12T08:51:41.726Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-19-FF,2016-06-12T08:51:41.851Z,,,,,,,,,,,,,,,,,,,,,,
21805580,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAxLzA0L2QzLzRmNmEtNGVmMC05MDcyLTgyYTVkZWI1ODBmOA.xhtml,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzYwLzU5LzYzLzM5YWQtNDFhNi1iOGVkLWVmNTBmNDUxODEwZQ.pdf,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzgyLzZjLzgwL2ZiNjctNGQzNy04ZWM2LThmNjFkMmM3ZTAzNQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5B,Larsensvej,Roskilde,4000.0,8.0,Bandholmvej,2950.0,Larsensvej 5 B,Til kapitalejerne i Martaborg A/S.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-11,2016-06-11,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er passiv formueforvaltning.</p>",38283414.0,,21805580.0,1009624496.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Lindgreen HD,Kim faureholm Olsen,Kim Faureholm Olsen,MARTABORG A/S,Lars Lindgreen,,,Roskilde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-11,VedbÃ¦k,Betingelserne for fravalg af revision er stadig opfyldt.,20932807.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22670154,indberetninger-20180424,2.5949402000000004,21805580.0,,2018-03-29T05:31:15.847Z,2016-06-12T08:51:41.726Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-19-FF,2016-06-12T08:51:41.851Z,,,,,,,,,,,,,,,,,,,,14262172.0,"VedbÃ¦k Revision, Registreret revisionsfirma FSR",
21805580,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAxLzA0L2QzLzRmNmEtNGVmMC05MDcyLTgyYTVkZWI1ODBmOA.xhtml,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzYwLzU5LzYzLzM5YWQtNDFhNi1iOGVkLWVmNTBmNDUxODEwZQ.pdf,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzgyLzZjLzgwL2ZiNjctNGQzNy04ZWM2LThmNjFkMmM3ZTAzNQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5B,Larsensvej,Roskilde,4000.0,8.0,Bandholmvej,2950.0,Larsensvej 5 B,Til kapitalejerne i Martaborg A/S.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-11,2016-06-11,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er passiv formueforvaltning.</p>",38283414.0,,21805580.0,1009624496.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Lindgreen HD,Kim faureholm Olsen,Kim Faureholm Olsen,MARTABORG A/S,Lars Lindgreen,,,Roskilde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-11,VedbÃ¦k,Betingelserne for fravalg af revision er stadig opfyldt.,20932807.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22670154,indberetninger-20180424,2.5949402000000004,21805580.0,,2018-03-29T05:31:15.847Z,2016-06-12T08:51:41.726Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-19-FF,2016-06-12T08:51:41.851Z,,,,,,,,,,,,,,,,,,,,,,
21805580,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAxLzA0L2QzLzRmNmEtNGVmMC05MDcyLTgyYTVkZWI1ODBmOA.xhtml,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzYwLzU5LzYzLzM5YWQtNDFhNi1iOGVkLWVmNTBmNDUxODEwZQ.pdf,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzgyLzZjLzgwL2ZiNjctNGQzNy04ZWM2LThmNjFkMmM3ZTAzNQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5B,Larsensvej,Roskilde,4000.0,8.0,Bandholmvej,2950.0,Larsensvej 5 B,Til kapitalejerne i Martaborg A/S.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-11,2016-06-11,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er passiv formueforvaltning.</p>",38283414.0,,21805580.0,1009624496.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Lindgreen HD,Kim faureholm Olsen,Kim Faureholm Olsen,MARTABORG A/S,Lars Lindgreen,,,Roskilde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-11,VedbÃ¦k,Betingelserne for fravalg af revision er stadig opfyldt.,20932807.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22670154,indberetninger-20180424,2.5949402000000004,21805580.0,,2018-03-29T05:31:15.847Z,2016-06-12T08:51:41.726Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-19-FF,2016-06-12T08:51:41.851Z,,,,,,,,,,,,,,,,,,,,,,Kim Faureholm Olsen
21805580,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAxLzA0L2QzLzRmNmEtNGVmMC05MDcyLTgyYTVkZWI1ODBmOA.xhtml,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzYwLzU5LzYzLzM5YWQtNDFhNi1iOGVkLWVmNTBmNDUxODEwZQ.pdf,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzgyLzZjLzgwL2ZiNjctNGQzNy04ZWM2LThmNjFkMmM3ZTAzNQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5B,Larsensvej,Roskilde,4000.0,8.0,Bandholmvej,2950.0,Larsensvej 5 B,Til kapitalejerne i Martaborg A/S.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-11,2016-06-11,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er passiv formueforvaltning.</p>",38283414.0,,21805580.0,1009624496.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Lindgreen HD,Kim faureholm Olsen,Kim Faureholm Olsen,MARTABORG A/S,Lars Lindgreen,,,Roskilde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-11,VedbÃ¦k,Betingelserne for fravalg af revision er stadig opfyldt.,20932807.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22670154,indberetninger-20180424,2.5949402000000004,21805580.0,,2018-03-29T05:31:15.847Z,2016-06-12T08:51:41.726Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-19-FF,2016-06-12T08:51:41.851Z,,,,,,,,,,,,,,,,,,,,,,JÃ¸rgen Thulin
21805580,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAxLzA0L2QzLzRmNmEtNGVmMC05MDcyLTgyYTVkZWI1ODBmOA.xhtml,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzYwLzU5LzYzLzM5YWQtNDFhNi1iOGVkLWVmNTBmNDUxODEwZQ.pdf,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzgyLzZjLzgwL2ZiNjctNGQzNy04ZWM2LThmNjFkMmM3ZTAzNQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5B,Larsensvej,Roskilde,4000.0,8.0,Bandholmvej,2950.0,Larsensvej 5 B,Til kapitalejerne i Martaborg A/S.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-11,2016-06-11,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er passiv formueforvaltning.</p>",38283414.0,,21805580.0,1009624496.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Lindgreen HD,Kim faureholm Olsen,Kim Faureholm Olsen,MARTABORG A/S,Lars Lindgreen,,,Roskilde,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-06-11,VedbÃ¦k,Betingelserne for fravalg af revision er stadig opfyldt.,20932807.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22670154,indberetninger-20180424,2.5949402000000004,21805580.0,,2018-03-29T05:31:15.847Z,2016-06-12T08:51:41.726Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-19-FF,2016-06-12T08:51:41.851Z,,,,,,,,,,,,,,,,,,,,,,Bent Faureholm Olsen
21805580,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAxLzA0L2QzLzRmNmEtNGVmMC05MDcyLTgyYTVkZWI1ODBmOA.xhtml,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzYwLzU5LzYzLzM5YWQtNDFhNi1iOGVkLWVmNTBmNDUxODEwZQ.pdf,http://regnskaber.virk.dk/08550812/ZG9rdW1lbnRsYWdlcjovLzAzLzQ4LzgyLzZjLzgwL2ZiNjctNGQzNy04ZWM2LThmNjFkMmM3ZTAzNQ.xml,true,Danmark,DK,VedbÃ¦k,2950.0,5B,Larsensvej,Roskilde,4000.0,8.0,Bandholmvej,2950.0,Larsensvej 5 B,Til kapitalejerne i Martaborg A/S.,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-06-11,2016-06-11,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er passiv formueforvaltning.</p>",38283414.0,,21805580.0,1009624496.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lars Lindgreen HD,Kim faureholm Olsen,Kim Faureholm Olsen,MARTABORG A/S,Lars Lindgreen,,,Roskilde,2014-01-01,2014-12-31,140752.0,,,2015-12-31,2015-01-01,false,false,2016-06-11,VedbÃ¦k,Betingelserne for fravalg af revision er stadig opfyldt.,20932807.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22670154,indberetninger-20180424,2.5949402000000004,21805580.0,,2018-03-29T05:31:15.847Z,2016-06-12T08:51:41.726Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-19-FF,2016-06-12T08:51:41.851Z,,,,,,,,,,,,,,,,,,,,,,
