entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,SharePremium,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
29600341,2016-01-01,2016-12-31,ID_4,,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzBmLzk4L2YyLzNjYjktNDkzMi1hOWQ0LTQxOTU4ZTcwZDIzZA.pdf,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E4LzgwLzQ5LzlmZjgtNDQ5NS1hZDg1LTVjZjczMDNmNTdmMw.xml,"HolbÃ¦k, 4300","Ahlgade 52, 1. sal",Til den daglige ledelse i Wolmer Gruppen Adm. ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-25,2018-05-25,2006-01-01,2018-05-25,30091.0,-22641.0,33074441.0,29600341.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Wolmer Gruppen Adm. ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Wolmer Gruppen Adm. ApS,Damgaard Revision,103376.0,5.0,NykÃ¸bing Sj.,2016-01-01,2016-12-31,-156103.0,-156103.0,-52732.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-05-25,HolbÃ¦k,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25724861,indberetninger-20180424,2.5124297,29600341.0,AWPQrmMP0wkEsASktcL5,2018-06-05T16:02:01.286Z,2018-06-05T16:01:18.060Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-18-HP,2018-06-05T16:01:18.190Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29600341,2016-01-01,2016-12-31,ID_6,,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzBmLzk4L2YyLzNjYjktNDkzMi1hOWQ0LTQxOTU4ZTcwZDIzZA.pdf,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E4LzgwLzQ5LzlmZjgtNDQ5NS1hZDg1LTVjZjczMDNmNTdmMw.xml,"HolbÃ¦k, 4300","Ahlgade 52, 1. sal",Til den daglige ledelse i Wolmer Gruppen Adm. ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-25,2018-05-25,2006-01-01,2018-05-25,,,33074441.0,29600341.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Wolmer Gruppen Adm. ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Wolmer Gruppen Adm. ApS,Damgaard Revision,,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,156104.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-05-25,HolbÃ¦k,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25724861,indberetninger-20180424,2.5124297,29600341.0,AWPQrmMP0wkEsASktcL5,2018-06-05T16:02:01.286Z,2018-06-05T16:01:18.060Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-18-HP,2018-06-05T16:01:18.190Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29600341,2016-12-31,2016-12-31,ID_8,,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzBmLzk4L2YyLzNjYjktNDkzMi1hOWQ0LTQxOTU4ZTcwZDIzZA.pdf,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E4LzgwLzQ5LzlmZjgtNDQ5NS1hZDg1LTVjZjczMDNmNTdmMw.xml,"HolbÃ¦k, 4300","Ahlgade 52, 1. sal",Til den daglige ledelse i Wolmer Gruppen Adm. ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-25,2018-05-25,2006-01-01,2018-05-25,,,33074441.0,29600341.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Wolmer Gruppen Adm. ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Wolmer Gruppen Adm. ApS,Damgaard Revision,,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-05-25,HolbÃ¦k,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25724861,indberetninger-20180424,2.5124297,29600341.0,AWPQrmMP0wkEsASktcL5,2018-06-05T16:02:01.286Z,2018-06-05T16:01:18.060Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-18-HP,2018-06-05T16:01:18.190Z,3277186.0,129.0,140001.0,49056.0,-694163.0,3228130.0,3277186.0,3971349.0,1022657.0,2734657.0,1712000.0,3228130.0,23276.0,0.0,3228130.0,-834164.0,6864.0,1236692.0,47619.0,744938.0,388347.0,48927.0,5177.0,25648.0,43750.0,
29600341,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzBmLzk4L2YyLzNjYjktNDkzMi1hOWQ0LTQxOTU4ZTcwZDIzZA.pdf,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E4LzgwLzQ5LzlmZjgtNDQ5NS1hZDg1LTVjZjczMDNmNTdmMw.xml,"HolbÃ¦k, 4300","Ahlgade 52, 1. sal",Til den daglige ledelse i Wolmer Gruppen Adm. ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-25,2018-05-25,2006-01-01,2018-05-25,1628130.0,-55328.0,33074441.0,29600341.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Wolmer Gruppen Adm. ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Wolmer Gruppen Adm. ApS,Damgaard Revision,100864.0,0.0,NykÃ¸bing Sj.,2016-01-01,2016-12-31,-1784322.0,-1784322.0,-1683458.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-05-25,HolbÃ¦k,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25724861,indberetninger-20180424,2.5124297,29600341.0,AWPQrmMP0wkEsASktcL5,2018-06-05T16:02:01.286Z,2018-06-05T16:01:18.060Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-18-HP,2018-06-05T16:01:18.190Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29600341,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzBmLzk4L2YyLzNjYjktNDkzMi1hOWQ0LTQxOTU4ZTcwZDIzZA.pdf,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E4LzgwLzQ5LzlmZjgtNDQ5NS1hZDg1LTVjZjczMDNmNTdmMw.xml,"HolbÃ¦k, 4300","Ahlgade 52, 1. sal",Til den daglige ledelse i Wolmer Gruppen Adm. ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-25,2018-05-25,2006-01-01,2018-05-25,,,33074441.0,29600341.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Wolmer Gruppen Adm. ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Wolmer Gruppen Adm. ApS,Damgaard Revision,,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-05-25,HolbÃ¦k,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25724861,indberetninger-20180424,2.5124297,29600341.0,AWPQrmMP0wkEsASktcL5,2018-06-05T16:02:01.286Z,2018-06-05T16:01:18.060Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-18-HP,2018-06-05T16:01:18.190Z,,,,,,,,,,,,,,,,,,,,,,,,,,Morten Bardrum
29600341,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzBmLzk4L2YyLzNjYjktNDkzMi1hOWQ0LTQxOTU4ZTcwZDIzZA.pdf,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E4LzgwLzQ5LzlmZjgtNDQ5NS1hZDg1LTVjZjczMDNmNTdmMw.xml,"HolbÃ¦k, 4300","Ahlgade 52, 1. sal",Til den daglige ledelse i Wolmer Gruppen Adm. ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-25,2018-05-25,2006-01-01,2018-05-25,,,33074441.0,29600341.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Wolmer Gruppen Adm. ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Wolmer Gruppen Adm. ApS,Damgaard Revision,,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-05-25,HolbÃ¦k,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25724861,indberetninger-20180424,2.5124297,29600341.0,AWPQrmMP0wkEsASktcL5,2018-06-05T16:02:01.286Z,2018-06-05T16:01:18.060Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-18-HP,2018-06-05T16:01:18.190Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29600341,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzBmLzk4L2YyLzNjYjktNDkzMi1hOWQ0LTQxOTU4ZTcwZDIzZA.pdf,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E4LzgwLzQ5LzlmZjgtNDQ5NS1hZDg1LTVjZjczMDNmNTdmMw.xml,"HolbÃ¦k, 4300","Ahlgade 52, 1. sal",Til den daglige ledelse i Wolmer Gruppen Adm. ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-25,2018-05-25,2006-01-01,2018-05-25,,,33074441.0,29600341.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Wolmer Gruppen Adm. ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Wolmer Gruppen Adm. ApS,Damgaard Revision,,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-05-25,HolbÃ¦k,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25724861,indberetninger-20180424,2.5124297,29600341.0,AWPQrmMP0wkEsASktcL5,2018-06-05T16:02:01.286Z,2018-06-05T16:01:18.060Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-18-HP,2018-06-05T16:01:18.190Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29600341,2017-01-01,2017-12-31,ID_5,,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzBmLzk4L2YyLzNjYjktNDkzMi1hOWQ0LTQxOTU4ZTcwZDIzZA.pdf,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E4LzgwLzQ5LzlmZjgtNDQ5NS1hZDg1LTVjZjczMDNmNTdmMw.xml,"HolbÃ¦k, 4300","Ahlgade 52, 1. sal",Til den daglige ledelse i Wolmer Gruppen Adm. ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-25,2018-05-25,2006-01-01,2018-05-25,,,33074441.0,29600341.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Wolmer Gruppen Adm. ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Wolmer Gruppen Adm. ApS,Damgaard Revision,,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,1784324.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-05-25,HolbÃ¦k,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25724861,indberetninger-20180424,2.5124297,29600341.0,AWPQrmMP0wkEsASktcL5,2018-06-05T16:02:01.286Z,2018-06-05T16:01:18.060Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-18-HP,2018-06-05T16:01:18.190Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29600341,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzBmLzk4L2YyLzNjYjktNDkzMi1hOWQ0LTQxOTU4ZTcwZDIzZA.pdf,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E4LzgwLzQ5LzlmZjgtNDQ5NS1hZDg1LTVjZjczMDNmNTdmMw.xml,"HolbÃ¦k, 4300","Ahlgade 52, 1. sal",Til den daglige ledelse i Wolmer Gruppen Adm. ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-25,2018-05-25,2006-01-01,2018-05-25,,,33074441.0,29600341.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Wolmer Gruppen Adm. ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Wolmer Gruppen Adm. ApS,Damgaard Revision,,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-05-25,HolbÃ¦k,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25724861,indberetninger-20180424,2.5124297,29600341.0,AWPQrmMP0wkEsASktcL5,2018-06-05T16:02:01.286Z,2018-06-05T16:01:18.060Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-18-HP,2018-06-05T16:01:18.190Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29600341,2017-12-31,2017-12-31,ID_7,,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzBmLzk4L2YyLzNjYjktNDkzMi1hOWQ0LTQxOTU4ZTcwZDIzZA.pdf,http://regnskaber.virk.dk/14300692/ZG9rdW1lbnRsYWdlcjovLzAzLzdkL2E4LzgwLzQ5LzlmZjgtNDQ5NS1hZDg1LTVjZjczMDNmNTdmMw.xml,"HolbÃ¦k, 4300","Ahlgade 52, 1. sal",Til den daglige ledelse i Wolmer Gruppen Adm. ApS,"Regnskabsklasse B, mikrovirksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-05-25,2018-05-25,2006-01-01,2018-05-25,,,33074441.0,29600341.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Wolmer Gruppen Adm. ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Wolmer Gruppen Adm. ApS,Damgaard Revision,,,NykÃ¸bing Sj.,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,2018-05-25,HolbÃ¦k,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25724861,indberetninger-20180424,2.5124297,29600341.0,AWPQrmMP0wkEsASktcL5,2018-06-05T16:02:01.286Z,2018-06-05T16:01:18.060Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-18-HP,2018-06-05T16:01:18.190Z,1964493.0,341719.0,155001.0,364493.0,187238.0,1600000.0,1964493.0,1777255.0,0.0,1712000.0,1712000.0,1600000.0,21000.0,17597.0,1600000.0,32237.0,0.0,65255.0,0.0,0.0,0.0,22774.0,5177.0,44255.0,0.0,
