entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,PropertyPlantAndEquipment,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
32073964,2013-07-01,2013-07-01,c720,,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYyL2QzLzUzLzg3YjgtNDk3ZC04ZDNkLWNkOTljMWQ1YjA1Zg.pdf,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzBiLzAwLzMyLzdkMGItNDNmMy1hNzIwLTM0YjY5NDQzYTAxNQ.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,KÃ¸benhavn S,2300.0,20K,Raffinaderivej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,2015-11-27,2015-11-27,2015-11-27,statsautoriseret revisor,info@dk.gt.com,199142.0,34209936.0,32073964.0,34209936.0,Ãrsrapport,Claus Koskelin,Steffen Rasmussen,Steffen Rasmussen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Junkbusters ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,KÃ¸benhavn,2015-06-30,2014-07-01,2015-11-27,Farum,+45 33 110 220,DirektÃ¸r,Formand,RevisionspÃ¥tegning,urn:ofk:oid:21799929,indberetninger-20180424,2.5097403999999996,32073964.0,,2018-03-30T22:59:44.428Z,2015-12-17T12:00:41.479Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-94-AL,2015-12-17T12:00:41.718Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32073964,2013-07-01,2013-07-01,c726,,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYyL2QzLzUzLzg3YjgtNDk3ZC04ZDNkLWNkOTljMWQ1YjA1Zg.pdf,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzBiLzAwLzMyLzdkMGItNDNmMy1hNzIwLTM0YjY5NDQzYTAxNQ.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,KÃ¸benhavn S,2300.0,20K,Raffinaderivej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,2015-11-27,2015-11-27,2015-11-27,statsautoriseret revisor,info@dk.gt.com,205008.0,34209936.0,32073964.0,34209936.0,Ãrsrapport,Claus Koskelin,Steffen Rasmussen,Steffen Rasmussen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Junkbusters ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,KÃ¸benhavn,2015-06-30,2014-07-01,2015-11-27,Farum,+45 33 110 220,DirektÃ¸r,Formand,RevisionspÃ¥tegning,urn:ofk:oid:21799929,indberetninger-20180424,2.5097403999999996,32073964.0,,2018-03-30T22:59:44.428Z,2015-12-17T12:00:41.479Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-94-AL,2015-12-17T12:00:41.718Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32073964,2013-07-01,2013-07-01,c741,,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYyL2QzLzUzLzg3YjgtNDk3ZC04ZDNkLWNkOTljMWQ1YjA1Zg.pdf,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzBiLzAwLzMyLzdkMGItNDNmMy1hNzIwLTM0YjY5NDQzYTAxNQ.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,KÃ¸benhavn S,2300.0,20K,Raffinaderivej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,2015-11-27,2015-11-27,2015-11-27,statsautoriseret revisor,info@dk.gt.com,-8637.0,34209936.0,32073964.0,34209936.0,Ãrsrapport,Claus Koskelin,Steffen Rasmussen,Steffen Rasmussen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Junkbusters ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,KÃ¸benhavn,2015-06-30,2014-07-01,2015-11-27,Farum,+45 33 110 220,DirektÃ¸r,Formand,RevisionspÃ¥tegning,urn:ofk:oid:21799929,indberetninger-20180424,2.5097403999999996,32073964.0,,2018-03-30T22:59:44.428Z,2015-12-17T12:00:41.479Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-94-AL,2015-12-17T12:00:41.718Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32073964,2013-07-01,2014-06-30,c123,,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYyL2QzLzUzLzg3YjgtNDk3ZC04ZDNkLWNkOTljMWQ1YjA1Zg.pdf,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzBiLzAwLzMyLzdkMGItNDNmMy1hNzIwLTM0YjY5NDQzYTAxNQ.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,KÃ¸benhavn S,2300.0,20K,Raffinaderivej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,2015-11-27,2015-11-27,2015-11-27,statsautoriseret revisor,info@dk.gt.com,,34209936.0,32073964.0,34209936.0,Ãrsrapport,Claus Koskelin,Steffen Rasmussen,Steffen Rasmussen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Junkbusters ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,KÃ¸benhavn,2015-06-30,2014-07-01,2015-11-27,Farum,+45 33 110 220,DirektÃ¸r,Formand,RevisionspÃ¥tegning,urn:ofk:oid:21799929,indberetninger-20180424,2.5097403999999996,32073964.0,,2018-03-30T22:59:44.428Z,2015-12-17T12:00:41.479Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-94-AL,2015-12-17T12:00:41.718Z,85299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32073964,2013-07-01,2014-06-30,c3,,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYyL2QzLzUzLzg3YjgtNDk3ZC04ZDNkLWNkOTljMWQ1YjA1Zg.pdf,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzBiLzAwLzMyLzdkMGItNDNmMy1hNzIwLTM0YjY5NDQzYTAxNQ.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,KÃ¸benhavn S,2300.0,20K,Raffinaderivej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,2015-11-27,2015-11-27,2015-11-27,statsautoriseret revisor,info@dk.gt.com,,34209936.0,32073964.0,34209936.0,Ãrsrapport,Claus Koskelin,Steffen Rasmussen,Steffen Rasmussen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Junkbusters ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,KÃ¸benhavn,2015-06-30,2014-07-01,2015-11-27,Farum,+45 33 110 220,DirektÃ¸r,Formand,RevisionspÃ¥tegning,urn:ofk:oid:21799929,indberetninger-20180424,2.5097403999999996,32073964.0,,2018-03-30T22:59:44.428Z,2015-12-17T12:00:41.479Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-94-AL,2015-12-17T12:00:41.718Z,85299.0,-13303.0,3027479.0,3157982.0,111241.0,29431.0,3860.0,5050.0,34427.0,123285.0,143806.0,77126.0,37986.0,2804685.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32073964,2013-07-01,2014-06-30,c742,,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYyL2QzLzUzLzg3YjgtNDk3ZC04ZDNkLWNkOTljMWQ1YjA1Zg.pdf,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzBiLzAwLzMyLzdkMGItNDNmMy1hNzIwLTM0YjY5NDQzYTAxNQ.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,KÃ¸benhavn S,2300.0,20K,Raffinaderivej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,2015-11-27,2015-11-27,2015-11-27,statsautoriseret revisor,info@dk.gt.com,,34209936.0,32073964.0,34209936.0,Ãrsrapport,Claus Koskelin,Steffen Rasmussen,Steffen Rasmussen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Junkbusters ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,KÃ¸benhavn,2015-06-30,2014-07-01,2015-11-27,Farum,+45 33 110 220,DirektÃ¸r,Formand,RevisionspÃ¥tegning,urn:ofk:oid:21799929,indberetninger-20180424,2.5097403999999996,32073964.0,,2018-03-30T22:59:44.428Z,2015-12-17T12:00:41.479Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-94-AL,2015-12-17T12:00:41.718Z,85299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32073964,2014-06-30,2014-06-30,c4,,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYyL2QzLzUzLzg3YjgtNDk3ZC04ZDNkLWNkOTljMWQ1YjA1Zg.pdf,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzBiLzAwLzMyLzdkMGItNDNmMy1hNzIwLTM0YjY5NDQzYTAxNQ.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,KÃ¸benhavn S,2300.0,20K,Raffinaderivej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,2015-11-27,2015-11-27,2015-11-27,statsautoriseret revisor,info@dk.gt.com,480812.0,34209936.0,32073964.0,34209936.0,Ãrsrapport,Claus Koskelin,Steffen Rasmussen,Steffen Rasmussen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Junkbusters ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,KÃ¸benhavn,2015-06-30,2014-07-01,2015-11-27,Farum,+45 33 110 220,DirektÃ¸r,Formand,RevisionspÃ¥tegning,urn:ofk:oid:21799929,indberetninger-20180424,2.5097403999999996,32073964.0,,2018-03-30T22:59:44.428Z,2015-12-17T12:00:41.479Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-94-AL,2015-12-17T12:00:41.718Z,,,,,,,,,,,,,,,2344444.0,1420.0,199142.0,2314444.0,275514.0,0.0,30000.0,136567.0,2344444.0,1863632.0,0.0,110000.0,30000.0,756648.0,4280.0,26567.0,30000.0,76662.0,205008.0,328419.0,1863632.0,2176457.0,159978.0,778565.0,1736685.0,
32073964,2014-06-30,2014-06-30,c722,,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYyL2QzLzUzLzg3YjgtNDk3ZC04ZDNkLWNkOTljMWQ1YjA1Zg.pdf,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzBiLzAwLzMyLzdkMGItNDNmMy1hNzIwLTM0YjY5NDQzYTAxNQ.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,KÃ¸benhavn S,2300.0,20K,Raffinaderivej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,2015-11-27,2015-11-27,2015-11-27,statsautoriseret revisor,info@dk.gt.com,199142.0,34209936.0,32073964.0,34209936.0,Ãrsrapport,Claus Koskelin,Steffen Rasmussen,Steffen Rasmussen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Junkbusters ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,KÃ¸benhavn,2015-06-30,2014-07-01,2015-11-27,Farum,+45 33 110 220,DirektÃ¸r,Formand,RevisionspÃ¥tegning,urn:ofk:oid:21799929,indberetninger-20180424,2.5097403999999996,32073964.0,,2018-03-30T22:59:44.428Z,2015-12-17T12:00:41.479Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-94-AL,2015-12-17T12:00:41.718Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32073964,2014-06-30,2014-06-30,c728,,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYyL2QzLzUzLzg3YjgtNDk3ZC04ZDNkLWNkOTljMWQ1YjA1Zg.pdf,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzBiLzAwLzMyLzdkMGItNDNmMy1hNzIwLTM0YjY5NDQzYTAxNQ.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,KÃ¸benhavn S,2300.0,20K,Raffinaderivej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,2015-11-27,2015-11-27,2015-11-27,statsautoriseret revisor,info@dk.gt.com,205008.0,34209936.0,32073964.0,34209936.0,Ãrsrapport,Claus Koskelin,Steffen Rasmussen,Steffen Rasmussen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Junkbusters ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,KÃ¸benhavn,2015-06-30,2014-07-01,2015-11-27,Farum,+45 33 110 220,DirektÃ¸r,Formand,RevisionspÃ¥tegning,urn:ofk:oid:21799929,indberetninger-20180424,2.5097403999999996,32073964.0,,2018-03-30T22:59:44.428Z,2015-12-17T12:00:41.479Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-94-AL,2015-12-17T12:00:41.718Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32073964,2014-06-30,2014-06-30,c743,,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiLzYyL2QzLzUzLzg3YjgtNDk3ZC04ZDNkLWNkOTljMWQ1YjA1Zg.pdf,http://regnskaber.virk.dk/46937023/ZG9rdW1lbnRsYWdlcjovLzAzL2IyLzBiLzAwLzMyLzdkMGItNDNmMy1hNzIwLTM0YjY5NDQzYTAxNQ.xml,Danmark,Farum,3520.0,9.0,Farum Hovedgade,KÃ¸benhavn S,2300.0,20K,Raffinaderivej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,2015-11-27,2015-11-27,2015-11-27,statsautoriseret revisor,info@dk.gt.com,76662.0,34209936.0,32073964.0,34209936.0,Ãrsrapport,Claus Koskelin,Steffen Rasmussen,Steffen Rasmussen,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Junkbusters ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn,KÃ¸benhavn,2015-06-30,2014-07-01,2015-11-27,Farum,+45 33 110 220,DirektÃ¸r,Formand,RevisionspÃ¥tegning,urn:ofk:oid:21799929,indberetninger-20180424,2.5097403999999996,32073964.0,,2018-03-30T22:59:44.428Z,2015-12-17T12:00:41.479Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AL-94-AL,2015-12-17T12:00:41.718Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
