entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdministrativeExpenses,AverageNumberOfEmployees,DistributionCosts,EmployeeBenefitsExpense,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,EmailOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
10396506,2017-05-01,2018-04-30,c120,,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2JmL2RmLzg0LzA5MWMtNDhjNy1iZmE4LTM1YjQ1ZjM5NWQ3Zg.pdf,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2U2L2ZmLzNmL2MwMjktNDkyMi05MzQ3LTJmNTJiYzA0OTNhNw.xml,Vejle,7100.0,2.0,Lanciavej,"6000, Kolding","Birkemose AllÃ©, 27, st.",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-06-24,2019-06-24,1986-08-15,2019-09-19,info@aabling.dk,www.aabling.dk,10396506.0,25492145.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018/19 for Aabling A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Gaarden,John Aabling,Aabling A/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",Vejle,2017-05-01,2018-04-30,10178.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,2019-06-24,Kolding,76 40 88 88,RevisionspÃ¥tegning,urn:ofk:oid:27894063,indberetninger-20180424,2.5118417999999996,10396506.0,AW2ladU2IXJRhhXBOTvw,2019-10-07T08:50:44.841Z,2019-10-07T08:50:38.906Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CZ-54-ST,2019-10-07T08:50:39.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10396506,2017-05-01,2018-04-30,c3,,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2JmL2RmLzg0LzA5MWMtNDhjNy1iZmE4LTM1YjQ1ZjM5NWQ3Zg.pdf,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2U2L2ZmLzNmL2MwMjktNDkyMi05MzQ3LTJmNTJiYzA0OTNhNw.xml,Vejle,7100.0,2.0,Lanciavej,"6000, Kolding","Birkemose AllÃ©, 27, st.",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-06-24,2019-06-24,1986-08-15,2019-09-19,info@aabling.dk,www.aabling.dk,10396506.0,25492145.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018/19 for Aabling A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Gaarden,John Aabling,Aabling A/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",Vejle,2017-05-01,2018-04-30,10178.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,2019-06-24,Kolding,76 40 88 88,RevisionspÃ¥tegning,urn:ofk:oid:27894063,indberetninger-20180424,2.5118417999999996,10396506.0,AW2ladU2IXJRhhXBOTvw,2019-10-07T08:50:44.841Z,2019-10-07T08:50:38.906Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CZ-54-ST,2019-10-07T08:50:39.181Z,3389765.0,12.0,10590495.0,8512683.0,13689688.0,191418.0,-557800.0,539145.0,847059.0,347727.0,1252298.0,17342.0,-290572.0,111312.0,7164.0,7706873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10396506,2018-04-30,2018-04-30,c4,,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2JmL2RmLzg0LzA5MWMtNDhjNy1iZmE4LTM1YjQ1ZjM5NWQ3Zg.pdf,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2U2L2ZmLzNmL2MwMjktNDkyMi05MzQ3LTJmNTJiYzA0OTNhNw.xml,Vejle,7100.0,2.0,Lanciavej,"6000, Kolding","Birkemose AllÃ©, 27, st.",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-06-24,2019-06-24,1986-08-15,2019-09-19,info@aabling.dk,www.aabling.dk,10396506.0,25492145.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018/19 for Aabling A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Gaarden,John Aabling,Aabling A/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",Vejle,2017-05-01,2018-04-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,2019-06-24,Kolding,76 40 88 88,RevisionspÃ¥tegning,urn:ofk:oid:27894063,indberetninger-20180424,2.5118417999999996,10396506.0,AW2ladU2IXJRhhXBOTvw,2019-10-07T08:50:44.841Z,2019-10-07T08:50:38.906Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CZ-54-ST,2019-10-07T08:50:39.181Z,,,,,,,,,,,,,,,,,27290051.0,1897988.0,1000000.0,25614149.0,52231.0,74352.0,10501662.0,206584.0,16106229.0,27290051.0,16788389.0,1469318.0,15014592.0,1675902.0,1469318.0,1695609.0,357131.0,1091637.0,206584.0,9501662.0,1783.0,0.0,16788389.0,11367019.0,7609932.0,1002874.0,0.0,10208.0,3723978.0,6113136.0,,,,,,,,,,,,,
10396506,2018-05-01,2019-04-30,c1,,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2JmL2RmLzg0LzA5MWMtNDhjNy1iZmE4LTM1YjQ1ZjM5NWQ3Zg.pdf,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2U2L2ZmLzNmL2MwMjktNDkyMi05MzQ3LTJmNTJiYzA0OTNhNw.xml,Vejle,7100.0,2.0,Lanciavej,"6000, Kolding","Birkemose AllÃ©, 27, st.",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-06-24,2019-06-24,1986-08-15,2019-09-19,info@aabling.dk,www.aabling.dk,10396506.0,25492145.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018/19 for Aabling A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Gaarden,John Aabling,Aabling A/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",Vejle,2017-05-01,2018-04-30,291821.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,2019-06-24,Kolding,76 40 88 88,RevisionspÃ¥tegning,urn:ofk:oid:27894063,indberetninger-20180424,2.5118417999999996,10396506.0,AW2ladU2IXJRhhXBOTvw,2019-10-07T08:50:44.841Z,2019-10-07T08:50:38.906Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CZ-54-ST,2019-10-07T08:50:39.181Z,3019743.0,13.0,11458066.0,9293435.0,14595060.0,203987.0,-571000.0,599160.0,859780.0,395173.0,1307862.0,377871.0,117251.0,120651.0,86050.0,8435922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kolding@brandtrevision.dk,,,,,,,,,,,,
10396506,2018-05-01,2019-04-30,c119,,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2JmL2RmLzg0LzA5MWMtNDhjNy1iZmE4LTM1YjQ1ZjM5NWQ3Zg.pdf,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2U2L2ZmLzNmL2MwMjktNDkyMi05MzQ3LTJmNTJiYzA0OTNhNw.xml,Vejle,7100.0,2.0,Lanciavej,"6000, Kolding","Birkemose AllÃ©, 27, st.",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-06-24,2019-06-24,1986-08-15,2019-09-19,info@aabling.dk,www.aabling.dk,10396506.0,25492145.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018/19 for Aabling A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Gaarden,John Aabling,Aabling A/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",Vejle,2017-05-01,2018-04-30,291821.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,2019-06-24,Kolding,76 40 88 88,RevisionspÃ¥tegning,urn:ofk:oid:27894063,indberetninger-20180424,2.5118417999999996,10396506.0,AW2ladU2IXJRhhXBOTvw,2019-10-07T08:50:44.841Z,2019-10-07T08:50:38.906Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CZ-54-ST,2019-10-07T08:50:39.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10396506,2018-05-01,2019-04-30,c31,,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2JmL2RmLzg0LzA5MWMtNDhjNy1iZmE4LTM1YjQ1ZjM5NWQ3Zg.pdf,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2U2L2ZmLzNmL2MwMjktNDkyMi05MzQ3LTJmNTJiYzA0OTNhNw.xml,Vejle,7100.0,2.0,Lanciavej,"6000, Kolding","Birkemose AllÃ©, 27, st.",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-06-24,2019-06-24,1986-08-15,2019-09-19,info@aabling.dk,www.aabling.dk,10396506.0,25492145.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018/19 for Aabling A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Gaarden,John Aabling,Aabling A/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",Vejle,2017-05-01,2018-04-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,2019-06-24,Kolding,76 40 88 88,RevisionspÃ¥tegning,urn:ofk:oid:27894063,indberetninger-20180424,2.5118417999999996,10396506.0,AW2ladU2IXJRhhXBOTvw,2019-10-07T08:50:44.841Z,2019-10-07T08:50:38.906Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CZ-54-ST,2019-10-07T08:50:39.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mogens Gaarden,,,,,,,,,,,
10396506,2018-05-01,2019-04-30,c47,,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2JmL2RmLzg0LzA5MWMtNDhjNy1iZmE4LTM1YjQ1ZjM5NWQ3Zg.pdf,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2U2L2ZmLzNmL2MwMjktNDkyMi05MzQ3LTJmNTJiYzA0OTNhNw.xml,Vejle,7100.0,2.0,Lanciavej,"6000, Kolding","Birkemose AllÃ©, 27, st.",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-06-24,2019-06-24,1986-08-15,2019-09-19,info@aabling.dk,www.aabling.dk,10396506.0,25492145.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018/19 for Aabling A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Gaarden,John Aabling,Aabling A/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",Vejle,2017-05-01,2018-04-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,2019-06-24,Kolding,76 40 88 88,RevisionspÃ¥tegning,urn:ofk:oid:27894063,indberetninger-20180424,2.5118417999999996,10396506.0,AW2ladU2IXJRhhXBOTvw,2019-10-07T08:50:44.841Z,2019-10-07T08:50:38.906Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CZ-54-ST,2019-10-07T08:50:39.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Aabling,,,,,,,,,,,
10396506,2018-05-01,2019-04-30,c48,,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2JmL2RmLzg0LzA5MWMtNDhjNy1iZmE4LTM1YjQ1ZjM5NWQ3Zg.pdf,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2U2L2ZmLzNmL2MwMjktNDkyMi05MzQ3LTJmNTJiYzA0OTNhNw.xml,Vejle,7100.0,2.0,Lanciavej,"6000, Kolding","Birkemose AllÃ©, 27, st.",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-06-24,2019-06-24,1986-08-15,2019-09-19,info@aabling.dk,www.aabling.dk,10396506.0,25492145.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018/19 for Aabling A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Gaarden,John Aabling,Aabling A/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",Vejle,2017-05-01,2018-04-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,2019-06-24,Kolding,76 40 88 88,RevisionspÃ¥tegning,urn:ofk:oid:27894063,indberetninger-20180424,2.5118417999999996,10396506.0,AW2ladU2IXJRhhXBOTvw,2019-10-07T08:50:44.841Z,2019-10-07T08:50:38.906Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CZ-54-ST,2019-10-07T08:50:39.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth Agner,,,,,,,,,,,
10396506,2018-05-01,2019-04-30,c70,,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2JmL2RmLzg0LzA5MWMtNDhjNy1iZmE4LTM1YjQ1ZjM5NWQ3Zg.pdf,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2U2L2ZmLzNmL2MwMjktNDkyMi05MzQ3LTJmNTJiYzA0OTNhNw.xml,Vejle,7100.0,2.0,Lanciavej,"6000, Kolding","Birkemose AllÃ©, 27, st.",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-06-24,2019-06-24,1986-08-15,2019-09-19,info@aabling.dk,www.aabling.dk,10396506.0,25492145.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018/19 for Aabling A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Gaarden,John Aabling,Aabling A/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",Vejle,2017-05-01,2018-04-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,2019-06-24,Kolding,76 40 88 88,RevisionspÃ¥tegning,urn:ofk:oid:27894063,indberetninger-20180424,2.5118417999999996,10396506.0,AW2ladU2IXJRhhXBOTvw,2019-10-07T08:50:44.841Z,2019-10-07T08:50:38.906Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CZ-54-ST,2019-10-07T08:50:39.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10396506,2018-05-01,2019-04-30,c87,,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2JmL2RmLzg0LzA5MWMtNDhjNy1iZmE4LTM1YjQ1ZjM5NWQ3Zg.pdf,http://regnskaber.virk.dk/60569301/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2U2L2ZmLzNmL2MwMjktNDkyMi05MzQ3LTJmNTJiYzA0OTNhNw.xml,Vejle,7100.0,2.0,Lanciavej,"6000, Kolding","Birkemose AllÃ©, 27, st.",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-06-24,2019-06-24,1986-08-15,2019-09-19,info@aabling.dk,www.aabling.dk,10396506.0,25492145.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2018/19 for Aabling A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Mogens Gaarden,John Aabling,Aabling A/S,"BRANDT, Statsautoriseret Revisionspartnerselskab",Vejle,2017-05-01,2018-04-30,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,2019-06-24,Kolding,76 40 88 88,RevisionspÃ¥tegning,urn:ofk:oid:27894063,indberetninger-20180424,2.5118417999999996,10396506.0,AW2ladU2IXJRhhXBOTvw,2019-10-07T08:50:44.841Z,2019-10-07T08:50:38.906Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CZ-54-ST,2019-10-07T08:50:39.181Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danmark,Kolding,6000.0,"27, st.",Birkemose AllÃ©,statsautoriseret revisor,25492145.0,mne19797,Jan Knudsen,"BRANDT, Statsautoriseret Revisionspartnerselskab",76 34 40 00
