entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,ReserveForNetRevaluationAccordingToEquityMethod,Revenue,TaxExpense,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LongtermEquityLoan,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermInvestments,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradeReceivables
25101138,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2VkLzlhLzIxLzc5NjgtNGQ5ZC04YjI1LWQ3ODQ2YzA3OWEwOA.xhtml,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzcxLzY0LzJlLzhkYmMtNDQ3MS05M2MyLTI0MThkN2MzMDVmOA.pdf,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzBkLzQyLzIxLzgzYTktNGI1Zi1iMjllLTA2YzUwNjUzMmU3Mw.xml,true,Danmark,DK,Holstebro,7500.0,1.0,St. Torv,Holstebro,7500.0,4.0,Idomlundvej,7500 Holstebro,Idomlundvej 4,"Regnskabsklasse B, mikrovirksomhed",2017-05-30,0.0,0.0,0.0,0.0,25101138.0,0.0,9557.0,Ãrsrapport,3500.0,3500.0,Jesper Schou,Jyske Bank A/S,SKINFAXE HOLDING ApS,Jesper Schou,0.0,0.0,2015-01-01,2015-12-31,9557.0,9557.0,0.0,2016-12-31,2016-01-01,7643.0,0.0,0.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:24000481,indberetninger-20180424,2.59279,25101138.0,,2018-03-28T13:51:43.851Z,2017-05-30T22:20:45.833Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-64-DW,2017-05-30T22:20:46.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25101138,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2VkLzlhLzIxLzc5NjgtNGQ5ZC04YjI1LWQ3ODQ2YzA3OWEwOA.xhtml,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzcxLzY0LzJlLzhkYmMtNDQ3MS05M2MyLTI0MThkN2MzMDVmOA.pdf,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzBkLzQyLzIxLzgzYTktNGI1Zi1iMjllLTA2YzUwNjUzMmU3Mw.xml,true,Danmark,DK,Holstebro,7500.0,1.0,St. Torv,Holstebro,7500.0,4.0,Idomlundvej,7500 Holstebro,Idomlundvej 4,"Regnskabsklasse B, mikrovirksomhed",2017-05-30,,,,,25101138.0,,,Ãrsrapport,3500.0,3500.0,Jesper Schou,Jyske Bank A/S,SKINFAXE HOLDING ApS,Jesper Schou,,,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,7643.0,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:24000481,indberetninger-20180424,2.59279,25101138.0,,2018-03-28T13:51:43.851Z,2017-05-30T22:20:45.833Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-64-DW,2017-05-30T22:20:46.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25101138,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2VkLzlhLzIxLzc5NjgtNGQ5ZC04YjI1LWQ3ODQ2YzA3OWEwOA.xhtml,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzcxLzY0LzJlLzhkYmMtNDQ3MS05M2MyLTI0MThkN2MzMDVmOA.pdf,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzBkLzQyLzIxLzgzYTktNGI1Zi1iMjllLTA2YzUwNjUzMmU3Mw.xml,true,Danmark,DK,Holstebro,7500.0,1.0,St. Torv,Holstebro,7500.0,4.0,Idomlundvej,7500 Holstebro,Idomlundvej 4,"Regnskabsklasse B, mikrovirksomhed",2017-05-30,,,,,25101138.0,,,Ãrsrapport,3500.0,3500.0,Jesper Schou,Jyske Bank A/S,SKINFAXE HOLDING ApS,Jesper Schou,,,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,7643.0,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:24000481,indberetninger-20180424,2.59279,25101138.0,,2018-03-28T13:51:43.851Z,2017-05-30T22:20:45.833Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-64-DW,2017-05-30T22:20:46.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25101138,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2VkLzlhLzIxLzc5NjgtNGQ5ZC04YjI1LWQ3ODQ2YzA3OWEwOA.xhtml,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzcxLzY0LzJlLzhkYmMtNDQ3MS05M2MyLTI0MThkN2MzMDVmOA.pdf,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzBkLzQyLzIxLzgzYTktNGI1Zi1iMjllLTA2YzUwNjUzMmU3Mw.xml,true,Danmark,DK,Holstebro,7500.0,1.0,St. Torv,Holstebro,7500.0,4.0,Idomlundvej,7500 Holstebro,Idomlundvej 4,"Regnskabsklasse B, mikrovirksomhed",2017-05-30,,,,,25101138.0,,,Ãrsrapport,3500.0,3500.0,Jesper Schou,Jyske Bank A/S,SKINFAXE HOLDING ApS,Jesper Schou,,,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,7643.0,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:24000481,indberetninger-20180424,2.59279,25101138.0,,2018-03-28T13:51:43.851Z,2017-05-30T22:20:45.833Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-64-DW,2017-05-30T22:20:46.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25101138,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2VkLzlhLzIxLzc5NjgtNGQ5ZC04YjI1LWQ3ODQ2YzA3OWEwOA.xhtml,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzcxLzY0LzJlLzhkYmMtNDQ3MS05M2MyLTI0MThkN2MzMDVmOA.pdf,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzBkLzQyLzIxLzgzYTktNGI1Zi1iMjllLTA2YzUwNjUzMmU3Mw.xml,true,Danmark,DK,Holstebro,7500.0,1.0,St. Torv,Holstebro,7500.0,4.0,Idomlundvej,7500 Holstebro,Idomlundvej 4,"Regnskabsklasse B, mikrovirksomhed",2017-05-30,,,,,25101138.0,,,Ãrsrapport,3500.0,3500.0,Jesper Schou,Jyske Bank A/S,SKINFAXE HOLDING ApS,Jesper Schou,,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,7643.0,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:24000481,indberetninger-20180424,2.59279,25101138.0,,2018-03-28T13:51:43.851Z,2017-05-30T22:20:45.833Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-64-DW,2017-05-30T22:20:46.041Z,91143.0,1165.0,0.0,80000.0,58165.0,87643.0,0.0,0.0,0.0,0.0,0.0,91143.0,3500.0,32978.0,37978.0,0.0,0.0,32978.0,0.0,0.0,0.0,0.0,0.0,0.0,7643.0,0.0,57000.0,57000.0,0.0,0.0,0.0
25101138,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2VkLzlhLzIxLzc5NjgtNGQ5ZC04YjI1LWQ3ODQ2YzA3OWEwOA.xhtml,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzcxLzY0LzJlLzhkYmMtNDQ3MS05M2MyLTI0MThkN2MzMDVmOA.pdf,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzBkLzQyLzIxLzgzYTktNGI1Zi1iMjllLTA2YzUwNjUzMmU3Mw.xml,true,Danmark,DK,Holstebro,7500.0,1.0,St. Torv,Holstebro,7500.0,4.0,Idomlundvej,7500 Holstebro,Idomlundvej 4,"Regnskabsklasse B, mikrovirksomhed",2017-05-30,0.0,0.0,0.0,0.0,25101138.0,0.0,0.0,Ãrsrapport,3500.0,3500.0,Jesper Schou,Jyske Bank A/S,SKINFAXE HOLDING ApS,Jesper Schou,0.0,0.0,2015-01-01,2015-12-31,0.0,0.0,0.0,2016-12-31,2016-01-01,7643.0,0.0,0.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:24000481,indberetninger-20180424,2.59279,25101138.0,,2018-03-28T13:51:43.851Z,2017-05-30T22:20:45.833Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-64-DW,2017-05-30T22:20:46.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25101138,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2VkLzlhLzIxLzc5NjgtNGQ5ZC04YjI1LWQ3ODQ2YzA3OWEwOA.xhtml,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzcxLzY0LzJlLzhkYmMtNDQ3MS05M2MyLTI0MThkN2MzMDVmOA.pdf,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzBkLzQyLzIxLzgzYTktNGI1Zi1iMjllLTA2YzUwNjUzMmU3Mw.xml,true,Danmark,DK,Holstebro,7500.0,1.0,St. Torv,Holstebro,7500.0,4.0,Idomlundvej,7500 Holstebro,Idomlundvej 4,"Regnskabsklasse B, mikrovirksomhed",2017-05-30,,,,,25101138.0,,,Ãrsrapport,3500.0,3500.0,Jesper Schou,Jyske Bank A/S,SKINFAXE HOLDING ApS,Jesper Schou,,,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,7643.0,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:24000481,indberetninger-20180424,2.59279,25101138.0,,2018-03-28T13:51:43.851Z,2017-05-30T22:20:45.833Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-64-DW,2017-05-30T22:20:46.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25101138,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2VkLzlhLzIxLzc5NjgtNGQ5ZC04YjI1LWQ3ODQ2YzA3OWEwOA.xhtml,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzcxLzY0LzJlLzhkYmMtNDQ3MS05M2MyLTI0MThkN2MzMDVmOA.pdf,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzBkLzQyLzIxLzgzYTktNGI1Zi1iMjllLTA2YzUwNjUzMmU3Mw.xml,true,Danmark,DK,Holstebro,7500.0,1.0,St. Torv,Holstebro,7500.0,4.0,Idomlundvej,7500 Holstebro,Idomlundvej 4,"Regnskabsklasse B, mikrovirksomhed",2017-05-30,,,,,25101138.0,,,Ãrsrapport,3500.0,3500.0,Jesper Schou,Jyske Bank A/S,SKINFAXE HOLDING ApS,Jesper Schou,,,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,7643.0,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:24000481,indberetninger-20180424,2.59279,25101138.0,,2018-03-28T13:51:43.851Z,2017-05-30T22:20:45.833Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-64-DW,2017-05-30T22:20:46.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25101138,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2VkLzlhLzIxLzc5NjgtNGQ5ZC04YjI1LWQ3ODQ2YzA3OWEwOA.xhtml,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzcxLzY0LzJlLzhkYmMtNDQ3MS05M2MyLTI0MThkN2MzMDVmOA.pdf,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzBkLzQyLzIxLzgzYTktNGI1Zi1iMjllLTA2YzUwNjUzMmU3Mw.xml,true,Danmark,DK,Holstebro,7500.0,1.0,St. Torv,Holstebro,7500.0,4.0,Idomlundvej,7500 Holstebro,Idomlundvej 4,"Regnskabsklasse B, mikrovirksomhed",2017-05-30,,,,,25101138.0,,,Ãrsrapport,3500.0,3500.0,Jesper Schou,Jyske Bank A/S,SKINFAXE HOLDING ApS,Jesper Schou,,,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,7643.0,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:24000481,indberetninger-20180424,2.59279,25101138.0,,2018-03-28T13:51:43.851Z,2017-05-30T22:20:45.833Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-64-DW,2017-05-30T22:20:46.041Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25101138,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2M3L2VkLzlhLzIxLzc5NjgtNGQ5ZC04YjI1LWQ3ODQ2YzA3OWEwOA.xhtml,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzcxLzY0LzJlLzhkYmMtNDQ3MS05M2MyLTI0MThkN2MzMDVmOA.pdf,http://regnskaber.virk.dk/83110152/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzBkLzQyLzIxLzgzYTktNGI1Zi1iMjllLTA2YzUwNjUzMmU3Mw.xml,true,Danmark,DK,Holstebro,7500.0,1.0,St. Torv,Holstebro,7500.0,4.0,Idomlundvej,7500 Holstebro,Idomlundvej 4,"Regnskabsklasse B, mikrovirksomhed",2017-05-30,,,,,25101138.0,,,Ãrsrapport,3500.0,3500.0,Jesper Schou,Jyske Bank A/S,SKINFAXE HOLDING ApS,Jesper Schou,,,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,7643.0,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:24000481,indberetninger-20180424,2.59279,25101138.0,,2018-03-28T13:51:43.851Z,2017-05-30T22:20:45.833Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-64-DW,2017-05-30T22:20:46.041Z,91143.0,1165.0,0.0,80000.0,58165.0,87643.0,0.0,0.0,0.0,0.0,0.0,91143.0,3500.0,32978.0,32978.0,0.0,0.0,32978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57000.0,57000.0,0.0,0.0,0.0
