entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DisposalsOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PropertyPlantAndEquipmentGross,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnManagementsResponsibilityAuditorsReportOnReviewOfFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,SignatureOfAuditorsDate,SignatureOfAuditorsPlace
31477905,2011-01-01,2011-01-01,c470,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8vcGRmcy8zMTQ3NzkwNTtBcFM0MzMxMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8veGJybHMvWC05QjM0NEQ4NS0yMDEzMDUzMV8xMzM1MjdfODUz.xml,95063.0,7182  Bredsten,Ravningvej 65,7200 Grindsted,Hedemarken 23,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 23. maj 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-28,2013-05-28,2008-05-30,2013-05-31,228500.0,125000.0,31477905.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for KIRTAG INVEST ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for KIRTAG INVEST ApS for regnskabsÃ¥ret 1. januar - 31. december 2012.,95063.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tage Eriksen,Tage Eriksen Kristensen,KIRTAG INVEST ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Bredsten,228500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2012-12-31,2012-01-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:19532656,indberetninger-20180424,2.5124211,31477905.0,,2018-04-01T16:13:42.049Z,2013-06-03T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.378,2013-06-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31477905,2011-01-01,2011-01-01,c494,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8vcGRmcy8zMTQ3NzkwNTtBcFM0MzMxMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8veGJybHMvWC05QjM0NEQ4NS0yMDEzMDUzMV8xMzM1MjdfODUz.xml,95063.0,7182  Bredsten,Ravningvej 65,7200 Grindsted,Hedemarken 23,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 23. maj 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-28,2013-05-28,2008-05-30,2013-05-31,228500.0,334320.0,31477905.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for KIRTAG INVEST ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for KIRTAG INVEST ApS for regnskabsÃ¥ret 1. januar - 31. december 2012.,95063.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tage Eriksen,Tage Eriksen Kristensen,KIRTAG INVEST ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Bredsten,228500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2012-12-31,2012-01-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:19532656,indberetninger-20180424,2.5124211,31477905.0,,2018-04-01T16:13:42.049Z,2013-06-03T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.378,2013-06-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31477905,2011-01-01,2011-12-31,c123,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8vcGRmcy8zMTQ3NzkwNTtBcFM0MzMxMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8veGJybHMvWC05QjM0NEQ4NS0yMDEzMDUzMV8xMzM1MjdfODUz.xml,95063.0,7182  Bredsten,Ravningvej 65,7200 Grindsted,Hedemarken 23,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 23. maj 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-28,2013-05-28,2008-05-30,2013-05-31,228500.0,,31477905.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for KIRTAG INVEST ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for KIRTAG INVEST ApS for regnskabsÃ¥ret 1. januar - 31. december 2012.,95063.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tage Eriksen,Tage Eriksen Kristensen,KIRTAG INVEST ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Bredsten,228500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2012-12-31,2012-01-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:19532656,indberetninger-20180424,2.5124211,31477905.0,,2018-04-01T16:13:42.049Z,2013-06-03T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.378,2013-06-03T22:00:00.000Z,31564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31477905,2011-01-01,2011-12-31,c3,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8vcGRmcy8zMTQ3NzkwNTtBcFM0MzMxMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8veGJybHMvWC05QjM0NEQ4NS0yMDEzMDUzMV8xMzM1MjdfODUz.xml,95063.0,7182  Bredsten,Ravningvej 65,7200 Grindsted,Hedemarken 23,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 23. maj 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-28,2013-05-28,2008-05-30,2013-05-31,228500.0,,31477905.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for KIRTAG INVEST ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for KIRTAG INVEST ApS for regnskabsÃ¥ret 1. januar - 31. december 2012.,95063.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tage Eriksen,Tage Eriksen Kristensen,KIRTAG INVEST ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Bredsten,228500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2012-12-31,2012-01-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:19532656,indberetninger-20180424,2.5124211,31477905.0,,2018-04-01T16:13:42.049Z,2013-06-03T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.378,2013-06-03T22:00:00.000Z,31564.0,35181.0,176723.0,98579.0,3890.0,46853.0,141542.0,15289.0,,,,,,,,,,,,,,,,,,,,,,,
31477905,2011-01-01,2011-12-31,c495,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8vcGRmcy8zMTQ3NzkwNTtBcFM0MzMxMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8veGJybHMvWC05QjM0NEQ4NS0yMDEzMDUzMV8xMzM1MjdfODUz.xml,95063.0,7182  Bredsten,Ravningvej 65,7200 Grindsted,Hedemarken 23,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 23. maj 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-28,2013-05-28,2008-05-30,2013-05-31,228500.0,,31477905.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for KIRTAG INVEST ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for KIRTAG INVEST ApS for regnskabsÃ¥ret 1. januar - 31. december 2012.,95063.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tage Eriksen,Tage Eriksen Kristensen,KIRTAG INVEST ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Bredsten,228500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2012-12-31,2012-01-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:19532656,indberetninger-20180424,2.5124211,31477905.0,,2018-04-01T16:13:42.049Z,2013-06-03T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.378,2013-06-03T22:00:00.000Z,31564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31477905,2011-12-31,2011-12-31,c4,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8vcGRmcy8zMTQ3NzkwNTtBcFM0MzMxMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8veGJybHMvWC05QjM0NEQ4NS0yMDEzMDUzMV8xMzM1MjdfODUz.xml,95063.0,7182  Bredsten,Ravningvej 65,7200 Grindsted,Hedemarken 23,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 23. maj 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-28,2013-05-28,2008-05-30,2013-05-31,228500.0,490884.0,31477905.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for KIRTAG INVEST ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for KIRTAG INVEST ApS for regnskabsÃ¥ret 1. januar - 31. december 2012.,95063.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tage Eriksen,Tage Eriksen Kristensen,KIRTAG INVEST ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Bredsten,228500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2012-12-31,2012-01-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:19532656,indberetninger-20180424,2.5124211,31477905.0,,2018-04-01T16:13:42.049Z,2013-06-03T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.378,2013-06-03T22:00:00.000Z,,,,,,,,,595683.0,284301.0,125000.0,462246.0,51000.0,133437.0,595683.0,93799.0,133437.0,126945.0,85872.0,0.0,133437.0,11000.0,11000.0,365884.0,126945.0,93799.0,51000.0,7927.0,,,
31477905,2011-12-31,2011-12-31,c472,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8vcGRmcy8zMTQ3NzkwNTtBcFM0MzMxMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8veGJybHMvWC05QjM0NEQ4NS0yMDEzMDUzMV8xMzM1MjdfODUz.xml,95063.0,7182  Bredsten,Ravningvej 65,7200 Grindsted,Hedemarken 23,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 23. maj 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-28,2013-05-28,2008-05-30,2013-05-31,228500.0,125000.0,31477905.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for KIRTAG INVEST ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for KIRTAG INVEST ApS for regnskabsÃ¥ret 1. januar - 31. december 2012.,95063.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tage Eriksen,Tage Eriksen Kristensen,KIRTAG INVEST ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Bredsten,228500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2012-12-31,2012-01-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:19532656,indberetninger-20180424,2.5124211,31477905.0,,2018-04-01T16:13:42.049Z,2013-06-03T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.378,2013-06-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31477905,2011-12-31,2011-12-31,c496,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8vcGRmcy8zMTQ3NzkwNTtBcFM0MzMxMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8veGJybHMvWC05QjM0NEQ4NS0yMDEzMDUzMV8xMzM1MjdfODUz.xml,95063.0,7182  Bredsten,Ravningvej 65,7200 Grindsted,Hedemarken 23,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 23. maj 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-28,2013-05-28,2008-05-30,2013-05-31,228500.0,365884.0,31477905.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for KIRTAG INVEST ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for KIRTAG INVEST ApS for regnskabsÃ¥ret 1. januar - 31. december 2012.,95063.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tage Eriksen,Tage Eriksen Kristensen,KIRTAG INVEST ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Bredsten,228500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2012-12-31,2012-01-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:19532656,indberetninger-20180424,2.5124211,31477905.0,,2018-04-01T16:13:42.049Z,2013-06-03T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.378,2013-06-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31477905,2012-01-01,2012-01-01,c160,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8vcGRmcy8zMTQ3NzkwNTtBcFM0MzMxMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8veGJybHMvWC05QjM0NEQ4NS0yMDEzMDUzMV8xMzM1MjdfODUz.xml,95063.0,7182  Bredsten,Ravningvej 65,7200 Grindsted,Hedemarken 23,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 23. maj 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-28,2013-05-28,2008-05-30,2013-05-31,228500.0,,31477905.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for KIRTAG INVEST ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for KIRTAG INVEST ApS for regnskabsÃ¥ret 1. januar - 31. december 2012.,95063.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tage Eriksen,Tage Eriksen Kristensen,KIRTAG INVEST ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Bredsten,228500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2012-12-31,2012-01-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:19532656,indberetninger-20180424,2.5124211,31477905.0,,2018-04-01T16:13:42.049Z,2013-06-03T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.378,2013-06-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31477905,2012-01-01,2012-01-01,c181,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8vcGRmcy8zMTQ3NzkwNTtBcFM0MzMxMjU7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/50977413/Y3ZyLmRrOi8veGJybHMvWC05QjM0NEQ4NS0yMDEzMDUzMV8xMzM1MjdfODUz.xml,95063.0,7182  Bredsten,Ravningvej 65,7200 Grindsted,Hedemarken 23,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Det er pÃ¥ generalforsamlingen den 23. maj 2012 vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2012 for opfyldt.",2013-05-28,2013-05-28,2008-05-30,2013-05-31,228500.0,125000.0,31477905.0,32285201.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for KIRTAG INVEST ApS.,Vi har efter aftale udfÃ¸rt review af Ã¥rsregnskabet for KIRTAG INVEST ApS for regnskabsÃ¥ret 1. januar - 31. december 2012.,95063.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Tage Eriksen,Tage Eriksen Kristensen,KIRTAG INVEST ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Bredsten,228500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2012-12-31,2012-01-01,Selskabets ledelse har ansvaret for Ã¥rsregnskabet. Vores ansvar er pÃ¥ grundlag af vores review at udtrykke en konklusion om Ã¥rsregnskabet.,urn:ofk:oid:19532656,indberetninger-20180424,2.5124211,31477905.0,,2018-04-01T16:13:42.049Z,2013-06-03T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-125.378,2013-06-03T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
