entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfExecutiveBoard
29146098,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzJjL2NlLzc2Lzc2YTYtNDE4Yy04MzUxLTk2YjJiOTMyNzJiNw.pdf,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2E0L2MxLzM5LzM1MzEtNGY0Yy05YWNlLTNmZTIwODQxNzBkMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,"Til kapitalejerne i Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",748.0,2019-03-13,2005-10-20,2019-04-16,Statsautoriseret revisor,-4255.0,20222670.0,29146098.0,20222670.0,mne33723,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,"Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",BDO Statsautoriseret revisionsaktieselskab,9.0,7611.0,Odense,2017-01-01,2017-12-31,2599.0,3347.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,13.0,2018-01-01,true,2019-03-13,Odense,748.0,urn:ofk:oid:27048380,indberetninger-20180424,2.5124316,29146098.0,AWptZW0VRYGX6_YTHPgG,2019-04-30T08:39:03.414Z,2019-04-30T08:38:44.139Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-MP,2019-04-30T08:38:44.292Z,,,,,,,,,,,,,
29146098,2017-01-01,2017-12-31,c213,,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzJjL2NlLzc2Lzc2YTYtNDE4Yy04MzUxLTk2YjJiOTMyNzJiNw.pdf,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2E0L2MxLzM5LzM1MzEtNGY0Yy05YWNlLTNmZTIwODQxNzBkMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,"Til kapitalejerne i Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-13,2005-10-20,2019-04-16,Statsautoriseret revisor,,20222670.0,29146098.0,20222670.0,mne33723,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,"Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,2599.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,13.0,2018-01-01,true,2019-03-13,Odense,,urn:ofk:oid:27048380,indberetninger-20180424,2.5124316,29146098.0,AWptZW0VRYGX6_YTHPgG,2019-04-30T08:39:03.414Z,2019-04-30T08:38:44.139Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-MP,2019-04-30T08:38:44.292Z,,,,,,,,,,,,,
29146098,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzJjL2NlLzc2Lzc2YTYtNDE4Yy04MzUxLTk2YjJiOTMyNzJiNw.pdf,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2E0L2MxLzM5LzM1MzEtNGY0Yy05YWNlLTNmZTIwODQxNzBkMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,"Til kapitalejerne i Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-13,2005-10-20,2019-04-16,Statsautoriseret revisor,,20222670.0,29146098.0,20222670.0,mne33723,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,"Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,13.0,2018-01-01,true,2019-03-13,Odense,,urn:ofk:oid:27048380,indberetninger-20180424,2.5124316,29146098.0,AWptZW0VRYGX6_YTHPgG,2019-04-30T08:39:03.414Z,2019-04-30T08:38:44.139Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-MP,2019-04-30T08:38:44.292Z,158011.0,125000.0,151549.0,158011.0,6462.0,158011.0,26549.0,6462.0,158011.0,1462.0,,,
29146098,2018-01-01,2018-01-01,c230,,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzJjL2NlLzc2Lzc2YTYtNDE4Yy04MzUxLTk2YjJiOTMyNzJiNw.pdf,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2E0L2MxLzM5LzM1MzEtNGY0Yy05YWNlLTNmZTIwODQxNzBkMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,"Til kapitalejerne i Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-13,2005-10-20,2019-04-16,Statsautoriseret revisor,,20222670.0,29146098.0,20222670.0,mne33723,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,"Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,13.0,2018-01-01,true,2019-03-13,Odense,,urn:ofk:oid:27048380,indberetninger-20180424,2.5124316,29146098.0,AWptZW0VRYGX6_YTHPgG,2019-04-30T08:39:03.414Z,2019-04-30T08:38:44.139Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-MP,2019-04-30T08:38:44.292Z,,,125000.0,,,,,,,,,,
29146098,2018-01-01,2018-01-01,c248,,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzJjL2NlLzc2Lzc2YTYtNDE4Yy04MzUxLTk2YjJiOTMyNzJiNw.pdf,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2E0L2MxLzM5LzM1MzEtNGY0Yy05YWNlLTNmZTIwODQxNzBkMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,"Til kapitalejerne i Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-13,2005-10-20,2019-04-16,Statsautoriseret revisor,,20222670.0,29146098.0,20222670.0,mne33723,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,"Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,13.0,2018-01-01,true,2019-03-13,Odense,,urn:ofk:oid:27048380,indberetninger-20180424,2.5124316,29146098.0,AWptZW0VRYGX6_YTHPgG,2019-04-30T08:39:03.414Z,2019-04-30T08:38:44.139Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-MP,2019-04-30T08:38:44.292Z,,,26549.0,,,,,,,,,,
29146098,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzJjL2NlLzc2Lzc2YTYtNDE4Yy04MzUxLTk2YjJiOTMyNzJiNw.pdf,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2E0L2MxLzM5LzM1MzEtNGY0Yy05YWNlLTNmZTIwODQxNzBkMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,"Til kapitalejerne i Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",453.0,2019-03-13,2005-10-20,2019-04-16,Statsautoriseret revisor,-5772.0,20222670.0,29146098.0,20222670.0,mne33723,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,"Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",BDO Statsautoriseret revisionsaktieselskab,0.0,7855.0,Odense,2017-01-01,2017-12-31,1630.0,2083.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,13.0,2018-01-01,true,2019-03-13,Odense,453.0,urn:ofk:oid:27048380,indberetninger-20180424,2.5124316,29146098.0,AWptZW0VRYGX6_YTHPgG,2019-04-30T08:39:03.414Z,2019-04-30T08:38:44.139Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-MP,2019-04-30T08:38:44.292Z,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
29146098,2018-01-01,2018-12-31,c212,,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzJjL2NlLzc2Lzc2YTYtNDE4Yy04MzUxLTk2YjJiOTMyNzJiNw.pdf,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2E0L2MxLzM5LzM1MzEtNGY0Yy05YWNlLTNmZTIwODQxNzBkMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,"Til kapitalejerne i Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-13,2005-10-20,2019-04-16,Statsautoriseret revisor,,20222670.0,29146098.0,20222670.0,mne33723,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,"Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,1630.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,13.0,2018-01-01,true,2019-03-13,Odense,,urn:ofk:oid:27048380,indberetninger-20180424,2.5124316,29146098.0,AWptZW0VRYGX6_YTHPgG,2019-04-30T08:39:03.414Z,2019-04-30T08:38:44.139Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-MP,2019-04-30T08:38:44.292Z,,,,,,,,,,,,,
29146098,2018-01-01,2018-12-31,c247,,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzJjL2NlLzc2Lzc2YTYtNDE4Yy04MzUxLTk2YjJiOTMyNzJiNw.pdf,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2E0L2MxLzM5LzM1MzEtNGY0Yy05YWNlLTNmZTIwODQxNzBkMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,"Til kapitalejerne i Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-13,2005-10-20,2019-04-16,Statsautoriseret revisor,,20222670.0,29146098.0,20222670.0,mne33723,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,"Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,1630.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,13.0,2018-01-01,true,2019-03-13,Odense,,urn:ofk:oid:27048380,indberetninger-20180424,2.5124316,29146098.0,AWptZW0VRYGX6_YTHPgG,2019-04-30T08:39:03.414Z,2019-04-30T08:38:44.139Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-MP,2019-04-30T08:38:44.292Z,,,,,,,,,,,,,
29146098,2018-01-01,2018-12-31,c306,,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzJjL2NlLzc2Lzc2YTYtNDE4Yy04MzUxLTk2YjJiOTMyNzJiNw.pdf,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2E0L2MxLzM5LzM1MzEtNGY0Yy05YWNlLTNmZTIwODQxNzBkMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,"Til kapitalejerne i Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-13,2005-10-20,2019-04-16,Statsautoriseret revisor,,20222670.0,29146098.0,20222670.0,mne33723,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,"Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,13.0,2018-01-01,true,2019-03-13,Odense,,urn:ofk:oid:27048380,indberetninger-20180424,2.5124316,29146098.0,AWptZW0VRYGX6_YTHPgG,2019-04-30T08:39:03.414Z,2019-04-30T08:38:44.139Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-MP,2019-04-30T08:38:44.292Z,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
29146098,2018-01-01,2018-12-31,c726,,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzJjL2NlLzc2Lzc2YTYtNDE4Yy04MzUxLTk2YjJiOTMyNzJiNw.pdf,http://regnskaber.virk.dk/89064192/ZG9rdW1lbnRsYWdlcjovLzAzLzBjL2E0L2MxLzM5LzM1MzEtNGY0Yy05YWNlLTNmZTIwODQxNzBkMg.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,"Til kapitalejerne i Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-03-13,2005-10-20,2019-04-16,Statsautoriseret revisor,,20222670.0,29146098.0,20222670.0,mne33723,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,"Ejendomsselskabet Hindemithstrasse, Mainz/Lerchenberg ApS",BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,13.0,2018-01-01,true,2019-03-13,Odense,,urn:ofk:oid:27048380,indberetninger-20180424,2.5124316,29146098.0,AWptZW0VRYGX6_YTHPgG,2019-04-30T08:39:03.414Z,2019-04-30T08:38:44.139Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AZ-92-MP,2019-04-30T08:38:44.292Z,,,,,,,,,,,,,Steen Krogh
