entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PropertyCost,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermLiabilitiesOtherThanProvisions,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToShareholdersAndManagement,ShorttermPrepaymentsReceivedFromCustomers,NameAndSurnameOfMemberOfSupervisoryBoard
28895763,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzgzL2JmL2ZmLzA0NmMtNGRkZS1hYTc1LTQ5NWZhZTI0OGM1ZQ.xhtml,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzliLzM5L2U5LzQ2ZmYtNDU4My05YzE0LWE3Y2VjMGZkOTA4MQ.pdf,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzRjL2Y2L2QzL2RhMTctNDEwNC04NzRjLTExZjQ2NGZlODBhMw.xml,true,Danmark,DK,1780 KÃ¸benhavn V,Vesterbrogade 9,KÃ¸benhavn K,1103.0,"8, 4",Hovedvagtsgade,2800 Kgs. Lyngby,JÃ¦gersborgvej 58,0.0,Regnskabsklasse B,2017-06-15,2017-06-15,0.0,0.0,28895763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse SÃ¸rensen,Lasse SÃ¸rensen,Jyske Bank A/S,LAPIN INVEST ApS,Lasse SÃ¸rensen,0.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,0.0,0.0,0.0,0.0,2016-12-31,2016-01-01,false,false,Revision fravÃ¦lges ligeledes for det kommende regnskabsÃ¥r,0.0,false,false,Ingen bistand,urn:ofk:oid:24264415,indberetninger-20180424,2.5949402000000004,28895763.0,,2018-03-29T16:14:58.605Z,2017-06-21T08:10:49.713Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-32-TW,2017-06-21T08:10:49.983Z,,,,,,,,,,,,,,,,,,
28895763,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzgzL2JmL2ZmLzA0NmMtNGRkZS1hYTc1LTQ5NWZhZTI0OGM1ZQ.xhtml,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzliLzM5L2U5LzQ2ZmYtNDU4My05YzE0LWE3Y2VjMGZkOTA4MQ.pdf,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzRjL2Y2L2QzL2RhMTctNDEwNC04NzRjLTExZjQ2NGZlODBhMw.xml,true,Danmark,DK,1780 KÃ¸benhavn V,Vesterbrogade 9,KÃ¸benhavn K,1103.0,"8, 4",Hovedvagtsgade,2800 Kgs. Lyngby,JÃ¦gersborgvej 58,,Regnskabsklasse B,2017-06-15,2017-06-15,,,28895763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse SÃ¸rensen,Lasse SÃ¸rensen,Jyske Bank A/S,LAPIN INVEST ApS,Lasse SÃ¸rensen,,,KÃ¸benhavn,2015-01-01,2015-12-31,0.0,,,,2016-12-31,2016-01-01,false,false,Revision fravÃ¦lges ligeledes for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:24264415,indberetninger-20180424,2.5949402000000004,28895763.0,,2018-03-29T16:14:58.605Z,2017-06-21T08:10:49.713Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-32-TW,2017-06-21T08:10:49.983Z,,,,,,,,,,,,,,,,,,
28895763,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzgzL2JmL2ZmLzA0NmMtNGRkZS1hYTc1LTQ5NWZhZTI0OGM1ZQ.xhtml,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzliLzM5L2U5LzQ2ZmYtNDU4My05YzE0LWE3Y2VjMGZkOTA4MQ.pdf,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzRjL2Y2L2QzL2RhMTctNDEwNC04NzRjLTExZjQ2NGZlODBhMw.xml,true,Danmark,DK,1780 KÃ¸benhavn V,Vesterbrogade 9,KÃ¸benhavn K,1103.0,"8, 4",Hovedvagtsgade,2800 Kgs. Lyngby,JÃ¦gersborgvej 58,,Regnskabsklasse B,2017-06-15,2017-06-15,,,28895763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse SÃ¸rensen,Lasse SÃ¸rensen,Jyske Bank A/S,LAPIN INVEST ApS,Lasse SÃ¸rensen,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,,2016-12-31,2016-01-01,false,false,Revision fravÃ¦lges ligeledes for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:24264415,indberetninger-20180424,2.5949402000000004,28895763.0,,2018-03-29T16:14:58.605Z,2017-06-21T08:10:49.713Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-32-TW,2017-06-21T08:10:49.983Z,20104.0,20104.0,125000.0,20104.0,77063.0,-5375333.0,20104.0,5395437.0,546763.0,469700.0,1257677.0,-5500333.0,2061679.0,4848674.0,400000.0,1129116.0,202.0,
28895763,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzgzL2JmL2ZmLzA0NmMtNGRkZS1hYTc1LTQ5NWZhZTI0OGM1ZQ.xhtml,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzliLzM5L2U5LzQ2ZmYtNDU4My05YzE0LWE3Y2VjMGZkOTA4MQ.pdf,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzRjL2Y2L2QzL2RhMTctNDEwNC04NzRjLTExZjQ2NGZlODBhMw.xml,true,Danmark,DK,1780 KÃ¸benhavn V,Vesterbrogade 9,KÃ¸benhavn K,1103.0,"8, 4",Hovedvagtsgade,2800 Kgs. Lyngby,JÃ¦gersborgvej 58,,Regnskabsklasse B,2017-06-15,2017-06-15,,,28895763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse SÃ¸rensen,Lasse SÃ¸rensen,Jyske Bank A/S,LAPIN INVEST ApS,Lasse SÃ¸rensen,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,,2016-12-31,2016-01-01,false,false,Revision fravÃ¦lges ligeledes for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:24264415,indberetninger-20180424,2.5949402000000004,28895763.0,,2018-03-29T16:14:58.605Z,2017-06-21T08:10:49.713Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-32-TW,2017-06-21T08:10:49.983Z,,,,,,-5500333.0,,,,,,,,,,,,
28895763,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzgzL2JmL2ZmLzA0NmMtNGRkZS1hYTc1LTQ5NWZhZTI0OGM1ZQ.xhtml,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzliLzM5L2U5LzQ2ZmYtNDU4My05YzE0LWE3Y2VjMGZkOTA4MQ.pdf,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzRjL2Y2L2QzL2RhMTctNDEwNC04NzRjLTExZjQ2NGZlODBhMw.xml,true,Danmark,DK,1780 KÃ¸benhavn V,Vesterbrogade 9,KÃ¸benhavn K,1103.0,"8, 4",Hovedvagtsgade,2800 Kgs. Lyngby,JÃ¦gersborgvej 58,,Regnskabsklasse B,2017-06-15,2017-06-15,,,28895763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse SÃ¸rensen,Lasse SÃ¸rensen,Jyske Bank A/S,LAPIN INVEST ApS,Lasse SÃ¸rensen,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,,2016-12-31,2016-01-01,false,false,Revision fravÃ¦lges ligeledes for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:24264415,indberetninger-20180424,2.5949402000000004,28895763.0,,2018-03-29T16:14:58.605Z,2017-06-21T08:10:49.713Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-32-TW,2017-06-21T08:10:49.983Z,,,,,,-5375333.0,,,,,,,,,,,,
28895763,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzgzL2JmL2ZmLzA0NmMtNGRkZS1hYTc1LTQ5NWZhZTI0OGM1ZQ.xhtml,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzliLzM5L2U5LzQ2ZmYtNDU4My05YzE0LWE3Y2VjMGZkOTA4MQ.pdf,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzRjL2Y2L2QzL2RhMTctNDEwNC04NzRjLTExZjQ2NGZlODBhMw.xml,true,Danmark,DK,1780 KÃ¸benhavn V,Vesterbrogade 9,KÃ¸benhavn K,1103.0,"8, 4",Hovedvagtsgade,2800 Kgs. Lyngby,JÃ¦gersborgvej 58,,Regnskabsklasse B,2017-06-15,2017-06-15,,,28895763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse SÃ¸rensen,Lasse SÃ¸rensen,Jyske Bank A/S,LAPIN INVEST ApS,Lasse SÃ¸rensen,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,,2016-12-31,2016-01-01,false,false,Revision fravÃ¦lges ligeledes for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:24264415,indberetninger-20180424,2.5949402000000004,28895763.0,,2018-03-29T16:14:58.605Z,2017-06-21T08:10:49.713Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-32-TW,2017-06-21T08:10:49.983Z,,,,,,125000.0,,,,,,,,,,,,
28895763,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzgzL2JmL2ZmLzA0NmMtNGRkZS1hYTc1LTQ5NWZhZTI0OGM1ZQ.xhtml,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzliLzM5L2U5LzQ2ZmYtNDU4My05YzE0LWE3Y2VjMGZkOTA4MQ.pdf,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzRjL2Y2L2QzL2RhMTctNDEwNC04NzRjLTExZjQ2NGZlODBhMw.xml,true,Danmark,DK,1780 KÃ¸benhavn V,Vesterbrogade 9,KÃ¸benhavn K,1103.0,"8, 4",Hovedvagtsgade,2800 Kgs. Lyngby,JÃ¦gersborgvej 58,20000.0,Regnskabsklasse B,2017-06-15,2017-06-15,0.0,-20000.0,28895763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse SÃ¸rensen,Lasse SÃ¸rensen,Jyske Bank A/S,LAPIN INVEST ApS,Lasse SÃ¸rensen,0.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,-20000.0,-20000.0,-20000.0,0.0,2016-12-31,2016-01-01,false,false,Revision fravÃ¦lges ligeledes for det kommende regnskabsÃ¥r,0.0,false,false,Ingen bistand,urn:ofk:oid:24264415,indberetninger-20180424,2.5949402000000004,28895763.0,,2018-03-29T16:14:58.605Z,2017-06-21T08:10:49.713Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-32-TW,2017-06-21T08:10:49.983Z,,,,,,,,,,,,,,,,,,
28895763,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzgzL2JmL2ZmLzA0NmMtNGRkZS1hYTc1LTQ5NWZhZTI0OGM1ZQ.xhtml,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzliLzM5L2U5LzQ2ZmYtNDU4My05YzE0LWE3Y2VjMGZkOTA4MQ.pdf,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzRjL2Y2L2QzL2RhMTctNDEwNC04NzRjLTExZjQ2NGZlODBhMw.xml,true,Danmark,DK,1780 KÃ¸benhavn V,Vesterbrogade 9,KÃ¸benhavn K,1103.0,"8, 4",Hovedvagtsgade,2800 Kgs. Lyngby,JÃ¦gersborgvej 58,,Regnskabsklasse B,2017-06-15,2017-06-15,,,28895763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse SÃ¸rensen,Lasse SÃ¸rensen,Jyske Bank A/S,LAPIN INVEST ApS,Lasse SÃ¸rensen,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,,2016-12-31,2016-01-01,false,false,Revision fravÃ¦lges ligeledes for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:24264415,indberetninger-20180424,2.5949402000000004,28895763.0,,2018-03-29T16:14:58.605Z,2017-06-21T08:10:49.713Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-32-TW,2017-06-21T08:10:49.983Z,,,,,,,,,,,,,,,,,,
28895763,2016-01-01,2016-12-31,c12,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzgzL2JmL2ZmLzA0NmMtNGRkZS1hYTc1LTQ5NWZhZTI0OGM1ZQ.xhtml,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzliLzM5L2U5LzQ2ZmYtNDU4My05YzE0LWE3Y2VjMGZkOTA4MQ.pdf,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzRjL2Y2L2QzL2RhMTctNDEwNC04NzRjLTExZjQ2NGZlODBhMw.xml,true,Danmark,DK,1780 KÃ¸benhavn V,Vesterbrogade 9,KÃ¸benhavn K,1103.0,"8, 4",Hovedvagtsgade,2800 Kgs. Lyngby,JÃ¦gersborgvej 58,,Regnskabsklasse B,2017-06-15,2017-06-15,,,28895763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse SÃ¸rensen,Lasse SÃ¸rensen,Jyske Bank A/S,LAPIN INVEST ApS,Lasse SÃ¸rensen,,,KÃ¸benhavn,2015-01-01,2015-12-31,-20000.0,,,,2016-12-31,2016-01-01,false,false,Revision fravÃ¦lges ligeledes for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:24264415,indberetninger-20180424,2.5949402000000004,28895763.0,,2018-03-29T16:14:58.605Z,2017-06-21T08:10:49.713Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-32-TW,2017-06-21T08:10:49.983Z,,,,,,,,,,,,,,,,,,
28895763,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzgzL2JmL2ZmLzA0NmMtNGRkZS1hYTc1LTQ5NWZhZTI0OGM1ZQ.xhtml,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzM0LzliLzM5L2U5LzQ2ZmYtNDU4My05YzE0LWE3Y2VjMGZkOTA4MQ.pdf,http://regnskaber.virk.dk/36759882/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzRjL2Y2L2QzL2RhMTctNDEwNC04NzRjLTExZjQ2NGZlODBhMw.xml,true,Danmark,DK,1780 KÃ¸benhavn V,Vesterbrogade 9,KÃ¸benhavn K,1103.0,"8, 4",Hovedvagtsgade,2800 Kgs. Lyngby,JÃ¦gersborgvej 58,,Regnskabsklasse B,2017-06-15,2017-06-15,,,28895763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Lasse SÃ¸rensen,Lasse SÃ¸rensen,Jyske Bank A/S,LAPIN INVEST ApS,Lasse SÃ¸rensen,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,,2016-12-31,2016-01-01,false,false,Revision fravÃ¦lges ligeledes for det kommende regnskabsÃ¥r,,false,false,Ingen bistand,urn:ofk:oid:24264415,indberetninger-20180424,2.5949402000000004,28895763.0,,2018-03-29T16:14:58.605Z,2017-06-21T08:10:49.713Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-32-TW,2017-06-21T08:10:49.983Z,,,,,,,,,,,,,,,,,,Lasse SÃ¸rensen
