entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermReceivablesFromAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates
21184381,2016-07-01,2016-07-01,c251,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzgyL2FlL2FmL2E2YTAtNGNlYS04YWIxLTI3Y2FiNjU0YWVkNw.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzllL2Y3L2FjLzUyMWMtNDZjOC04MzZmLTBiZmZmMzBjNjRhYQ.xml,-426603.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-11-15,2018-11-15,1998-01-26,2018-11-26,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,mne27708,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,1500000.0,0.0,415000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2018-06-30,2017-07-01,34.99,2018-11-15,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26457442,indberetninger-20180424,2.5118417999999996,21184381.0,AWeneCBset7j816DxaDv,2018-12-13T12:08:52.236Z,2018-12-13T12:08:45.441Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-19-WT,2018-12-13T12:08:45.621Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
21184381,2016-07-01,2016-07-01,c720,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzgyL2FlL2FmL2E2YTAtNGNlYS04YWIxLTI3Y2FiNjU0YWVkNw.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzllL2Y3L2FjLzUyMWMtNDZjOC04MzZmLTBiZmZmMzBjNjRhYQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-11-15,2018-11-15,1998-01-26,2018-11-26,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,mne27708,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,0.0,415000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2018-06-30,2017-07-01,34.99,2018-11-15,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26457442,indberetninger-20180424,2.5118417999999996,21184381.0,AWeneCBset7j816DxaDv,2018-12-13T12:08:52.236Z,2018-12-13T12:08:45.441Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-19-WT,2018-12-13T12:08:45.621Z,750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21184381,2016-07-01,2016-07-01,c741,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzgyL2FlL2FmL2E2YTAtNGNlYS04YWIxLTI3Y2FiNjU0YWVkNw.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzllL2Y3L2FjLzUyMWMtNDZjOC04MzZmLTBiZmZmMzBjNjRhYQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-11-15,2018-11-15,1998-01-26,2018-11-26,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,mne27708,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,0.0,415000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2018-06-30,2017-07-01,34.99,2018-11-15,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26457442,indberetninger-20180424,2.5118417999999996,21184381.0,AWeneCBset7j816DxaDv,2018-12-13T12:08:52.236Z,2018-12-13T12:08:45.441Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-19-WT,2018-12-13T12:08:45.621Z,-653033.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21184381,2016-07-01,2017-06-30,c123,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzgyL2FlL2FmL2E2YTAtNGNlYS04YWIxLTI3Y2FiNjU0YWVkNw.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzllL2Y3L2FjLzUyMWMtNDZjOC04MzZmLTBiZmZmMzBjNjRhYQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-11-15,2018-11-15,1998-01-26,2018-11-26,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,mne27708,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,0.0,415000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2018-06-30,2017-07-01,34.99,2018-11-15,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26457442,indberetninger-20180424,2.5118417999999996,21184381.0,AWeneCBset7j816DxaDv,2018-12-13T12:08:52.236Z,2018-12-13T12:08:45.441Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-19-WT,2018-12-13T12:08:45.621Z,,-249736.0,,,,,,,,,,,,,,,,,,,,,,,,,
21184381,2016-07-01,2017-06-30,c252,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzgyL2FlL2FmL2E2YTAtNGNlYS04YWIxLTI3Y2FiNjU0YWVkNw.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzllL2Y3L2FjLzUyMWMtNDZjOC04MzZmLTBiZmZmMzBjNjRhYQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-11-15,2018-11-15,1998-01-26,2018-11-26,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,mne27708,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,0.0,415000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2018-06-30,2017-07-01,34.99,2018-11-15,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26457442,indberetninger-20180424,2.5118417999999996,21184381.0,AWeneCBset7j816DxaDv,2018-12-13T12:08:52.236Z,2018-12-13T12:08:45.441Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-19-WT,2018-12-13T12:08:45.621Z,,,-211004.0,,,,,,,,,,,,,,,,,,,,,,,,
21184381,2016-07-01,2017-06-30,c3,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzgyL2FlL2FmL2E2YTAtNGNlYS04YWIxLTI3Y2FiNjU0YWVkNw.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzllL2Y3L2FjLzUyMWMtNDZjOC04MzZmLTBiZmZmMzBjNjRhYQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-11-15,2018-11-15,1998-01-26,2018-11-26,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,mne27708,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,0.0,415000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2018-06-30,2017-07-01,34.99,2018-11-15,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26457442,indberetninger-20180424,2.5118417999999996,21184381.0,AWeneCBset7j816DxaDv,2018-12-13T12:08:52.236Z,2018-12-13T12:08:45.441Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-19-WT,2018-12-13T12:08:45.621Z,,-249736.0,,-3589.0,-211004.0,60143.0,25000.0,-249736.0,-3589.0,,,,,,,,,,,,,,,,,,
21184381,2016-07-01,2017-06-30,c742,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzgyL2FlL2FmL2E2YTAtNGNlYS04YWIxLTI3Y2FiNjU0YWVkNw.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzllL2Y3L2FjLzUyMWMtNDZjOC04MzZmLTBiZmZmMzBjNjRhYQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-11-15,2018-11-15,1998-01-26,2018-11-26,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,mne27708,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,0.0,415000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2018-06-30,2017-07-01,34.99,2018-11-15,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26457442,indberetninger-20180424,2.5118417999999996,21184381.0,AWeneCBset7j816DxaDv,2018-12-13T12:08:52.236Z,2018-12-13T12:08:45.441Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-19-WT,2018-12-13T12:08:45.621Z,,-249736.0,,,,,,,,,,,,,,,,,,,,,,,,,
21184381,2017-06-30,2017-06-30,c253,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzgyL2FlL2FmL2E2YTAtNGNlYS04YWIxLTI3Y2FiNjU0YWVkNw.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzllL2Y3L2FjLzUyMWMtNDZjOC04MzZmLTBiZmZmMzBjNjRhYQ.xml,-637607.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-11-15,2018-11-15,1998-01-26,2018-11-26,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,mne27708,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,1500000.0,0.0,415000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2018-06-30,2017-07-01,34.99,2018-11-15,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26457442,indberetninger-20180424,2.5118417999999996,21184381.0,AWeneCBset7j816DxaDv,2018-12-13T12:08:52.236Z,2018-12-13T12:08:45.441Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-19-WT,2018-12-13T12:08:45.621Z,,,,,,,,,,862393.0,,,,,,,,,,,,,,,,,
21184381,2017-06-30,2017-06-30,c4,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzgyL2FlL2FmL2E2YTAtNGNlYS04YWIxLTI3Y2FiNjU0YWVkNw.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzllL2Y3L2FjLzUyMWMtNDZjOC04MzZmLTBiZmZmMzBjNjRhYQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-11-15,2018-11-15,1998-01-26,2018-11-26,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,mne27708,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,0.0,415000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2018-06-30,2017-07-01,34.99,2018-11-15,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26457442,indberetninger-20180424,2.5118417999999996,21184381.0,AWeneCBset7j816DxaDv,2018-12-13T12:08:52.236Z,2018-12-13T12:08:45.441Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-19-WT,2018-12-13T12:08:45.621Z,-152769.0,,,,,,,,,1112393.0,1299893.0,750000.0,187500.0,1299893.0,1452662.0,435000.0,862393.0,435000.0,250000.0,1112393.0,921045.0,-902769.0,96617.0,1017662.0,0.0,187500.0,187500.0
21184381,2017-06-30,2017-06-30,c722,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzgyL2FlL2FmL2E2YTAtNGNlYS04YWIxLTI3Y2FiNjU0YWVkNw.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzllL2Y3L2FjLzUyMWMtNDZjOC04MzZmLTBiZmZmMzBjNjRhYQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017/18 for opfyldt.,2018-11-15,2018-11-15,1998-01-26,2018-11-26,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,mne27708,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,0.0,415000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2018-06-30,2017-07-01,34.99,2018-11-15,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26457442,indberetninger-20180424,2.5118417999999996,21184381.0,AWeneCBset7j816DxaDv,2018-12-13T12:08:52.236Z,2018-12-13T12:08:45.441Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EM-19-WT,2018-12-13T12:08:45.621Z,750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
