entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermReceivablesFromAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates
21184381,2014-07-01,2014-07-01,c251,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ5LzMyL2QwLzU1YmUtNDE0My05MmM3LTY4MDEzNDYxNGY0YQ.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2IyLzJiLzIyLzRjOTktNDNkNy04ODg3LTE0MjUzYjcyNmNhOQ.xml,-1025782.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-11-09,2016-11-09,1998-01-26,2016-11-18,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,1500000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2016-06-30,2015-07-01,34.99,2016-11-09,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23202706,indberetninger-20180424,2.5097342,21184381.0,,2018-03-29T00:20:28.635Z,2016-11-28T11:27:44.364Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-66-EY,2016-11-28T11:27:44.501Z,,,,,,,,,,,,,,,,,,,,,,,,,,
21184381,2014-07-01,2014-07-01,c720,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ5LzMyL2QwLzU1YmUtNDE0My05MmM3LTY4MDEzNDYxNGY0YQ.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2IyLzJiLzIyLzRjOTktNDNkNy04ODg3LTE0MjUzYjcyNmNhOQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-11-09,2016-11-09,1998-01-26,2016-11-18,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2016-06-30,2015-07-01,34.99,2016-11-09,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23202706,indberetninger-20180424,2.5097342,21184381.0,,2018-03-29T00:20:28.635Z,2016-11-28T11:27:44.364Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-66-EY,2016-11-28T11:27:44.501Z,750000.0,,,,,,,,,,,,,,,,,,,,,,,,,
21184381,2014-07-01,2014-07-01,c741,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ5LzMyL2QwLzU1YmUtNDE0My05MmM3LTY4MDEzNDYxNGY0YQ.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2IyLzJiLzIyLzRjOTktNDNkNy04ODg3LTE0MjUzYjcyNmNhOQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-11-09,2016-11-09,1998-01-26,2016-11-18,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2016-06-30,2015-07-01,34.99,2016-11-09,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23202706,indberetninger-20180424,2.5097342,21184381.0,,2018-03-29T00:20:28.635Z,2016-11-28T11:27:44.364Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-66-EY,2016-11-28T11:27:44.501Z,-1181736.0,,,,,,,,,,,,,,,,,,,,,,,,,
21184381,2014-07-01,2015-06-30,c123,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ5LzMyL2QwLzU1YmUtNDE0My05MmM3LTY4MDEzNDYxNGY0YQ.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2IyLzJiLzIyLzRjOTktNDNkNy04ODg3LTE0MjUzYjcyNmNhOQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-11-09,2016-11-09,1998-01-26,2016-11-18,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2016-06-30,2015-07-01,34.99,2016-11-09,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23202706,indberetninger-20180424,2.5097342,21184381.0,,2018-03-29T00:20:28.635Z,2016-11-28T11:27:44.364Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-66-EY,2016-11-28T11:27:44.501Z,,597382.0,,,,,,,,,,,,,,,,,,,,,,,,
21184381,2014-07-01,2015-06-30,c252,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ5LzMyL2QwLzU1YmUtNDE0My05MmM3LTY4MDEzNDYxNGY0YQ.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2IyLzJiLzIyLzRjOTktNDNkNy04ODg3LTE0MjUzYjcyNmNhOQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-11-09,2016-11-09,1998-01-26,2016-11-18,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2016-06-30,2015-07-01,34.99,2016-11-09,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23202706,indberetninger-20180424,2.5097342,21184381.0,,2018-03-29T00:20:28.635Z,2016-11-28T11:27:44.364Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-66-EY,2016-11-28T11:27:44.501Z,,,630872.0,,,,,,,,,,,,,,,,,,,,,,,
21184381,2014-07-01,2015-06-30,c3,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ5LzMyL2QwLzU1YmUtNDE0My05MmM3LTY4MDEzNDYxNGY0YQ.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2IyLzJiLzIyLzRjOTktNDNkNy04ODg3LTE0MjUzYjcyNmNhOQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-11-09,2016-11-09,1998-01-26,2016-11-18,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2016-06-30,2015-07-01,34.99,2016-11-09,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23202706,indberetninger-20180424,2.5097342,21184381.0,,2018-03-29T00:20:28.635Z,2016-11-28T11:27:44.364Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-66-EY,2016-11-28T11:27:44.501Z,,597382.0,,-3330.0,630872.0,55160.0,25000.0,597382.0,-3330.0,,,,,,,,,,,,,,,,,
21184381,2014-07-01,2015-06-30,c742,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ5LzMyL2QwLzU1YmUtNDE0My05MmM3LTY4MDEzNDYxNGY0YQ.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2IyLzJiLzIyLzRjOTktNDNkNy04ODg3LTE0MjUzYjcyNmNhOQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-11-09,2016-11-09,1998-01-26,2016-11-18,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2016-06-30,2015-07-01,34.99,2016-11-09,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23202706,indberetninger-20180424,2.5097342,21184381.0,,2018-03-29T00:20:28.635Z,2016-11-28T11:27:44.364Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-66-EY,2016-11-28T11:27:44.501Z,,597382.0,,,,,,,,,,,,,,,,,,,,,,,,
21184381,2015-06-30,2015-06-30,c253,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ5LzMyL2QwLzU1YmUtNDE0My05MmM3LTY4MDEzNDYxNGY0YQ.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2IyLzJiLzIyLzRjOTktNDNkNy04ODg3LTE0MjUzYjcyNmNhOQ.xml,-394910.0,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-11-09,2016-11-09,1998-01-26,2016-11-18,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,1500000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2016-06-30,2015-07-01,34.99,2016-11-09,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23202706,indberetninger-20180424,2.5097342,21184381.0,,2018-03-29T00:20:28.635Z,2016-11-28T11:27:44.364Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-66-EY,2016-11-28T11:27:44.501Z,,,,,,,,,,1105090.0,,,,,,,,,,,,,,,,
21184381,2015-06-30,2015-06-30,c4,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ5LzMyL2QwLzU1YmUtNDE0My05MmM3LTY4MDEzNDYxNGY0YQ.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2IyLzJiLzIyLzRjOTktNDNkNy04ODg3LTE0MjUzYjcyNmNhOQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-11-09,2016-11-09,1998-01-26,2016-11-18,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2016-06-30,2015-07-01,34.99,2016-11-09,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23202706,indberetninger-20180424,2.5097342,21184381.0,,2018-03-29T00:20:28.635Z,2016-11-28T11:27:44.364Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-66-EY,2016-11-28T11:27:44.501Z,165646.0,,,,,,,,,1355090.0,1492590.0,750000.0,137500.0,1492590.0,1326944.0,550000.0,1105090.0,550000.0,250000.0,1355090.0,686910.0,-584354.0,90034.0,776944.0,137500.0,137500.0
21184381,2015-06-30,2015-06-30,c722,,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzQ5LzMyL2QwLzU1YmUtNDE0My05MmM3LTY4MDEzNDYxNGY0YQ.pdf,http://regnskaber.virk.dk/18348112/ZG9rdW1lbnRsYWdlcjovLzAzL2FmL2IyLzJiLzIyLzRjOTktNDNkNy04ODg3LTE0MjUzYjcyNmNhOQ.xml,,Danmark,Viborg,8800.0,1.0,Agerlandsvej,Viborg,8800.0,14.0,SÃ¸vÃ¦nget,"8800, Viborg","Agerlandsvej, 1",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015/16 for opfyldt.,2016-11-09,2016-11-09,1998-01-26,2016-11-18,statsautoriseret revisor,uw@uw.dk,32093272.0,21184381.0,32093272.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for A. M. SÃ¸rensen Fragt ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Lundsgaard,Peter M. SÃ¸rensen,Peter M. SÃ¸rensen,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",A. M. SÃ¸rensen Fragt ApS,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Viborg,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Viborg,Selskabet af 18. januar 2011 ApS,Viborg,2016-06-30,2015-07-01,34.99,2016-11-09,Viborg,86629222.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23202706,indberetninger-20180424,2.5097342,21184381.0,,2018-03-29T00:20:28.635Z,2016-11-28T11:27:44.364Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-66-EY,2016-11-28T11:27:44.501Z,750000.0,,,,,,,,,,,,,,,,,,,,,,,,,
