entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard
29624305,2017-07-01,2018-06-30,ID_10,,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzBkL2JhLzVkLzQxNTMtNGZkMy05YWNlLTY5NWI5MjUyODIzNg.pdf,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2MxL2E0L2NkLzZjZmQtNDY1NC05MGFjLTkyOTg3NzFjMjliMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Italian Wine Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-07,2019-10-07,2019-10-14,3400.0,112659.0,522257.0,39463113.0,29624305.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Italian Wine Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Dzelal Kadriev,KRESTON CM,Italian Wine Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",68950.0,KÃ¸benhavn,2017-07-01,2018-06-30,264313.0,349151.0,406198.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-07,KÃ¸benhavn,84838.0,DirektÃ¸r,Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:27938164,indberetninger-20180424,2.5097342,29624305.0,AW3uHatVIXJRhhXBOxSc,2019-10-21T11:40:38.942Z,2019-10-21T11:39:44.104Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DC-88-TZ,2019-10-21T11:39:44.443Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29624305,2017-07-01,2018-06-30,ID_14,,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzBkL2JhLzVkLzQxNTMtNGZkMy05YWNlLTY5NWI5MjUyODIzNg.pdf,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2MxL2E0L2NkLzZjZmQtNDY1NC05MGFjLTkyOTg3NzFjMjliMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Italian Wine Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-07,2019-10-07,2019-10-14,,,,39463113.0,29624305.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Italian Wine Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Dzelal Kadriev,KRESTON CM,Italian Wine Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,KÃ¸benhavn,2017-07-01,2018-06-30,264313.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-07,KÃ¸benhavn,,DirektÃ¸r,Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:27938164,indberetninger-20180424,2.5097342,29624305.0,AW3uHatVIXJRhhXBOxSc,2019-10-21T11:40:38.942Z,2019-10-21T11:39:44.104Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DC-88-TZ,2019-10-21T11:39:44.443Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29624305,2017-07-01,2018-06-30,ID_9,,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzBkL2JhLzVkLzQxNTMtNGZkMy05YWNlLTY5NWI5MjUyODIzNg.pdf,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2MxL2E0L2NkLzZjZmQtNDY1NC05MGFjLTkyOTg3NzFjMjliMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Italian Wine Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-07,2019-10-07,2019-10-14,,,,39463113.0,29624305.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Italian Wine Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Dzelal Kadriev,KRESTON CM,Italian Wine Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,KÃ¸benhavn,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-07,KÃ¸benhavn,,DirektÃ¸r,Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:27938164,indberetninger-20180424,2.5097342,29624305.0,AW3uHatVIXJRhhXBOxSc,2019-10-21T11:40:38.942Z,2019-10-21T11:39:44.104Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DC-88-TZ,2019-10-21T11:39:44.443Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
29624305,2018-06-30,2018-06-30,ID_7,,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzBkL2JhLzVkLzQxNTMtNGZkMy05YWNlLTY5NWI5MjUyODIzNg.pdf,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2MxL2E0L2NkLzZjZmQtNDY1NC05MGFjLTkyOTg3NzFjMjliMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Italian Wine Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-07,2019-10-07,2019-10-14,,,,39463113.0,29624305.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Italian Wine Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Dzelal Kadriev,KRESTON CM,Italian Wine Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,KÃ¸benhavn,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-07,KÃ¸benhavn,,DirektÃ¸r,Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:27938164,indberetninger-20180424,2.5097342,29624305.0,AW3uHatVIXJRhhXBOxSc,2019-10-21T11:40:38.942Z,2019-10-21T11:39:44.104Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DC-88-TZ,2019-10-21T11:39:44.443Z,,5114660.0,100036.0,125000.0,5082578.0,886.0,20182.0,1315308.0,11900.0,3746036.0,5114660.0,3799352.0,20182.0,32082.0,1395287.0,11900.0,3746036.0,1190308.0,0.0,3799352.0,1236506.0,84427.0,1448527.0,728045.0,,
29624305,2018-07-01,2018-07-01,ID_11,,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzBkL2JhLzVkLzQxNTMtNGZkMy05YWNlLTY5NWI5MjUyODIzNg.pdf,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2MxL2E0L2NkLzZjZmQtNDY1NC05MGFjLTkyOTg3NzFjMjliMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Italian Wine Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-07,2019-10-07,2019-10-14,,,,39463113.0,29624305.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Italian Wine Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Dzelal Kadriev,KRESTON CM,Italian Wine Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,KÃ¸benhavn,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-07,KÃ¸benhavn,,DirektÃ¸r,Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:27938164,indberetninger-20180424,2.5097342,29624305.0,AW3uHatVIXJRhhXBOxSc,2019-10-21T11:40:38.942Z,2019-10-21T11:39:44.104Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DC-88-TZ,2019-10-21T11:39:44.443Z,,,,,,,,-125000.0,,,,,,,,,,,,,,,,,,
29624305,2018-07-01,2018-07-01,ID_12,,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzBkL2JhLzVkLzQxNTMtNGZkMy05YWNlLTY5NWI5MjUyODIzNg.pdf,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2MxL2E0L2NkLzZjZmQtNDY1NC05MGFjLTkyOTg3NzFjMjliMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Italian Wine Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-07,2019-10-07,2019-10-14,,,,39463113.0,29624305.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Italian Wine Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Dzelal Kadriev,KRESTON CM,Italian Wine Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,KÃ¸benhavn,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-07,KÃ¸benhavn,,DirektÃ¸r,Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:27938164,indberetninger-20180424,2.5097342,29624305.0,AW3uHatVIXJRhhXBOxSc,2019-10-21T11:40:38.942Z,2019-10-21T11:39:44.104Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DC-88-TZ,2019-10-21T11:39:44.443Z,,,,,,,,-1190308.0,,,,,,,,,,,,,,,,,,
29624305,2018-07-01,2019-06-30,ID_0,,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzBkL2JhLzVkLzQxNTMtNGZkMy05YWNlLTY5NWI5MjUyODIzNg.pdf,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2MxL2E0L2NkLzZjZmQtNDY1NC05MGFjLTkyOTg3NzFjMjliMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Italian Wine Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-07,2019-10-07,2019-10-14,3400.0,558024.0,979449.0,39463113.0,29624305.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Italian Wine Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Dzelal Kadriev,KRESTON CM,Italian Wine Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",84119.0,KÃ¸benhavn,2017-07-01,2018-06-30,276278.0,359793.0,418025.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-07,KÃ¸benhavn,83515.0,DirektÃ¸r,Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:27938164,indberetninger-20180424,2.5097342,29624305.0,AW3uHatVIXJRhhXBOxSc,2019-10-21T11:40:38.942Z,2019-10-21T11:39:44.104Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DC-88-TZ,2019-10-21T11:39:44.443Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29624305,2018-07-01,2019-06-30,ID_1,,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzBkL2JhLzVkLzQxNTMtNGZkMy05YWNlLTY5NWI5MjUyODIzNg.pdf,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2MxL2E0L2NkLzZjZmQtNDY1NC05MGFjLTkyOTg3NzFjMjliMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Italian Wine Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-07,2019-10-07,2019-10-14,,,,39463113.0,29624305.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Italian Wine Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Dzelal Kadriev,KRESTON CM,Italian Wine Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,KÃ¸benhavn,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-07,KÃ¸benhavn,,DirektÃ¸r,Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:27938164,indberetninger-20180424,2.5097342,29624305.0,AW3uHatVIXJRhhXBOxSc,2019-10-21T11:40:38.942Z,2019-10-21T11:39:44.104Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DC-88-TZ,2019-10-21T11:39:44.443Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29624305,2018-07-01,2019-06-30,ID_13,,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzBkL2JhLzVkLzQxNTMtNGZkMy05YWNlLTY5NWI5MjUyODIzNg.pdf,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2MxL2E0L2NkLzZjZmQtNDY1NC05MGFjLTkyOTg3NzFjMjliMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Italian Wine Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-07,2019-10-07,2019-10-14,,,,39463113.0,29624305.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Italian Wine Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Dzelal Kadriev,KRESTON CM,Italian Wine Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,KÃ¸benhavn,2017-07-01,2018-06-30,276278.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-07,KÃ¸benhavn,,DirektÃ¸r,Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:27938164,indberetninger-20180424,2.5097342,29624305.0,AW3uHatVIXJRhhXBOxSc,2019-10-21T11:40:38.942Z,2019-10-21T11:39:44.104Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DC-88-TZ,2019-10-21T11:39:44.443Z,,,,,,,,,,,,,,,,,,,,,,,,,,
29624305,2018-07-01,2019-06-30,ID_15,,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzBkL2JhLzVkLzQxNTMtNGZkMy05YWNlLTY5NWI5MjUyODIzNg.pdf,http://regnskaber.virk.dk/50342692/ZG9rdW1lbnRsYWdlcjovLzAzL2U1L2MxL2E0L2NkLzZjZmQtNDY1NC05MGFjLTkyOTg3NzFjMjliMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Italian Wine Trading ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-07,2019-10-07,2019-10-14,,,,39463113.0,29624305.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Italian Wine Trading ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Dzelal Kadriev,KRESTON CM,Italian Wine Trading ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",,KÃ¸benhavn,2017-07-01,2018-06-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸benhavn, 101",2019-06-30,2018-07-01,false,2019-10-07,KÃ¸benhavn,,DirektÃ¸r,Bestyrelsesformand,RevisionspÃ¥tegning,urn:ofk:oid:27938164,indberetninger-20180424,2.5097342,29624305.0,AW3uHatVIXJRhhXBOxSc,2019-10-21T11:40:38.942Z,2019-10-21T11:39:44.104Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DC-88-TZ,2019-10-21T11:39:44.443Z,,,,,,,,,,,,,,,,,,,,,,,,,,
