entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,DescriptionOfAuditor,NameAndSurnameOfAuditor
30812247,2013-05-01,2014-04-30,c1,,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzdhL2E4L2ZhLzcyYTktNDcwYy05ZmMxLTIwMDdkOGQyZjJkNw.pdf,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzI2LzRhL2U5LzcyMmQtNGQ4My05NjNiLTNkMWJmM2E3NzFlOA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770  Kastrup,Glamsbjergvej 20 B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Ejendommen Glamsbjergvej 20 B A/S,-54970.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-11834.0,2015-09-30,2007-08-01,2015-09-30,0.0,20222670.0,30812247.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2014 - 30. april 2015 for Ejendommen Glamsbjergvej 20 B A/S.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Ejendommen Glamsbjergvej 20 B A/S for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,485605.0,25146.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Hansen,Jens Hansen,Ejendommen Glamsbjergvej 20 B A/S,BDO Statsautoriseret revisionsaktieselskab,-39375.0,13087.0,KÃ¸benhavn,27257.0,94061.0,120349.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,-66804.0,Formand,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:21480404,indberetninger-20180424,2.5097342,30812247.0,,2018-03-30T07:33:01.084Z,2015-10-01T14:04:43.028Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-14-GW,2015-10-01T14:04:43.160Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30812247,2013-05-01,2014-04-30,c30,,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzdhL2E4L2ZhLzcyYTktNDcwYy05ZmMxLTIwMDdkOGQyZjJkNw.pdf,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzI2LzRhL2U5LzcyMmQtNGQ4My05NjNiLTNkMWJmM2E3NzFlOA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770  Kastrup,Glamsbjergvej 20 B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Ejendommen Glamsbjergvej 20 B A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-09-30,2007-08-01,2015-09-30,0.0,20222670.0,30812247.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2014 - 30. april 2015 for Ejendommen Glamsbjergvej 20 B A/S.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Ejendommen Glamsbjergvej 20 B A/S for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,485605.0,25146.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Hansen,Jens Hansen,Ejendommen Glamsbjergvej 20 B A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,27257.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,,Formand,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:21480404,indberetninger-20180424,2.5097342,30812247.0,,2018-03-30T07:33:01.084Z,2015-10-01T14:04:43.028Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-14-GW,2015-10-01T14:04:43.160Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30812247,2014-04-30,2014-04-30,c4,,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzdhL2E4L2ZhLzcyYTktNDcwYy05ZmMxLTIwMDdkOGQyZjJkNw.pdf,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzI2LzRhL2U5LzcyMmQtNGQ4My05NjNiLTNkMWJmM2E3NzFlOA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770  Kastrup,Glamsbjergvej 20 B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Ejendommen Glamsbjergvej 20 B A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-09-30,2007-08-01,2015-09-30,0.0,20222670.0,30812247.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2014 - 30. april 2015 for Ejendommen Glamsbjergvej 20 B A/S.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Ejendommen Glamsbjergvej 20 B A/S for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,485605.0,25146.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Hansen,Jens Hansen,Ejendommen Glamsbjergvej 20 B A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,,Formand,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:21480404,indberetninger-20180424,2.5097342,30812247.0,,2018-03-30T07:33:01.084Z,2015-10-01T14:04:43.028Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-14-GW,2015-10-01T14:04:43.160Z,1767302.0,47042.0,500000.0,331304.0,939045.0,1435998.0,1767302.0,733211.0,568324.0,568324.0,1435998.0,107250.0,1435998.0,95046.0,95046.0,439045.0,164887.0,45803.0,284262.0,284262.0,11834.0,,,,,,
30812247,2014-05-01,2014-05-01,c137,,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzdhL2E4L2ZhLzcyYTktNDcwYy05ZmMxLTIwMDdkOGQyZjJkNw.pdf,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzI2LzRhL2U5LzcyMmQtNGQ4My05NjNiLTNkMWJmM2E3NzFlOA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770  Kastrup,Glamsbjergvej 20 B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Ejendommen Glamsbjergvej 20 B A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-09-30,2007-08-01,2015-09-30,0.0,20222670.0,30812247.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2014 - 30. april 2015 for Ejendommen Glamsbjergvej 20 B A/S.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Ejendommen Glamsbjergvej 20 B A/S for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,485605.0,25146.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Hansen,Jens Hansen,Ejendommen Glamsbjergvej 20 B A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,,Formand,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:21480404,indberetninger-20180424,2.5097342,30812247.0,,2018-03-30T07:33:01.084Z,2015-10-01T14:04:43.028Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-14-GW,2015-10-01T14:04:43.160Z,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,
30812247,2014-05-01,2014-05-01,c158,,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzdhL2E4L2ZhLzcyYTktNDcwYy05ZmMxLTIwMDdkOGQyZjJkNw.pdf,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzI2LzRhL2U5LzcyMmQtNGQ4My05NjNiLTNkMWJmM2E3NzFlOA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770  Kastrup,Glamsbjergvej 20 B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Ejendommen Glamsbjergvej 20 B A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-09-30,2007-08-01,2015-09-30,0.0,20222670.0,30812247.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2014 - 30. april 2015 for Ejendommen Glamsbjergvej 20 B A/S.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Ejendommen Glamsbjergvej 20 B A/S for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,485605.0,25146.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Hansen,Jens Hansen,Ejendommen Glamsbjergvej 20 B A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,,Formand,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:21480404,indberetninger-20180424,2.5097342,30812247.0,,2018-03-30T07:33:01.084Z,2015-10-01T14:04:43.028Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-14-GW,2015-10-01T14:04:43.160Z,,,,,439045.0,,,,,,,,,,,,,,,,,,,,,,
30812247,2014-05-01,2014-05-01,c167,,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzdhL2E4L2ZhLzcyYTktNDcwYy05ZmMxLTIwMDdkOGQyZjJkNw.pdf,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzI2LzRhL2U5LzcyMmQtNGQ4My05NjNiLTNkMWJmM2E3NzFlOA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770  Kastrup,Glamsbjergvej 20 B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Ejendommen Glamsbjergvej 20 B A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-09-30,2007-08-01,2015-09-30,0.0,20222670.0,30812247.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2014 - 30. april 2015 for Ejendommen Glamsbjergvej 20 B A/S.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Ejendommen Glamsbjergvej 20 B A/S for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,485605.0,25146.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Hansen,Jens Hansen,Ejendommen Glamsbjergvej 20 B A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,,Formand,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:21480404,indberetninger-20180424,2.5097342,30812247.0,,2018-03-30T07:33:01.084Z,2015-10-01T14:04:43.028Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-14-GW,2015-10-01T14:04:43.160Z,,,,,,,,,614127.0,,,,,,,,,,,,,,,,,,
30812247,2014-05-01,2014-05-01,c76,,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzdhL2E4L2ZhLzcyYTktNDcwYy05ZmMxLTIwMDdkOGQyZjJkNw.pdf,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzI2LzRhL2U5LzcyMmQtNGQ4My05NjNiLTNkMWJmM2E3NzFlOA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770  Kastrup,Glamsbjergvej 20 B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Ejendommen Glamsbjergvej 20 B A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-09-30,2007-08-01,2015-09-30,0.0,20222670.0,30812247.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2014 - 30. april 2015 for Ejendommen Glamsbjergvej 20 B A/S.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Ejendommen Glamsbjergvej 20 B A/S for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,485605.0,25146.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Hansen,Jens Hansen,Ejendommen Glamsbjergvej 20 B A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,,Formand,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:21480404,indberetninger-20180424,2.5097342,30812247.0,,2018-03-30T07:33:01.084Z,2015-10-01T14:04:43.028Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-14-GW,2015-10-01T14:04:43.160Z,,,,,,,,,,,,,,,,,,,,,,180000.0,1615998.0,,,,
30812247,2014-05-01,2015-04-30,c0,,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzdhL2E4L2ZhLzcyYTktNDcwYy05ZmMxLTIwMDdkOGQyZjJkNw.pdf,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzI2LzRhL2U5LzcyMmQtNGQ4My05NjNiLTNkMWJmM2E3NzFlOA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770  Kastrup,Glamsbjergvej 20 B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Ejendommen Glamsbjergvej 20 B A/S,13020.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-12338.0,2015-09-30,2007-08-01,2015-09-30,0.0,20222670.0,30812247.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2014 - 30. april 2015 for Ejendommen Glamsbjergvej 20 B A/S.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Ejendommen Glamsbjergvej 20 B A/S for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,485605.0,25146.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Hansen,Jens Hansen,Ejendommen Glamsbjergvej 20 B A/S,BDO Statsautoriseret revisionsaktieselskab,-50684.0,4475.0,KÃ¸benhavn,-12909.0,-13591.0,32618.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,682.0,Formand,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:21480404,indberetninger-20180424,2.5097342,30812247.0,,2018-03-30T07:33:01.084Z,2015-10-01T14:04:43.028Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-14-GW,2015-10-01T14:04:43.160Z,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,,
30812247,2014-05-01,2015-04-30,c159,,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzdhL2E4L2ZhLzcyYTktNDcwYy05ZmMxLTIwMDdkOGQyZjJkNw.pdf,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzI2LzRhL2U5LzcyMmQtNGQ4My05NjNiLTNkMWJmM2E3NzFlOA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770  Kastrup,Glamsbjergvej 20 B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Ejendommen Glamsbjergvej 20 B A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-09-30,2007-08-01,2015-09-30,0.0,20222670.0,30812247.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2014 - 30. april 2015 for Ejendommen Glamsbjergvej 20 B A/S.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Ejendommen Glamsbjergvej 20 B A/S for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,485605.0,25146.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Hansen,Jens Hansen,Ejendommen Glamsbjergvej 20 B A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,-12909.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,,Formand,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:21480404,indberetninger-20180424,2.5097342,30812247.0,,2018-03-30T07:33:01.084Z,2015-10-01T14:04:43.028Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-14-GW,2015-10-01T14:04:43.160Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
30812247,2014-05-01,2015-04-30,c199,,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzYxLzdhL2E4L2ZhLzcyYTktNDcwYy05ZmMxLTIwMDdkOGQyZjJkNw.pdf,http://regnskaber.virk.dk/74221803/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzI2LzRhL2U5LzcyMmQtNGQ4My05NjNiLTNkMWJmM2E3NzFlOA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2770  Kastrup,Glamsbjergvej 20 B,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Ejendommen Glamsbjergvej 20 B A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-09-30,2007-08-01,2015-09-30,0.0,20222670.0,30812247.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. maj 2014 - 30. april 2015 for Ejendommen Glamsbjergvej 20 B A/S.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for Ejendommen Glamsbjergvej 20 B A/S for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,485605.0,25146.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Hansen,Jens Hansen,Ejendommen Glamsbjergvej 20 B A/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2015-04-30,2014-05-01,2015-09-30,KÃ¸benhavn,,Formand,Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:21480404,indberetninger-20180424,2.5097342,30812247.0,,2018-03-30T07:33:01.084Z,2015-10-01T14:04:43.028Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-14-GW,2015-10-01T14:04:43.160Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
