entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermPrepaymentsReceivedFromCustomers,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
31873819,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2UyLzI1LzE5L2JkMDgtNDczYS05OTE2LTUzYjQ1MmMzNmIzYw.pdf,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M0Lzg1LzQ1Lzk5NzktNDUxYy05NjA1LTdmODM5NzdlYmRlNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,1799 KÃ¸benhavn V,Bryggernes Plads 17 3.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Media Movers ApS,-9780.0,11.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",9702.0,2019-02-26,2008-12-02,2019-03-28,39865.0,Statsautoriseret revisor,jesper@mediamovers.dk,6106609.0,6129191.0,20222670.0,31873819.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Media Movers ApS.,Ãrsrapport,0.0,23254.0,514480.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Jesper Laursen,Jesper Laursen,Media Movers ApS,BDO Statsautoriseret revisionsaktieselskab,40242.0,4995.0,23254.0,4995.0,KÃ¸benhavn,518360.0,2017-01-01,2017-12-31,1054.0,976.0,-17283.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-26,Aarhus,58581.0,-78.0,+45 61 67 72 00,5489426.0,urn:ofk:oid:26957500,indberetninger-20180424,2.5124327999999996,31873819.0,AWn-F4Y3RYGX6_YTGs4Y,2019-04-08T17:56:28.041Z,2019-04-08T17:55:47.927Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-70-QV,2019-04-08T17:55:48.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31873819,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2UyLzI1LzE5L2JkMDgtNDczYS05OTE2LTUzYjQ1MmMzNmIzYw.pdf,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M0Lzg1LzQ1Lzk5NzktNDUxYy05NjA1LTdmODM5NzdlYmRlNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,1799 KÃ¸benhavn V,Bryggernes Plads 17 3.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Media Movers ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-26,2008-12-02,2019-03-28,,Statsautoriseret revisor,jesper@mediamovers.dk,,,20222670.0,31873819.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Media Movers ApS.,Ãrsrapport,,,514480.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Jesper Laursen,Jesper Laursen,Media Movers ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,1054.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-26,Aarhus,,,+45 61 67 72 00,,urn:ofk:oid:26957500,indberetninger-20180424,2.5124327999999996,31873819.0,AWn-F4Y3RYGX6_YTGs4Y,2019-04-08T17:56:28.041Z,2019-04-08T17:55:47.927Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-70-QV,2019-04-08T17:55:48.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31873819,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2UyLzI1LzE5L2JkMDgtNDczYS05OTE2LTUzYjQ1MmMzNmIzYw.pdf,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M0Lzg1LzQ1Lzk5NzktNDUxYy05NjA1LTdmODM5NzdlYmRlNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,1799 KÃ¸benhavn V,Bryggernes Plads 17 3.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Media Movers ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-26,2008-12-02,2019-03-28,,Statsautoriseret revisor,jesper@mediamovers.dk,,,20222670.0,31873819.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Media Movers ApS.,Ãrsrapport,,,514480.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Jesper Laursen,Jesper Laursen,Media Movers ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-26,Aarhus,,,+45 61 67 72 00,,urn:ofk:oid:26957500,indberetninger-20180424,2.5124327999999996,31873819.0,AWn-F4Y3RYGX6_YTGs4Y,2019-04-08T17:56:28.041Z,2019-04-08T17:55:47.927Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-70-QV,2019-04-08T17:55:48.095Z,2106958.0,0.0,360000.0,125000.0,9030.0,22057.0,501054.0,13985.0,2106958.0,1605904.0,229460.0,0.0,0.0,243445.0,229460.0,56480.0,13985.0,0.0,0.0,376054.0,115343.0,1605904.0,1863513.0,1249115.0,9702.0,224597.0,166831.0,,
31873819,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2UyLzI1LzE5L2JkMDgtNDczYS05OTE2LTUzYjQ1MmMzNmIzYw.pdf,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M0Lzg1LzQ1Lzk5NzktNDUxYy05NjA1LTdmODM5NzdlYmRlNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,1799 KÃ¸benhavn V,Bryggernes Plads 17 3.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Media Movers ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-26,2008-12-02,2019-03-28,,Statsautoriseret revisor,jesper@mediamovers.dk,,,20222670.0,31873819.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Media Movers ApS.,Ãrsrapport,,,514480.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Jesper Laursen,Jesper Laursen,Media Movers ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-26,Aarhus,,,+45 61 67 72 00,,urn:ofk:oid:26957500,indberetninger-20180424,2.5124327999999996,31873819.0,AWn-F4Y3RYGX6_YTGs4Y,2019-04-08T17:56:28.041Z,2019-04-08T17:55:47.927Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-70-QV,2019-04-08T17:55:48.095Z,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,
31873819,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2UyLzI1LzE5L2JkMDgtNDczYS05OTE2LTUzYjQ1MmMzNmIzYw.pdf,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M0Lzg1LzQ1Lzk5NzktNDUxYy05NjA1LTdmODM5NzdlYmRlNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,1799 KÃ¸benhavn V,Bryggernes Plads 17 3.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Media Movers ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-26,2008-12-02,2019-03-28,,Statsautoriseret revisor,jesper@mediamovers.dk,,,20222670.0,31873819.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Media Movers ApS.,Ãrsrapport,,,514480.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Jesper Laursen,Jesper Laursen,Media Movers ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-26,Aarhus,,,+45 61 67 72 00,,urn:ofk:oid:26957500,indberetninger-20180424,2.5124327999999996,31873819.0,AWn-F4Y3RYGX6_YTGs4Y,2019-04-08T17:56:28.041Z,2019-04-08T17:55:47.927Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-70-QV,2019-04-08T17:55:48.095Z,,,,,,,376054.0,,,,,,,,,,,,,,,,,,,,,,
31873819,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2UyLzI1LzE5L2JkMDgtNDczYS05OTE2LTUzYjQ1MmMzNmIzYw.pdf,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M0Lzg1LzQ1Lzk5NzktNDUxYy05NjA1LTdmODM5NzdlYmRlNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,1799 KÃ¸benhavn V,Bryggernes Plads 17 3.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Media Movers ApS,19040.0,12.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",8085.0,2019-02-26,2008-12-02,2019-03-28,147014.0,Statsautoriseret revisor,jesper@mediamovers.dk,6146923.0,6397140.0,20222670.0,31873819.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Media Movers ApS.,Ãrsrapport,28954.0,51659.0,514480.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Jesper Laursen,Jesper Laursen,Media Movers ApS,BDO Statsautoriseret revisionsaktieselskab,12056.0,34239.0,51659.0,5285.0,KÃ¸benhavn,613125.0,2017-01-01,2017-12-31,93498.0,120623.0,103203.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-26,Aarhus,43950.0,27125.0,+45 61 67 72 00,5477792.0,urn:ofk:oid:26957500,indberetninger-20180424,2.5124327999999996,31873819.0,AWn-F4Y3RYGX6_YTGs4Y,2019-04-08T17:56:28.041Z,2019-04-08T17:55:47.927Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-70-QV,2019-04-08T17:55:48.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang
31873819,2018-01-01,2018-12-31,c194,,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2UyLzI1LzE5L2JkMDgtNDczYS05OTE2LTUzYjQ1MmMzNmIzYw.pdf,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M0Lzg1LzQ1Lzk5NzktNDUxYy05NjA1LTdmODM5NzdlYmRlNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,1799 KÃ¸benhavn V,Bryggernes Plads 17 3.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Media Movers ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-26,2008-12-02,2019-03-28,,Statsautoriseret revisor,jesper@mediamovers.dk,,,20222670.0,31873819.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Media Movers ApS.,Ãrsrapport,,,514480.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Jesper Laursen,Jesper Laursen,Media Movers ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,93498.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-26,Aarhus,,,+45 61 67 72 00,,urn:ofk:oid:26957500,indberetninger-20180424,2.5124327999999996,31873819.0,AWn-F4Y3RYGX6_YTGs4Y,2019-04-08T17:56:28.041Z,2019-04-08T17:55:47.927Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-70-QV,2019-04-08T17:55:48.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31873819,2018-01-01,2018-12-31,c254,,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2UyLzI1LzE5L2JkMDgtNDczYS05OTE2LTUzYjQ1MmMzNmIzYw.pdf,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M0Lzg1LzQ1Lzk5NzktNDUxYy05NjA1LTdmODM5NzdlYmRlNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,1799 KÃ¸benhavn V,Bryggernes Plads 17 3.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Media Movers ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-26,2008-12-02,2019-03-28,,Statsautoriseret revisor,jesper@mediamovers.dk,,,20222670.0,31873819.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Media Movers ApS.,Ãrsrapport,,,514480.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Jesper Laursen,Jesper Laursen,Media Movers ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,93498.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-26,Aarhus,,,+45 61 67 72 00,,urn:ofk:oid:26957500,indberetninger-20180424,2.5124327999999996,31873819.0,AWn-F4Y3RYGX6_YTGs4Y,2019-04-08T17:56:28.041Z,2019-04-08T17:55:47.927Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-70-QV,2019-04-08T17:55:48.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31873819,2018-01-01,2018-12-31,c305,,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2UyLzI1LzE5L2JkMDgtNDczYS05OTE2LTUzYjQ1MmMzNmIzYw.pdf,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M0Lzg1LzQ1Lzk5NzktNDUxYy05NjA1LTdmODM5NzdlYmRlNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,1799 KÃ¸benhavn V,Bryggernes Plads 17 3.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Media Movers ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-26,2008-12-02,2019-03-28,,Statsautoriseret revisor,jesper@mediamovers.dk,,,20222670.0,31873819.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Media Movers ApS.,Ãrsrapport,,,514480.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Jesper Laursen,Jesper Laursen,Media Movers ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-26,Aarhus,,,+45 61 67 72 00,,urn:ofk:oid:26957500,indberetninger-20180424,2.5124327999999996,31873819.0,AWn-F4Y3RYGX6_YTGs4Y,2019-04-08T17:56:28.041Z,2019-04-08T17:55:47.927Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-70-QV,2019-04-08T17:55:48.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
31873819,2018-01-01,2018-12-31,c607,,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2UyLzI1LzE5L2JkMDgtNDczYS05OTE2LTUzYjQ1MmMzNmIzYw.pdf,http://regnskaber.virk.dk/91837813/ZG9rdW1lbnRsYWdlcjovLzAzL2FhL2M0Lzg1LzQ1Lzk5NzktNDUxYy05NjA1LTdmODM5NzdlYmRlNQ.xml,true,Aarhus C,8000.0,29.0,Kystvejen,1799 KÃ¸benhavn V,Bryggernes Plads 17 3.,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejeren i Media Movers ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-02-26,2008-12-02,2019-03-28,,Statsautoriseret revisor,jesper@mediamovers.dk,,,20222670.0,31873819.0,20222670.0,mne35407,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Media Movers ApS.,Ãrsrapport,,,514480.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ulrik Moeslund Olsen,Jesper Laursen,Jesper Laursen,Media Movers ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KÃ¸benhavn,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-02-26,Aarhus,,,+45 61 67 72 00,,urn:ofk:oid:26957500,indberetninger-20180424,2.5124327999999996,31873819.0,AWn-F4Y3RYGX6_YTGs4Y,2019-04-08T17:56:28.041Z,2019-04-08T17:55:47.927Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AW-70-QV,2019-04-08T17:55:48.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
