entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,OtherAdjustmentsRelatedToInvestments,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
21525480,2013-07-01,2013-07-01,c176,,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzJkL2E0L2M0L2FkYzUtNGRiMy05YzY3LWM0ZWJhNGU1NTgyNg.pdf,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YxLzQzLzdkL2E1MTAtNGIwZC1iZjBkLTZlMTA3MGRiOTRlYQ.xml,-2708648.0,Herning,7400.0,4.0,Asylgade,"8800, Viborg","Agerlandsvej, 1",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-13,2015-11-13,1998-12-07,2015-11-20,Andre eksterne omkostninger omfatter omkostninger til administration.,21525480.0,32093272.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for HGT Holding A/S.,Ãrsrapport,2708648.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,HGT Holding A/S,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning Kommune,ApS,G.H.C. Trailerudlejning ApS,Herning,2015-06-30,2014-07-01,100.0,2015-11-13,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21741951,indberetninger-20180424,2.5124327999999996,21525480.0,,2018-03-30T19:12:42.637Z,2015-12-04T07:43:06.283Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-99-VG,2015-12-04T07:43:06.399Z,,,,,,,,,,,,,,,,,,,,,,
21525480,2013-07-01,2013-07-01,c456,,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzJkL2E0L2M0L2FkYzUtNGRiMy05YzY3LWM0ZWJhNGU1NTgyNg.pdf,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YxLzQzLzdkL2E1MTAtNGIwZC1iZjBkLTZlMTA3MGRiOTRlYQ.xml,,Herning,7400.0,4.0,Asylgade,"8800, Viborg","Agerlandsvej, 1",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-13,2015-11-13,1998-12-07,2015-11-20,Andre eksterne omkostninger omfatter omkostninger til administration.,21525480.0,32093272.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for HGT Holding A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,HGT Holding A/S,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning Kommune,ApS,G.H.C. Trailerudlejning ApS,Herning,2015-06-30,2014-07-01,100.0,2015-11-13,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21741951,indberetninger-20180424,2.5124327999999996,21525480.0,,2018-03-30T19:12:42.637Z,2015-12-04T07:43:06.283Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-99-VG,2015-12-04T07:43:06.399Z,2000000.0,,,,,,,,,,,,,,,,,,,,,
21525480,2013-07-01,2013-07-01,c474,,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzJkL2E0L2M0L2FkYzUtNGRiMy05YzY3LWM0ZWJhNGU1NTgyNg.pdf,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YxLzQzLzdkL2E1MTAtNGIwZC1iZjBkLTZlMTA3MGRiOTRlYQ.xml,,Herning,7400.0,4.0,Asylgade,"8800, Viborg","Agerlandsvej, 1",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-13,2015-11-13,1998-12-07,2015-11-20,Andre eksterne omkostninger omfatter omkostninger til administration.,21525480.0,32093272.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for HGT Holding A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,HGT Holding A/S,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning Kommune,ApS,G.H.C. Trailerudlejning ApS,Herning,2015-06-30,2014-07-01,100.0,2015-11-13,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21741951,indberetninger-20180424,2.5124327999999996,21525480.0,,2018-03-30T19:12:42.637Z,2015-12-04T07:43:06.283Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-99-VG,2015-12-04T07:43:06.399Z,-1902828.0,,,,,,,,,,,,,,,,,,,,,
21525480,2013-07-01,2014-06-30,c123,,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzJkL2E0L2M0L2FkYzUtNGRiMy05YzY3LWM0ZWJhNGU1NTgyNg.pdf,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YxLzQzLzdkL2E1MTAtNGIwZC1iZjBkLTZlMTA3MGRiOTRlYQ.xml,,Herning,7400.0,4.0,Asylgade,"8800, Viborg","Agerlandsvej, 1",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-13,2015-11-13,1998-12-07,2015-11-20,Andre eksterne omkostninger omfatter omkostninger til administration.,21525480.0,32093272.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for HGT Holding A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,HGT Holding A/S,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning Kommune,ApS,G.H.C. Trailerudlejning ApS,Herning,2015-06-30,2014-07-01,100.0,2015-11-13,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21741951,indberetninger-20180424,2.5124327999999996,21525480.0,,2018-03-30T19:12:42.637Z,2015-12-04T07:43:06.283Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-99-VG,2015-12-04T07:43:06.399Z,,55647.0,,,,,,,,,,,,,,,,,,,,
21525480,2013-07-01,2014-06-30,c178,,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzJkL2E0L2M0L2FkYzUtNGRiMy05YzY3LWM0ZWJhNGU1NTgyNg.pdf,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YxLzQzLzdkL2E1MTAtNGIwZC1iZjBkLTZlMTA3MGRiOTRlYQ.xml,,Herning,7400.0,4.0,Asylgade,"8800, Viborg","Agerlandsvej, 1",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-13,2015-11-13,1998-12-07,2015-11-20,Andre eksterne omkostninger omfatter omkostninger til administration.,21525480.0,32093272.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for HGT Holding A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,HGT Holding A/S,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning Kommune,ApS,G.H.C. Trailerudlejning ApS,Herning,2015-06-30,2014-07-01,100.0,2015-11-13,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21741951,indberetninger-20180424,2.5124327999999996,21525480.0,,2018-03-30T19:12:42.637Z,2015-12-04T07:43:06.283Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-99-VG,2015-12-04T07:43:06.399Z,,,200000.0,-28622.0,,,,,,,,,,,,,,,,,,
21525480,2013-07-01,2014-06-30,c3,,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzJkL2E0L2M0L2FkYzUtNGRiMy05YzY3LWM0ZWJhNGU1NTgyNg.pdf,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YxLzQzLzdkL2E1MTAtNGIwZC1iZjBkLTZlMTA3MGRiOTRlYQ.xml,,Herning,7400.0,4.0,Asylgade,"8800, Viborg","Agerlandsvej, 1",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-13,2015-11-13,1998-12-07,2015-11-20,Andre eksterne omkostninger omfatter omkostninger til administration.,21525480.0,32093272.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for HGT Holding A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,HGT Holding A/S,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning Kommune,ApS,G.H.C. Trailerudlejning ApS,Herning,2015-06-30,2014-07-01,100.0,2015-11-13,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21741951,indberetninger-20180424,2.5124327999999996,21525480.0,,2018-03-30T19:12:42.637Z,2015-12-04T07:43:06.283Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-99-VG,2015-12-04T07:43:06.399Z,,55647.0,,,133699.0,-78052.0,55647.0,133699.0,,,,,,,,,,,,,,
21525480,2013-07-01,2014-06-30,c385,,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzJkL2E0L2M0L2FkYzUtNGRiMy05YzY3LWM0ZWJhNGU1NTgyNg.pdf,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YxLzQzLzdkL2E1MTAtNGIwZC1iZjBkLTZlMTA3MGRiOTRlYQ.xml,,Herning,7400.0,4.0,Asylgade,"8800, Viborg","Agerlandsvej, 1",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-13,2015-11-13,1998-12-07,2015-11-20,Andre eksterne omkostninger omfatter omkostninger til administration.,21525480.0,32093272.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for HGT Holding A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,HGT Holding A/S,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning Kommune,ApS,G.H.C. Trailerudlejning ApS,Herning,2015-06-30,2014-07-01,100.0,2015-11-13,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21741951,indberetninger-20180424,2.5124327999999996,21525480.0,,2018-03-30T19:12:42.637Z,2015-12-04T07:43:06.283Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-99-VG,2015-12-04T07:43:06.399Z,,0.0,,,,,,,,,,,,,,,,,,,,
21525480,2013-07-01,2014-06-30,c475,,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzJkL2E0L2M0L2FkYzUtNGRiMy05YzY3LWM0ZWJhNGU1NTgyNg.pdf,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YxLzQzLzdkL2E1MTAtNGIwZC1iZjBkLTZlMTA3MGRiOTRlYQ.xml,,Herning,7400.0,4.0,Asylgade,"8800, Viborg","Agerlandsvej, 1",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-13,2015-11-13,1998-12-07,2015-11-20,Andre eksterne omkostninger omfatter omkostninger til administration.,21525480.0,32093272.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for HGT Holding A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,HGT Holding A/S,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning Kommune,ApS,G.H.C. Trailerudlejning ApS,Herning,2015-06-30,2014-07-01,100.0,2015-11-13,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21741951,indberetninger-20180424,2.5124327999999996,21525480.0,,2018-03-30T19:12:42.637Z,2015-12-04T07:43:06.283Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-99-VG,2015-12-04T07:43:06.399Z,,55647.0,,,,,,,,,,,,,,,,,,,,
21525480,2014-06-30,2014-06-30,c180,,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzJkL2E0L2M0L2FkYzUtNGRiMy05YzY3LWM0ZWJhNGU1NTgyNg.pdf,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YxLzQzLzdkL2E1MTAtNGIwZC1iZjBkLTZlMTA3MGRiOTRlYQ.xml,-2537270.0,Herning,7400.0,4.0,Asylgade,"8800, Viborg","Agerlandsvej, 1",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-13,2015-11-13,1998-12-07,2015-11-20,Andre eksterne omkostninger omfatter omkostninger til administration.,21525480.0,32093272.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for HGT Holding A/S.,Ãrsrapport,2708648.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,HGT Holding A/S,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning Kommune,ApS,G.H.C. Trailerudlejning ApS,Herning,2015-06-30,2014-07-01,100.0,2015-11-13,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21741951,indberetninger-20180424,2.5124327999999996,21525480.0,,2018-03-30T19:12:42.637Z,2015-12-04T07:43:06.283Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-99-VG,2015-12-04T07:43:06.399Z,,,,,,,,,171378.0,,,,,,,,,,,,,
21525480,2014-06-30,2014-06-30,c4,,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzJkL2E0L2M0L2FkYzUtNGRiMy05YzY3LWM0ZWJhNGU1NTgyNg.pdf,http://regnskaber.virk.dk/08452512/ZG9rdW1lbnRsYWdlcjovLzAzLzUyL2YxLzQzLzdkL2E1MTAtNGIwZC1iZjBkLTZlMTA3MGRiOTRlYQ.xml,,Herning,7400.0,4.0,Asylgade,"8800, Viborg","Agerlandsvej, 1",aktionÃ¦rerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-11-13,2015-11-13,1998-12-07,2015-11-20,Andre eksterne omkostninger omfatter omkostninger til administration.,21525480.0,32093272.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015 for HGT Holding A/S.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Holm Christensen,Knud Holm Christensen,HGT Holding A/S,"Ullits & Winther, Statsautoriseret Revisionspartnerselskab",Herning,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning Kommune,ApS,G.H.C. Trailerudlejning ApS,Herning,2015-06-30,2014-07-01,100.0,2015-11-13,Viborg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21741951,indberetninger-20180424,2.5124327999999996,21525480.0,,2018-03-30T19:12:42.637Z,2015-12-04T07:43:06.283Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-99-VG,2015-12-04T07:43:06.399Z,152819.0,,,,,,,,171378.0,173307.0,1929.0,2000000.0,1929.0,173307.0,20488.0,171378.0,171378.0,-1847181.0,20488.0,5488.0,15000.0,
