entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,ValueAdjustmentsOfEquity,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherEmployeeExpense,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,NoncurrentDeferredTaxAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityDistrictName,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEmployeeBenefitExpense,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfPrimaryActivitiesOfEntity,DescriptionOfSignificantEventsOccurringAfterEndOfReportingPeriod,ExplanationOfOtherMethodsOfRecognitionAndMeasurementBasisForAssetsInPreviousPeriod,IdentificationOfApprovedAnnualReport,InformationOnAnyPartOfLiabilityFallingDueInMoreThanFiveYears,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,SignatureOfAuditorsPlace,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
21595772,2016-04-01,2016-04-01,c309,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVjLzliLzdiLzYxMzYtNDBkOC1iOWNkLTBhNDFhYmZkMzFjOA.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2Q5LzAwLzg2LzliYjEtNGViMS05MmQyLTgyNGU5NjE2MjY3OA.xml,true,8608.0,2000.0,4.0,DK-2,"9, 1.",2018-08-29,2018-08-29,1999-01-01,2018-08-29,12991.0,125000.0,30700228.0,21595772.0,30700228.0,2016-04-01,2017-03-31,2018-03-31,2017-04-01,true,2018-08-29,44209855.0,Revisionsp̴tegning,urn:ofk:oid:26077809,indberetninger-20180424,2.5116633999999998,21595772.0,AWWPUzbb5OzuYdPkEjdS,2018-08-31T09:32:22.780Z,2018-08-31T09:31:57.600Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-96-JD,2018-08-31T09:31:58.100Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2016-04-01,2016-04-01,c354,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVjLzliLzdiLzYxMzYtNDBkOC1iOWNkLTBhNDFhYmZkMzFjOA.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2Q5LzAwLzg2LzliYjEtNGViMS05MmQyLTgyNGU5NjE2MjY3OA.xml,true,8608.0,2000.0,4.0,DK-2,"9, 1.",2018-08-29,2018-08-29,1999-01-01,2018-08-29,12991.0,2573789.0,30700228.0,21595772.0,30700228.0,2016-04-01,2017-03-31,2018-03-31,2017-04-01,true,2018-08-29,44209855.0,Revisionsp̴tegning,urn:ofk:oid:26077809,indberetninger-20180424,2.5116633999999998,21595772.0,AWWPUzbb5OzuYdPkEjdS,2018-08-31T09:32:22.780Z,2018-08-31T09:31:57.600Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-96-JD,2018-08-31T09:31:58.100Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2016-04-01,2017-03-31,c195,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVjLzliLzdiLzYxMzYtNDBkOC1iOWNkLTBhNDFhYmZkMzFjOA.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2Q5LzAwLzg2LzliYjEtNGViMS05MmQyLTgyNGU5NjE2MjY3OA.xml,true,8608.0,2000.0,4.0,DK-2,"9, 1.",2018-08-29,2018-08-29,1999-01-01,2018-08-29,12991.0,,30700228.0,21595772.0,30700228.0,2016-04-01,2017-03-31,2018-03-31,2017-04-01,true,2018-08-29,44209855.0,Revisionsp̴tegning,urn:ofk:oid:26077809,indberetninger-20180424,2.5116633999999998,21595772.0,AWWPUzbb5OzuYdPkEjdS,2018-08-31T09:32:22.780Z,2018-08-31T09:31:57.600Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-96-JD,2018-08-31T09:31:58.100Z,478123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2016-04-01,2017-03-31,c310,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVjLzliLzdiLzYxMzYtNDBkOC1iOWNkLTBhNDFhYmZkMzFjOA.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2Q5LzAwLzg2LzliYjEtNGViMS05MmQyLTgyNGU5NjE2MjY3OA.xml,true,8608.0,2000.0,4.0,DK-2,"9, 1.",2018-08-29,2018-08-29,1999-01-01,2018-08-29,12991.0,,30700228.0,21595772.0,30700228.0,2016-04-01,2017-03-31,2018-03-31,2017-04-01,true,2018-08-29,44209855.0,Revisionsp̴tegning,urn:ofk:oid:26077809,indberetninger-20180424,2.5116633999999998,21595772.0,AWWPUzbb5OzuYdPkEjdS,2018-08-31T09:32:22.780Z,2018-08-31T09:31:57.600Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-96-JD,2018-08-31T09:31:58.100Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2016-04-01,2017-03-31,c355,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVjLzliLzdiLzYxMzYtNDBkOC1iOWNkLTBhNDFhYmZkMzFjOA.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2Q5LzAwLzg2LzliYjEtNGViMS05MmQyLTgyNGU5NjE2MjY3OA.xml,true,8608.0,2000.0,4.0,DK-2,"9, 1.",2018-08-29,2018-08-29,1999-01-01,2018-08-29,12991.0,,30700228.0,21595772.0,30700228.0,2016-04-01,2017-03-31,2018-03-31,2017-04-01,true,2018-08-29,44209855.0,Revisionsp̴tegning,urn:ofk:oid:26077809,indberetninger-20180424,2.5116633999999998,21595772.0,AWWPUzbb5OzuYdPkEjdS,2018-08-31T09:32:22.780Z,2018-08-31T09:31:57.600Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-96-JD,2018-08-31T09:31:58.100Z,478123.0,-1136407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2016-04-01,2017-03-31,c4,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVjLzliLzdiLzYxMzYtNDBkOC1iOWNkLTBhNDFhYmZkMzFjOA.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2Q5LzAwLzg2LzliYjEtNGViMS05MmQyLTgyNGU5NjE2MjY3OA.xml,true,8608.0,2000.0,4.0,DK-2,"9, 1.",2018-08-29,2018-08-29,1999-01-01,2018-08-29,12991.0,,30700228.0,21595772.0,30700228.0,2016-04-01,2017-03-31,2018-03-31,2017-04-01,true,2018-08-29,44209855.0,Revisionsp̴tegning,urn:ofk:oid:26077809,indberetninger-20180424,2.5116633999999998,21595772.0,AWWPUzbb5OzuYdPkEjdS,2018-08-31T09:32:22.780Z,2018-08-31T09:31:57.600Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-96-JD,2018-08-31T09:31:58.100Z,478123.0,,94009.0,5.0,24288.0,27940.0,4391262.0,5037331.0,398340.0,1701819.0,39488.0,17779.0,302512.0,596420.0,618129.0,6739150.0,49719.0,118297.0,118297.0,3640691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2017-03-31,2017-03-31,c5,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVjLzliLzdiLzYxMzYtNDBkOC1iOWNkLTBhNDFhYmZkMzFjOA.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2Q5LzAwLzg2LzliYjEtNGViMS05MmQyLTgyNGU5NjE2MjY3OA.xml,true,8608.0,2000.0,4.0,DK-2,"9, 1.",2018-08-29,2018-08-29,1999-01-01,2018-08-29,12991.0,2040505.0,30700228.0,21595772.0,30700228.0,2016-04-01,2017-03-31,2018-03-31,2017-04-01,true,2018-08-29,44209855.0,Revisionsp̴tegning,urn:ofk:oid:26077809,indberetninger-20180424,2.5116633999999998,21595772.0,AWWPUzbb5OzuYdPkEjdS,2018-08-31T09:32:22.780Z,2018-08-31T09:31:57.600Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-96-JD,2018-08-31T09:31:58.100Z,,,,,,,,,,,,,,,,,,,,,6016925.0,1961494.0,125000.0,5972917.0,21822.0,38174.0,6016925.0,5834.0,637056.0,44008.0,5834.0,637056.0,2153800.0,126964.0,38174.0,1915505.0,32098.0,3339364.0,1036231.0,4011423.0,3862637.0,24288.0,0.0,92947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2017-04-01,2017-04-01,c235,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVjLzliLzdiLzYxMzYtNDBkOC1iOWNkLTBhNDFhYmZkMzFjOA.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2Q5LzAwLzg2LzliYjEtNGViMS05MmQyLTgyNGU5NjE2MjY3OA.xml,true,8608.0,2000.0,4.0,DK-2,"9, 1.",2018-08-29,2018-08-29,1999-01-01,2018-08-29,12991.0,,30700228.0,21595772.0,30700228.0,2016-04-01,2017-03-31,2018-03-31,2017-04-01,true,2018-08-29,44209855.0,Revisionsp̴tegning,urn:ofk:oid:26077809,indberetninger-20180424,2.5116633999999998,21595772.0,AWWPUzbb5OzuYdPkEjdS,2018-08-31T09:32:22.780Z,2018-08-31T09:31:57.600Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-96-JD,2018-08-31T09:31:58.100Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373806.0,411980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2017-04-01,2017-04-01,c312,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVjLzliLzdiLzYxMzYtNDBkOC1iOWNkLTBhNDFhYmZkMzFjOA.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2Q5LzAwLzg2LzliYjEtNGViMS05MmQyLTgyNGU5NjE2MjY3OA.xml,true,8608.0,2000.0,4.0,DK-2,"9, 1.",2018-08-29,2018-08-29,1999-01-01,2018-08-29,12991.0,125000.0,30700228.0,21595772.0,30700228.0,2016-04-01,2017-03-31,2018-03-31,2017-04-01,true,2018-08-29,44209855.0,Revisionsp̴tegning,urn:ofk:oid:26077809,indberetninger-20180424,2.5116633999999998,21595772.0,AWWPUzbb5OzuYdPkEjdS,2018-08-31T09:32:22.780Z,2018-08-31T09:31:57.600Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-96-JD,2018-08-31T09:31:58.100Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2017-04-01,2017-04-01,c351,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzVjLzliLzdiLzYxMzYtNDBkOC1iOWNkLTBhNDFhYmZkMzFjOA.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2Q5LzAwLzg2LzliYjEtNGViMS05MmQyLTgyNGU5NjE2MjY3OA.xml,true,8608.0,2000.0,4.0,DK-2,"9, 1.",2018-08-29,2018-08-29,1999-01-01,2018-08-29,12991.0,1915505.0,30700228.0,21595772.0,30700228.0,2016-04-01,2017-03-31,2018-03-31,2017-04-01,true,2018-08-29,44209855.0,Revisionsp̴tegning,urn:ofk:oid:26077809,indberetninger-20180424,2.5116633999999998,21595772.0,AWWPUzbb5OzuYdPkEjdS,2018-08-31T09:32:22.780Z,2018-08-31T09:31:57.600Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AV-96-JD,2018-08-31T09:31:58.100Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
