entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,ValueAdjustmentsOfEquity,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherExternalExpenses,OtherFinanceExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameAndSurnameOfMemberOfExecutiveBoard
21595772,2013-04-01,2013-04-01,c309,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE4LzE4LzlkLzIwZGEtNGMwYi05NWJlLTZmYjA4NTcyZWY3Yw.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiL2E1L2I2LzAyMzAtNDg2NC04NDdkLWQxODlmZjllYmZiOQ.xml,46086.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,40 Skovlunde,DK-2,"9, 1.",Literbuen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-09-11,2015-09-11,1999-01-01,2015-09-11,9393.0,125000.0,21595772.0,30700228.0,Ãrsrapport,James Eric Bjornholt,James Eric Bjornholt,Microchip Technology Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",2015-03-31,2014-04-01,2015-09-11,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:21459131,indberetninger-20180424,2.512265,21595772.0,,2018-03-30T15:06:00.964Z,2015-09-25T13:01:44.761Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AG-93-JP,2015-09-25T13:01:45.069Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2013-04-01,2013-04-01,c354,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE4LzE4LzlkLzIwZGEtNGMwYi05NWJlLTZmYjA4NTcyZWY3Yw.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiL2E1L2I2LzAyMzAtNDg2NC04NDdkLWQxODlmZjllYmZiOQ.xml,46086.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,40 Skovlunde,DK-2,"9, 1.",Literbuen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-09-11,2015-09-11,1999-01-01,2015-09-11,9393.0,1975818.0,21595772.0,30700228.0,Ãrsrapport,James Eric Bjornholt,James Eric Bjornholt,Microchip Technology Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",2015-03-31,2014-04-01,2015-09-11,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:21459131,indberetninger-20180424,2.512265,21595772.0,,2018-03-30T15:06:00.964Z,2015-09-25T13:01:44.761Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AG-93-JP,2015-09-25T13:01:45.069Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2013-04-01,2014-03-31,c195,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE4LzE4LzlkLzIwZGEtNGMwYi05NWJlLTZmYjA4NTcyZWY3Yw.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiL2E1L2I2LzAyMzAtNDg2NC04NDdkLWQxODlmZjllYmZiOQ.xml,46086.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,40 Skovlunde,DK-2,"9, 1.",Literbuen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-09-11,2015-09-11,1999-01-01,2015-09-11,9393.0,,21595772.0,30700228.0,Ãrsrapport,James Eric Bjornholt,James Eric Bjornholt,Microchip Technology Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",2015-03-31,2014-04-01,2015-09-11,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:21459131,indberetninger-20180424,2.512265,21595772.0,,2018-03-30T15:06:00.964Z,2015-09-25T13:01:44.761Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AG-93-JP,2015-09-25T13:01:45.069Z,767873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2013-04-01,2014-03-31,c310,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE4LzE4LzlkLzIwZGEtNGMwYi05NWJlLTZmYjA4NTcyZWY3Yw.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiL2E1L2I2LzAyMzAtNDg2NC04NDdkLWQxODlmZjllYmZiOQ.xml,46086.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,40 Skovlunde,DK-2,"9, 1.",Literbuen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-09-11,2015-09-11,1999-01-01,2015-09-11,9393.0,,21595772.0,30700228.0,Ãrsrapport,James Eric Bjornholt,James Eric Bjornholt,Microchip Technology Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",2015-03-31,2014-04-01,2015-09-11,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:21459131,indberetninger-20180424,2.512265,21595772.0,,2018-03-30T15:06:00.964Z,2015-09-25T13:01:44.761Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AG-93-JP,2015-09-25T13:01:45.069Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2013-04-01,2014-03-31,c355,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE4LzE4LzlkLzIwZGEtNGMwYi05NWJlLTZmYjA4NTcyZWY3Yw.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiL2E1L2I2LzAyMzAtNDg2NC04NDdkLWQxODlmZjllYmZiOQ.xml,46086.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,40 Skovlunde,DK-2,"9, 1.",Literbuen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-09-11,2015-09-11,1999-01-01,2015-09-11,9393.0,,21595772.0,30700228.0,Ãrsrapport,James Eric Bjornholt,James Eric Bjornholt,Microchip Technology Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",2015-03-31,2014-04-01,2015-09-11,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:21459131,indberetninger-20180424,2.512265,21595772.0,,2018-03-30T15:06:00.964Z,2015-09-25T13:01:44.761Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AG-93-JP,2015-09-25T13:01:45.069Z,767873.0,-1922646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2013-04-01,2014-03-31,c4,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE4LzE4LzlkLzIwZGEtNGMwYi05NWJlLTZmYjA4NTcyZWY3Yw.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiL2E1L2I2LzAyMzAtNDg2NC04NDdkLWQxODlmZjllYmZiOQ.xml,46086.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,40 Skovlunde,DK-2,"9, 1.",Literbuen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-09-11,2015-09-11,1999-01-01,2015-09-11,9393.0,,21595772.0,30700228.0,Ãrsrapport,James Eric Bjornholt,James Eric Bjornholt,Microchip Technology Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",2015-03-31,2014-04-01,2015-09-11,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:21459131,indberetninger-20180424,2.512265,21595772.0,,2018-03-30T15:06:00.964Z,2015-09-25T13:01:44.761Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AG-93-JP,2015-09-25T13:01:45.069Z,767873.0,,6842.0,15647.0,4686763.0,5480849.0,297240.0,1549680.0,3724.0,297950.0,774715.0,778439.0,7030529.0,28695.0,6842.0,4062878.0,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2014-03-31,2014-03-31,c5,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE4LzE4LzlkLzIwZGEtNGMwYi05NWJlLTZmYjA4NTcyZWY3Yw.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiL2E1L2I2LzAyMzAtNDg2NC04NDdkLWQxODlmZjllYmZiOQ.xml,46086.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,40 Skovlunde,DK-2,"9, 1.",Literbuen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-09-11,2015-09-11,1999-01-01,2015-09-11,9393.0,946045.0,21595772.0,30700228.0,Ãrsrapport,James Eric Bjornholt,James Eric Bjornholt,Microchip Technology Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",2015-03-31,2014-04-01,2015-09-11,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:21459131,indberetninger-20180424,2.512265,21595772.0,,2018-03-30T15:06:00.964Z,2015-09-25T13:01:44.761Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AG-93-JP,2015-09-25T13:01:45.069Z,,,,,,,,,,,,,,,,,5246821.0,1059916.0,125000.0,5245464.0,1357.0,5246821.0,4300776.0,1160061.0,1357.0,1160061.0,2589739.0,163721.0,1357.0,821045.0,3140715.0,538702.0,4185548.0,3747827.0,274000.0,12274.0,,,,,
21595772,2014-04-01,2014-04-01,c235,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE4LzE4LzlkLzIwZGEtNGMwYi05NWJlLTZmYjA4NTcyZWY3Yw.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiL2E1L2I2LzAyMzAtNDg2NC04NDdkLWQxODlmZjllYmZiOQ.xml,46086.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,40 Skovlunde,DK-2,"9, 1.",Literbuen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-09-11,2015-09-11,1999-01-01,2015-09-11,9393.0,,21595772.0,30700228.0,Ãrsrapport,James Eric Bjornholt,James Eric Bjornholt,Microchip Technology Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",2015-03-31,2014-04-01,2015-09-11,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:21459131,indberetninger-20180424,2.512265,21595772.0,,2018-03-30T15:06:00.964Z,2015-09-25T13:01:44.761Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AG-93-JP,2015-09-25T13:01:45.069Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521693.0,523050.0,,,
21595772,2014-04-01,2014-04-01,c312,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE4LzE4LzlkLzIwZGEtNGMwYi05NWJlLTZmYjA4NTcyZWY3Yw.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiL2E1L2I2LzAyMzAtNDg2NC04NDdkLWQxODlmZjllYmZiOQ.xml,46086.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,40 Skovlunde,DK-2,"9, 1.",Literbuen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-09-11,2015-09-11,1999-01-01,2015-09-11,9393.0,125000.0,21595772.0,30700228.0,Ãrsrapport,James Eric Bjornholt,James Eric Bjornholt,Microchip Technology Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",2015-03-31,2014-04-01,2015-09-11,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:21459131,indberetninger-20180424,2.512265,21595772.0,,2018-03-30T15:06:00.964Z,2015-09-25T13:01:44.761Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AG-93-JP,2015-09-25T13:01:45.069Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21595772,2014-04-01,2014-04-01,c351,,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzE4LzE4LzlkLzIwZGEtNGMwYi05NWJlLTZmYjA4NTcyZWY3Yw.pdf,http://regnskaber.virk.dk/27759512/ZG9rdW1lbnRsYWdlcjovLzAzLzAxL2NiL2E1L2I2LzAyMzAtNDg2NC04NDdkLWQxODlmZjllYmZiOQ.xml,46086.0,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,40 Skovlunde,DK-2,"9, 1.",Literbuen,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-09-11,2015-09-11,1999-01-01,2015-09-11,9393.0,822045.0,21595772.0,30700228.0,Ãrsrapport,James Eric Bjornholt,James Eric Bjornholt,Microchip Technology Nordic ApS,Ernst & Young Godkendt Revisionspartnerselskab,"KÃ¸benhavn, den",2015-03-31,2014-04-01,2015-09-11,"KÃ¸benhavn, den",formand,RevisionspÃ¥tegning,urn:ofk:oid:21459131,indberetninger-20180424,2.512265,21595772.0,,2018-03-30T15:06:00.964Z,2015-09-25T13:01:44.761Z,regnskab,0.0,,2015-03-31,2014-04-01,X15-AG-93-JP,2015-09-25T13:01:45.069Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
