entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,CashAndCashEquivalentsConcerningCashflowStatement,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdjustmentsForDeferredTaxCashFlow,AdjustmentsOfTaxExpense,AdjustmentsfInterestAndSimilarExpenses,CashCapitalIncrease,CashFlowFromOrdinaryOperatingActivities,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssets,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,NetIncreaseDecreaseInCashAndCashEquivalents,OtherFinanceExpenses,ProceedsFromLongtermLiabilitiesClassifiedAsFinancingActivities,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,RepaymentsOfLongtermLiabilitiesClassifiedAsFinancingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsShorttermLiabilitiesOtherThanProvisions,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
36399651,2014-09-30,2014-09-30,ID_12,,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I1LzE4LzVjLzUzYTItNDQ0ZS05NWExLTVhN2IyZDUzYzc0YQ.pdf,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzZmLzMxL2E2L2NkMDktNDk5My04ZTE4LWE4ODk4ODY1MWM5Zg.xml,true,"Svendborg, 5700","Tinghusgade 28, 3. sal",Til den daglige ledelse i Kongensgade 29 ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2014-09-30,2017-05-26,31115086.0,36399651.0,31115086.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Kongensgade 29 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Boye JÃ¸rgensen,CR Revision,Nordea Bank Danmark A/S,Kongensgade 29 ApS,"CR Revision, Registreret revisor",Vejle,2014-09-30,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2016-12-31,2016-01-01,false,2017-05-24,Svendborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23976832,indberetninger-20180424,2.5124327999999996,36399651.0,,2018-03-28T11:26:22.089Z,2017-05-29T18:37:07.046Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-40-FF,2017-05-29T18:37:07.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36399651,2014-09-30,2015-12-31,ID_14,,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I1LzE4LzVjLzUzYTItNDQ0ZS05NWExLTVhN2IyZDUzYzc0YQ.pdf,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzZmLzMxL2E2L2NkMDktNDk5My04ZTE4LWE4ODk4ODY1MWM5Zg.xml,true,"Svendborg, 5700","Tinghusgade 28, 3. sal",Til den daglige ledelse i Kongensgade 29 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2014-09-30,2017-05-26,31115086.0,36399651.0,31115086.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Kongensgade 29 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Boye JÃ¸rgensen,CR Revision,Nordea Bank Danmark A/S,Kongensgade 29 ApS,"CR Revision, Registreret revisor",Vejle,2014-09-30,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2016-12-31,2016-01-01,false,2017-05-24,Svendborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23976832,indberetninger-20180424,2.5124327999999996,36399651.0,,2018-03-28T11:26:22.089Z,2017-05-29T18:37:07.046Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-40-FF,2017-05-29T18:37:07.230Z,-14696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36399651,2014-09-30,2015-12-31,ID_8,,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I1LzE4LzVjLzUzYTItNDQ0ZS05NWExLTVhN2IyZDUzYzc0YQ.pdf,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzZmLzMxL2E2L2NkMDktNDk5My04ZTE4LWE4ODk4ODY1MWM5Zg.xml,true,"Svendborg, 5700","Tinghusgade 28, 3. sal",Til den daglige ledelse i Kongensgade 29 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2014-09-30,2017-05-26,31115086.0,36399651.0,31115086.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Kongensgade 29 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Boye JÃ¸rgensen,CR Revision,Nordea Bank Danmark A/S,Kongensgade 29 ApS,"CR Revision, Registreret revisor",Vejle,2014-09-30,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2016-12-31,2016-01-01,false,2017-05-24,Svendborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23976832,indberetninger-20180424,2.5124327999999996,36399651.0,,2018-03-28T11:26:22.089Z,2017-05-29T18:37:07.046Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-40-FF,2017-05-29T18:37:07.230Z,14696.0,3004.0,5969.0,-215.0,50000.0,87265.0,1260353.0,-1300000.0,87265.0,-9432.0,-41938.0,30875.0,30875.0,113872.0,0.0,47618.0,59328.0,1280000.0,23669.0,82997.0,1300000.0,69647.0,8973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36399651,2015-12-31,2015-12-31,ID_9,,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I1LzE4LzVjLzUzYTItNDQ0ZS05NWExLTVhN2IyZDUzYzc0YQ.pdf,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzZmLzMxL2E2L2NkMDktNDk5My04ZTE4LWE4ODk4ODY1MWM5Zg.xml,true,"Svendborg, 5700","Tinghusgade 28, 3. sal",Til den daglige ledelse i Kongensgade 29 ApS,47618.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2014-09-30,2017-05-26,31115086.0,36399651.0,31115086.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Kongensgade 29 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Boye JÃ¸rgensen,CR Revision,Nordea Bank Danmark A/S,Kongensgade 29 ApS,"CR Revision, Registreret revisor",Vejle,2014-09-30,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2016-12-31,2016-01-01,false,2017-05-24,Svendborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23976832,indberetninger-20180424,2.5124327999999996,36399651.0,,2018-03-28T11:26:22.089Z,2017-05-29T18:37:07.046Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-40-FF,2017-05-29T18:37:07.230Z,,,,,,,,,,,,,,,,,,,,,,,,1326175.0,47618.0,50000.0,57050.0,28200.0,64696.0,1269125.0,1326175.0,1258475.0,455068.0,1160792.0,705724.0,1269125.0,9435.0,6105.0,1269125.0,3004.0,3004.0,14696.0,97683.0,49561.0,0.0,9432.0,6184.0,4303.0,3327.0,,,
36399651,2016-01-01,2016-01-01,ID_11,,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I1LzE4LzVjLzUzYTItNDQ0ZS05NWExLTVhN2IyZDUzYzc0YQ.pdf,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzZmLzMxL2E2L2NkMDktNDk5My04ZTE4LWE4ODk4ODY1MWM5Zg.xml,true,"Svendborg, 5700","Tinghusgade 28, 3. sal",Til den daglige ledelse i Kongensgade 29 ApS,47618.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2014-09-30,2017-05-26,31115086.0,36399651.0,31115086.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Kongensgade 29 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Boye JÃ¸rgensen,CR Revision,Nordea Bank Danmark A/S,Kongensgade 29 ApS,"CR Revision, Registreret revisor",Vejle,2014-09-30,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2016-12-31,2016-01-01,false,2017-05-24,Svendborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23976832,indberetninger-20180424,2.5124327999999996,36399651.0,,2018-03-28T11:26:22.089Z,2017-05-29T18:37:07.046Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-40-FF,2017-05-29T18:37:07.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36399651,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I1LzE4LzVjLzUzYTItNDQ0ZS05NWExLTVhN2IyZDUzYzc0YQ.pdf,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzZmLzMxL2E2L2NkMDktNDk5My04ZTE4LWE4ODk4ODY1MWM5Zg.xml,true,"Svendborg, 5700","Tinghusgade 28, 3. sal",Til den daglige ledelse i Kongensgade 29 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2014-09-30,2017-05-26,31115086.0,36399651.0,31115086.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Kongensgade 29 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Boye JÃ¸rgensen,CR Revision,Nordea Bank Danmark A/S,Kongensgade 29 ApS,"CR Revision, Registreret revisor",Vejle,2014-09-30,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2016-12-31,2016-01-01,false,2017-05-24,Svendborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23976832,indberetninger-20180424,2.5124327999999996,36399651.0,,2018-03-28T11:26:22.089Z,2017-05-29T18:37:07.046Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-40-FF,2017-05-29T18:37:07.230Z,12508.0,1094.0,2552.0,-87.0,0.0,58957.0,-49560.0,0.0,52773.0,3606.0,-14410.0,24700.0,25215.0,86592.0,6184.0,3213.0,45223.0,0.0,16154.0,61377.0,0.0,49560.0,3646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36399651,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I1LzE4LzVjLzUzYTItNDQ0ZS05NWExLTVhN2IyZDUzYzc0YQ.pdf,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzZmLzMxL2E2L2NkMDktNDk5My04ZTE4LWE4ODk4ODY1MWM5Zg.xml,true,"Svendborg, 5700","Tinghusgade 28, 3. sal",Til den daglige ledelse i Kongensgade 29 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2014-09-30,2017-05-26,31115086.0,36399651.0,31115086.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Kongensgade 29 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Boye JÃ¸rgensen,CR Revision,Nordea Bank Danmark A/S,Kongensgade 29 ApS,"CR Revision, Registreret revisor",Vejle,2014-09-30,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2016-12-31,2016-01-01,false,2017-05-24,Svendborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23976832,indberetninger-20180424,2.5124327999999996,36399651.0,,2018-03-28T11:26:22.089Z,2017-05-29T18:37:07.046Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-40-FF,2017-05-29T18:37:07.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36399651,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I1LzE4LzVjLzUzYTItNDQ0ZS05NWExLTVhN2IyZDUzYzc0YQ.pdf,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzZmLzMxL2E2L2NkMDktNDk5My04ZTE4LWE4ODk4ODY1MWM5Zg.xml,true,"Svendborg, 5700","Tinghusgade 28, 3. sal",Til den daglige ledelse i Kongensgade 29 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2014-09-30,2017-05-26,31115086.0,36399651.0,31115086.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Kongensgade 29 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Boye JÃ¸rgensen,CR Revision,Nordea Bank Danmark A/S,Kongensgade 29 ApS,"CR Revision, Registreret revisor",Vejle,2014-09-30,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2016-12-31,2016-01-01,false,2017-05-24,Svendborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23976832,indberetninger-20180424,2.5124327999999996,36399651.0,,2018-03-28T11:26:22.089Z,2017-05-29T18:37:07.046Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-40-FF,2017-05-29T18:37:07.230Z,-12508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36399651,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I1LzE4LzVjLzUzYTItNDQ0ZS05NWExLTVhN2IyZDUzYzc0YQ.pdf,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzZmLzMxL2E2L2NkMDktNDk5My04ZTE4LWE4ODk4ODY1MWM5Zg.xml,true,"Svendborg, 5700","Tinghusgade 28, 3. sal",Til den daglige ledelse i Kongensgade 29 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2014-09-30,2017-05-26,31115086.0,36399651.0,31115086.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Kongensgade 29 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Boye JÃ¸rgensen,CR Revision,Nordea Bank Danmark A/S,Kongensgade 29 ApS,"CR Revision, Registreret revisor",Vejle,2014-09-30,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2016-12-31,2016-01-01,false,2017-05-24,Svendborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23976832,indberetninger-20180424,2.5124327999999996,36399651.0,,2018-03-28T11:26:22.089Z,2017-05-29T18:37:07.046Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-40-FF,2017-05-29T18:37:07.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rikke Meyer JÃ¸rgensen,,
36399651,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzLzEyL2I1LzE4LzVjLzUzYTItNDQ0ZS05NWExLTVhN2IyZDUzYzc0YQ.pdf,http://regnskaber.virk.dk/15699363/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzZmLzMxL2E2L2NkMDktNDk5My04ZTE4LWE4ODk4ODY1MWM5Zg.xml,true,"Svendborg, 5700","Tinghusgade 28, 3. sal",Til den daglige ledelse i Kongensgade 29 ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-05-24,2017-05-24,2014-09-30,2017-05-26,31115086.0,36399651.0,31115086.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for Kongensgade 29 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Preben Boye JÃ¸rgensen,CR Revision,Nordea Bank Danmark A/S,Kongensgade 29 ApS,"CR Revision, Registreret revisor",Vejle,2014-09-30,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"630, Vejle",2016-12-31,2016-01-01,false,2017-05-24,Svendborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23976832,indberetninger-20180424,2.5124327999999996,36399651.0,,2018-03-28T11:26:22.089Z,2017-05-29T18:37:07.046Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-40-FF,2017-05-29T18:37:07.230Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
