entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTaxReceivables
36472685,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzZiLzdjL2M2LzAzMmQtNGI2Yy1iYThmLWE4MzlhYzYxN2RmNQ.xhtml,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2M2LzEwL2JiL2RlOWQtNDllYy1iY2IxLWJjNjBkMjQ1MjFhZA.pdf,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzdiL2Q1L2ZmLzJjNDktNDU2NS1iNDYxLWViZDZjMjgyNGU4OA.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-12,2018-04-21,2500.0,-2500.0,36472685.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI PERPIGNAN II IVS,Elisabeth Gosvig,200.0,2526.0,Aarhus,2016-01-01,2016-12-31,-136.0,-174.0,-2500.0,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og selskabet har valgt at benytte muligheden.,-38.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25342990,indberetninger-20180424,2.59278,36472685.0,AWLxnOiLx8uVRSOdf6nq,2018-04-23T08:27:19.253Z,2018-04-23T08:26:53.470Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-70-MB,2018-04-23T08:26:53.697Z,,,,,,,,,,,,,,,
36472685,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzZiLzdjL2M2LzAzMmQtNGI2Yy1iYThmLWE4MzlhYzYxN2RmNQ.xhtml,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2M2LzEwL2JiL2RlOWQtNDllYy1iY2IxLWJjNjBkMjQ1MjFhZA.pdf,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzdiL2Q1L2ZmLzJjNDktNDU2NS1iNDYxLWViZDZjMjgyNGU4OA.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-12,2018-04-21,,,36472685.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI PERPIGNAN II IVS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,-136.0,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og selskabet har valgt at benytte muligheden.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25342990,indberetninger-20180424,2.59278,36472685.0,AWLxnOiLx8uVRSOdf6nq,2018-04-23T08:27:19.253Z,2018-04-23T08:26:53.470Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-70-MB,2018-04-23T08:26:53.697Z,,,,,,,,,,,,,,,
36472685,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzZiLzdjL2M2LzAzMmQtNGI2Yy1iYThmLWE4MzlhYzYxN2RmNQ.xhtml,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2M2LzEwL2JiL2RlOWQtNDllYy1iY2IxLWJjNjBkMjQ1MjFhZA.pdf,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzdiL2Q1L2ZmLzJjNDktNDU2NS1iNDYxLWViZDZjMjgyNGU4OA.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-12,2018-04-21,,,36472685.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI PERPIGNAN II IVS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og selskabet har valgt at benytte muligheden.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25342990,indberetninger-20180424,2.59278,36472685.0,AWLxnOiLx8uVRSOdf6nq,2018-04-23T08:27:19.253Z,2018-04-23T08:26:53.470Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-70-MB,2018-04-23T08:26:53.697Z,333.0,10.0,10.0,333.0,-1136.0,333.0,1469.0,0.0,0.0,870.0,-1146.0,1469.0,600.0,323.0,323.0
36472685,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzZiLzdjL2M2LzAzMmQtNGI2Yy1iYThmLWE4MzlhYzYxN2RmNQ.xhtml,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2M2LzEwL2JiL2RlOWQtNDllYy1iY2IxLWJjNjBkMjQ1MjFhZA.pdf,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzdiL2Q1L2ZmLzJjNDktNDU2NS1iNDYxLWViZDZjMjgyNGU4OA.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-12,2018-04-21,,,36472685.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI PERPIGNAN II IVS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og selskabet har valgt at benytte muligheden.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25342990,indberetninger-20180424,2.59278,36472685.0,AWLxnOiLx8uVRSOdf6nq,2018-04-23T08:27:19.253Z,2018-04-23T08:26:53.470Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-70-MB,2018-04-23T08:26:53.697Z,,,,,10.0,,,,,,,,,,
36472685,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzZiLzdjL2M2LzAzMmQtNGI2Yy1iYThmLWE4MzlhYzYxN2RmNQ.xhtml,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2M2LzEwL2JiL2RlOWQtNDllYy1iY2IxLWJjNjBkMjQ1MjFhZA.pdf,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzdiL2Q1L2ZmLzJjNDktNDU2NS1iNDYxLWViZDZjMjgyNGU4OA.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-12,2018-04-21,,,36472685.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI PERPIGNAN II IVS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og selskabet har valgt at benytte muligheden.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25342990,indberetninger-20180424,2.59278,36472685.0,AWLxnOiLx8uVRSOdf6nq,2018-04-23T08:27:19.253Z,2018-04-23T08:26:53.470Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-70-MB,2018-04-23T08:26:53.697Z,,,,,-1146.0,,,,,,,,,,
36472685,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzZiLzdjL2M2LzAzMmQtNGI2Yy1iYThmLWE4MzlhYzYxN2RmNQ.xhtml,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2M2LzEwL2JiL2RlOWQtNDllYy1iY2IxLWJjNjBkMjQ1MjFhZA.pdf,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzdiL2Q1L2ZmLzJjNDktNDU2NS1iNDYxLWViZDZjMjgyNGU4OA.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-12,2018-04-21,,,36472685.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI PERPIGNAN II IVS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og selskabet har valgt at benytte muligheden.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25342990,indberetninger-20180424,2.59278,36472685.0,AWLxnOiLx8uVRSOdf6nq,2018-04-23T08:27:19.253Z,2018-04-23T08:26:53.470Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-70-MB,2018-04-23T08:26:53.697Z,,,,,-1136.0,,,,,,,,,,
36472685,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzZiLzdjL2M2LzAzMmQtNGI2Yy1iYThmLWE4MzlhYzYxN2RmNQ.xhtml,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2M2LzEwL2JiL2RlOWQtNDllYy1iY2IxLWJjNjBkMjQ1MjFhZA.pdf,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzdiL2Q1L2ZmLzJjNDktNDU2NS1iNDYxLWViZDZjMjgyNGU4OA.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-12,2018-04-21,875.0,-875.0,36472685.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI PERPIGNAN II IVS,Elisabeth Gosvig,0.0,2523.0,Aarhus,2016-01-01,2016-12-31,1286.0,1648.0,-875.0,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og selskabet har valgt at benytte muligheden.,362.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25342990,indberetninger-20180424,2.59278,36472685.0,AWLxnOiLx8uVRSOdf6nq,2018-04-23T08:27:19.253Z,2018-04-23T08:26:53.470Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-70-MB,2018-04-23T08:26:53.697Z,,,,,,,,,,,,,,,
36472685,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzZiLzdjL2M2LzAzMmQtNGI2Yy1iYThmLWE4MzlhYzYxN2RmNQ.xhtml,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2M2LzEwL2JiL2RlOWQtNDllYy1iY2IxLWJjNjBkMjQ1MjFhZA.pdf,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzdiL2Q1L2ZmLzJjNDktNDU2NS1iNDYxLWViZDZjMjgyNGU4OA.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-12,2018-04-21,,,36472685.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI PERPIGNAN II IVS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og selskabet har valgt at benytte muligheden.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25342990,indberetninger-20180424,2.59278,36472685.0,AWLxnOiLx8uVRSOdf6nq,2018-04-23T08:27:19.253Z,2018-04-23T08:26:53.470Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-70-MB,2018-04-23T08:26:53.697Z,,,,,,,,,,,,,,,
36472685,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzZiLzdjL2M2LzAzMmQtNGI2Yy1iYThmLWE4MzlhYzYxN2RmNQ.xhtml,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2M2LzEwL2JiL2RlOWQtNDllYy1iY2IxLWJjNjBkMjQ1MjFhZA.pdf,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzdiL2Q1L2ZmLzJjNDktNDU2NS1iNDYxLWViZDZjMjgyNGU4OA.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-12,2018-04-21,,,36472685.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI PERPIGNAN II IVS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og selskabet har valgt at benytte muligheden.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25342990,indberetninger-20180424,2.59278,36472685.0,AWLxnOiLx8uVRSOdf6nq,2018-04-23T08:27:19.253Z,2018-04-23T08:26:53.470Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-70-MB,2018-04-23T08:26:53.697Z,,,,,,,,,,,,,,,
36472685,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzZiLzdjL2M2LzAzMmQtNGI2Yy1iYThmLWE4MzlhYzYxN2RmNQ.xhtml,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzL2UwL2M2LzEwL2JiL2RlOWQtNDllYy1iY2IxLWJjNjBkMjQ1MjFhZA.pdf,http://regnskaber.virk.dk/58627463/ZG9rdW1lbnRsYWdlcjovLzAzLzk5LzdiL2Q1L2ZmLzJjNDktNDU2NS1iNDYxLWViZDZjMjgyNGU4OA.xml,true,Aarhus C,8000.0,"6, 1 th",Lille Torv,8000 Aarhus C,"Lille Torv 6, 1. sal",Regnskabsklasse B,2018-04-12,2018-04-21,,,36472685.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Elisabeth Gosvig,Carsten Bruun Madsen,KOMPLEMENTARSELSKABET SPI PERPIGNAN II IVS,Elisabeth Gosvig,,,Aarhus,2016-01-01,2016-12-31,1286.0,,,2017-12-31,2017-01-01,false,false,Selskabet opfylder betingelserne om fravalg af revisor og selskabet har valgt at benytte muligheden.,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25342990,indberetninger-20180424,2.59278,36472685.0,AWLxnOiLx8uVRSOdf6nq,2018-04-23T08:27:19.253Z,2018-04-23T08:26:53.470Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-70-MB,2018-04-23T08:26:53.697Z,,,,,,,,,,,,,,,
