entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisposalsOfInvestments,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,ImpairmentLossesOfInvestments,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfThePreviousFinancialYearEnd,ReversalsOfImpairmentLossesOfInvestmentsFromPreviousPeriods,ReversalsOfInvestmentsOfPriorYearsRevaluations,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdditionsToInvestments,TotalRevaluationsOfInvestments,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,ProfitLossFromOrdinaryOperatingActivities,RawMaterialsAndConsumablesUsed,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfInvestments,NameAndSurnameOfAuditor,NameOfAuditFirm,DecreaseOfCapital,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
28719213,2011-01-01,2011-01-01,c400,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8vcGRmcy8yODcxOTIxMztMRVYzNTAwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDQwN18xMjUxMDRfNzEy.xml,-48226000.0,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,c/o Gorrissen Federspiel,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,-9383000.0,28719213.0,33771231.0,1750000.0,Ãrsrapport,63121000.0,Gunnar Rydning,Gunnar Rydning,Verdane Capital V A K/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,KÃ¸benhavn,2012-12-31,2012-01-01,14730000.0,-6004000.0,-23688000.0,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20388397,indberetninger-20180424,2.5122845,28719213,,2018-04-01T13:34:09.136Z,2013-04-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-78.906,2013-04-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28719213,2011-01-01,2011-12-31,c192,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8vcGRmcy8yODcxOTIxMztMRVYzNTAwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDQwN18xMjUxMDRfNzEy.xml,,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,c/o Gorrissen Federspiel,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,-9383000.0,28719213.0,33771231.0,1750000.0,Ãrsrapport,,Gunnar Rydning,Gunnar Rydning,Verdane Capital V A K/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,KÃ¸benhavn,2012-12-31,2012-01-01,14730000.0,-6004000.0,-23688000.0,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20388397,indberetninger-20180424,2.5122845,28719213,,2018-04-01T13:34:09.136Z,2013-04-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-78.906,2013-04-07T22:00:00.000Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28719213,2011-01-01,2011-12-31,c212,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8vcGRmcy8yODcxOTIxMztMRVYzNTAwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDQwN18xMjUxMDRfNzEy.xml,,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,c/o Gorrissen Federspiel,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,-9383000.0,28719213.0,33771231.0,1750000.0,Ãrsrapport,,Gunnar Rydning,Gunnar Rydning,Verdane Capital V A K/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,KÃ¸benhavn,2012-12-31,2012-01-01,14730000.0,-6004000.0,-23688000.0,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20388397,indberetninger-20180424,2.5122845,28719213,,2018-04-01T13:34:09.136Z,2013-04-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-78.906,2013-04-07T22:00:00.000Z,10714000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28719213,2011-01-01,2011-12-31,c401,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8vcGRmcy8yODcxOTIxMztMRVYzNTAwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDQwN18xMjUxMDRfNzEy.xml,,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,c/o Gorrissen Federspiel,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,-9383000.0,28719213.0,33771231.0,1750000.0,Ãrsrapport,,Gunnar Rydning,Gunnar Rydning,Verdane Capital V A K/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,KÃ¸benhavn,2012-12-31,2012-01-01,14730000.0,-6004000.0,-23688000.0,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20388397,indberetninger-20180424,2.5122845,28719213,,2018-04-01T13:34:09.136Z,2013-04-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-78.906,2013-04-07T22:00:00.000Z,,2972000.0,-1473000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28719213,2011-01-01,2011-12-31,c45,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8vcGRmcy8yODcxOTIxMztMRVYzNTAwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDQwN18xMjUxMDRfNzEy.xml,,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,c/o Gorrissen Federspiel,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,-9383000.0,28719213.0,33771231.0,1750000.0,Ãrsrapport,,Gunnar Rydning,Gunnar Rydning,Verdane Capital V A K/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,KÃ¸benhavn,2012-12-31,2012-01-01,14730000.0,-6004000.0,-23688000.0,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20388397,indberetninger-20180424,2.5122845,28719213,,2018-04-01T13:34:09.136Z,2013-04-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-78.906,2013-04-07T22:00:00.000Z,10714000.0,,,725000.0,280000.0,209000.0,17166000.0,10785000.0,5656000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
28719213,2011-12-31,2011-12-31,c402,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8vcGRmcy8yODcxOTIxMztMRVYzNTAwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDQwN18xMjUxMDRfNzEy.xml,-49699000.0,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,c/o Gorrissen Federspiel,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,-9383000.0,28719213.0,33771231.0,1750000.0,Ãrsrapport,66093000.0,Gunnar Rydning,Gunnar Rydning,Verdane Capital V A K/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,KÃ¸benhavn,2012-12-31,2012-01-01,14730000.0,-6004000.0,-23688000.0,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20388397,indberetninger-20180424,2.5122845,28719213,,2018-04-01T13:34:09.136Z,2013-04-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-78.906,2013-04-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28719213,2011-12-31,2011-12-31,c46,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8vcGRmcy8yODcxOTIxMztMRVYzNTAwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDQwN18xMjUxMDRfNzEy.xml,,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,c/o Gorrissen Federspiel,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,-9383000.0,28719213.0,33771231.0,1750000.0,Ãrsrapport,,Gunnar Rydning,Gunnar Rydning,Verdane Capital V A K/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,KÃ¸benhavn,2012-12-31,2012-01-01,14730000.0,-6004000.0,-23688000.0,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20388397,indberetninger-20180424,2.5122845,28719213,,2018-04-01T13:34:09.136Z,2013-04-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-78.906,2013-04-07T22:00:00.000Z,,,,,,,,,,,111508000.0,1761000.0,7698000.0,4839000.0,111204000.0,111508000.0,304000.0,106669000.0,16394000.0,106669000.0,90275000.0,194000.0,3078000.0,7698000.0,103506000.0,304000.0,3078000.0,110000.0,,,,,,,
28719213,2012-01-01,2012-01-01,c2,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8vcGRmcy8yODcxOTIxMztMRVYzNTAwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDQwN18xMjUxMDRfNzEy.xml,,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,c/o Gorrissen Federspiel,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,-9383000.0,28719213.0,33771231.0,1750000.0,Ãrsrapport,,Gunnar Rydning,Gunnar Rydning,Verdane Capital V A K/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,KÃ¸benhavn,2012-12-31,2012-01-01,14730000.0,-6004000.0,-23688000.0,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20388397,indberetninger-20180424,2.5122845,28719213,,2018-04-01T13:34:09.136Z,2013-04-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-78.906,2013-04-07T22:00:00.000Z,,,,,,,,,,,,,,,7698000.0,,,,,,,,,,,,,,,,,,,,
28719213,2012-01-01,2012-01-01,c22,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8vcGRmcy8yODcxOTIxMztMRVYzNTAwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDQwN18xMjUxMDRfNzEy.xml,,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,c/o Gorrissen Federspiel,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,-9383000.0,28719213.0,33771231.0,1750000.0,Ãrsrapport,,Gunnar Rydning,Gunnar Rydning,Verdane Capital V A K/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,KÃ¸benhavn,2012-12-31,2012-01-01,14730000.0,-6004000.0,-23688000.0,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20388397,indberetninger-20180424,2.5122845,28719213,,2018-04-01T13:34:09.136Z,2013-04-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-78.906,2013-04-07T22:00:00.000Z,,,,,,,,,,,,,,,103506000.0,,,,,,,,,,,,,,,,,,,,
28719213,2012-01-01,2012-01-01,c225,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8vcGRmcy8yODcxOTIxMztMRVYzNTAwNzM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/31291782/Y3ZyLmRrOi8veGJybHMvWC05OTAwNDJBRC0yMDEzMDQwN18xMjUxMDRfNzEy.xml,43899000.0,Danmark,2900  Hellerup,Strandvejen 44,1553  KÃ¸benhavn V,c/o Gorrissen Federspiel,2900  Hellerup,Strandvejen 44,Regnskabsklasse B,2013-02-21,2013-02-21,statsautoriseret revisor,-9383000.0,28719213.0,33771231.0,1750000.0,Ãrsrapport,85239000.0,Gunnar Rydning,Gunnar Rydning,Verdane Capital V A K/S,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,KÃ¸benhavn,KÃ¸benhavn,2012-12-31,2012-01-01,14730000.0,-6004000.0,-23688000.0,2013-02-21,KÃ¸benhavn,urn:ofk:oid:20388397,indberetninger-20180424,2.5122845,28719213,,2018-04-01T13:34:09.136Z,2013-04-07T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-78.906,2013-04-07T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38863000.0,,,,,,
