entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
32451381,2013-01-01,2013-12-31,ID_0,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8vcGRmcy8zMjQ1MTM4MTtBcFM0NjIwMzA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE0MDMyN18yMzAxMDVfMDAx.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Adromi ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2009-09-17,2014-03-27,mail@adromi.com,0.0,32451381.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2013 - 31. december 2013 for Adromi ApS.,Ãrsrapport,0.0,Martin Winther Bach,Andelskassen,Adromi ApS,Revisionskontoret i VidebÃ¦k A/S,0.0,2013-12-31,2013-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20412220,indberetninger-20180424,2.5122871,32451381.0,,2018-04-01T04:56:10.582Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-137.573,2014-03-27T23:00:00.000Z,
32451381,2013-01-01,2013-12-31,ID_1,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8vcGRmcy8zMjQ1MTM4MTtBcFM0NjIwMzA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE0MDMyN18yMzAxMDVfMDAx.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Adromi ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2009-09-17,2014-03-27,mail@adromi.com,0.0,32451381.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2013 - 31. december 2013 for Adromi ApS.,Ãrsrapport,0.0,Martin Winther Bach,Andelskassen,Adromi ApS,Revisionskontoret i VidebÃ¦k A/S,0.0,2013-12-31,2013-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20412220,indberetninger-20180424,2.5122871,32451381.0,,2018-04-01T04:56:10.582Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-137.573,2014-03-27T23:00:00.000Z,
32451381,2013-01-01,2013-12-31,ID_2,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8vcGRmcy8zMjQ1MTM4MTtBcFM0NjIwMzA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE0MDMyN18yMzAxMDVfMDAx.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Adromi ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2009-09-17,2014-03-27,mail@adromi.com,0.0,32451381.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2013 - 31. december 2013 for Adromi ApS.,Ãrsrapport,0.0,Martin Winther Bach,Andelskassen,Adromi ApS,Revisionskontoret i VidebÃ¦k A/S,0.0,2013-12-31,2013-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20412220,indberetninger-20180424,2.5122871,32451381.0,,2018-04-01T04:56:10.582Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-137.573,2014-03-27T23:00:00.000Z,Martin Winther Bach
32451381,2013-01-01,2013-12-31,ID_3,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8vcGRmcy8zMjQ1MTM4MTtBcFM0NjIwMzA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE0MDMyN18yMzAxMDVfMDAx.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Adromi ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2009-09-17,2014-03-27,mail@adromi.com,0.0,32451381.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2013 - 31. december 2013 for Adromi ApS.,Ãrsrapport,0.0,Martin Winther Bach,Andelskassen,Adromi ApS,Revisionskontoret i VidebÃ¦k A/S,0.0,2013-12-31,2013-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20412220,indberetninger-20180424,2.5122871,32451381.0,,2018-04-01T04:56:10.582Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-137.573,2014-03-27T23:00:00.000Z,
32451381,2013-01-01,2013-12-31,ID_4,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8vcGRmcy8zMjQ1MTM4MTtBcFM0NjIwMzA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE0MDMyN18yMzAxMDVfMDAx.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Adromi ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2009-09-17,2014-03-27,mail@adromi.com,0.0,32451381.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2013 - 31. december 2013 for Adromi ApS.,Ãrsrapport,0.0,Martin Winther Bach,Andelskassen,Adromi ApS,Revisionskontoret i VidebÃ¦k A/S,0.0,2013-12-31,2013-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20412220,indberetninger-20180424,2.5122871,32451381.0,,2018-04-01T04:56:10.582Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-137.573,2014-03-27T23:00:00.000Z,
32451381,2013-01-01,2013-12-31,ID_5,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8vcGRmcy8zMjQ1MTM4MTtBcFM0NjIwMzA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE0MDMyN18yMzAxMDVfMDAx.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Adromi ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2009-09-17,2014-03-27,mail@adromi.com,0.0,32451381.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2013 - 31. december 2013 for Adromi ApS.,Ãrsrapport,0.0,Martin Winther Bach,Andelskassen,Adromi ApS,Revisionskontoret i VidebÃ¦k A/S,0.0,2013-12-31,2013-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20412220,indberetninger-20180424,2.5122871,32451381.0,,2018-04-01T04:56:10.582Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-137.573,2014-03-27T23:00:00.000Z,
32451381,2013-01-01,2013-12-31,ID_6,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8vcGRmcy8zMjQ1MTM4MTtBcFM0NjIwMzA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE0MDMyN18yMzAxMDVfMDAx.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Adromi ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2009-09-17,2014-03-27,mail@adromi.com,0.0,32451381.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2013 - 31. december 2013 for Adromi ApS.,Ãrsrapport,0.0,Martin Winther Bach,Andelskassen,Adromi ApS,Revisionskontoret i VidebÃ¦k A/S,0.0,2013-12-31,2013-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20412220,indberetninger-20180424,2.5122871,32451381.0,,2018-04-01T04:56:10.582Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-137.573,2014-03-27T23:00:00.000Z,
32451381,2013-01-01,2013-12-31,ID_7,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8vcGRmcy8zMjQ1MTM4MTtBcFM0NjIwMzA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE0MDMyN18yMzAxMDVfMDAx.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Adromi ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2009-09-17,2014-03-27,mail@adromi.com,0.0,32451381.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2013 - 31. december 2013 for Adromi ApS.,Ãrsrapport,0.0,Martin Winther Bach,Andelskassen,Adromi ApS,Revisionskontoret i VidebÃ¦k A/S,0.0,2013-12-31,2013-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20412220,indberetninger-20180424,2.5122871,32451381.0,,2018-04-01T04:56:10.582Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-137.573,2014-03-27T23:00:00.000Z,
32451381,2013-01-01,2013-12-31,ID_8,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8vcGRmcy8zMjQ1MTM4MTtBcFM0NjIwMzA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE0MDMyN18yMzAxMDVfMDAx.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Adromi ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2009-09-17,2014-03-27,mail@adromi.com,0.0,32451381.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2013 - 31. december 2013 for Adromi ApS.,Ãrsrapport,0.0,Martin Winther Bach,Andelskassen,Adromi ApS,Revisionskontoret i VidebÃ¦k A/S,0.0,2013-12-31,2013-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20412220,indberetninger-20180424,2.5122871,32451381.0,,2018-04-01T04:56:10.582Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-137.573,2014-03-27T23:00:00.000Z,
32451381,2013-01-01,2013-12-31,ID_9,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8vcGRmcy8zMjQ1MTM4MTtBcFM0NjIwMzA7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/18315423/Y3ZyLmRrOi8veGJybHMvWC1CNTA3MzgxMi0yMDE0MDMyN18yMzAxMDVfMDAx.xml,"6920, VidebÃ¦k",Hjejlevej 16,Til den daglige ledelse i Adromi ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter og pengestrÃ¸mme for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2009-09-17,2014-03-27,mail@adromi.com,0.0,32451381.0,33750889.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar 2013 - 31. december 2013 for Adromi ApS.,Ãrsrapport,0.0,Martin Winther Bach,Andelskassen,Adromi ApS,Revisionskontoret i VidebÃ¦k A/S,0.0,2013-12-31,2013-01-01,VidebÃ¦k,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:20412220,indberetninger-20180424,2.5122871,32451381.0,,2018-04-01T04:56:10.582Z,2014-03-27T23:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-137.573,2014-03-27T23:00:00.000Z,
