entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividend,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
10157862,2014-01-01,2014-01-01,c720,,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzVjL2UzLzBlL2UzZDMtNDRkYy05ZDIyLWIzOWQwZWJhOWMxYQ.pdf,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2NkL2FkLzZhLzM2ZDgtNGY0Ny05NTgxLWRlOTNkZDBmODA2NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Bording,7441.0,2.0,Mads Clausens Vej,"7400, Herning","Industrivej Nord, 15",aktionÃ¦rerne,Regnskabsklasse B,2016-02-01,2016-02-01,2003-12-18,2016-02-25,statsautoriseret revisor,750000.0,15807776.0,10157862.0,15807776.0,Ãrsrapport,Peter Vinderslev,Benny Jensen,Benny Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Fletco Carpet Tiles A/S,"Partner Revision, statsautoriseret revisionsaktieselskab",Bording,Ikast-Brande,2015-12-31,2015-01-01,2016-02-01,Herning,97 12 50 22,96603043.0,RevisionspÃ¥tegning,urn:ofk:oid:22030665,indberetninger-20180424,2.5097403999999996,10157862.0,,2018-03-28T22:35:39.995Z,2016-02-26T13:02:08.323Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-01-FB,2016-02-26T13:02:08.504Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157862,2014-01-01,2014-01-01,c741,,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzVjL2UzLzBlL2UzZDMtNDRkYy05ZDIyLWIzOWQwZWJhOWMxYQ.pdf,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2NkL2FkLzZhLzM2ZDgtNGY0Ny05NTgxLWRlOTNkZDBmODA2NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Bording,7441.0,2.0,Mads Clausens Vej,"7400, Herning","Industrivej Nord, 15",aktionÃ¦rerne,Regnskabsklasse B,2016-02-01,2016-02-01,2003-12-18,2016-02-25,statsautoriseret revisor,-121705.0,15807776.0,10157862.0,15807776.0,Ãrsrapport,Peter Vinderslev,Benny Jensen,Benny Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Fletco Carpet Tiles A/S,"Partner Revision, statsautoriseret revisionsaktieselskab",Bording,Ikast-Brande,2015-12-31,2015-01-01,2016-02-01,Herning,97 12 50 22,96603043.0,RevisionspÃ¥tegning,urn:ofk:oid:22030665,indberetninger-20180424,2.5097403999999996,10157862.0,,2018-03-28T22:35:39.995Z,2016-02-26T13:02:08.323Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-01-FB,2016-02-26T13:02:08.504Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157862,2014-01-01,2014-12-31,c111,,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzVjL2UzLzBlL2UzZDMtNDRkYy05ZDIyLWIzOWQwZWJhOWMxYQ.pdf,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2NkL2FkLzZhLzM2ZDgtNGY0Ny05NTgxLWRlOTNkZDBmODA2NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Bording,7441.0,2.0,Mads Clausens Vej,"7400, Herning","Industrivej Nord, 15",aktionÃ¦rerne,Regnskabsklasse B,2016-02-01,2016-02-01,2003-12-18,2016-02-25,statsautoriseret revisor,,15807776.0,10157862.0,15807776.0,Ãrsrapport,Peter Vinderslev,Benny Jensen,Benny Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Fletco Carpet Tiles A/S,"Partner Revision, statsautoriseret revisionsaktieselskab",Bording,Ikast-Brande,2015-12-31,2015-01-01,2016-02-01,Herning,97 12 50 22,96603043.0,RevisionspÃ¥tegning,urn:ofk:oid:22030665,indberetninger-20180424,2.5097403999999996,10157862.0,,2018-03-28T22:35:39.995Z,2016-02-26T13:02:08.323Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-01-FB,2016-02-26T13:02:08.504Z,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10157862,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzVjL2UzLzBlL2UzZDMtNDRkYy05ZDIyLWIzOWQwZWJhOWMxYQ.pdf,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2NkL2FkLzZhLzM2ZDgtNGY0Ny05NTgxLWRlOTNkZDBmODA2NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Bording,7441.0,2.0,Mads Clausens Vej,"7400, Herning","Industrivej Nord, 15",aktionÃ¦rerne,Regnskabsklasse B,2016-02-01,2016-02-01,2003-12-18,2016-02-25,statsautoriseret revisor,,15807776.0,10157862.0,15807776.0,Ãrsrapport,Peter Vinderslev,Benny Jensen,Benny Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Fletco Carpet Tiles A/S,"Partner Revision, statsautoriseret revisionsaktieselskab",Bording,Ikast-Brande,2015-12-31,2015-01-01,2016-02-01,Herning,97 12 50 22,96603043.0,RevisionspÃ¥tegning,urn:ofk:oid:22030665,indberetninger-20180424,2.5097403999999996,10157862.0,,2018-03-28T22:35:39.995Z,2016-02-26T13:02:08.323Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-01-FB,2016-02-26T13:02:08.504Z,153801.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10157862,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzVjL2UzLzBlL2UzZDMtNDRkYy05ZDIyLWIzOWQwZWJhOWMxYQ.pdf,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2NkL2FkLzZhLzM2ZDgtNGY0Ny05NTgxLWRlOTNkZDBmODA2NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Bording,7441.0,2.0,Mads Clausens Vej,"7400, Herning","Industrivej Nord, 15",aktionÃ¦rerne,Regnskabsklasse B,2016-02-01,2016-02-01,2003-12-18,2016-02-25,statsautoriseret revisor,,15807776.0,10157862.0,15807776.0,Ãrsrapport,Peter Vinderslev,Benny Jensen,Benny Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Fletco Carpet Tiles A/S,"Partner Revision, statsautoriseret revisionsaktieselskab",Bording,Ikast-Brande,2015-12-31,2015-01-01,2016-02-01,Herning,97 12 50 22,96603043.0,RevisionspÃ¥tegning,urn:ofk:oid:22030665,indberetninger-20180424,2.5097403999999996,10157862.0,,2018-03-28T22:35:39.995Z,2016-02-26T13:02:08.323Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-01-FB,2016-02-26T13:02:08.504Z,653801.0,824089.0,9523.0,4159.0,47222.0,865947.0,824089.0,212146.0,,,,,,,,,,,,,,,,,,,
10157862,2014-01-01,2014-12-31,c742,,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzVjL2UzLzBlL2UzZDMtNDRkYy05ZDIyLWIzOWQwZWJhOWMxYQ.pdf,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2NkL2FkLzZhLzM2ZDgtNGY0Ny05NTgxLWRlOTNkZDBmODA2NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Bording,7441.0,2.0,Mads Clausens Vej,"7400, Herning","Industrivej Nord, 15",aktionÃ¦rerne,Regnskabsklasse B,2016-02-01,2016-02-01,2003-12-18,2016-02-25,statsautoriseret revisor,,15807776.0,10157862.0,15807776.0,Ãrsrapport,Peter Vinderslev,Benny Jensen,Benny Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Fletco Carpet Tiles A/S,"Partner Revision, statsautoriseret revisionsaktieselskab",Bording,Ikast-Brande,2015-12-31,2015-01-01,2016-02-01,Herning,97 12 50 22,96603043.0,RevisionspÃ¥tegning,urn:ofk:oid:22030665,indberetninger-20180424,2.5097403999999996,10157862.0,,2018-03-28T22:35:39.995Z,2016-02-26T13:02:08.323Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-01-FB,2016-02-26T13:02:08.504Z,153801.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10157862,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzVjL2UzLzBlL2UzZDMtNDRkYy05ZDIyLWIzOWQwZWJhOWMxYQ.pdf,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2NkL2FkLzZhLzM2ZDgtNGY0Ny05NTgxLWRlOTNkZDBmODA2NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Bording,7441.0,2.0,Mads Clausens Vej,"7400, Herning","Industrivej Nord, 15",aktionÃ¦rerne,Regnskabsklasse B,2016-02-01,2016-02-01,2003-12-18,2016-02-25,statsautoriseret revisor,782096.0,15807776.0,10157862.0,15807776.0,Ãrsrapport,Peter Vinderslev,Benny Jensen,Benny Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Fletco Carpet Tiles A/S,"Partner Revision, statsautoriseret revisionsaktieselskab",Bording,Ikast-Brande,2015-12-31,2015-01-01,2016-02-01,Herning,97 12 50 22,96603043.0,RevisionspÃ¥tegning,urn:ofk:oid:22030665,indberetninger-20180424,2.5097403999999996,10157862.0,,2018-03-28T22:35:39.995Z,2016-02-26T13:02:08.323Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-01-FB,2016-02-26T13:02:08.504Z,,,,,,,,,2939375.0,1183151.0,750000.0,2939375.0,194725.0,2939375.0,2157279.0,129168.0,748278.0,500000.0,32096.0,206109.0,2157279.0,126275.0,1756224.0,212146.0,983581.0,813221.0,
10157862,2014-12-31,2014-12-31,c722,,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzVjL2UzLzBlL2UzZDMtNDRkYy05ZDIyLWIzOWQwZWJhOWMxYQ.pdf,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2NkL2FkLzZhLzM2ZDgtNGY0Ny05NTgxLWRlOTNkZDBmODA2NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Bording,7441.0,2.0,Mads Clausens Vej,"7400, Herning","Industrivej Nord, 15",aktionÃ¦rerne,Regnskabsklasse B,2016-02-01,2016-02-01,2003-12-18,2016-02-25,statsautoriseret revisor,750000.0,15807776.0,10157862.0,15807776.0,Ãrsrapport,Peter Vinderslev,Benny Jensen,Benny Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Fletco Carpet Tiles A/S,"Partner Revision, statsautoriseret revisionsaktieselskab",Bording,Ikast-Brande,2015-12-31,2015-01-01,2016-02-01,Herning,97 12 50 22,96603043.0,RevisionspÃ¥tegning,urn:ofk:oid:22030665,indberetninger-20180424,2.5097403999999996,10157862.0,,2018-03-28T22:35:39.995Z,2016-02-26T13:02:08.323Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-01-FB,2016-02-26T13:02:08.504Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157862,2014-12-31,2014-12-31,c743,,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzVjL2UzLzBlL2UzZDMtNDRkYy05ZDIyLWIzOWQwZWJhOWMxYQ.pdf,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2NkL2FkLzZhLzM2ZDgtNGY0Ny05NTgxLWRlOTNkZDBmODA2NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Bording,7441.0,2.0,Mads Clausens Vej,"7400, Herning","Industrivej Nord, 15",aktionÃ¦rerne,Regnskabsklasse B,2016-02-01,2016-02-01,2003-12-18,2016-02-25,statsautoriseret revisor,32096.0,15807776.0,10157862.0,15807776.0,Ãrsrapport,Peter Vinderslev,Benny Jensen,Benny Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Fletco Carpet Tiles A/S,"Partner Revision, statsautoriseret revisionsaktieselskab",Bording,Ikast-Brande,2015-12-31,2015-01-01,2016-02-01,Herning,97 12 50 22,96603043.0,RevisionspÃ¥tegning,urn:ofk:oid:22030665,indberetninger-20180424,2.5097403999999996,10157862.0,,2018-03-28T22:35:39.995Z,2016-02-26T13:02:08.323Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-01-FB,2016-02-26T13:02:08.504Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157862,2015-01-01,2015-01-01,c181,,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzVjL2UzLzBlL2UzZDMtNDRkYy05ZDIyLWIzOWQwZWJhOWMxYQ.pdf,http://regnskaber.virk.dk/26875101/ZG9rdW1lbnRsYWdlcjovLzAzLzcyL2NkL2FkLzZhLzM2ZDgtNGY0Ny05NTgxLWRlOTNkZDBmODA2NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Bording,7441.0,2.0,Mads Clausens Vej,"7400, Herning","Industrivej Nord, 15",aktionÃ¦rerne,Regnskabsklasse B,2016-02-01,2016-02-01,2003-12-18,2016-02-25,statsautoriseret revisor,750000.0,15807776.0,10157862.0,15807776.0,Ãrsrapport,Peter Vinderslev,Benny Jensen,Benny Jensen,"Partner Revision, statsautoriseret revisionsaktieselskab",Fletco Carpet Tiles A/S,"Partner Revision, statsautoriseret revisionsaktieselskab",Bording,Ikast-Brande,2015-12-31,2015-01-01,2016-02-01,Herning,97 12 50 22,96603043.0,RevisionspÃ¥tegning,urn:ofk:oid:22030665,indberetninger-20180424,2.5097403999999996,10157862.0,,2018-03-28T22:35:39.995Z,2016-02-26T13:02:08.323Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-01-FB,2016-02-26T13:02:08.504Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
