entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherInvestmentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
27295428,2012-01-01,2012-12-31,ID_4,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8vcGRmcy8yNzI5NTQyODtBcFMzMTc4ODc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE0MDYxM18wOTE4MzVfMTM2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Trivias ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2003-08-12,2014-05-31,152144.0,266481.0,1071314.0,27295428.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Trivias ApS.,328352.0,Ãrsrapport,"Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pitzner,Trivias ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",184250.0,330721.0,"Gentofte, den 30. maj 2014",1127512.0,1127512.0,652689.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2013-12-31,2013-01-01,2014-05-30,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:14821595,indberetninger-20180424,2.5118437,27295428.0,,2018-04-01T04:05:53.775Z,2014-06-13T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-64.483,2014-06-13T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27295428,2012-01-01,2012-12-31,ID_6,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8vcGRmcy8yNzI5NTQyODtBcFMzMTc4ODc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE0MDYxM18wOTE4MzVfMTM2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Trivias ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2003-08-12,2014-05-31,,,,27295428.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Trivias ApS.,,Ãrsrapport,"Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pitzner,Trivias ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",,,"Gentofte, den 30. maj 2014",-1127512.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2013-12-31,2013-01-01,2014-05-30,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:14821595,indberetninger-20180424,2.5118437,27295428.0,,2018-04-01T04:05:53.775Z,2014-06-13T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-64.483,2014-06-13T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27295428,2012-01-01,2012-12-31,ID_8,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8vcGRmcy8yNzI5NTQyODtBcFMzMTc4ODc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE0MDYxM18wOTE4MzVfMTM2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Trivias ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2003-08-12,2014-05-31,,,,27295428.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Trivias ApS.,,Ãrsrapport,"Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pitzner,Trivias ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",,,"Gentofte, den 30. maj 2014",-1127512.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2013-12-31,2013-01-01,2014-05-30,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:14821595,indberetninger-20180424,2.5118437,27295428.0,,2018-04-01T04:05:53.775Z,2014-06-13T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-64.483,2014-06-13T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27295428,2012-12-31,2012-12-31,ID_10,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8vcGRmcy8yNzI5NTQyODtBcFMzMTc4ODc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE0MDYxM18wOTE4MzVfMTM2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Trivias ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2003-08-12,2014-05-31,,,,27295428.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Trivias ApS.,,Ãrsrapport,"Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pitzner,Trivias ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",,,"Gentofte, den 30. maj 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2013-12-31,2013-01-01,2014-05-30,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:14821595,indberetninger-20180424,2.5118437,27295428.0,,2018-04-01T04:05:53.775Z,2014-06-13T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-64.483,2014-06-13T22:00:00.000Z,14565357.0,125000.0,4471058.0,2420943.0,7500000.0,14565357.0,12144414.0,2533801.0,2000000.0,533801.0,0.0,0.0,10094299.0,60498.0,1260073.0,11175148.0,3193679.0,7560498.0,2295943.0,743804.0,1260073.0,12144414.0,225462.0,3210985.0,0.0,17306.0,
27295428,2013-01-01,2013-12-31,ID_0,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8vcGRmcy8yNzI5NTQyODtBcFMzMTc4ODc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE0MDYxM18wOTE4MzVfMTM2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Trivias ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2003-08-12,2014-05-31,,,,27295428.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Trivias ApS.,,Ãrsrapport,"Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pitzner,Trivias ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",,,"Gentofte, den 30. maj 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2013-12-31,2013-01-01,2014-05-30,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:14821595,indberetninger-20180424,2.5118437,27295428.0,,2018-04-01T04:05:53.775Z,2014-06-13T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-64.483,2014-06-13T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27295428,2013-01-01,2013-12-31,ID_1,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8vcGRmcy8yNzI5NTQyODtBcFMzMTc4ODc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE0MDYxM18wOTE4MzVfMTM2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Trivias ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2003-08-12,2014-05-31,,,,27295428.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Trivias ApS.,,Ãrsrapport,"Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pitzner,Trivias ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",,,"Gentofte, den 30. maj 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2013-12-31,2013-01-01,2014-05-30,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:14821595,indberetninger-20180424,2.5118437,27295428.0,,2018-04-01T04:05:53.775Z,2014-06-13T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-64.483,2014-06-13T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27295428,2013-01-01,2013-12-31,ID_11,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8vcGRmcy8yNzI5NTQyODtBcFMzMTc4ODc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE0MDYxM18wOTE4MzVfMTM2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Trivias ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2003-08-12,2014-05-31,,,,27295428.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Trivias ApS.,,Ãrsrapport,"Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pitzner,Trivias ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",,,"Gentofte, den 30. maj 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2013-12-31,2013-01-01,2014-05-30,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:14821595,indberetninger-20180424,2.5118437,27295428.0,,2018-04-01T04:05:53.775Z,2014-06-13T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-64.483,2014-06-13T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27295428,2013-01-01,2013-12-31,ID_12,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8vcGRmcy8yNzI5NTQyODtBcFMzMTc4ODc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE0MDYxM18wOTE4MzVfMTM2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Trivias ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2003-08-12,2014-05-31,,,,27295428.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Trivias ApS.,,Ãrsrapport,"Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pitzner,Trivias ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",,,"Gentofte, den 30. maj 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2013-12-31,2013-01-01,2014-05-30,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:14821595,indberetninger-20180424,2.5118437,27295428.0,,2018-04-01T04:05:53.775Z,2014-06-13T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-64.483,2014-06-13T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27295428,2013-01-01,2013-12-31,ID_13,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8vcGRmcy8yNzI5NTQyODtBcFMzMTc4ODc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE0MDYxM18wOTE4MzVfMTM2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Trivias ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2003-08-12,2014-05-31,,,,27295428.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Trivias ApS.,,Ãrsrapport,"Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pitzner,Trivias ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",,,"Gentofte, den 30. maj 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2013-12-31,2013-01-01,2014-05-30,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:14821595,indberetninger-20180424,2.5118437,27295428.0,,2018-04-01T04:05:53.775Z,2014-06-13T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-64.483,2014-06-13T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
27295428,2013-01-01,2013-12-31,ID_2,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8vcGRmcy8yNzI5NTQyODtBcFMzMTc4ODc7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/82459272/Y3ZyLmRrOi8veGJybHMvWC00NTA3ODdCMy0yMDE0MDYxM18wOTE4MzVfMTM2.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i Trivias ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2003-08-12,2014-05-31,,,,27295428.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Trivias ApS.,,Ãrsrapport,"Samtidig er det min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pitzner,Trivias ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",,,"Gentofte, den 30. maj 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"157, Gentofte",2013-12-31,2013-01-01,2014-05-30,NÃ¦stved,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:14821595,indberetninger-20180424,2.5118437,27295428.0,,2018-04-01T04:05:53.775Z,2014-06-13T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-64.483,2014-06-13T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Morten Pitzner
