entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfEmployees,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradeReceivables
41992719,2016-07-01,2016-07-01,c11,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2I0L2JjLzM0L2VmYjQtNDRkYS1hZDFkLTdmZjM5ZDJmYjAwNA.xhtml,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzAyL2MyLzAyL2Q3L2YzYjgtNDJkYi04NTkzLWVjNjZkMzY4NTg1ZA.pdf,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzY2L2I3LzBkL2M4ZmUtNGQ1MC1hYjM3LTc0NTVhOGM1ZDNjMA.xml,true,Odense SV,5250.0,3.0,ElmegÃ¥rdsvej,5250 Odense SV,ElmegÃ¥rdsvej 3 A,"Til kapitalejerne i Revifyn ApS, registrerede revisorer",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-29,2018-12-01,registreret revisor,12246099.0,41992719.0,mne15657,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Erik Holm,Erik Strunge Holm,MA Revison,"REVIFYN ApS, REGISTREREDE REVISORER",Erik Holm,3.0,Odense,2016-07-01,2017-06-30,2018-06-30,2017-07-01,false,false,2018-11-30,Odense,65963000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26417286,indberetninger-20180424,2.5955422,41992719.0,AWd5a-Ziet7j816DxTEX,2018-12-04T13:33:25.527Z,2018-12-04T13:32:49.376Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-49-YW,2018-12-04T13:32:49.814Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41992719,2016-07-01,2017-06-30,c3,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2I0L2JjLzM0L2VmYjQtNDRkYS1hZDFkLTdmZjM5ZDJmYjAwNA.xhtml,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzAyL2MyLzAyL2Q3L2YzYjgtNDJkYi04NTkzLWVjNjZkMzY4NTg1ZA.pdf,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzY2L2I3LzBkL2M4ZmUtNGQ1MC1hYjM3LTc0NTVhOGM1ZDNjMA.xml,true,Odense SV,5250.0,3.0,ElmegÃ¥rdsvej,5250 Odense SV,ElmegÃ¥rdsvej 3 A,"Til kapitalejerne i Revifyn ApS, registrerede revisorer",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-29,2018-12-01,registreret revisor,12246099.0,41992719.0,mne15657,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Erik Holm,Erik Strunge Holm,MA Revison,"REVIFYN ApS, REGISTREREDE REVISORER",Erik Holm,,Odense,2016-07-01,2017-06-30,2018-06-30,2017-07-01,false,false,2018-11-30,Odense,65963000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26417286,indberetninger-20180424,2.5955422,41992719.0,AWd5a-Ziet7j816DxTEX,2018-12-04T13:33:25.527Z,2018-12-04T13:32:49.376Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-49-YW,2018-12-04T13:32:49.814Z,3.0,0.0,1614631.0,2121524.0,435.0,22620.0,2000.0,413972.0,531078.0,506893.0,117106.0,,,,,,,,,,,,,,,,,,,,,,
41992719,2016-07-01,2017-06-30,c5,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2I0L2JjLzM0L2VmYjQtNDRkYS1hZDFkLTdmZjM5ZDJmYjAwNA.xhtml,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzAyL2MyLzAyL2Q3L2YzYjgtNDJkYi04NTkzLWVjNjZkMzY4NTg1ZA.pdf,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzY2L2I3LzBkL2M4ZmUtNGQ1MC1hYjM3LTc0NTVhOGM1ZDNjMA.xml,true,Odense SV,5250.0,3.0,ElmegÃ¥rdsvej,5250 Odense SV,ElmegÃ¥rdsvej 3 A,"Til kapitalejerne i Revifyn ApS, registrerede revisorer",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-29,2018-12-01,registreret revisor,12246099.0,41992719.0,mne15657,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Erik Holm,Erik Strunge Holm,MA Revison,"REVIFYN ApS, REGISTREREDE REVISORER",Erik Holm,,Odense,2016-07-01,2017-06-30,2018-06-30,2017-07-01,false,false,2018-11-30,Odense,65963000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26417286,indberetninger-20180424,2.5955422,41992719.0,AWd5a-Ziet7j816DxTEX,2018-12-04T13:33:25.527Z,2018-12-04T13:32:49.376Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-49-YW,2018-12-04T13:32:49.814Z,,,,,,,,1050000.0,,,,,,,,,,,,,,,,,,,,,,,,,
41992719,2016-07-01,2017-06-30,c7,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2I0L2JjLzM0L2VmYjQtNDRkYS1hZDFkLTdmZjM5ZDJmYjAwNA.xhtml,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzAyL2MyLzAyL2Q3L2YzYjgtNDJkYi04NTkzLWVjNjZkMzY4NTg1ZA.pdf,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzY2L2I3LzBkL2M4ZmUtNGQ1MC1hYjM3LTc0NTVhOGM1ZDNjMA.xml,true,Odense SV,5250.0,3.0,ElmegÃ¥rdsvej,5250 Odense SV,ElmegÃ¥rdsvej 3 A,"Til kapitalejerne i Revifyn ApS, registrerede revisorer",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-29,2018-12-01,registreret revisor,12246099.0,41992719.0,mne15657,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Erik Holm,Erik Strunge Holm,MA Revison,"REVIFYN ApS, REGISTREREDE REVISORER",Erik Holm,,Odense,2016-07-01,2017-06-30,2018-06-30,2017-07-01,false,false,2018-11-30,Odense,65963000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26417286,indberetninger-20180424,2.5955422,41992719.0,AWd5a-Ziet7j816DxTEX,2018-12-04T13:33:25.527Z,2018-12-04T13:32:49.376Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-49-YW,2018-12-04T13:32:49.814Z,,,,,,,,-636028.0,,,,,,,,,,,,,,,,,,,,,,,,,
41992719,2017-06-30,2017-06-30,c9,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2I0L2JjLzM0L2VmYjQtNDRkYS1hZDFkLTdmZjM5ZDJmYjAwNA.xhtml,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzAyL2MyLzAyL2Q3L2YzYjgtNDJkYi04NTkzLWVjNjZkMzY4NTg1ZA.pdf,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzY2L2I3LzBkL2M4ZmUtNGQ1MC1hYjM3LTc0NTVhOGM1ZDNjMA.xml,true,Odense SV,5250.0,3.0,ElmegÃ¥rdsvej,5250 Odense SV,ElmegÃ¥rdsvej 3 A,"Til kapitalejerne i Revifyn ApS, registrerede revisorer",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-29,2018-12-01,registreret revisor,12246099.0,41992719.0,mne15657,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Erik Holm,Erik Strunge Holm,MA Revison,"REVIFYN ApS, REGISTREREDE REVISORER",Erik Holm,3.0,Odense,2016-07-01,2017-06-30,2018-06-30,2017-07-01,false,false,2018-11-30,Odense,65963000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26417286,indberetninger-20180424,2.5955422,41992719.0,AWd5a-Ziet7j816DxTEX,2018-12-04T13:33:25.527Z,2018-12-04T13:32:49.376Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-49-YW,2018-12-04T13:32:49.814Z,,,,,,,,,,,,2986016.0,427928.0,40198.0,200000.0,2986016.0,8016.0,2791100.0,2986016.0,192738.0,20000.0,122810.0,544.0,1050000.0,2178.0,2178.0,1541100.0,20000.0,192738.0,2538088.0,750000.0,69928.0,1739330.0
41992719,2017-07-01,2017-07-01,c10,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2I0L2JjLzM0L2VmYjQtNDRkYS1hZDFkLTdmZjM5ZDJmYjAwNA.xhtml,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzAyL2MyLzAyL2Q3L2YzYjgtNDJkYi04NTkzLWVjNjZkMzY4NTg1ZA.pdf,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzY2L2I3LzBkL2M4ZmUtNGQ1MC1hYjM3LTc0NTVhOGM1ZDNjMA.xml,true,Odense SV,5250.0,3.0,ElmegÃ¥rdsvej,5250 Odense SV,ElmegÃ¥rdsvej 3 A,"Til kapitalejerne i Revifyn ApS, registrerede revisorer",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-29,2018-12-01,registreret revisor,12246099.0,41992719.0,mne15657,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Erik Holm,Erik Strunge Holm,MA Revison,"REVIFYN ApS, REGISTREREDE REVISORER",Erik Holm,3.0,Odense,2016-07-01,2017-06-30,2018-06-30,2017-07-01,false,false,2018-11-30,Odense,65963000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26417286,indberetninger-20180424,2.5955422,41992719.0,AWd5a-Ziet7j816DxTEX,2018-12-04T13:33:25.527Z,2018-12-04T13:32:49.376Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-49-YW,2018-12-04T13:32:49.814Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41992719,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2I0L2JjLzM0L2VmYjQtNDRkYS1hZDFkLTdmZjM5ZDJmYjAwNA.xhtml,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzAyL2MyLzAyL2Q3L2YzYjgtNDJkYi04NTkzLWVjNjZkMzY4NTg1ZA.pdf,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzY2L2I3LzBkL2M4ZmUtNGQ1MC1hYjM3LTc0NTVhOGM1ZDNjMA.xml,true,Odense SV,5250.0,3.0,ElmegÃ¥rdsvej,5250 Odense SV,ElmegÃ¥rdsvej 3 A,"Til kapitalejerne i Revifyn ApS, registrerede revisorer",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-29,2018-12-01,registreret revisor,12246099.0,41992719.0,mne15657,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Erik Holm,Erik Strunge Holm,MA Revison,"REVIFYN ApS, REGISTREREDE REVISORER",Erik Holm,,Odense,2016-07-01,2017-06-30,2018-06-30,2017-07-01,false,false,2018-11-30,Odense,65963000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26417286,indberetninger-20180424,2.5955422,41992719.0,AWd5a-Ziet7j816DxTEX,2018-12-04T13:33:25.527Z,2018-12-04T13:32:49.376Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-49-YW,2018-12-04T13:32:49.814Z,2.0,0.0,1318121.0,1895407.0,79.0,18453.0,0.0,463880.0,595660.0,577286.0,131780.0,,,,,,,,,,,,,,,,,,,,,,
41992719,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2I0L2JjLzM0L2VmYjQtNDRkYS1hZDFkLTdmZjM5ZDJmYjAwNA.xhtml,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzAyL2MyLzAyL2Q3L2YzYjgtNDJkYi04NTkzLWVjNjZkMzY4NTg1ZA.pdf,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzY2L2I3LzBkL2M4ZmUtNGQ1MC1hYjM3LTc0NTVhOGM1ZDNjMA.xml,true,Odense SV,5250.0,3.0,ElmegÃ¥rdsvej,5250 Odense SV,ElmegÃ¥rdsvej 3 A,"Til kapitalejerne i Revifyn ApS, registrerede revisorer",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-29,2018-12-01,registreret revisor,12246099.0,41992719.0,mne15657,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Erik Holm,Erik Strunge Holm,MA Revison,"REVIFYN ApS, REGISTREREDE REVISORER",Erik Holm,,Odense,2016-07-01,2017-06-30,2018-06-30,2017-07-01,false,false,2018-11-30,Odense,65963000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26417286,indberetninger-20180424,2.5955422,41992719.0,AWd5a-Ziet7j816DxTEX,2018-12-04T13:33:25.527Z,2018-12-04T13:32:49.376Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-49-YW,2018-12-04T13:32:49.814Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41992719,2017-07-01,2018-06-30,c2,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2I0L2JjLzM0L2VmYjQtNDRkYS1hZDFkLTdmZjM5ZDJmYjAwNA.xhtml,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzAyL2MyLzAyL2Q3L2YzYjgtNDJkYi04NTkzLWVjNjZkMzY4NTg1ZA.pdf,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzY2L2I3LzBkL2M4ZmUtNGQ1MC1hYjM3LTc0NTVhOGM1ZDNjMA.xml,true,Odense SV,5250.0,3.0,ElmegÃ¥rdsvej,5250 Odense SV,ElmegÃ¥rdsvej 3 A,"Til kapitalejerne i Revifyn ApS, registrerede revisorer",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-29,2018-12-01,registreret revisor,12246099.0,41992719.0,mne15657,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Erik Holm,Erik Strunge Holm,MA Revison,"REVIFYN ApS, REGISTREREDE REVISORER",Erik Holm,,Odense,2016-07-01,2017-06-30,2018-06-30,2017-07-01,false,false,2018-11-30,Odense,65963000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26417286,indberetninger-20180424,2.5955422,41992719.0,AWd5a-Ziet7j816DxTEX,2018-12-04T13:33:25.527Z,2018-12-04T13:32:49.376Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-49-YW,2018-12-04T13:32:49.814Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41992719,2017-07-01,2018-06-30,c4,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzL2QwL2I0L2JjLzM0L2VmYjQtNDRkYS1hZDFkLTdmZjM5ZDJmYjAwNA.xhtml,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzAyL2MyLzAyL2Q3L2YzYjgtNDJkYi04NTkzLWVjNjZkMzY4NTg1ZA.pdf,http://regnskaber.virk.dk/91729914/ZG9rdW1lbnRsYWdlcjovLzAzLzcyLzY2L2I3LzBkL2M4ZmUtNGQ1MC1hYjM3LTc0NTVhOGM1ZDNjMA.xml,true,Odense SV,5250.0,3.0,ElmegÃ¥rdsvej,5250 Odense SV,ElmegÃ¥rdsvej 3 A,"Til kapitalejerne i Revifyn ApS, registrerede revisorer",Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-11-29,2018-12-01,registreret revisor,12246099.0,41992719.0,mne15657,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Morten Andersen,Erik Holm,Erik Strunge Holm,MA Revison,"REVIFYN ApS, REGISTREREDE REVISORER",Erik Holm,,Odense,2016-07-01,2017-06-30,2018-06-30,2017-07-01,false,false,2018-11-30,Odense,65963000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26417286,indberetninger-20180424,2.5955422,41992719.0,AWd5a-Ziet7j816DxTEX,2018-12-04T13:33:25.527Z,2018-12-04T13:32:49.376Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DY-49-YW,2018-12-04T13:32:49.814Z,,,,,,,,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
