entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPrepaymentsReceivedFromCustomers,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
25934962,2014-10-01,2015-09-30,ID_5,,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2M1L2JhL2NmLzliNmQtNGYwOC1hOTM5LTk1YjdjMjQwZTBlYQ.pdf,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMwL2Y4L2IyLzNhNjItNGFhNy05MWFhLWRiOGVjYzRjYmY3YQ.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i CDK Ejendomme ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vor opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-11-18,2016-11-18,2001-03-06,2016-11-30,879255.0,1642548.0,20658231.0,25934962.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for CDK Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vor opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Konieczny,ENGELSTED PETERSEN,CDK Ejendomme ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",Holte,2014-10-01,2015-09-30,1483239.0,1732225.0,2521803.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"230, Rudersdal",2016-09-30,2015-10-01,2016-11-18,NÃ¦stved,248986.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23530684,indberetninger-20180424,2.5124266,25934962.0,,2018-03-27T18:53:53.609Z,2017-02-28T12:05:34.420Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-36-WG,2017-02-28T12:05:34.792Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25934962,2014-10-01,2015-09-30,ID_7,,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2M1L2JhL2NmLzliNmQtNGYwOC1hOTM5LTk1YjdjMjQwZTBlYQ.pdf,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMwL2Y4L2IyLzNhNjItNGFhNy05MWFhLWRiOGVjYzRjYmY3YQ.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i CDK Ejendomme ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vor opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-11-18,2016-11-18,2001-03-06,2016-11-30,,,20658231.0,25934962.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for CDK Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vor opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Konieczny,ENGELSTED PETERSEN,CDK Ejendomme ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",Holte,2014-10-01,2015-09-30,-1483239.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"230, Rudersdal",2016-09-30,2015-10-01,2016-11-18,NÃ¦stved,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23530684,indberetninger-20180424,2.5124266,25934962.0,,2018-03-27T18:53:53.609Z,2017-02-28T12:05:34.420Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-36-WG,2017-02-28T12:05:34.792Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25934962,2015-09-30,2015-09-30,ID_9,,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2M1L2JhL2NmLzliNmQtNGYwOC1hOTM5LTk1YjdjMjQwZTBlYQ.pdf,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMwL2Y4L2IyLzNhNjItNGFhNy05MWFhLWRiOGVjYzRjYmY3YQ.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i CDK Ejendomme ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vor opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-11-18,2016-11-18,2001-03-06,2016-11-30,,,20658231.0,25934962.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for CDK Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vor opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Konieczny,ENGELSTED PETERSEN,CDK Ejendomme ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",Holte,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"230, Rudersdal",2016-09-30,2015-10-01,2016-11-18,NÃ¦stved,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23530684,indberetninger-20180424,2.5124266,25934962.0,,2018-03-27T18:53:53.609Z,2017-02-28T12:05:34.420Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-36-WG,2017-02-28T12:05:34.792Z,37049652.0,709612.0,125000.0,1249652.0,23246.0,7397756.0,35800000.0,37049652.0,26922907.0,3581576.0,25514133.0,21622574.0,309983.0,0.0,35800000.0,838744.0,328812.0,35800000.0,2728989.0,2728989.0,7272756.0,1408774.0,0.0,487662.0,540040.0,0.0,82368.0,187982.0,
25934962,2015-10-01,2016-09-30,ID_0,,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2M1L2JhL2NmLzliNmQtNGYwOC1hOTM5LTk1YjdjMjQwZTBlYQ.pdf,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMwL2Y4L2IyLzNhNjItNGFhNy05MWFhLWRiOGVjYzRjYmY3YQ.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i CDK Ejendomme ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vor opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-11-18,2016-11-18,2001-03-06,2016-11-30,357161.0,1722710.0,20658231.0,25934962.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for CDK Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vor opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Konieczny,ENGELSTED PETERSEN,CDK Ejendomme ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",Holte,2014-10-01,2015-09-30,917553.0,1350650.0,2079871.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"230, Rudersdal",2016-09-30,2015-10-01,2016-11-18,NÃ¦stved,433097.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23530684,indberetninger-20180424,2.5124266,25934962.0,,2018-03-27T18:53:53.609Z,2017-02-28T12:05:34.420Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-36-WG,2017-02-28T12:05:34.792Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25934962,2015-10-01,2016-09-30,ID_1,,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2M1L2JhL2NmLzliNmQtNGYwOC1hOTM5LTk1YjdjMjQwZTBlYQ.pdf,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMwL2Y4L2IyLzNhNjItNGFhNy05MWFhLWRiOGVjYzRjYmY3YQ.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i CDK Ejendomme ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vor opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-11-18,2016-11-18,2001-03-06,2016-11-30,,,20658231.0,25934962.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for CDK Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vor opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Konieczny,ENGELSTED PETERSEN,CDK Ejendomme ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",Holte,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"230, Rudersdal",2016-09-30,2015-10-01,2016-11-18,NÃ¦stved,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23530684,indberetninger-20180424,2.5124266,25934962.0,,2018-03-27T18:53:53.609Z,2017-02-28T12:05:34.420Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-36-WG,2017-02-28T12:05:34.792Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claus Juel
25934962,2015-10-01,2016-09-30,ID_10,,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2M1L2JhL2NmLzliNmQtNGYwOC1hOTM5LTk1YjdjMjQwZTBlYQ.pdf,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMwL2Y4L2IyLzNhNjItNGFhNy05MWFhLWRiOGVjYzRjYmY3YQ.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i CDK Ejendomme ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vor opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-11-18,2016-11-18,2001-03-06,2016-11-30,,,20658231.0,25934962.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for CDK Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vor opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Konieczny,ENGELSTED PETERSEN,CDK Ejendomme ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",Holte,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"230, Rudersdal",2016-09-30,2015-10-01,2016-11-18,NÃ¦stved,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23530684,indberetninger-20180424,2.5124266,25934962.0,,2018-03-27T18:53:53.609Z,2017-02-28T12:05:34.420Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-36-WG,2017-02-28T12:05:34.792Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25934962,2015-10-01,2016-09-30,ID_2,,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2M1L2JhL2NmLzliNmQtNGYwOC1hOTM5LTk1YjdjMjQwZTBlYQ.pdf,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMwL2Y4L2IyLzNhNjItNGFhNy05MWFhLWRiOGVjYzRjYmY3YQ.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i CDK Ejendomme ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vor opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-11-18,2016-11-18,2001-03-06,2016-11-30,,,20658231.0,25934962.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for CDK Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vor opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Konieczny,ENGELSTED PETERSEN,CDK Ejendomme ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",Holte,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"230, Rudersdal",2016-09-30,2015-10-01,2016-11-18,NÃ¦stved,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23530684,indberetninger-20180424,2.5124266,25934962.0,,2018-03-27T18:53:53.609Z,2017-02-28T12:05:34.420Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-36-WG,2017-02-28T12:05:34.792Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jakob Ãrnskov
25934962,2015-10-01,2016-09-30,ID_3,,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2M1L2JhL2NmLzliNmQtNGYwOC1hOTM5LTk1YjdjMjQwZTBlYQ.pdf,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMwL2Y4L2IyLzNhNjItNGFhNy05MWFhLWRiOGVjYzRjYmY3YQ.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i CDK Ejendomme ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vor opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-11-18,2016-11-18,2001-03-06,2016-11-30,,,20658231.0,25934962.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for CDK Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vor opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Konieczny,ENGELSTED PETERSEN,CDK Ejendomme ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",Holte,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"230, Rudersdal",2016-09-30,2015-10-01,2016-11-18,NÃ¦stved,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23530684,indberetninger-20180424,2.5124266,25934962.0,,2018-03-27T18:53:53.609Z,2017-02-28T12:05:34.420Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-36-WG,2017-02-28T12:05:34.792Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Konieczny
25934962,2015-10-01,2016-09-30,ID_4,,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2M1L2JhL2NmLzliNmQtNGYwOC1hOTM5LTk1YjdjMjQwZTBlYQ.pdf,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMwL2Y4L2IyLzNhNjItNGFhNy05MWFhLWRiOGVjYzRjYmY3YQ.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i CDK Ejendomme ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vor opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-11-18,2016-11-18,2001-03-06,2016-11-30,,,20658231.0,25934962.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for CDK Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vor opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Konieczny,ENGELSTED PETERSEN,CDK Ejendomme ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",Holte,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"230, Rudersdal",2016-09-30,2015-10-01,2016-11-18,NÃ¦stved,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23530684,indberetninger-20180424,2.5124266,25934962.0,,2018-03-27T18:53:53.609Z,2017-02-28T12:05:34.420Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-36-WG,2017-02-28T12:05:34.792Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25934962,2015-10-01,2016-09-30,ID_6,,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzU3L2M1L2JhL2NmLzliNmQtNGYwOC1hOTM5LTk1YjdjMjQwZTBlYQ.pdf,http://regnskaber.virk.dk/26943952/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzMwL2Y4L2IyLzNhNjItNGFhNy05MWFhLWRiOGVjYzRjYmY3YQ.xml,"4700, NÃ¦stved",Farvergade 9 B,Til kapitalejerne i CDK Ejendomme ApS:,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vor opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-11-18,2016-11-18,2001-03-06,2016-11-30,,,20658231.0,25934962.0,20658231.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for CDK Ejendomme ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vor opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Konieczny,ENGELSTED PETERSEN,CDK Ejendomme ApS,"ENGELSTED PETERSEN, Engelsted Petersen statsautoriserede revisorer",Holte,2014-10-01,2015-09-30,-917553.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"230, Rudersdal",2016-09-30,2015-10-01,2016-11-18,NÃ¦stved,,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:23530684,indberetninger-20180424,2.5124266,25934962.0,,2018-03-27T18:53:53.609Z,2017-02-28T12:05:34.420Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-36-WG,2017-02-28T12:05:34.792Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
