entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsOfEquityRelatedToInvestments,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentAssets,DividendIncomeRelatedToInvestments,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCompaniesActOrEquivalentLegislationThatTheCompanyIsSubjectToAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCriminalCodeAndFiscalTaxAndSubsidyLegislationAudit,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTaxReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,ValueAdjustmentsOfEquity
27587305,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzg4L2ZkLzBmL2JjZGMtNDFhMy04NzEyLTM5ZTY1OTA3NTQxNw.pdf,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzNkL2RiLzEyL2U1MTAtNDQ1NC04MTU1LTkzNGE1YmY0Njg0MQ.xml,true,222200.0,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Hobro,9500.0,31.0,Adelgade,9510 Arden,Myhlenbergvej 60 A,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,"Til kapitalejeren i T.V. Holding Arden, ApS",0.0,-65000.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2134.0,2018-06-12,2004-02-02,2018-06-20,Statsautoriseret revisor,Ingen.,-350000.0,-103400.0,29025.0,20222670.0,27587305.0,20222670.0,mne34100,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for T.V. Holding Arden, ApS.",1449564.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Tonni Vangsted,Tonni Vangsted,Spar Nord Bank,"T.V. Holding Arden, ApS",BDO Statsautoriseret revisionsaktieselskab,39923.0,76569.0,Arden,2016-01-01,2016-12-31,1455051.0,1457185.0,1420539.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2017-12-31,2017-01-01,true,true,2917224.0,false,2018-06-12,Hobro,2134.0,urn:ofk:oid:25889846,indberetninger-20180424,2.5124266,27587305.0,AWQdd5iE0wkEsASkt8WU,2018-06-20T13:52:15.791Z,2018-06-20T13:52:13.159Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-73-ZG,2018-06-20T13:52:13.374Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587305,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzg4L2ZkLzBmL2JjZGMtNDFhMy04NzEyLTM5ZTY1OTA3NTQxNw.pdf,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzNkL2RiLzEyL2U1MTAtNDQ1NC04MTU1LTkzNGE1YmY0Njg0MQ.xml,true,222200.0,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Hobro,9500.0,31.0,Adelgade,9510 Arden,Myhlenbergvej 60 A,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,"Til kapitalejeren i T.V. Holding Arden, ApS",,-65000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-06-12,2004-02-02,2018-06-20,Statsautoriseret revisor,Ingen.,-350000.0,-103400.0,,20222670.0,27587305.0,20222670.0,mne34100,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for T.V. Holding Arden, ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Tonni Vangsted,Tonni Vangsted,Spar Nord Bank,"T.V. Holding Arden, ApS",BDO Statsautoriseret revisionsaktieselskab,,,Arden,2016-01-01,2016-12-31,103400.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2017-12-31,2017-01-01,true,true,2917224.0,false,2018-06-12,Hobro,,urn:ofk:oid:25889846,indberetninger-20180424,2.5124266,27587305.0,AWQdd5iE0wkEsASkt8WU,2018-06-20T13:52:15.791Z,2018-06-20T13:52:13.159Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-73-ZG,2018-06-20T13:52:13.374Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587305,2016-01-01,2016-12-31,c185,,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzg4L2ZkLzBmL2JjZGMtNDFhMy04NzEyLTM5ZTY1OTA3NTQxNw.pdf,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzNkL2RiLzEyL2U1MTAtNDQ1NC04MTU1LTkzNGE1YmY0Njg0MQ.xml,true,222200.0,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Hobro,9500.0,31.0,Adelgade,9510 Arden,Myhlenbergvej 60 A,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,"Til kapitalejeren i T.V. Holding Arden, ApS",,-65000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-06-12,2004-02-02,2018-06-20,Statsautoriseret revisor,Ingen.,-350000.0,-103400.0,,20222670.0,27587305.0,20222670.0,mne34100,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for T.V. Holding Arden, ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Tonni Vangsted,Tonni Vangsted,Spar Nord Bank,"T.V. Holding Arden, ApS",BDO Statsautoriseret revisionsaktieselskab,,,Arden,2016-01-01,2016-12-31,824565.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2017-12-31,2017-01-01,true,true,2917224.0,false,2018-06-12,Hobro,,urn:ofk:oid:25889846,indberetninger-20180424,2.5124266,27587305.0,AWQdd5iE0wkEsASkt8WU,2018-06-20T13:52:15.791Z,2018-06-20T13:52:13.159Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-73-ZG,2018-06-20T13:52:13.374Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587305,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzg4L2ZkLzBmL2JjZGMtNDFhMy04NzEyLTM5ZTY1OTA3NTQxNw.pdf,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzNkL2RiLzEyL2U1MTAtNDQ1NC04MTU1LTkzNGE1YmY0Njg0MQ.xml,true,222200.0,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Hobro,9500.0,31.0,Adelgade,9510 Arden,Myhlenbergvej 60 A,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,"Til kapitalejeren i T.V. Holding Arden, ApS",,-65000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-06-12,2004-02-02,2018-06-20,Statsautoriseret revisor,Ingen.,-350000.0,-103400.0,,20222670.0,27587305.0,20222670.0,mne34100,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for T.V. Holding Arden, ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Tonni Vangsted,Tonni Vangsted,Spar Nord Bank,"T.V. Holding Arden, ApS",BDO Statsautoriseret revisionsaktieselskab,,,Arden,2016-01-01,2016-12-31,527086.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2017-12-31,2017-01-01,true,true,2917224.0,false,2018-06-12,Hobro,,urn:ofk:oid:25889846,indberetninger-20180424,2.5124266,27587305.0,AWQdd5iE0wkEsASkt8WU,2018-06-20T13:52:15.791Z,2018-06-20T13:52:13.159Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-73-ZG,2018-06-20T13:52:13.374Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27587305,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzg4L2ZkLzBmL2JjZGMtNDFhMy04NzEyLTM5ZTY1OTA3NTQxNw.pdf,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzNkL2RiLzEyL2U1MTAtNDQ1NC04MTU1LTkzNGE1YmY0Njg0MQ.xml,true,222200.0,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Hobro,9500.0,31.0,Adelgade,9510 Arden,Myhlenbergvej 60 A,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,"Til kapitalejeren i T.V. Holding Arden, ApS",,-65000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-06-12,2004-02-02,2018-06-20,Statsautoriseret revisor,Ingen.,-350000.0,-103400.0,,20222670.0,27587305.0,20222670.0,mne34100,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for T.V. Holding Arden, ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Tonni Vangsted,Tonni Vangsted,Spar Nord Bank,"T.V. Holding Arden, ApS",BDO Statsautoriseret revisionsaktieselskab,,,Arden,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2017-12-31,2017-01-01,true,true,2917224.0,false,2018-06-12,Hobro,,urn:ofk:oid:25889846,indberetninger-20180424,2.5124266,27587305.0,AWQdd5iE0wkEsASkt8WU,2018-06-20T13:52:15.791Z,2018-06-20T13:52:13.159Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-73-ZG,2018-06-20T13:52:13.374Z,16391349.0,2049753.0,162500.0,16317851.0,16391349.0,73498.0,12184565.0,12184565.0,12184565.0,2026793.0,68230.0,103400.0,0.0,0.0,10872065.0,5179886.0,2026793.0,73498.0,5268.0,130238.0,121815.0,0.0,0.0,8423.0,,,,,
27587305,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzg4L2ZkLzBmL2JjZGMtNDFhMy04NzEyLTM5ZTY1OTA3NTQxNw.pdf,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzNkL2RiLzEyL2U1MTAtNDQ1NC04MTU1LTkzNGE1YmY0Njg0MQ.xml,true,222200.0,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Hobro,9500.0,31.0,Adelgade,9510 Arden,Myhlenbergvej 60 A,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,"Til kapitalejeren i T.V. Holding Arden, ApS",,-65000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-06-12,2004-02-02,2018-06-20,Statsautoriseret revisor,Ingen.,-350000.0,-103400.0,,20222670.0,27587305.0,20222670.0,mne34100,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for T.V. Holding Arden, ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Tonni Vangsted,Tonni Vangsted,Spar Nord Bank,"T.V. Holding Arden, ApS",BDO Statsautoriseret revisionsaktieselskab,,,Arden,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2017-12-31,2017-01-01,true,true,2917224.0,false,2018-06-12,Hobro,,urn:ofk:oid:25889846,indberetninger-20180424,2.5124266,27587305.0,AWQdd5iE0wkEsASkt8WU,2018-06-20T13:52:15.791Z,2018-06-20T13:52:13.159Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-73-ZG,2018-06-20T13:52:13.374Z,,,,162500.0,,,,,,,,,,,,,,,,,,,,,,,,,
27587305,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzg4L2ZkLzBmL2JjZGMtNDFhMy04NzEyLTM5ZTY1OTA3NTQxNw.pdf,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzNkL2RiLzEyL2U1MTAtNDQ1NC04MTU1LTkzNGE1YmY0Njg0MQ.xml,true,222200.0,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Hobro,9500.0,31.0,Adelgade,9510 Arden,Myhlenbergvej 60 A,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,"Til kapitalejeren i T.V. Holding Arden, ApS",,-65000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-06-12,2004-02-02,2018-06-20,Statsautoriseret revisor,Ingen.,-350000.0,-103400.0,,20222670.0,27587305.0,20222670.0,mne34100,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for T.V. Holding Arden, ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Tonni Vangsted,Tonni Vangsted,Spar Nord Bank,"T.V. Holding Arden, ApS",BDO Statsautoriseret revisionsaktieselskab,,,Arden,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2017-12-31,2017-01-01,true,true,2917224.0,false,2018-06-12,Hobro,,urn:ofk:oid:25889846,indberetninger-20180424,2.5124266,27587305.0,AWQdd5iE0wkEsASkt8WU,2018-06-20T13:52:15.791Z,2018-06-20T13:52:13.159Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-73-ZG,2018-06-20T13:52:13.374Z,,,,10872065.0,,,,,,,,,,,,,,,,,,,,,,,,,
27587305,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzg4L2ZkLzBmL2JjZGMtNDFhMy04NzEyLTM5ZTY1OTA3NTQxNw.pdf,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzNkL2RiLzEyL2U1MTAtNDQ1NC04MTU1LTkzNGE1YmY0Njg0MQ.xml,true,222200.0,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Hobro,9500.0,31.0,Adelgade,9510 Arden,Myhlenbergvej 60 A,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,"Til kapitalejeren i T.V. Holding Arden, ApS",,-65000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-06-12,2004-02-02,2018-06-20,Statsautoriseret revisor,Ingen.,-350000.0,-103400.0,,20222670.0,27587305.0,20222670.0,mne34100,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for T.V. Holding Arden, ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Tonni Vangsted,Tonni Vangsted,Spar Nord Bank,"T.V. Holding Arden, ApS",BDO Statsautoriseret revisionsaktieselskab,,,Arden,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2017-12-31,2017-01-01,true,true,2917224.0,false,2018-06-12,Hobro,,urn:ofk:oid:25889846,indberetninger-20180424,2.5124266,27587305.0,AWQdd5iE0wkEsASkt8WU,2018-06-20T13:52:15.791Z,2018-06-20T13:52:13.159Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-73-ZG,2018-06-20T13:52:13.374Z,,,,5179887.0,,,,,,,,,,,,,,,,,,,,,,,,,
27587305,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzg4L2ZkLzBmL2JjZGMtNDFhMy04NzEyLTM5ZTY1OTA3NTQxNw.pdf,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzNkL2RiLzEyL2U1MTAtNDQ1NC04MTU1LTkzNGE1YmY0Njg0MQ.xml,true,222200.0,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Hobro,9500.0,31.0,Adelgade,9510 Arden,Myhlenbergvej 60 A,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,"Til kapitalejeren i T.V. Holding Arden, ApS",,-65000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-06-12,2004-02-02,2018-06-20,Statsautoriseret revisor,Ingen.,-350000.0,-103400.0,,20222670.0,27587305.0,20222670.0,mne34100,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for T.V. Holding Arden, ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Tonni Vangsted,Tonni Vangsted,Spar Nord Bank,"T.V. Holding Arden, ApS",BDO Statsautoriseret revisionsaktieselskab,,,Arden,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2017-12-31,2017-01-01,true,true,2917224.0,false,2018-06-12,Hobro,,urn:ofk:oid:25889846,indberetninger-20180424,2.5124266,27587305.0,AWQdd5iE0wkEsASkt8WU,2018-06-20T13:52:15.791Z,2018-06-20T13:52:13.159Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-73-ZG,2018-06-20T13:52:13.374Z,,,,103400.0,,,,,,,,,,,,,,,,,,,,,,,,,
27587305,2017-01-01,2017-01-01,c551,,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzL2YwLzg4L2ZkLzBmL2JjZGMtNDFhMy04NzEyLTM5ZTY1OTA3NTQxNw.pdf,http://regnskaber.virk.dk/50378572/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzNkL2RiLzEyL2U1MTAtNDQ1NC04MTU1LTkzNGE1YmY0Njg0MQ.xml,true,222200.0,Hobro,9500.0,10.0,Jeppe AakjÃ¦rs Vej,Hobro,9500.0,31.0,Adelgade,9510 Arden,Myhlenbergvej 60 A,DK-9500 Hobro,Jeppe AakjÃ¦rs Vej 10,"Til kapitalejeren i T.V. Holding Arden, ApS",,-65000.0,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-06-12,2004-02-02,2018-06-20,Statsautoriseret revisor,Ingen.,-350000.0,-103400.0,,20222670.0,27587305.0,20222670.0,mne34100,"Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for T.V. Holding Arden, ApS.",,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas Nielsen,Tonni Vangsted,Tonni Vangsted,Spar Nord Bank,"T.V. Holding Arden, ApS",BDO Statsautoriseret revisionsaktieselskab,,,Arden,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,2017-12-31,2017-01-01,true,true,2917224.0,false,2018-06-12,Hobro,,urn:ofk:oid:25889846,indberetninger-20180424,2.5124266,27587305.0,AWQdd5iE0wkEsASkt8WU,2018-06-20T13:52:15.791Z,2018-06-20T13:52:13.159Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-73-ZG,2018-06-20T13:52:13.374Z,,,,,,,,,,,,,,,,,,,,,,,,,10872065.0,1312500.0,,,
