entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OutstandingDebtFromManagementCategory,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,WagesAndSalaries,IncreaseDecreaseOfEquityThroughChangesInAccountingPolicies,ValueAdjustmentsOfEquity,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTradePayables,DateOfApprovalOfAnnualReport,PlaceOfSignatureOfStatement,NameAndSurnameOfMemberOfSupervisoryBoard
15350385,2012-01-01,2012-01-01,c494,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE0MDUzMF8xMjIyNTJfNDkw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-20,1991-08-02,2014-05-30,Andre eksterne omkostninger omfatter omkostninger til administration mv.,2399000.0,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",286314.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2013-12-31,2013-01-01,2014-05-20,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247809,indberetninger-20180424,2.5124211,15350385.0,,2018-03-31T17:20:54.260Z,2014-06-01T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-27.299,2014-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
15350385,2012-01-01,2012-12-31,c123,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE0MDUzMF8xMjIyNTJfNDkw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-20,1991-08-02,2014-05-30,Andre eksterne omkostninger omfatter omkostninger til administration mv.,,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",286314.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2013-12-31,2013-01-01,2014-05-20,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247809,indberetninger-20180424,2.5124211,15350385.0,,2018-03-31T17:20:54.260Z,2014-06-01T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-27.299,2014-06-01T22:00:00.000Z,-26000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15350385,2012-01-01,2012-12-31,c3,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE0MDUzMF8xMjIyNTJfNDkw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-20,1991-08-02,2014-05-30,Andre eksterne omkostninger omfatter omkostninger til administration mv.,,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",286314.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2013-12-31,2013-01-01,2014-05-20,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247809,indberetninger-20180424,2.5124211,15350385.0,,2018-03-31T17:20:54.260Z,2014-06-01T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-27.299,2014-06-01T22:00:00.000Z,-26000.0,70000.0,-33000.0,17000.0,2000.0,79000.0,2000.0,-26000.0,-103000.0,53000.0,,,,,,,,,,,,,,,,,
15350385,2012-01-01,2012-12-31,c495,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE0MDUzMF8xMjIyNTJfNDkw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-20,1991-08-02,2014-05-30,Andre eksterne omkostninger omfatter omkostninger til administration mv.,,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",286314.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2013-12-31,2013-01-01,2014-05-20,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247809,indberetninger-20180424,2.5124211,15350385.0,,2018-03-31T17:20:54.260Z,2014-06-01T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-27.299,2014-06-01T22:00:00.000Z,-26000.0,,,,,,,,,,174000.0,-1000.0,,,,,,,,,,,,,,,
15350385,2012-12-31,2012-12-31,c4,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE0MDUzMF8xMjIyNTJfNDkw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-20,1991-08-02,2014-05-30,Andre eksterne omkostninger omfatter omkostninger til administration mv.,2671000.0,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",286314.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2013-12-31,2013-01-01,2014-05-20,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247809,indberetninger-20180424,2.5124211,15350385.0,,2018-03-31T17:20:54.260Z,2014-06-01T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-27.299,2014-06-01T22:00:00.000Z,,,,,,,,,,,,,2684000.0,1334000.0,125000.0,2684000.0,2684000.0,13000.0,2546000.0,13000.0,1350000.0,1083000.0,267000.0,13000.0,,,
15350385,2012-12-31,2012-12-31,c496,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE0MDUzMF8xMjIyNTJfNDkw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-20,1991-08-02,2014-05-30,Andre eksterne omkostninger omfatter omkostninger til administration mv.,2546000.0,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",286314.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2013-12-31,2013-01-01,2014-05-20,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247809,indberetninger-20180424,2.5124211,15350385.0,,2018-03-31T17:20:54.260Z,2014-06-01T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-27.299,2014-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
15350385,2013-01-01,2013-01-01,c199,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE0MDUzMF8xMjIyNTJfNDkw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-20,1991-08-02,2014-05-30,Andre eksterne omkostninger omfatter omkostninger til administration mv.,2373712.0,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",286314.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2013-12-31,2013-01-01,2014-05-20,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247809,indberetninger-20180424,2.5124211,15350385.0,,2018-03-31T17:20:54.260Z,2014-06-01T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-27.299,2014-06-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
15350385,2013-01-01,2013-12-31,c1,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE0MDUzMF8xMjIyNTJfNDkw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-20,1991-08-02,2014-05-30,Andre eksterne omkostninger omfatter omkostninger til administration mv.,,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",286314.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2013-12-31,2013-01-01,2014-05-20,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247809,indberetninger-20180424,2.5124211,15350385.0,,2018-03-31T17:20:54.260Z,2014-06-01T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-27.299,2014-06-01T22:00:00.000Z,43669.0,1983.0,-32512.0,1983.0,356.0,78520.0,356.0,43669.0,-34495.0,0.0,,,,,,,,,,,,,,,2014-05-20,DragÃ¸r,
15350385,2013-01-01,2013-12-31,c122,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE0MDUzMF8xMjIyNTJfNDkw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-20,1991-08-02,2014-05-30,Andre eksterne omkostninger omfatter omkostninger til administration mv.,,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",286314.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2013-12-31,2013-01-01,2014-05-20,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247809,indberetninger-20180424,2.5124211,15350385.0,,2018-03-31T17:20:54.260Z,2014-06-01T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-27.299,2014-06-01T22:00:00.000Z,43669.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15350385,2013-01-01,2013-12-31,c200,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE0MDUzMF8xMjIyNTJfNDkw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-05-20,1991-08-02,2014-05-30,Andre eksterne omkostninger omfatter omkostninger til administration mv.,,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",286314.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2013-12-31,2013-01-01,2014-05-20,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247809,indberetninger-20180424,2.5124211,15350385.0,,2018-03-31T17:20:54.260Z,2014-06-01T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-27.299,2014-06-01T22:00:00.000Z,43669.0,,,,,,,,,,173478.0,0.0,,,,,,,,,,,,,,,
