entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DebtRepaidByManagementCategory,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,IncreaseDecreaseOfEquityThroughChangesInAccountingPolicies,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard
15350385,2013-01-01,2013-01-01,c723,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE1MDIxOF8wOTE3NTdfNjYw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-01-30,2015-01-30,1991-08-02,2015-02-13,286314.0,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2014-12-31,2014-01-01,2015-01-30,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247815,indberetninger-20180424,2.5122432999999997,15350385.0,,2018-03-30T11:45:42.016Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-15.164,2015-02-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
15350385,2013-01-01,2013-01-01,c741,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE1MDIxOF8wOTE3NTdfNjYw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-01-30,2015-01-30,1991-08-02,2015-02-13,286314.0,Andre eksterne omkostninger omfatter omkostninger til administration.,2373712.0,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2014-12-31,2014-01-01,2015-01-30,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247815,indberetninger-20180424,2.5122432999999997,15350385.0,,2018-03-30T11:45:42.016Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-15.164,2015-02-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
15350385,2013-01-01,2013-12-31,c123,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE1MDIxOF8wOTE3NTdfNjYw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-01-30,2015-01-30,1991-08-02,2015-02-13,286314.0,Andre eksterne omkostninger omfatter omkostninger til administration.,,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2014-12-31,2014-01-01,2015-01-30,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247815,indberetninger-20180424,2.5122432999999997,15350385.0,,2018-03-30T11:45:42.016Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-15.164,2015-02-18T23:00:00.000Z,43669.0,,,,,,,,,,,,,,,,,,,,,,,
15350385,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE1MDIxOF8wOTE3NTdfNjYw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-01-30,2015-01-30,1991-08-02,2015-02-13,286314.0,Andre eksterne omkostninger omfatter omkostninger til administration.,,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2014-12-31,2014-01-01,2015-01-30,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247815,indberetninger-20180424,2.5122432999999997,15350385.0,,2018-03-30T11:45:42.016Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-15.164,2015-02-18T23:00:00.000Z,43669.0,1983.0,-32513.0,1983.0,356.0,78521.0,356.0,43669.0,-34496.0,,,,,,,,,,,,,,,
15350385,2013-01-01,2013-12-31,c742,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE1MDIxOF8wOTE3NTdfNjYw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-01-30,2015-01-30,1991-08-02,2015-02-13,286314.0,Andre eksterne omkostninger omfatter omkostninger til administration.,,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2014-12-31,2014-01-01,2015-01-30,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247815,indberetninger-20180424,2.5122432999999997,15350385.0,,2018-03-30T11:45:42.016Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-15.164,2015-02-18T23:00:00.000Z,43669.0,,,,,,,,,173478.0,,,,,,,,,,,,,,
15350385,2013-12-31,2013-12-31,c4,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE1MDIxOF8wOTE3NTdfNjYw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-01-30,2015-01-30,1991-08-02,2015-02-13,286314.0,Andre eksterne omkostninger omfatter omkostninger til administration.,2715859.0,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2014-12-31,2014-01-01,2015-01-30,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247815,indberetninger-20180424,2.5122432999999997,15350385.0,,2018-03-30T11:45:42.016Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-15.164,2015-02-18T23:00:00.000Z,,,,,,,,,,,2728359.0,1179275.0,125000.0,2728359.0,2728359.0,12500.0,0.0,2590859.0,12500.0,1549084.0,1262770.0,286314.0,12500.0,
15350385,2013-12-31,2013-12-31,c722,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE1MDIxOF8wOTE3NTdfNjYw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-01-30,2015-01-30,1991-08-02,2015-02-13,286314.0,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2014-12-31,2014-01-01,2015-01-30,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247815,indberetninger-20180424,2.5122432999999997,15350385.0,,2018-03-30T11:45:42.016Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-15.164,2015-02-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
15350385,2013-12-31,2013-12-31,c743,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE1MDIxOF8wOTE3NTdfNjYw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-01-30,2015-01-30,1991-08-02,2015-02-13,286314.0,Andre eksterne omkostninger omfatter omkostninger til administration.,2590859.0,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2014-12-31,2014-01-01,2015-01-30,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247815,indberetninger-20180424,2.5122432999999997,15350385.0,,2018-03-30T11:45:42.016Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-15.164,2015-02-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
15350385,2014-01-01,2014-01-01,c199,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE1MDIxOF8wOTE3NTdfNjYw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-01-30,2015-01-30,1991-08-02,2015-02-13,286314.0,Andre eksterne omkostninger omfatter omkostninger til administration.,2590859.0,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2014-12-31,2014-01-01,2015-01-30,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247815,indberetninger-20180424,2.5122432999999997,15350385.0,,2018-03-30T11:45:42.016Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-15.164,2015-02-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
15350385,2014-01-01,2014-01-01,c430,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8vcGRmcy8xNTM1MDM4NTtBcFMyMDExNTE7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/58305351/Y3ZyLmRrOi8veGJybHMvWC0zOTg4QjBENy0yMDE1MDIxOF8wOTE3NTdfNjYw.xml,DragÃ¸r,2791.0,18A,Ãresunds Alle,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-01-30,2015-01-30,1991-08-02,2015-02-13,286314.0,Andre eksterne omkostninger omfatter omkostninger til administration.,125000.0,36 45 36 41,15350385.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for EU-Spedition ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Karl Andreas Christensen,Karl Andreas Christensen,Sydbank,EU-Spedition ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",DragÃ¸r,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,DragÃ¸r,2014-12-31,2014-01-01,2015-01-30,KÃ¸benhavn,36 45 36 33,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:11247815,indberetninger-20180424,2.5122432999999997,15350385.0,,2018-03-30T11:45:42.016Z,2015-02-18T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-15.164,2015-02-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,
