entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
36704578,2015-07-01,2016-06-30,c175,,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JkL2MzLzhlLzI5ZWUtNDAyYy04MmM2LWMwMGIwZmJkZGExOQ.pdf,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FmL2I3LzBkL2M5ZGEtNGE2Yi04YmZiLTRhNDA4MzgxZGI4NA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Bekasinvej 10,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Sampling Danmark ApS,225.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,24215.0,2017-11-08,2015-03-24,2017-11-08,37423.0,6133.0,Statsautoriseret revisor,-84122.0,899455.0,1045459.0,20222670.0,36704578.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Sampling Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Jacob MostrÃ¸m Lichtenberg,Jacob MostrÃ¸m Lichtenberg,Sampling Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,110139.0,19.0,Odense,186.0,2015-07-01,2016-06-30,84122.0,108562.0,108581.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-11-08,Kolding,0.0,24440.0,24655334.0,789130.0,urn:ofk:oid:24689877,indberetninger-20180424,2.5118417999999996,36704578.0,,2018-03-27T17:03:59.526Z,2017-11-13T13:44:51.916Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-46-YH,2017-11-13T13:44:52.113Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36704578,2015-07-01,2016-06-30,c177,,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JkL2MzLzhlLzI5ZWUtNDAyYy04MmM2LWMwMGIwZmJkZGExOQ.pdf,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FmL2I3LzBkL2M5ZGEtNGE2Yi04YmZiLTRhNDA4MzgxZGI4NA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Bekasinvej 10,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Sampling Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-11-08,2015-03-24,2017-11-08,,6133.0,Statsautoriseret revisor,-84122.0,,,20222670.0,36704578.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Sampling Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Jacob MostrÃ¸m Lichtenberg,Jacob MostrÃ¸m Lichtenberg,Sampling Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2015-07-01,2016-06-30,84122.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-11-08,Kolding,,,24655334.0,,urn:ofk:oid:24689877,indberetninger-20180424,2.5118417999999996,36704578.0,,2018-03-27T17:03:59.526Z,2017-11-13T13:44:51.916Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-46-YH,2017-11-13T13:44:52.113Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36704578,2015-07-01,2016-06-30,c195,,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JkL2MzLzhlLzI5ZWUtNDAyYy04MmM2LWMwMGIwZmJkZGExOQ.pdf,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FmL2I3LzBkL2M5ZGEtNGE2Yi04YmZiLTRhNDA4MzgxZGI4NA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Bekasinvej 10,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Sampling Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-11-08,2015-03-24,2017-11-08,,6133.0,Statsautoriseret revisor,-84122.0,,,20222670.0,36704578.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Sampling Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Jacob MostrÃ¸m Lichtenberg,Jacob MostrÃ¸m Lichtenberg,Sampling Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2015-07-01,2016-06-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-11-08,Kolding,,,24655334.0,,urn:ofk:oid:24689877,indberetninger-20180424,2.5118417999999996,36704578.0,,2018-03-27T17:03:59.526Z,2017-11-13T13:44:51.916Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-46-YH,2017-11-13T13:44:52.113Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36704578,2016-06-30,2016-06-30,c172,,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JkL2MzLzhlLzI5ZWUtNDAyYy04MmM2LWMwMGIwZmJkZGExOQ.pdf,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FmL2I3LzBkL2M5ZGEtNGE2Yi04YmZiLTRhNDA4MzgxZGI4NA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Bekasinvej 10,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Sampling Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-11-08,2015-03-24,2017-11-08,,6133.0,Statsautoriseret revisor,-84122.0,,,20222670.0,36704578.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Sampling Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Jacob MostrÃ¸m Lichtenberg,Jacob MostrÃ¸m Lichtenberg,Sampling Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-11-08,Kolding,,,24655334.0,,urn:ofk:oid:24689877,indberetninger-20180424,2.5118417999999996,36704578.0,,2018-03-27T17:03:59.526Z,2017-11-13T13:44:51.916Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-46-YH,2017-11-13T13:44:52.113Z,231761.0,188909.0,51000.0,0.0,135122.0,14821.0,231761.0,96414.0,14821.0,16.0,72199.0,31.0,14821.0,84122.0,225.0,225.0,0.0,96414.0,0.0,28031.0,3000.0,24215.0,0.0,25000.0,,,,
36704578,2016-07-01,2016-07-01,c226,,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JkL2MzLzhlLzI5ZWUtNDAyYy04MmM2LWMwMGIwZmJkZGExOQ.pdf,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FmL2I3LzBkL2M5ZGEtNGE2Yi04YmZiLTRhNDA4MzgxZGI4NA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Bekasinvej 10,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Sampling Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-11-08,2015-03-24,2017-11-08,,6133.0,Statsautoriseret revisor,-84122.0,,,20222670.0,36704578.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Sampling Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Jacob MostrÃ¸m Lichtenberg,Jacob MostrÃ¸m Lichtenberg,Sampling Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-11-08,Kolding,,,24655334.0,,urn:ofk:oid:24689877,indberetninger-20180424,2.5118417999999996,36704578.0,,2018-03-27T17:03:59.526Z,2017-11-13T13:44:51.916Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-46-YH,2017-11-13T13:44:52.113Z,,,,,51000.0,,,,,,,,,,,,,,,,,,,,,,,
36704578,2016-07-01,2016-07-01,c253,,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JkL2MzLzhlLzI5ZWUtNDAyYy04MmM2LWMwMGIwZmJkZGExOQ.pdf,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FmL2I3LzBkL2M5ZGEtNGE2Yi04YmZiLTRhNDA4MzgxZGI4NA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Bekasinvej 10,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Sampling Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-11-08,2015-03-24,2017-11-08,,6133.0,Statsautoriseret revisor,-84122.0,,,20222670.0,36704578.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Sampling Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Jacob MostrÃ¸m Lichtenberg,Jacob MostrÃ¸m Lichtenberg,Sampling Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-11-08,Kolding,,,24655334.0,,urn:ofk:oid:24689877,indberetninger-20180424,2.5118417999999996,36704578.0,,2018-03-27T17:03:59.526Z,2017-11-13T13:44:51.916Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-46-YH,2017-11-13T13:44:52.113Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
36704578,2016-07-01,2016-07-01,c257,,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JkL2MzLzhlLzI5ZWUtNDAyYy04MmM2LWMwMGIwZmJkZGExOQ.pdf,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FmL2I3LzBkL2M5ZGEtNGE2Yi04YmZiLTRhNDA4MzgxZGI4NA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Bekasinvej 10,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Sampling Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-11-08,2015-03-24,2017-11-08,,6133.0,Statsautoriseret revisor,-84122.0,,,20222670.0,36704578.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Sampling Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Jacob MostrÃ¸m Lichtenberg,Jacob MostrÃ¸m Lichtenberg,Sampling Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-11-08,Kolding,,,24655334.0,,urn:ofk:oid:24689877,indberetninger-20180424,2.5118417999999996,36704578.0,,2018-03-27T17:03:59.526Z,2017-11-13T13:44:51.916Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-46-YH,2017-11-13T13:44:52.113Z,,,,,84122.0,,,,,,,,,,,,,,,,,,,,,,,
36704578,2016-07-01,2016-07-01,c456,,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JkL2MzLzhlLzI5ZWUtNDAyYy04MmM2LWMwMGIwZmJkZGExOQ.pdf,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FmL2I3LzBkL2M5ZGEtNGE2Yi04YmZiLTRhNDA4MzgxZGI4NA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Bekasinvej 10,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Sampling Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-11-08,2015-03-24,2017-11-08,,6133.0,Statsautoriseret revisor,-84122.0,,,20222670.0,36704578.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Sampling Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Jacob MostrÃ¸m Lichtenberg,Jacob MostrÃ¸m Lichtenberg,Sampling Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-11-08,Kolding,,,24655334.0,,urn:ofk:oid:24689877,indberetninger-20180424,2.5118417999999996,36704578.0,,2018-03-27T17:03:59.526Z,2017-11-13T13:44:51.916Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-46-YH,2017-11-13T13:44:52.113Z,,,,,,,,,,,,,,,,,,,,,,,,,3578.0,18399.0,,
36704578,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JkL2MzLzhlLzI5ZWUtNDAyYy04MmM2LWMwMGIwZmJkZGExOQ.pdf,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FmL2I3LzBkL2M5ZGEtNGE2Yi04YmZiLTRhNDA4MzgxZGI4NA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Bekasinvej 10,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Sampling Danmark ApS,-590.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,25586.0,2017-11-08,2015-03-24,2017-11-08,21584.0,6133.0,Statsautoriseret revisor,-84122.0,230637.0,360200.0,20222670.0,36704578.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Sampling Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Jacob MostrÃ¸m Lichtenberg,Jacob MostrÃ¸m Lichtenberg,Sampling Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,56337.0,9.0,Odense,0.0,2015-07-01,2016-06-30,82974.0,107970.0,107979.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-11-08,Kolding,137.0,24996.0,24655334.0,174163.0,urn:ofk:oid:24689877,indberetninger-20180424,2.5118417999999996,36704578.0,,2018-03-27T17:03:59.526Z,2017-11-13T13:44:51.916Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-46-YH,2017-11-13T13:44:52.113Z,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
36704578,2016-07-01,2017-06-30,c176,,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzLzIyL2JkL2MzLzhlLzI5ZWUtNDAyYy04MmM2LWMwMGIwZmJkZGExOQ.pdf,http://regnskaber.virk.dk/87540763/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FmL2I3LzBkL2M5ZGEtNGE2Yi04YmZiLTRhNDA4MzgxZGI4NA.xml,true,Kolding,6000.0,"31, st.",Birkemose AllÃ©,5210 Odense NV,Bekasinvej 10,DK-6000 Kolding,"Birkemose AllÃ© 31, st.",Til kapitalejerne i Sampling Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2017-11-08,2015-03-24,2017-11-08,,6133.0,Statsautoriseret revisor,-84122.0,,,20222670.0,36704578.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2016 - 30. juni 2017 for Sampling Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Niels Peder Aalund,Jacob MostrÃ¸m Lichtenberg,Jacob MostrÃ¸m Lichtenberg,Sampling Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,,2015-07-01,2016-06-30,82900.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2017-06-30,2016-07-01,false,2017-11-08,Kolding,,,24655334.0,,urn:ofk:oid:24689877,indberetninger-20180424,2.5118417999999996,36704578.0,,2018-03-27T17:03:59.526Z,2017-11-13T13:44:51.916Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BF-46-YH,2017-11-13T13:44:52.113Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
