entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,SharePremium,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
21228273,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzc0LzlkLzFjLzIxODQtNDJiNy1hYWFkLTVhZDZkODg3MjRlOQ.xhtml,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2JlLzk2LzE5LzFiODQtNDk0NS1iY2FhLTZjNDRlZTFjMmZkZQ.pdf,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2ZhL2JkL2EyLzE1MTItNDcxYS05ZTI0LTkwYmJhZWIzYmVlOA.xml,true,Danmark,DK,Horsens,8700.0,"36 C, 1. th",HÃ¸egh Guldbergs Gade,8100 Aarhus C,HÃ¸rning,8362.0,15.0,Gl Ryvej,8700 Horsens,"HÃ¸egh Guldbergs Gade 36C, 1. th",Til den daglige ledelse i EVERGREEN 2000 A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Registreret revisor,30586.0,-13125.0,21228273.0,1016443189.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul E. Brodersen,Arne Mouritsen,Arne Kirkegaard Mouritsen,Handelsbanken,EVERGREEN 2000 A/S,"Leif Mikkelsen & Partnere A/S, Registrerede revisorer",1320.0,479466.0,HÃ¸rning,2015-01-01,2015-12-31,293797.0,384048.0,-13125.0,2016-12-31,2016-01-01,53027.0,true,false,2017-05-31,Horsens,90251.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24135130,indberetninger-20180424,2.5949414,21228273.0,,2018-03-29T04:14:26.158Z,2017-06-07T13:26:49.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-08-WH,2017-06-07T13:26:49.345Z,,,,,,,,,,,,,,,,,,,,,,
21228273,2015-01-01,2015-12-31,c8,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzc0LzlkLzFjLzIxODQtNDJiNy1hYWFkLTVhZDZkODg3MjRlOQ.xhtml,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2JlLzk2LzE5LzFiODQtNDk0NS1iY2FhLTZjNDRlZTFjMmZkZQ.pdf,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2ZhL2JkL2EyLzE1MTItNDcxYS05ZTI0LTkwYmJhZWIzYmVlOA.xml,true,Danmark,DK,Horsens,8700.0,"36 C, 1. th",HÃ¸egh Guldbergs Gade,8100 Aarhus C,HÃ¸rning,8362.0,15.0,Gl Ryvej,8700 Horsens,"HÃ¸egh Guldbergs Gade 36C, 1. th",Til den daglige ledelse i EVERGREEN 2000 A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Registreret revisor,,,21228273.0,1016443189.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul E. Brodersen,Arne Mouritsen,Arne Kirkegaard Mouritsen,Handelsbanken,EVERGREEN 2000 A/S,"Leif Mikkelsen & Partnere A/S, Registrerede revisorer",,,HÃ¸rning,2015-01-01,2015-12-31,293797.0,,,2016-12-31,2016-01-01,,true,false,2017-05-31,Horsens,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24135130,indberetninger-20180424,2.5949414,21228273.0,,2018-03-29T04:14:26.158Z,2017-06-07T13:26:49.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-08-WH,2017-06-07T13:26:49.345Z,,,,,,,,,,,,,,,,,,,,,,
21228273,2015-12-31,2015-12-31,c10,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzc0LzlkLzFjLzIxODQtNDJiNy1hYWFkLTVhZDZkODg3MjRlOQ.xhtml,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2JlLzk2LzE5LzFiODQtNDk0NS1iY2FhLTZjNDRlZTFjMmZkZQ.pdf,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2ZhL2JkL2EyLzE1MTItNDcxYS05ZTI0LTkwYmJhZWIzYmVlOA.xml,true,Danmark,DK,Horsens,8700.0,"36 C, 1. th",HÃ¸egh Guldbergs Gade,8100 Aarhus C,HÃ¸rning,8362.0,15.0,Gl Ryvej,8700 Horsens,"HÃ¸egh Guldbergs Gade 36C, 1. th",Til den daglige ledelse i EVERGREEN 2000 A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Registreret revisor,,,21228273.0,1016443189.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul E. Brodersen,Arne Mouritsen,Arne Kirkegaard Mouritsen,Handelsbanken,EVERGREEN 2000 A/S,"Leif Mikkelsen & Partnere A/S, Registrerede revisorer",,,HÃ¸rning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-05-31,Horsens,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24135130,indberetninger-20180424,2.5949414,21228273.0,,2018-03-29T04:14:26.158Z,2017-06-07T13:26:49.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-08-WH,2017-06-07T13:26:49.345Z,10080983.0,0.0,500000.0,10080983.0,8099405.0,10080983.0,1981578.0,12200.0,676.0,7574405.0,25000.0,12200.0,1981578.0,738533.0,1132152.0,10068783.0,10068783.0,90092.0,20125.0,,,
21228273,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzc0LzlkLzFjLzIxODQtNDJiNy1hYWFkLTVhZDZkODg3MjRlOQ.xhtml,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2JlLzk2LzE5LzFiODQtNDk0NS1iY2FhLTZjNDRlZTFjMmZkZQ.pdf,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2ZhL2JkL2EyLzE1MTItNDcxYS05ZTI0LTkwYmJhZWIzYmVlOA.xml,true,Danmark,DK,Horsens,8700.0,"36 C, 1. th",HÃ¸egh Guldbergs Gade,8100 Aarhus C,HÃ¸rning,8362.0,15.0,Gl Ryvej,8700 Horsens,"HÃ¸egh Guldbergs Gade 36C, 1. th",Til den daglige ledelse i EVERGREEN 2000 A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Registreret revisor,29541.0,-5000.0,21228273.0,1016443189.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul E. Brodersen,Arne Mouritsen,Arne Kirkegaard Mouritsen,Handelsbanken,EVERGREEN 2000 A/S,"Leif Mikkelsen & Partnere A/S, Registrerede revisorer",4600.0,501772.0,HÃ¸rning,2015-01-01,2015-12-31,324951.0,416604.0,-5000.0,2016-12-31,2016-01-01,55227.0,true,false,2017-05-31,Horsens,91653.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24135130,indberetninger-20180424,2.5949414,21228273.0,,2018-03-29T04:14:26.158Z,2017-06-07T13:26:49.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-08-WH,2017-06-07T13:26:49.345Z,,,,,,,,,,,,,,,,,,,,,,
21228273,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzc0LzlkLzFjLzIxODQtNDJiNy1hYWFkLTVhZDZkODg3MjRlOQ.xhtml,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2JlLzk2LzE5LzFiODQtNDk0NS1iY2FhLTZjNDRlZTFjMmZkZQ.pdf,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2ZhL2JkL2EyLzE1MTItNDcxYS05ZTI0LTkwYmJhZWIzYmVlOA.xml,true,Danmark,DK,Horsens,8700.0,"36 C, 1. th",HÃ¸egh Guldbergs Gade,8100 Aarhus C,HÃ¸rning,8362.0,15.0,Gl Ryvej,8700 Horsens,"HÃ¸egh Guldbergs Gade 36C, 1. th",Til den daglige ledelse i EVERGREEN 2000 A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Registreret revisor,,,21228273.0,1016443189.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul E. Brodersen,Arne Mouritsen,Arne Kirkegaard Mouritsen,Handelsbanken,EVERGREEN 2000 A/S,"Leif Mikkelsen & Partnere A/S, Registrerede revisorer",,,HÃ¸rning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-05-31,Horsens,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24135130,indberetninger-20180424,2.5949414,21228273.0,,2018-03-29T04:14:26.158Z,2017-06-07T13:26:49.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-08-WH,2017-06-07T13:26:49.345Z,,,,,,,,,,,,,,,,,,,,32676421.0,"Leif Mikkelsen & Partnere A/S, Registrerede revisorer",
21228273,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzc0LzlkLzFjLzIxODQtNDJiNy1hYWFkLTVhZDZkODg3MjRlOQ.xhtml,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2JlLzk2LzE5LzFiODQtNDk0NS1iY2FhLTZjNDRlZTFjMmZkZQ.pdf,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2ZhL2JkL2EyLzE1MTItNDcxYS05ZTI0LTkwYmJhZWIzYmVlOA.xml,true,Danmark,DK,Horsens,8700.0,"36 C, 1. th",HÃ¸egh Guldbergs Gade,8100 Aarhus C,HÃ¸rning,8362.0,15.0,Gl Ryvej,8700 Horsens,"HÃ¸egh Guldbergs Gade 36C, 1. th",Til den daglige ledelse i EVERGREEN 2000 A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Registreret revisor,,,21228273.0,1016443189.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul E. Brodersen,Arne Mouritsen,Arne Kirkegaard Mouritsen,Handelsbanken,EVERGREEN 2000 A/S,"Leif Mikkelsen & Partnere A/S, Registrerede revisorer",,,HÃ¸rning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-05-31,Horsens,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24135130,indberetninger-20180424,2.5949414,21228273.0,,2018-03-29T04:14:26.158Z,2017-06-07T13:26:49.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-08-WH,2017-06-07T13:26:49.345Z,,,,,,,,,,,,,,,,,,,,,,
21228273,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzc0LzlkLzFjLzIxODQtNDJiNy1hYWFkLTVhZDZkODg3MjRlOQ.xhtml,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2JlLzk2LzE5LzFiODQtNDk0NS1iY2FhLTZjNDRlZTFjMmZkZQ.pdf,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2ZhL2JkL2EyLzE1MTItNDcxYS05ZTI0LTkwYmJhZWIzYmVlOA.xml,true,Danmark,DK,Horsens,8700.0,"36 C, 1. th",HÃ¸egh Guldbergs Gade,8100 Aarhus C,HÃ¸rning,8362.0,15.0,Gl Ryvej,8700 Horsens,"HÃ¸egh Guldbergs Gade 36C, 1. th",Til den daglige ledelse i EVERGREEN 2000 A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Registreret revisor,,,21228273.0,1016443189.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul E. Brodersen,Arne Mouritsen,Arne Kirkegaard Mouritsen,Handelsbanken,EVERGREEN 2000 A/S,"Leif Mikkelsen & Partnere A/S, Registrerede revisorer",,,HÃ¸rning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-05-31,Horsens,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24135130,indberetninger-20180424,2.5949414,21228273.0,,2018-03-29T04:14:26.158Z,2017-06-07T13:26:49.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-08-WH,2017-06-07T13:26:49.345Z,,,,,,,,,,,,,,,,,,,,,,Arne Kirkegaard Mouritsen
21228273,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzc0LzlkLzFjLzIxODQtNDJiNy1hYWFkLTVhZDZkODg3MjRlOQ.xhtml,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2JlLzk2LzE5LzFiODQtNDk0NS1iY2FhLTZjNDRlZTFjMmZkZQ.pdf,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2ZhL2JkL2EyLzE1MTItNDcxYS05ZTI0LTkwYmJhZWIzYmVlOA.xml,true,Danmark,DK,Horsens,8700.0,"36 C, 1. th",HÃ¸egh Guldbergs Gade,8100 Aarhus C,HÃ¸rning,8362.0,15.0,Gl Ryvej,8700 Horsens,"HÃ¸egh Guldbergs Gade 36C, 1. th",Til den daglige ledelse i EVERGREEN 2000 A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Registreret revisor,,,21228273.0,1016443189.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul E. Brodersen,Arne Mouritsen,Arne Kirkegaard Mouritsen,Handelsbanken,EVERGREEN 2000 A/S,"Leif Mikkelsen & Partnere A/S, Registrerede revisorer",,,HÃ¸rning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-05-31,Horsens,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24135130,indberetninger-20180424,2.5949414,21228273.0,,2018-03-29T04:14:26.158Z,2017-06-07T13:26:49.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-08-WH,2017-06-07T13:26:49.345Z,,,,,,,,,,,,,,,,,,,,,,Alice Mouritsen
21228273,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzc0LzlkLzFjLzIxODQtNDJiNy1hYWFkLTVhZDZkODg3MjRlOQ.xhtml,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2JlLzk2LzE5LzFiODQtNDk0NS1iY2FhLTZjNDRlZTFjMmZkZQ.pdf,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2ZhL2JkL2EyLzE1MTItNDcxYS05ZTI0LTkwYmJhZWIzYmVlOA.xml,true,Danmark,DK,Horsens,8700.0,"36 C, 1. th",HÃ¸egh Guldbergs Gade,8100 Aarhus C,HÃ¸rning,8362.0,15.0,Gl Ryvej,8700 Horsens,"HÃ¸egh Guldbergs Gade 36C, 1. th",Til den daglige ledelse i EVERGREEN 2000 A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Registreret revisor,,,21228273.0,1016443189.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul E. Brodersen,Arne Mouritsen,Arne Kirkegaard Mouritsen,Handelsbanken,EVERGREEN 2000 A/S,"Leif Mikkelsen & Partnere A/S, Registrerede revisorer",,,HÃ¸rning,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,,true,false,2017-05-31,Horsens,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24135130,indberetninger-20180424,2.5949414,21228273.0,,2018-03-29T04:14:26.158Z,2017-06-07T13:26:49.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-08-WH,2017-06-07T13:26:49.345Z,,,,,,,,,,,,,,,,,,,,,,Sussi Nanette Kirkegaard Mouritsen
21228273,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzc0LzlkLzFjLzIxODQtNDJiNy1hYWFkLTVhZDZkODg3MjRlOQ.xhtml,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2JlLzk2LzE5LzFiODQtNDk0NS1iY2FhLTZjNDRlZTFjMmZkZQ.pdf,http://regnskaber.virk.dk/37282212/ZG9rdW1lbnRsYWdlcjovLzAzL2Q1L2ZhL2JkL2EyLzE1MTItNDcxYS05ZTI0LTkwYmJhZWIzYmVlOA.xml,true,Danmark,DK,Horsens,8700.0,"36 C, 1. th",HÃ¸egh Guldbergs Gade,8100 Aarhus C,HÃ¸rning,8362.0,15.0,Gl Ryvej,8700 Horsens,"HÃ¸egh Guldbergs Gade 36C, 1. th",Til den daglige ledelse i EVERGREEN 2000 A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Registreret revisor,,,21228273.0,1016443189.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Poul E. Brodersen,Arne Mouritsen,Arne Kirkegaard Mouritsen,Handelsbanken,EVERGREEN 2000 A/S,"Leif Mikkelsen & Partnere A/S, Registrerede revisorer",,,HÃ¸rning,2015-01-01,2015-12-31,324951.0,,,2016-12-31,2016-01-01,,true,false,2017-05-31,Horsens,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24135130,indberetninger-20180424,2.5949414,21228273.0,,2018-03-29T04:14:26.158Z,2017-06-07T13:26:49.069Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-08-WH,2017-06-07T13:26:49.345Z,,,,,,,,,,,,,,,,,,,,,,
