entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
35239855,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzhkLzA4LzdlLzkxYzUtNDAxYi1hNjVkLTEyOWJjYWJlZjdkYQ.pdf,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVjLzRjLzMyLzg0NzYtNGM1Mi05NjA3LWJlNDJhZjE5MThkNA.xml,true,"2670, Greve",Korskildelund 6,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-07,2019-02-07,2013-04-29,2019-05-06,33164076.0,35239855.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Brian William  Sillemann,"R3 Revision, Godkendt Revisionsanpartsselskab",Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Karlslunde,2017-01-01,2017-12-31,-80010.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-07,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27080022,indberetninger-20180424,2.5124211,35239855.0,AWqL632nRYGX6_YTHa8E,2019-05-06T06:54:06.529Z,2019-05-06T06:53:46.444Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-69-MP,2019-05-06T06:53:46.704Z,,,,,,,,,,,,,,,,,,,,,,,,
35239855,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzhkLzA4LzdlLzkxYzUtNDAxYi1hNjVkLTEyOWJjYWJlZjdkYQ.pdf,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVjLzRjLzMyLzg0NzYtNGM1Mi05NjA3LWJlNDJhZjE5MThkNA.xml,true,"2670, Greve",Korskildelund 6,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-07,2019-02-07,2013-04-29,2019-05-06,33164076.0,35239855.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Brian William  Sillemann,"R3 Revision, Godkendt Revisionsanpartsselskab",Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Karlslunde,2017-01-01,2017-12-31,-80010.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-07,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27080022,indberetninger-20180424,2.5124211,35239855.0,AWqL632nRYGX6_YTHa8E,2019-05-06T06:54:06.529Z,2019-05-06T06:53:46.444Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-69-MP,2019-05-06T06:53:46.704Z,-80000.0,10.0,-80010.0,,,,,,,,,,,,,,,,,,,,,
35239855,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzhkLzA4LzdlLzkxYzUtNDAxYi1hNjVkLTEyOWJjYWJlZjdkYQ.pdf,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVjLzRjLzMyLzg0NzYtNGM1Mi05NjA3LWJlNDJhZjE5MThkNA.xml,true,"2670, Greve",Korskildelund 6,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-07,2019-02-07,2013-04-29,2019-05-06,33164076.0,35239855.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Brian William  Sillemann,"R3 Revision, Godkendt Revisionsanpartsselskab",Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Karlslunde,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-07,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27080022,indberetninger-20180424,2.5124211,35239855.0,AWqL632nRYGX6_YTHa8E,2019-05-06T06:54:06.529Z,2019-05-06T06:53:46.444Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-69-MP,2019-05-06T06:53:46.704Z,,,,,,,,,,,,,,,,,,,,,,,,
35239855,2017-12-31,2017-12-31,ID_5,,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzhkLzA4LzdlLzkxYzUtNDAxYi1hNjVkLTEyOWJjYWJlZjdkYQ.pdf,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVjLzRjLzMyLzg0NzYtNGM1Mi05NjA3LWJlNDJhZjE5MThkNA.xml,true,"2670, Greve",Korskildelund 6,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-07,2019-02-07,2013-04-29,2019-05-06,33164076.0,35239855.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Brian William  Sillemann,"R3 Revision, Godkendt Revisionsanpartsselskab",Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Karlslunde,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-07,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27080022,indberetninger-20180424,2.5124211,35239855.0,AWqL632nRYGX6_YTHa8E,2019-05-06T06:54:06.529Z,2019-05-06T06:53:46.444Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-69-MP,2019-05-06T06:53:46.704Z,,,,3764188.0,2573.0,80000.0,1100418.0,3687572.0,3764188.0,76616.0,2663770.0,2663770.0,2663770.0,6250.0,0.0,229787.0,3377785.0,76616.0,-329634.0,400000.0,1097845.0,1097845.0,0.0,
35239855,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzhkLzA4LzdlLzkxYzUtNDAxYi1hNjVkLTEyOWJjYWJlZjdkYQ.pdf,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVjLzRjLzMyLzg0NzYtNGM1Mi05NjA3LWJlNDJhZjE5MThkNA.xml,true,"2670, Greve",Korskildelund 6,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-07,2019-02-07,2013-04-29,2019-05-06,33164076.0,35239855.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Brian William  Sillemann,"R3 Revision, Godkendt Revisionsanpartsselskab",Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Karlslunde,2017-01-01,2017-12-31,-155.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-07,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27080022,indberetninger-20180424,2.5124211,35239855.0,AWqL632nRYGX6_YTHa8E,2019-05-06T06:54:06.529Z,2019-05-06T06:53:46.444Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-69-MP,2019-05-06T06:53:46.704Z,0.0,155.0,-155.0,,,,,,,,,,,,,,,,,,,,,
35239855,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzhkLzA4LzdlLzkxYzUtNDAxYi1hNjVkLTEyOWJjYWJlZjdkYQ.pdf,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVjLzRjLzMyLzg0NzYtNGM1Mi05NjA3LWJlNDJhZjE5MThkNA.xml,true,"2670, Greve",Korskildelund 6,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-07,2019-02-07,2013-04-29,2019-05-06,33164076.0,35239855.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Brian William  Sillemann,"R3 Revision, Godkendt Revisionsanpartsselskab",Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Karlslunde,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-07,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27080022,indberetninger-20180424,2.5124211,35239855.0,AWqL632nRYGX6_YTHa8E,2019-05-06T06:54:06.529Z,2019-05-06T06:53:46.444Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-69-MP,2019-05-06T06:53:46.704Z,,,,,,,,,,,,,,,,,,,,,,,,
35239855,2018-01-01,2018-12-31,ID_10,,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzhkLzA4LzdlLzkxYzUtNDAxYi1hNjVkLTEyOWJjYWJlZjdkYQ.pdf,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVjLzRjLzMyLzg0NzYtNGM1Mi05NjA3LWJlNDJhZjE5MThkNA.xml,true,"2670, Greve",Korskildelund 6,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-07,2019-02-07,2013-04-29,2019-05-06,33164076.0,35239855.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Brian William  Sillemann,"R3 Revision, Godkendt Revisionsanpartsselskab",Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Karlslunde,2017-01-01,2017-12-31,-54155.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-07,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27080022,indberetninger-20180424,2.5124211,35239855.0,AWqL632nRYGX6_YTHa8E,2019-05-06T06:54:06.529Z,2019-05-06T06:53:46.444Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-69-MP,2019-05-06T06:53:46.704Z,,,,,,,,,,,,,,,,,,,,,,,,
35239855,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzhkLzA4LzdlLzkxYzUtNDAxYi1hNjVkLTEyOWJjYWJlZjdkYQ.pdf,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVjLzRjLzMyLzg0NzYtNGM1Mi05NjA3LWJlNDJhZjE5MThkNA.xml,true,"2670, Greve",Korskildelund 6,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-07,2019-02-07,2013-04-29,2019-05-06,33164076.0,35239855.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Brian William  Sillemann,"R3 Revision, Godkendt Revisionsanpartsselskab",Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Karlslunde,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-07,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27080022,indberetninger-20180424,2.5124211,35239855.0,AWqL632nRYGX6_YTHa8E,2019-05-06T06:54:06.529Z,2019-05-06T06:53:46.444Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-69-MP,2019-05-06T06:53:46.704Z,,,,,,,,,,,,,,,,,,,,,,,,
35239855,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzhkLzA4LzdlLzkxYzUtNDAxYi1hNjVkLTEyOWJjYWJlZjdkYQ.pdf,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVjLzRjLzMyLzg0NzYtNGM1Mi05NjA3LWJlNDJhZjE5MThkNA.xml,true,"2670, Greve",Korskildelund 6,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-07,2019-02-07,2013-04-29,2019-05-06,33164076.0,35239855.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Brian William  Sillemann,"R3 Revision, Godkendt Revisionsanpartsselskab",Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Karlslunde,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-07,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27080022,indberetninger-20180424,2.5124211,35239855.0,AWqL632nRYGX6_YTHa8E,2019-05-06T06:54:06.529Z,2019-05-06T06:53:46.444Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-69-MP,2019-05-06T06:53:46.704Z,,,,,,,,,,,,,,,,,,,,,,,,Brian William  Sillemann
35239855,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzL2E0LzhkLzA4LzdlLzkxYzUtNDAxYi1hNjVkLTEyOWJjYWJlZjdkYQ.pdf,http://regnskaber.virk.dk/55893253/ZG9rdW1lbnRsYWdlcjovLzAzLzg4LzVjLzRjLzMyLzg0NzYtNGM1Mi05NjA3LWJlNDJhZjE5MThkNA.xml,true,"2670, Greve",Korskildelund 6,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-02-07,2019-02-07,2013-04-29,2019-05-06,33164076.0,35239855.0,33164076.0,mne34440,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Maibrit  Abildgaard Jeppesen,Brian William  Sillemann,"R3 Revision, Godkendt Revisionsanpartsselskab",Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab",Karlslunde,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-02-07,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27080022,indberetninger-20180424,2.5124211,35239855.0,AWqL632nRYGX6_YTHa8E,2019-05-06T06:54:06.529Z,2019-05-06T06:53:46.444Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BA-69-MP,2019-05-06T06:53:46.704Z,,,,,,,,,,,,,,,,,,,,,,,,
