entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTaxPayablesToGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard
35239855,2013-04-29,2013-12-31,ID_11,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8vcGRmcy8zNTIzOTg1NTtBcFM1Mjk0MTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8veGJybHMvWC05NkNERENDOS0yMDE1MDIyNl8xMzA4MTZfNzk2.xml,"Greve, 2670",Hundige Strandvej 210B,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2013-04-29,2015-02-19,35239855.0,33164076.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Sillemann,Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab","Karlslunde, den 18-02-2015",34867.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-02-18,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14992891,indberetninger-20180424,2.5117037,35239855.0,,2018-03-30T13:13:50.910Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-168.306,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,
35239855,2013-04-29,2013-12-31,ID_7,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8vcGRmcy8zNTIzOTg1NTtBcFM1Mjk0MTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8veGJybHMvWC05NkNERENDOS0yMDE1MDIyNl8xMzA4MTZfNzk2.xml,"Greve, 2670",Hundige Strandvej 210B,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2013-04-29,2015-02-19,35239855.0,33164076.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Sillemann,Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab","Karlslunde, den 18-02-2015",-34867.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-02-18,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14992891,indberetninger-20180424,2.5117037,35239855.0,,2018-03-30T13:13:50.910Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-168.306,2015-02-26T23:00:00.000Z,-13125.0,-21742.0,-34867.0,-13125.0,,,,,,,,,,,,,
35239855,2013-04-29,2013-12-31,ID_9,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8vcGRmcy8zNTIzOTg1NTtBcFM1Mjk0MTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8veGJybHMvWC05NkNERENDOS0yMDE1MDIyNl8xMzA4MTZfNzk2.xml,"Greve, 2670",Hundige Strandvej 210B,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2013-04-29,2015-02-19,35239855.0,33164076.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Sillemann,Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab","Karlslunde, den 18-02-2015",34867.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-02-18,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14992891,indberetninger-20180424,2.5117037,35239855.0,,2018-03-30T13:13:50.910Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-168.306,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,
35239855,2013-12-31,2013-12-31,ID_13,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8vcGRmcy8zNTIzOTg1NTtBcFM1Mjk0MTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8veGJybHMvWC05NkNERENDOS0yMDE1MDIyNl8xMzA4MTZfNzk2.xml,"Greve, 2670",Hundige Strandvej 210B,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2013-04-29,2015-02-19,35239855.0,33164076.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Sillemann,Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab","Karlslunde, den 18-02-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-02-18,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14992891,indberetninger-20180424,2.5117037,35239855.0,,2018-03-30T13:13:50.910Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-168.306,2015-02-26T23:00:00.000Z,,,,,58258.0,80000.0,45133.0,58258.0,13125.0,58258.0,58258.0,58258.0,8125.0,-34867.0,13125.0,5000.0,
35239855,2014-01-01,2014-12-31,ID_0,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8vcGRmcy8zNTIzOTg1NTtBcFM1Mjk0MTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8veGJybHMvWC05NkNERENDOS0yMDE1MDIyNl8xMzA4MTZfNzk2.xml,"Greve, 2670",Hundige Strandvej 210B,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2013-04-29,2015-02-19,35239855.0,33164076.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Sillemann,Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab","Karlslunde, den 18-02-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-02-18,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14992891,indberetninger-20180424,2.5117037,35239855.0,,2018-03-30T13:13:50.910Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-168.306,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,
35239855,2014-01-01,2014-12-31,ID_1,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8vcGRmcy8zNTIzOTg1NTtBcFM1Mjk0MTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8veGJybHMvWC05NkNERENDOS0yMDE1MDIyNl8xMzA4MTZfNzk2.xml,"Greve, 2670",Hundige Strandvej 210B,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2013-04-29,2015-02-19,35239855.0,33164076.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Sillemann,Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab","Karlslunde, den 18-02-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-02-18,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14992891,indberetninger-20180424,2.5117037,35239855.0,,2018-03-30T13:13:50.910Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-168.306,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,
35239855,2014-01-01,2014-12-31,ID_10,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8vcGRmcy8zNTIzOTg1NTtBcFM1Mjk0MTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8veGJybHMvWC05NkNERENDOS0yMDE1MDIyNl8xMzA4MTZfNzk2.xml,"Greve, 2670",Hundige Strandvej 210B,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2013-04-29,2015-02-19,35239855.0,33164076.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Sillemann,Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab","Karlslunde, den 18-02-2015",-450460.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-02-18,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14992891,indberetninger-20180424,2.5117037,35239855.0,,2018-03-30T13:13:50.910Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-168.306,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,
35239855,2014-01-01,2014-12-31,ID_14,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8vcGRmcy8zNTIzOTg1NTtBcFM1Mjk0MTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8veGJybHMvWC05NkNERENDOS0yMDE1MDIyNl8xMzA4MTZfNzk2.xml,"Greve, 2670",Hundige Strandvej 210B,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2013-04-29,2015-02-19,35239855.0,33164076.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Sillemann,Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab","Karlslunde, den 18-02-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-02-18,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14992891,indberetninger-20180424,2.5117037,35239855.0,,2018-03-30T13:13:50.910Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-168.306,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,
35239855,2014-01-01,2014-12-31,ID_15,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8vcGRmcy8zNTIzOTg1NTtBcFM1Mjk0MTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8veGJybHMvWC05NkNERENDOS0yMDE1MDIyNl8xMzA4MTZfNzk2.xml,"Greve, 2670",Hundige Strandvej 210B,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2013-04-29,2015-02-19,35239855.0,33164076.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Sillemann,Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab","Karlslunde, den 18-02-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-02-18,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14992891,indberetninger-20180424,2.5117037,35239855.0,,2018-03-30T13:13:50.910Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-168.306,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,
35239855,2014-01-01,2014-12-31,ID_16,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8vcGRmcy8zNTIzOTg1NTtBcFM1Mjk0MTQ7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/55893253/Y3ZyLmRrOi8veGJybHMvWC05NkNERENDOS0yMDE1MDIyNl8xMzA4MTZfNzk2.xml,"Greve, 2670",Hundige Strandvej 210B,Til den daglige ledelse i Bali Gruppen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.",2013-04-29,2015-02-19,35239855.0,33164076.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Bali Gruppen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Brian Sillemann,Bali Gruppen ApS,"R3 Revision, Godkendt Revisionsanpartsselskab","Karlslunde, den 18-02-2015",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-02-18,Greve,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14992891,indberetninger-20180424,2.5117037,35239855.0,,2018-03-30T13:13:50.910Z,2015-02-26T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-168.306,2015-02-26T23:00:00.000Z,,,,,,,,,,,,,,,,,
