entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
32934323,2014-10-01,2015-09-30,ID_0,,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzA4L2E2LzA3L2E4OWUtNDEyMy1hYWIwLThhMDJmOWY5ODdjYw.pdf,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzE1LzgxLzdmLzUyOTctNGQyMC05ZjE5LWZkYTIyZWE1OWQ5Ng.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i GÃ¥rslev Transport og Montage ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-10-23,2015-11-18,0.0,32934323.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for GÃ¥rslev Transport og Montage ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Poul Erik Larsen,GÃ¥rslev Transport og Montage ApS,"LDM Revision, Registreret Revisionsanpartsselskab","BÃ¸rkop, den 23. oktober 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-10-23,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21634079,indberetninger-20180424,2.511692,32934323.0,,2018-03-30T14:02:17.447Z,2015-11-18T13:11:42.340Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-98-PY,2015-11-18T13:11:42.457Z,
32934323,2014-10-01,2015-09-30,ID_1,,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzA4L2E2LzA3L2E4OWUtNDEyMy1hYWIwLThhMDJmOWY5ODdjYw.pdf,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzE1LzgxLzdmLzUyOTctNGQyMC05ZjE5LWZkYTIyZWE1OWQ5Ng.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i GÃ¥rslev Transport og Montage ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-10-23,2015-11-18,0.0,32934323.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for GÃ¥rslev Transport og Montage ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Poul Erik Larsen,GÃ¥rslev Transport og Montage ApS,"LDM Revision, Registreret Revisionsanpartsselskab","BÃ¸rkop, den 23. oktober 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-10-23,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21634079,indberetninger-20180424,2.511692,32934323.0,,2018-03-30T14:02:17.447Z,2015-11-18T13:11:42.340Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-98-PY,2015-11-18T13:11:42.457Z,
32934323,2014-10-01,2015-09-30,ID_2,,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzA4L2E2LzA3L2E4OWUtNDEyMy1hYWIwLThhMDJmOWY5ODdjYw.pdf,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzE1LzgxLzdmLzUyOTctNGQyMC05ZjE5LWZkYTIyZWE1OWQ5Ng.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i GÃ¥rslev Transport og Montage ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-10-23,2015-11-18,0.0,32934323.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for GÃ¥rslev Transport og Montage ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Poul Erik Larsen,GÃ¥rslev Transport og Montage ApS,"LDM Revision, Registreret Revisionsanpartsselskab","BÃ¸rkop, den 23. oktober 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-10-23,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21634079,indberetninger-20180424,2.511692,32934323.0,,2018-03-30T14:02:17.447Z,2015-11-18T13:11:42.340Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-98-PY,2015-11-18T13:11:42.457Z,Poul Erik Larsen
32934323,2014-10-01,2015-09-30,ID_3,,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzA4L2E2LzA3L2E4OWUtNDEyMy1hYWIwLThhMDJmOWY5ODdjYw.pdf,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzE1LzgxLzdmLzUyOTctNGQyMC05ZjE5LWZkYTIyZWE1OWQ5Ng.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i GÃ¥rslev Transport og Montage ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-10-23,2015-11-18,0.0,32934323.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for GÃ¥rslev Transport og Montage ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Poul Erik Larsen,GÃ¥rslev Transport og Montage ApS,"LDM Revision, Registreret Revisionsanpartsselskab","BÃ¸rkop, den 23. oktober 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-10-23,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21634079,indberetninger-20180424,2.511692,32934323.0,,2018-03-30T14:02:17.447Z,2015-11-18T13:11:42.340Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-98-PY,2015-11-18T13:11:42.457Z,
32934323,2014-10-01,2015-09-30,ID_4,,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzA4L2E2LzA3L2E4OWUtNDEyMy1hYWIwLThhMDJmOWY5ODdjYw.pdf,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzE1LzgxLzdmLzUyOTctNGQyMC05ZjE5LWZkYTIyZWE1OWQ5Ng.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i GÃ¥rslev Transport og Montage ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-10-23,2015-11-18,0.0,32934323.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for GÃ¥rslev Transport og Montage ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Poul Erik Larsen,GÃ¥rslev Transport og Montage ApS,"LDM Revision, Registreret Revisionsanpartsselskab","BÃ¸rkop, den 23. oktober 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-10-23,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21634079,indberetninger-20180424,2.511692,32934323.0,,2018-03-30T14:02:17.447Z,2015-11-18T13:11:42.340Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-98-PY,2015-11-18T13:11:42.457Z,
32934323,2014-10-01,2015-09-30,ID_5,,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzA4L2E2LzA3L2E4OWUtNDEyMy1hYWIwLThhMDJmOWY5ODdjYw.pdf,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzE1LzgxLzdmLzUyOTctNGQyMC05ZjE5LWZkYTIyZWE1OWQ5Ng.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i GÃ¥rslev Transport og Montage ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-10-23,2015-11-18,0.0,32934323.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for GÃ¥rslev Transport og Montage ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Poul Erik Larsen,GÃ¥rslev Transport og Montage ApS,"LDM Revision, Registreret Revisionsanpartsselskab","BÃ¸rkop, den 23. oktober 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-10-23,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21634079,indberetninger-20180424,2.511692,32934323.0,,2018-03-30T14:02:17.447Z,2015-11-18T13:11:42.340Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-98-PY,2015-11-18T13:11:42.457Z,
32934323,2014-10-01,2015-09-30,ID_6,,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzA4L2E2LzA3L2E4OWUtNDEyMy1hYWIwLThhMDJmOWY5ODdjYw.pdf,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzE1LzgxLzdmLzUyOTctNGQyMC05ZjE5LWZkYTIyZWE1OWQ5Ng.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i GÃ¥rslev Transport og Montage ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-10-23,2015-11-18,0.0,32934323.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for GÃ¥rslev Transport og Montage ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Poul Erik Larsen,GÃ¥rslev Transport og Montage ApS,"LDM Revision, Registreret Revisionsanpartsselskab","BÃ¸rkop, den 23. oktober 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-10-23,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21634079,indberetninger-20180424,2.511692,32934323.0,,2018-03-30T14:02:17.447Z,2015-11-18T13:11:42.340Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-98-PY,2015-11-18T13:11:42.457Z,
32934323,2014-10-01,2015-09-30,ID_7,,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzA4L2E2LzA3L2E4OWUtNDEyMy1hYWIwLThhMDJmOWY5ODdjYw.pdf,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzE1LzgxLzdmLzUyOTctNGQyMC05ZjE5LWZkYTIyZWE1OWQ5Ng.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i GÃ¥rslev Transport og Montage ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-10-23,2015-11-18,0.0,32934323.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for GÃ¥rslev Transport og Montage ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Poul Erik Larsen,GÃ¥rslev Transport og Montage ApS,"LDM Revision, Registreret Revisionsanpartsselskab","BÃ¸rkop, den 23. oktober 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-10-23,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21634079,indberetninger-20180424,2.511692,32934323.0,,2018-03-30T14:02:17.447Z,2015-11-18T13:11:42.340Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-98-PY,2015-11-18T13:11:42.457Z,
32934323,2014-10-01,2015-09-30,ID_8,,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzA4L2E2LzA3L2E4OWUtNDEyMy1hYWIwLThhMDJmOWY5ODdjYw.pdf,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzE1LzgxLzdmLzUyOTctNGQyMC05ZjE5LWZkYTIyZWE1OWQ5Ng.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i GÃ¥rslev Transport og Montage ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-10-23,2015-11-18,0.0,32934323.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for GÃ¥rslev Transport og Montage ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Poul Erik Larsen,GÃ¥rslev Transport og Montage ApS,"LDM Revision, Registreret Revisionsanpartsselskab","BÃ¸rkop, den 23. oktober 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-10-23,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21634079,indberetninger-20180424,2.511692,32934323.0,,2018-03-30T14:02:17.447Z,2015-11-18T13:11:42.340Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-98-PY,2015-11-18T13:11:42.457Z,
32934323,2015-09-30,2015-09-30,ID_9,,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzLzFhLzA4L2E2LzA3L2E4OWUtNDEyMy1hYWIwLThhMDJmOWY5ODdjYw.pdf,http://regnskaber.virk.dk/32343923/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzE1LzgxLzdmLzUyOTctNGQyMC05ZjE5LWZkYTIyZWE1OWQ5Ng.xml,"7100, Vejle","Porschevej 3, 1.",Til den daglige ledelse i GÃ¥rslev Transport og Montage ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",2015-10-23,2015-11-18,0.0,32934323.0,19553876.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for GÃ¥rslev Transport og Montage ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Poul Erik Larsen,GÃ¥rslev Transport og Montage ApS,"LDM Revision, Registreret Revisionsanpartsselskab","BÃ¸rkop, den 23. oktober 2015",0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-09-30,2014-10-01,2015-10-23,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21634079,indberetninger-20180424,2.511692,32934323.0,,2018-03-30T14:02:17.447Z,2015-11-18T13:11:42.340Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AJ-98-PY,2015-11-18T13:11:42.457Z,
