entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,FaxNumberOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherInvestmentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,AdditionsToInvestments,ProfitLossRelatedToInvestments
73505410,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzYzLzcyLzY0LzJkOWQtNDVlZi05MGQ0LTNiNGMyN2M0NmMxZQ.pdf,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2U1Lzg5L2E3LzBmYzctNDQ5NC04MmRkLWYzNTY3YmEwNmY0Mg.xml,true,Roskilde,4000.0,18.0,Ringstedvej,4000 Roskilde,Hersegade 5B,DK-4000 Roskilde,Ringstedvej 18,Til kapitalejerne i WILLAUME EJENDOMME ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-21,1984-01-20,2018-12-21,19000.0,Statsautoriseret revisor,+45 46 32 18 29,161000.0,20222670.0,73505410.0,20222670.0,mne33210,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for WILLAUME EJENDOMME ApS.,0.0,Ãrsrapport,77013.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan R. Petersen,Michael Willaume,Michael Willaume Andersen,WILLAUME EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,5000.0,5000.0,Roskilde,2016-07-01,2017-06-30,103000.0,137000.0,142000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-21,Roskilde,34000.0,urn:ofk:oid:26502192,indberetninger-20180424,2.5124211,73505410.0,AWfRakJfet7j816DxhlO,2018-12-21T15:38:45.465Z,2018-12-21T15:37:37.903Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-53-BG,2018-12-21T15:37:38.265Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73505410,2016-07-01,2017-06-30,c195,,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzYzLzcyLzY0LzJkOWQtNDVlZi05MGQ0LTNiNGMyN2M0NmMxZQ.pdf,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2U1Lzg5L2E3LzBmYzctNDQ5NC04MmRkLWYzNTY3YmEwNmY0Mg.xml,true,Roskilde,4000.0,18.0,Ringstedvej,4000 Roskilde,Hersegade 5B,DK-4000 Roskilde,Ringstedvej 18,Til kapitalejerne i WILLAUME EJENDOMME ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-21,1984-01-20,2018-12-21,,Statsautoriseret revisor,+45 46 32 18 29,,20222670.0,73505410.0,20222670.0,mne33210,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for WILLAUME EJENDOMME ApS.,,Ãrsrapport,77013.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan R. Petersen,Michael Willaume,Michael Willaume Andersen,WILLAUME EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Roskilde,2016-07-01,2017-06-30,103000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-21,Roskilde,,urn:ofk:oid:26502192,indberetninger-20180424,2.5124211,73505410.0,AWfRakJfet7j816DxhlO,2018-12-21T15:38:45.465Z,2018-12-21T15:37:37.903Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-53-BG,2018-12-21T15:37:38.265Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73505410,2017-06-30,2017-06-30,c172,,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzYzLzcyLzY0LzJkOWQtNDVlZi05MGQ0LTNiNGMyN2M0NmMxZQ.pdf,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2U1Lzg5L2E3LzBmYzctNDQ5NC04MmRkLWYzNTY3YmEwNmY0Mg.xml,true,Roskilde,4000.0,18.0,Ringstedvej,4000 Roskilde,Hersegade 5B,DK-4000 Roskilde,Ringstedvej 18,Til kapitalejerne i WILLAUME EJENDOMME ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-21,1984-01-20,2018-12-21,,Statsautoriseret revisor,+45 46 32 18 29,,20222670.0,73505410.0,20222670.0,mne33210,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for WILLAUME EJENDOMME ApS.,,Ãrsrapport,77013.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan R. Petersen,Michael Willaume,Michael Willaume Andersen,WILLAUME EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Roskilde,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-21,Roskilde,,urn:ofk:oid:26502192,indberetninger-20180424,2.5124211,73505410.0,AWfRakJfet7j816DxhlO,2018-12-21T15:38:45.465Z,2018-12-21T15:37:37.903Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-53-BG,2018-12-21T15:37:38.265Z,3154000.0,6000.0,200000.0,1672000.0,1187000.0,3154000.0,1482000.0,577000.0,1479000.0,0.0,577000.0,1479000.0,2860000.0,194000.0,2000.0,1381000.0,1472000.0,905000.0,0.0,100000.0,719000.0,288000.0,286000.0,34000.0,52000.0,,,,,,,,,,
73505410,2017-07-01,2017-07-01,c226,,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzYzLzcyLzY0LzJkOWQtNDVlZi05MGQ0LTNiNGMyN2M0NmMxZQ.pdf,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2U1Lzg5L2E3LzBmYzctNDQ5NC04MmRkLWYzNTY3YmEwNmY0Mg.xml,true,Roskilde,4000.0,18.0,Ringstedvej,4000 Roskilde,Hersegade 5B,DK-4000 Roskilde,Ringstedvej 18,Til kapitalejerne i WILLAUME EJENDOMME ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-21,1984-01-20,2018-12-21,,Statsautoriseret revisor,+45 46 32 18 29,,20222670.0,73505410.0,20222670.0,mne33210,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for WILLAUME EJENDOMME ApS.,,Ãrsrapport,77013.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan R. Petersen,Michael Willaume,Michael Willaume Andersen,WILLAUME EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Roskilde,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-21,Roskilde,,urn:ofk:oid:26502192,indberetninger-20180424,2.5124211,73505410.0,AWfRakJfet7j816DxhlO,2018-12-21T15:38:45.465Z,2018-12-21T15:37:37.903Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-53-BG,2018-12-21T15:37:38.265Z,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73505410,2017-07-01,2017-07-01,c253,,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzYzLzcyLzY0LzJkOWQtNDVlZi05MGQ0LTNiNGMyN2M0NmMxZQ.pdf,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2U1Lzg5L2E3LzBmYzctNDQ5NC04MmRkLWYzNTY3YmEwNmY0Mg.xml,true,Roskilde,4000.0,18.0,Ringstedvej,4000 Roskilde,Hersegade 5B,DK-4000 Roskilde,Ringstedvej 18,Til kapitalejerne i WILLAUME EJENDOMME ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-21,1984-01-20,2018-12-21,,Statsautoriseret revisor,+45 46 32 18 29,,20222670.0,73505410.0,20222670.0,mne33210,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for WILLAUME EJENDOMME ApS.,,Ãrsrapport,77013.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan R. Petersen,Michael Willaume,Michael Willaume Andersen,WILLAUME EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Roskilde,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-21,Roskilde,,urn:ofk:oid:26502192,indberetninger-20180424,2.5124211,73505410.0,AWfRakJfet7j816DxhlO,2018-12-21T15:38:45.465Z,2018-12-21T15:37:37.903Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-53-BG,2018-12-21T15:37:38.265Z,,,,1471961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73505410,2017-07-01,2017-07-01,c444,,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzYzLzcyLzY0LzJkOWQtNDVlZi05MGQ0LTNiNGMyN2M0NmMxZQ.pdf,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2U1Lzg5L2E3LzBmYzctNDQ5NC04MmRkLWYzNTY3YmEwNmY0Mg.xml,true,Roskilde,4000.0,18.0,Ringstedvej,4000 Roskilde,Hersegade 5B,DK-4000 Roskilde,Ringstedvej 18,Til kapitalejerne i WILLAUME EJENDOMME ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-21,1984-01-20,2018-12-21,,Statsautoriseret revisor,+45 46 32 18 29,,20222670.0,73505410.0,20222670.0,mne33210,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for WILLAUME EJENDOMME ApS.,,Ãrsrapport,77013.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan R. Petersen,Michael Willaume,Michael Willaume Andersen,WILLAUME EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Roskilde,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-21,Roskilde,,urn:ofk:oid:26502192,indberetninger-20180424,2.5124211,73505410.0,AWfRakJfet7j816DxhlO,2018-12-21T15:38:45.465Z,2018-12-21T15:37:37.903Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-53-BG,2018-12-21T15:37:38.265Z,,,,,,,,,,,,,,,,,,,,,,,,,,280680.0,1467787.0,,,,,,,,
73505410,2017-07-01,2017-07-01,c450,,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzYzLzcyLzY0LzJkOWQtNDVlZi05MGQ0LTNiNGMyN2M0NmMxZQ.pdf,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2U1Lzg5L2E3LzBmYzctNDQ5NC04MmRkLWYzNTY3YmEwNmY0Mg.xml,true,Roskilde,4000.0,18.0,Ringstedvej,4000 Roskilde,Hersegade 5B,DK-4000 Roskilde,Ringstedvej 18,Til kapitalejerne i WILLAUME EJENDOMME ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-21,1984-01-20,2018-12-21,,Statsautoriseret revisor,+45 46 32 18 29,,20222670.0,73505410.0,20222670.0,mne33210,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for WILLAUME EJENDOMME ApS.,,Ãrsrapport,77013.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan R. Petersen,Michael Willaume,Michael Willaume Andersen,WILLAUME EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Roskilde,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-21,Roskilde,,urn:ofk:oid:26502192,indberetninger-20180424,2.5124211,73505410.0,AWfRakJfet7j816DxhlO,2018-12-21T15:38:45.465Z,2018-12-21T15:37:37.903Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-53-BG,2018-12-21T15:37:38.265Z,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,193888.0,,,,,,,,
73505410,2017-07-01,2017-07-01,c564,,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzYzLzcyLzY0LzJkOWQtNDVlZi05MGQ0LTNiNGMyN2M0NmMxZQ.pdf,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2U1Lzg5L2E3LzBmYzctNDQ5NC04MmRkLWYzNTY3YmEwNmY0Mg.xml,true,Roskilde,4000.0,18.0,Ringstedvej,4000 Roskilde,Hersegade 5B,DK-4000 Roskilde,Ringstedvej 18,Til kapitalejerne i WILLAUME EJENDOMME ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-21,1984-01-20,2018-12-21,,Statsautoriseret revisor,+45 46 32 18 29,,20222670.0,73505410.0,20222670.0,mne33210,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for WILLAUME EJENDOMME ApS.,,Ãrsrapport,77013.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan R. Petersen,Michael Willaume,Michael Willaume Andersen,WILLAUME EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Roskilde,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-21,Roskilde,,urn:ofk:oid:26502192,indberetninger-20180424,2.5124211,73505410.0,AWfRakJfet7j816DxhlO,2018-12-21T15:38:45.465Z,2018-12-21T15:37:37.903Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-53-BG,2018-12-21T15:37:38.265Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,-137222.0,137222.0,,,,,,
73505410,2017-07-01,2017-07-01,c573,,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzYzLzcyLzY0LzJkOWQtNDVlZi05MGQ0LTNiNGMyN2M0NmMxZQ.pdf,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2U1Lzg5L2E3LzBmYzctNDQ5NC04MmRkLWYzNTY3YmEwNmY0Mg.xml,true,Roskilde,4000.0,18.0,Ringstedvej,4000 Roskilde,Hersegade 5B,DK-4000 Roskilde,Ringstedvej 18,Til kapitalejerne i WILLAUME EJENDOMME ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-21,1984-01-20,2018-12-21,,Statsautoriseret revisor,+45 46 32 18 29,,20222670.0,73505410.0,20222670.0,mne33210,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for WILLAUME EJENDOMME ApS.,,Ãrsrapport,77013.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan R. Petersen,Michael Willaume,Michael Willaume Andersen,WILLAUME EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,,,Roskilde,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-21,Roskilde,,urn:ofk:oid:26502192,indberetninger-20180424,2.5124211,73505410.0,AWfRakJfet7j816DxhlO,2018-12-21T15:38:45.465Z,2018-12-21T15:37:37.903Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-53-BG,2018-12-21T15:37:38.265Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1274700.0,,,,,,
73505410,2017-07-01,2018-06-30,c173,,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzL2MyLzYzLzcyLzY0LzJkOWQtNDVlZi05MGQ0LTNiNGMyN2M0NmMxZQ.pdf,http://regnskaber.virk.dk/01450537/ZG9rdW1lbnRsYWdlcjovLzAzLzQyL2U1Lzg5L2E3LzBmYzctNDQ5NC04MmRkLWYzNTY3YmEwNmY0Mg.xml,true,Roskilde,4000.0,18.0,Ringstedvej,4000 Roskilde,Hersegade 5B,DK-4000 Roskilde,Ringstedvej 18,Til kapitalejerne i WILLAUME EJENDOMME ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-12-21,1984-01-20,2018-12-21,18712.0,Statsautoriseret revisor,+45 46 32 18 29,633531.0,20222670.0,73505410.0,20222670.0,mne33210,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for WILLAUME EJENDOMME ApS.,-11573.0,Ãrsrapport,77013.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Dan R. Petersen,Michael Willaume,Michael Willaume Andersen,WILLAUME EJENDOMME ApS,BDO Statsautoriseret revisionsaktieselskab,7051.0,7051.0,Roskilde,2016-07-01,2017-06-30,458369.0,596195.0,614819.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Roskilde,2018-06-30,2017-07-01,true,2018-12-21,Roskilde,137826.0,urn:ofk:oid:26502192,indberetninger-20180424,2.5124211,73505410.0,AWfRakJfet7j816DxhlO,2018-12-21T15:38:45.465Z,2018-12-21T15:37:37.903Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-53-BG,2018-12-21T15:37:38.265Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,
