entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,ConvertibleProfitYieldingOrDividendYieldingLongtermDebtInstruments,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,NumberOfEmployees,OtherLongtermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
37064556,2015-10-01,2016-09-30,c174,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzdlLzI4Lzc2LzZkNWMtNGFjNS1hNmZlLTdjOTdhZjdhMWFjOQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzVhLzBmL2U0L2U4ZjYtNGVhMS1iNzc3LTZlZjMxOWViNTk3MA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6200 ÃbenrÃ¥,Karpedam 17,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Woodcock Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-04,2015-09-08,2017-11-16,Statsautoriseret revisor,20222670.0,37064556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Woodcock Holding ApS.,151000.0,Ãrsrapport,68737.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,27000.0,16000.0,Aabenraa,2015-10-01,2016-09-30,108000.0,108000.0,-16000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2017-09-30,2016-10-01,36718.0,true,2017-11-04,Kolding,0.0,urn:ofk:oid:24712853,indberetninger-20180424,2.5124297,37064556.0,,2018-03-27T18:20:09.298Z,2017-11-20T10:23:43.176Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BG-24-SX,2017-11-20T10:23:43.318Z,,,,,,,,,,,,,,,,,,,
37064556,2015-10-01,2016-09-30,c195,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzdlLzI4Lzc2LzZkNWMtNGFjNS1hNmZlLTdjOTdhZjdhMWFjOQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzVhLzBmL2U0L2U4ZjYtNGVhMS1iNzc3LTZlZjMxOWViNTk3MA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6200 ÃbenrÃ¥,Karpedam 17,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Woodcock Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-04,2015-09-08,2017-11-16,Statsautoriseret revisor,20222670.0,37064556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Woodcock Holding ApS.,,Ãrsrapport,68737.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-10-01,2016-09-30,108000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2017-09-30,2016-10-01,36718.0,true,2017-11-04,Kolding,,urn:ofk:oid:24712853,indberetninger-20180424,2.5124297,37064556.0,,2018-03-27T18:20:09.298Z,2017-11-20T10:23:43.176Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BG-24-SX,2017-11-20T10:23:43.318Z,,,,,,,,,,,,,,,,,,,
37064556,2016-09-30,2016-09-30,c172,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzdlLzI4Lzc2LzZkNWMtNGFjNS1hNmZlLTdjOTdhZjdhMWFjOQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzVhLzBmL2U0L2U4ZjYtNGVhMS1iNzc3LTZlZjMxOWViNTk3MA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6200 ÃbenrÃ¥,Karpedam 17,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Woodcock Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-04,2015-09-08,2017-11-16,Statsautoriseret revisor,20222670.0,37064556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Woodcock Holding ApS.,,Ãrsrapport,68737.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2017-09-30,2016-10-01,36718.0,true,2017-11-04,Kolding,,urn:ofk:oid:24712853,indberetninger-20180424,2.5124297,37064556.0,,2018-03-27T18:20:09.298Z,2017-11-20T10:23:43.176Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BG-24-SX,2017-11-20T10:23:43.318Z,780000.0,50000.0,104000.0,392000.0,780000.0,388000.0,780000.0,104000.0,780000.0,0.0,780000.0,5000.0,342000.0,279000.0,284000.0,,,,
37064556,2016-10-01,2016-10-01,c226,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzdlLzI4Lzc2LzZkNWMtNGFjNS1hNmZlLTdjOTdhZjdhMWFjOQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzVhLzBmL2U0L2U4ZjYtNGVhMS1iNzc3LTZlZjMxOWViNTk3MA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6200 ÃbenrÃ¥,Karpedam 17,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Woodcock Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-04,2015-09-08,2017-11-16,Statsautoriseret revisor,20222670.0,37064556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Woodcock Holding ApS.,,Ãrsrapport,68737.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2017-09-30,2016-10-01,36718.0,true,2017-11-04,Kolding,,urn:ofk:oid:24712853,indberetninger-20180424,2.5124297,37064556.0,,2018-03-27T18:20:09.298Z,2017-11-20T10:23:43.176Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BG-24-SX,2017-11-20T10:23:43.318Z,,,,50000.0,,,,,,,,,,,,,,,
37064556,2016-10-01,2016-10-01,c253,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzdlLzI4Lzc2LzZkNWMtNGFjNS1hNmZlLTdjOTdhZjdhMWFjOQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzVhLzBmL2U0L2U4ZjYtNGVhMS1iNzc3LTZlZjMxOWViNTk3MA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6200 ÃbenrÃ¥,Karpedam 17,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Woodcock Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-04,2015-09-08,2017-11-16,Statsautoriseret revisor,20222670.0,37064556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Woodcock Holding ApS.,,Ãrsrapport,68737.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2017-09-30,2016-10-01,36718.0,true,2017-11-04,Kolding,,urn:ofk:oid:24712853,indberetninger-20180424,2.5124297,37064556.0,,2018-03-27T18:20:09.298Z,2017-11-20T10:23:43.176Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BG-24-SX,2017-11-20T10:23:43.318Z,,,,341986.0,,,,,,,,,,,,,,,
37064556,2016-10-01,2016-10-01,c570,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzdlLzI4Lzc2LzZkNWMtNGFjNS1hNmZlLTdjOTdhZjdhMWFjOQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzVhLzBmL2U0L2U4ZjYtNGVhMS1iNzc3LTZlZjMxOWViNTk3MA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6200 ÃbenrÃ¥,Karpedam 17,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Woodcock Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-04,2015-09-08,2017-11-16,Statsautoriseret revisor,20222670.0,37064556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Woodcock Holding ApS.,,Ãrsrapport,68737.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2017-09-30,2016-10-01,36718.0,true,2017-11-04,Kolding,,urn:ofk:oid:24712853,indberetninger-20180424,2.5124297,37064556.0,,2018-03-27T18:20:09.298Z,2017-11-20T10:23:43.176Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BG-24-SX,2017-11-20T10:23:43.318Z,,,,,,,,,,,,,,,,10741.0,768726.0,,
37064556,2016-10-01,2017-09-30,c173,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzdlLzI4Lzc2LzZkNWMtNGFjNS1hNmZlLTdjOTdhZjdhMWFjOQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzVhLzBmL2U0L2U4ZjYtNGVhMS1iNzc3LTZlZjMxOWViNTk3MA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6200 ÃbenrÃ¥,Karpedam 17,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Woodcock Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-04,2015-09-08,2017-11-16,Statsautoriseret revisor,20222670.0,37064556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Woodcock Holding ApS.,366718.0,Ãrsrapport,68737.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,13191.0,5029.0,Aabenraa,2015-10-01,2016-09-30,348498.0,348498.0,-5029.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2017-09-30,2016-10-01,36718.0,true,2017-11-04,Kolding,0.0,urn:ofk:oid:24712853,indberetninger-20180424,2.5124297,37064556.0,,2018-03-27T18:20:09.298Z,2017-11-20T10:23:43.176Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BG-24-SX,2017-11-20T10:23:43.318Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
37064556,2016-10-01,2017-09-30,c194,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzdlLzI4Lzc2LzZkNWMtNGFjNS1hNmZlLTdjOTdhZjdhMWFjOQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzVhLzBmL2U0L2U4ZjYtNGVhMS1iNzc3LTZlZjMxOWViNTk3MA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6200 ÃbenrÃ¥,Karpedam 17,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Woodcock Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-04,2015-09-08,2017-11-16,Statsautoriseret revisor,20222670.0,37064556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Woodcock Holding ApS.,,Ãrsrapport,68737.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-10-01,2016-09-30,348498.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2017-09-30,2016-10-01,36718.0,true,2017-11-04,Kolding,,urn:ofk:oid:24712853,indberetninger-20180424,2.5124297,37064556.0,,2018-03-27T18:20:09.298Z,2017-11-20T10:23:43.176Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BG-24-SX,2017-11-20T10:23:43.318Z,,,,,,,,,,,,,,,,,,,
37064556,2016-10-01,2017-09-30,c254,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzdlLzI4Lzc2LzZkNWMtNGFjNS1hNmZlLTdjOTdhZjdhMWFjOQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzVhLzBmL2U0L2U4ZjYtNGVhMS1iNzc3LTZlZjMxOWViNTk3MA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6200 ÃbenrÃ¥,Karpedam 17,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Woodcock Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-04,2015-09-08,2017-11-16,Statsautoriseret revisor,20222670.0,37064556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Woodcock Holding ApS.,,Ãrsrapport,68737.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-10-01,2016-09-30,348498.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2017-09-30,2016-10-01,36718.0,true,2017-11-04,Kolding,,urn:ofk:oid:24712853,indberetninger-20180424,2.5124297,37064556.0,,2018-03-27T18:20:09.298Z,2017-11-20T10:23:43.176Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BG-24-SX,2017-11-20T10:23:43.318Z,,,,,,,,,,,,,,,,,,,
37064556,2016-10-01,2017-09-30,c305,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzdlLzI4Lzc2LzZkNWMtNGFjNS1hNmZlLTdjOTdhZjdhMWFjOQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzVhLzBmL2U0L2U4ZjYtNGVhMS1iNzc3LTZlZjMxOWViNTk3MA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,6200 ÃbenrÃ¥,Karpedam 17,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Woodcock Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-11-04,2015-09-08,2017-11-16,Statsautoriseret revisor,20222670.0,37064556.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Woodcock Holding ApS.,,Ãrsrapport,68737.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aabenraa,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2017-09-30,2016-10-01,36718.0,true,2017-11-04,Kolding,,urn:ofk:oid:24712853,indberetninger-20180424,2.5124297,37064556.0,,2018-03-27T18:20:09.298Z,2017-11-20T10:23:43.176Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BG-24-SX,2017-11-20T10:23:43.318Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
