entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToInvestments,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,ConvertibleProfitYieldingOrDividendYieldingLongtermDebtInstruments,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
37064556,2017-10-01,2018-09-30,c175,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I4L2FmL2NmLzRjYWYtNDM1MS04ZGRkLTg3YTM5NTk3ZTUyNg.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzA1LzllLzNiLzA1OTQtNDM0Mi05MzFmLWMwZDQzYTAxYmM2OQ.xml,true,162933.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-27,2015-09-08,2019-11-15,Statsautoriseret revisor,5000.0,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Woodcock Holding ApS.,111000.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,2000.0,Aabenraa,2017-10-01,2018-09-30,104000.0,104000.0,-5000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2019-09-30,2018-10-01,7093.0,true,2019-10-27,Kolding,0.0,urn:ofk:oid:28027698,indberetninger-20180424,2.5122845000000003,37064556.0,AW59atX1xzZKlpaAlecB,2019-11-18T07:29:54.567Z,2019-11-18T07:29:43.266Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-84-UQ,2019-11-18T07:29:43.486Z,,,,,,,,,,,,,,,,,,
37064556,2017-10-01,2018-09-30,c214,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I4L2FmL2NmLzRjYWYtNDM1MS04ZGRkLTg3YTM5NTk3ZTUyNg.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzA1LzllLzNiLzA1OTQtNDM0Mi05MzFmLWMwZDQzYTAxYmM2OQ.xml,true,162933.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-27,2015-09-08,2019-11-15,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2017-10-01,2018-09-30,104000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2019-09-30,2018-10-01,7093.0,true,2019-10-27,Kolding,,urn:ofk:oid:28027698,indberetninger-20180424,2.5122845000000003,37064556.0,AW59atX1xzZKlpaAlecB,2019-11-18T07:29:54.567Z,2019-11-18T07:29:43.266Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-84-UQ,2019-11-18T07:29:43.486Z,,,,,,,,,,,,,,,,,,
37064556,2017-10-01,2018-09-30,c219,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I4L2FmL2NmLzRjYWYtNDM1MS04ZGRkLTg3YTM5NTk3ZTUyNg.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzA1LzllLzNiLzA1OTQtNDM0Mi05MzFmLWMwZDQzYTAxYmM2OQ.xml,true,162933.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-27,2015-09-08,2019-11-15,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2017-10-01,2018-09-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2019-09-30,2018-10-01,7093.0,true,2019-10-27,Kolding,,urn:ofk:oid:28027698,indberetninger-20180424,2.5122845000000003,37064556.0,AW59atX1xzZKlpaAlecB,2019-11-18T07:29:54.567Z,2019-11-18T07:29:43.266Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-84-UQ,2019-11-18T07:29:43.486Z,,,,,,,,,,,,,,,,,,
37064556,2018-09-30,2018-09-30,c173,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I4L2FmL2NmLzRjYWYtNDM1MS04ZGRkLTg3YTM5NTk3ZTUyNg.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzA1LzllLzNiLzA1OTQtNDM0Mi05MzFmLWMwZDQzYTAxYmM2OQ.xml,true,162933.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-27,2015-09-08,2019-11-15,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2017-10-01,2018-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2019-09-30,2018-10-01,7093.0,true,2019-10-27,Kolding,,urn:ofk:oid:28027698,indberetninger-20180424,2.5122845000000003,37064556.0,AW59atX1xzZKlpaAlecB,2019-11-18T07:29:54.567Z,2019-11-18T07:29:43.266Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-84-UQ,2019-11-18T07:29:43.486Z,887000.0,80000.0,50000.0,38000.0,844000.0,887000.0,43000.0,807000.0,38000.0,807000.0,807000.0,0.0,794000.0,5000.0,,,,
37064556,2018-10-01,2018-10-01,c231,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I4L2FmL2NmLzRjYWYtNDM1MS04ZGRkLTg3YTM5NTk3ZTUyNg.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzA1LzllLzNiLzA1OTQtNDM0Mi05MzFmLWMwZDQzYTAxYmM2OQ.xml,true,162933.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-27,2015-09-08,2019-11-15,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2017-10-01,2018-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2019-09-30,2018-10-01,7093.0,true,2019-10-27,Kolding,,urn:ofk:oid:28027698,indberetninger-20180424,2.5122845000000003,37064556.0,AW59atX1xzZKlpaAlecB,2019-11-18T07:29:54.567Z,2019-11-18T07:29:43.266Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-84-UQ,2019-11-18T07:29:43.486Z,,,,,50000.0,,,,,,,,,,,,,
37064556,2018-10-01,2018-10-01,c249,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I4L2FmL2NmLzRjYWYtNDM1MS04ZGRkLTg3YTM5NTk3ZTUyNg.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzA1LzllLzNiLzA1OTQtNDM0Mi05MzFmLWMwZDQzYTAxYmM2OQ.xml,true,162933.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-27,2015-09-08,2019-11-15,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2017-10-01,2018-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2019-09-30,2018-10-01,7093.0,true,2019-10-27,Kolding,,urn:ofk:oid:28027698,indberetninger-20180424,2.5122845000000003,37064556.0,AW59atX1xzZKlpaAlecB,2019-11-18T07:29:54.567Z,2019-11-18T07:29:43.266Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-84-UQ,2019-11-18T07:29:43.486Z,,,,,794256.0,,,,,,,,,,,,,
37064556,2018-10-01,2018-10-01,c255,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I4L2FmL2NmLzRjYWYtNDM1MS04ZGRkLTg3YTM5NTk3ZTUyNg.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzA1LzllLzNiLzA1OTQtNDM0Mi05MzFmLWMwZDQzYTAxYmM2OQ.xml,true,162933.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-27,2015-09-08,2019-11-15,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2017-10-01,2018-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2019-09-30,2018-10-01,7093.0,true,2019-10-27,Kolding,,urn:ofk:oid:28027698,indberetninger-20180424,2.5122845000000003,37064556.0,AW59atX1xzZKlpaAlecB,2019-11-18T07:29:54.567Z,2019-11-18T07:29:43.266Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-84-UQ,2019-11-18T07:29:43.486Z,,,,,0.0,,,,,,,,,,,,,
37064556,2018-10-01,2018-10-01,c553,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I4L2FmL2NmLzRjYWYtNDM1MS04ZGRkLTg3YTM5NTk3ZTUyNg.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzA1LzllLzNiLzA1OTQtNDM0Mi05MzFmLWMwZDQzYTAxYmM2OQ.xml,true,162933.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-27,2015-09-08,2019-11-15,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2017-10-01,2018-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2019-09-30,2018-10-01,7093.0,true,2019-10-27,Kolding,,urn:ofk:oid:28027698,indberetninger-20180424,2.5122845000000003,37064556.0,AW59atX1xzZKlpaAlecB,2019-11-18T07:29:54.567Z,2019-11-18T07:29:43.266Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-84-UQ,2019-11-18T07:29:43.486Z,,,,,,,,,,,,,,,38845.0,768726.0,,
37064556,2018-10-01,2019-09-30,c174,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I4L2FmL2NmLzRjYWYtNDM1MS04ZGRkLTg3YTM5NTk3ZTUyNg.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzA1LzllLzNiLzA1OTQtNDM0Mi05MzFmLWMwZDQzYTAxYmM2OQ.xml,true,162933.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-27,2015-09-08,2019-11-15,Statsautoriseret revisor,7041.0,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Woodcock Holding ApS.,137093.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,1748.0,Aabenraa,2017-10-01,2018-09-30,128304.0,128304.0,-7041.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2019-09-30,2018-10-01,7093.0,true,2019-10-27,Kolding,0.0,urn:ofk:oid:28027698,indberetninger-20180424,2.5122845000000003,37064556.0,AW59atX1xzZKlpaAlecB,2019-11-18T07:29:54.567Z,2019-11-18T07:29:43.266Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-84-UQ,2019-11-18T07:29:43.486Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
37064556,2018-10-01,2019-09-30,c213,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5L2I4L2FmL2NmLzRjYWYtNDM1MS04ZGRkLTg3YTM5NTk3ZTUyNg.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzA1LzllLzNiLzA1OTQtNDM0Mi05MzFmLWMwZDQzYTAxYmM2OQ.xml,true,162933.0,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-27,2015-09-08,2019-11-15,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2017-10-01,2018-09-30,98304.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2019-09-30,2018-10-01,7093.0,true,2019-10-27,Kolding,,urn:ofk:oid:28027698,indberetninger-20180424,2.5122845000000003,37064556.0,AW59atX1xzZKlpaAlecB,2019-11-18T07:29:54.567Z,2019-11-18T07:29:43.266Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-84-UQ,2019-11-18T07:29:43.486Z,,,,,,,,,,,,,,,,,,
