entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,ConvertibleProfitYieldingOrDividendYieldingLongtermDebtInstruments,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
37064556,2016-10-01,2017-09-30,c174,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E3LzQyL2Y2LzhmZDItNDc0ZC05MDFmLTE3MmVlMTgzYzEwYQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2Q4L2NhL2Y5LzI0MmMtNDk1Yy05YmEyLWFmMGI5NDFiNGIwNQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-12,2015-09-08,2018-11-20,Statsautoriseret revisor,6000.0,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Woodcock Holding ApS.,367000.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,13000.0,Aabenraa,2016-10-01,2017-09-30,348000.0,348000.0,-6000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-09-30,2017-10-01,-8614.0,true,2018-11-12,Kolding,0.0,urn:ofk:oid:26326807,indberetninger-20180424,2.5124211,37064556.0,AWc1tw_V5OzuYdPkGZ7o,2018-11-21T10:01:40.053Z,2018-11-21T10:00:46.573Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-DP-81-RD,2018-11-21T10:00:46.905Z,,,,,,,,,,,,,,,,,,,
37064556,2016-10-01,2017-09-30,c195,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E3LzQyL2Y2LzhmZDItNDc0ZC05MDFmLTE3MmVlMTgzYzEwYQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2Q4L2NhL2Y5LzI0MmMtNDk1Yy05YmEyLWFmMGI5NDFiNGIwNQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-12,2015-09-08,2018-11-20,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2016-10-01,2017-09-30,348000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-09-30,2017-10-01,-8614.0,true,2018-11-12,Kolding,,urn:ofk:oid:26326807,indberetninger-20180424,2.5124211,37064556.0,AWc1tw_V5OzuYdPkGZ7o,2018-11-21T10:01:40.053Z,2018-11-21T10:00:46.573Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-DP-81-RD,2018-11-21T10:00:46.905Z,,,,,,,,,,,,,,,,,,,
37064556,2017-09-30,2017-09-30,c172,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E3LzQyL2Y2LzhmZDItNDc0ZC05MDFmLTE3MmVlMTgzYzEwYQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2Q4L2NhL2Y5LzI0MmMtNDk1Yy05YmEyLWFmMGI5NDFiNGIwNQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-12,2015-09-08,2018-11-20,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-09-30,2017-10-01,-8614.0,true,2018-11-12,Kolding,,urn:ofk:oid:26326807,indberetninger-20180424,2.5124211,37064556.0,AWc1tw_V5OzuYdPkGZ7o,2018-11-21T10:01:40.053Z,2018-11-21T10:00:46.573Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-DP-81-RD,2018-11-21T10:00:46.905Z,817000.0,0.0,50000.0,70000.0,740000.0,817000.0,77000.0,817000.0,70000.0,817000.0,817000.0,5000.0,690000.0,2000.0,7000.0,,,,
37064556,2017-10-01,2017-10-01,c226,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E3LzQyL2Y2LzhmZDItNDc0ZC05MDFmLTE3MmVlMTgzYzEwYQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2Q4L2NhL2Y5LzI0MmMtNDk1Yy05YmEyLWFmMGI5NDFiNGIwNQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-12,2015-09-08,2018-11-20,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-09-30,2017-10-01,-8614.0,true,2018-11-12,Kolding,,urn:ofk:oid:26326807,indberetninger-20180424,2.5124211,37064556.0,AWc1tw_V5OzuYdPkGZ7o,2018-11-21T10:01:40.053Z,2018-11-21T10:00:46.573Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-DP-81-RD,2018-11-21T10:00:46.905Z,,,,,50000.0,,,,,,,,,,,,,,
37064556,2017-10-01,2017-10-01,c253,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E3LzQyL2Y2LzhmZDItNDc0ZC05MDFmLTE3MmVlMTgzYzEwYQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2Q4L2NhL2Y5LzI0MmMtNDk1Yy05YmEyLWFmMGI5NDFiNGIwNQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-12,2015-09-08,2018-11-20,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-09-30,2017-10-01,-8614.0,true,2018-11-12,Kolding,,urn:ofk:oid:26326807,indberetninger-20180424,2.5124211,37064556.0,AWc1tw_V5OzuYdPkGZ7o,2018-11-21T10:01:40.053Z,2018-11-21T10:00:46.573Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-DP-81-RD,2018-11-21T10:00:46.905Z,,,,,690483.0,,,,,,,,,,,,,,
37064556,2017-10-01,2017-10-01,c554,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E3LzQyL2Y2LzhmZDItNDc0ZC05MDFmLTE3MmVlMTgzYzEwYQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2Q4L2NhL2Y5LzI0MmMtNDk1Yy05YmEyLWFmMGI5NDFiNGIwNQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-12,2015-09-08,2018-11-20,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-09-30,2017-10-01,-8614.0,true,2018-11-12,Kolding,,urn:ofk:oid:26326807,indberetninger-20180424,2.5124211,37064556.0,AWc1tw_V5OzuYdPkGZ7o,2018-11-21T10:01:40.053Z,2018-11-21T10:00:46.573Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-DP-81-RD,2018-11-21T10:00:46.905Z,,,,,,,,,,,,,,,,47459.0,768726.0,,
37064556,2017-10-01,2018-09-30,c173,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E3LzQyL2Y2LzhmZDItNDc0ZC05MDFmLTE3MmVlMTgzYzEwYQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2Q4L2NhL2Y5LzI0MmMtNDk1Yy05YmEyLWFmMGI5NDFiNGIwNQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-12,2015-09-08,2018-11-20,Statsautoriseret revisor,5030.0,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Woodcock Holding ApS.,111386.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,2583.0,Aabenraa,2016-10-01,2017-09-30,103773.0,103773.0,-5030.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-09-30,2017-10-01,-8614.0,true,2018-11-12,Kolding,0.0,urn:ofk:oid:26326807,indberetninger-20180424,2.5124211,37064556.0,AWc1tw_V5OzuYdPkGZ7o,2018-11-21T10:01:40.053Z,2018-11-21T10:00:46.573Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-DP-81-RD,2018-11-21T10:00:46.905Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
37064556,2017-10-01,2018-09-30,c194,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E3LzQyL2Y2LzhmZDItNDc0ZC05MDFmLTE3MmVlMTgzYzEwYQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2Q4L2NhL2Y5LzI0MmMtNDk1Yy05YmEyLWFmMGI5NDFiNGIwNQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-12,2015-09-08,2018-11-20,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2016-10-01,2017-09-30,103773.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-09-30,2017-10-01,-8614.0,true,2018-11-12,Kolding,,urn:ofk:oid:26326807,indberetninger-20180424,2.5124211,37064556.0,AWc1tw_V5OzuYdPkGZ7o,2018-11-21T10:01:40.053Z,2018-11-21T10:00:46.573Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-DP-81-RD,2018-11-21T10:00:46.905Z,,,,,,,,,,,,,,,,,,,
37064556,2017-10-01,2018-09-30,c254,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E3LzQyL2Y2LzhmZDItNDc0ZC05MDFmLTE3MmVlMTgzYzEwYQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2Q4L2NhL2Y5LzI0MmMtNDk1Yy05YmEyLWFmMGI5NDFiNGIwNQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-12,2015-09-08,2018-11-20,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2016-10-01,2017-09-30,103773.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-09-30,2017-10-01,-8614.0,true,2018-11-12,Kolding,,urn:ofk:oid:26326807,indberetninger-20180424,2.5124211,37064556.0,AWc1tw_V5OzuYdPkGZ7o,2018-11-21T10:01:40.053Z,2018-11-21T10:00:46.573Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-DP-81-RD,2018-11-21T10:00:46.905Z,,,,,,,,,,,,,,,,,,,
37064556,2017-10-01,2018-09-30,c305,,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E3LzQyL2Y2LzhmZDItNDc0ZC05MDFmLTE3MmVlMTgzYzEwYQ.pdf,http://regnskaber.virk.dk/65546073/ZG9rdW1lbnRsYWdlcjovLzAzLzk2L2Q4L2NhL2Y5LzI0MmMtNDk1Yy05YmEyLWFmMGI5NDFiNGIwNQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6200 Aabenraa,Karpedam 17,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Woodcock Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2018-11-12,2015-09-08,2018-11-20,Statsautoriseret revisor,,20222670.0,37064556.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Woodcock Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Ivan Wettergren Pagh Madsen,Ivan Wettergren Pagh Madsen,Woodcock Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Aabenraa,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aabenraa,2018-09-30,2017-10-01,-8614.0,true,2018-11-12,Kolding,,urn:ofk:oid:26326807,indberetninger-20180424,2.5124211,37064556.0,AWc1tw_V5OzuYdPkGZ7o,2018-11-21T10:01:40.053Z,2018-11-21T10:00:46.573Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-DP-81-RD,2018-11-21T10:00:46.905Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
