entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossResult,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,AddressOfAuditorCountry,EmailOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
20307137,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M4L2I1LzVhLzlkOTQtNGM5NS05MWNiLTA4MGQ2YjgxN2MwOQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzYzLzI0LzNhL2FmZjctNDdlOS1iODRlLTQ1ZGRlZWQ1MDg5MA.xml,Ãrsted,8950.0,8.0,Stenaltvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2019-06-14,2019-06-14,8300000.0,86 48 99 50,20307137.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Rona A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Foldschack,Arne Fremmich,Rona A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ãrsted,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-14,KÃ¸benhavn,86 48 80 05,RevisionspÃ¥tegning,urn:ofk:oid:27509317,indberetninger-20180424,2.5122833,20307137.0,AWtWxCrHGQc-fA3G3KaS,2019-06-14T16:14:01.238Z,2019-06-14T16:13:44.360Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-62-HQ,2019-06-14T16:13:44.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20307137,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M4L2I1LzVhLzlkOTQtNGM5NS05MWNiLTA4MGQ2YjgxN2MwOQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzYzLzI0LzNhL2FmZjctNDdlOS1iODRlLTQ1ZGRlZWQ1MDg5MA.xml,Ãrsted,8950.0,8.0,Stenaltvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2019-06-14,2019-06-14,-6415293.0,86 48 99 50,20307137.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Rona A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Foldschack,Arne Fremmich,Rona A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ãrsted,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-14,KÃ¸benhavn,86 48 80 05,RevisionspÃ¥tegning,urn:ofk:oid:27509317,indberetninger-20180424,2.5122833,20307137.0,AWtWxCrHGQc-fA3G3KaS,2019-06-14T16:14:01.238Z,2019-06-14T16:13:44.360Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-62-HQ,2019-06-14T16:13:44.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20307137,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M4L2I1LzVhLzlkOTQtNGM5NS05MWNiLTA4MGQ2YjgxN2MwOQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzYzLzI0LzNhL2FmZjctNDdlOS1iODRlLTQ1ZGRlZWQ1MDg5MA.xml,Ãrsted,8950.0,8.0,Stenaltvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2019-06-14,2019-06-14,,86 48 99 50,20307137.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Rona A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Foldschack,Arne Fremmich,Rona A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ãrsted,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-14,KÃ¸benhavn,86 48 80 05,RevisionspÃ¥tegning,urn:ofk:oid:27509317,indberetninger-20180424,2.5122833,20307137.0,AWtWxCrHGQc-fA3G3KaS,2019-06-14T16:14:01.238Z,2019-06-14T16:13:44.360Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-62-HQ,2019-06-14T16:13:44.547Z,2203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20307137,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M4L2I1LzVhLzlkOTQtNGM5NS05MWNiLTA4MGQ2YjgxN2MwOQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzYzLzI0LzNhL2FmZjctNDdlOS1iODRlLTQ1ZGRlZWQ1MDg5MA.xml,Ãrsted,8950.0,8.0,Stenaltvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2019-06-14,2019-06-14,,86 48 99 50,20307137.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Rona A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Foldschack,Arne Fremmich,Rona A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ãrsted,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-14,KÃ¸benhavn,86 48 80 05,RevisionspÃ¥tegning,urn:ofk:oid:27509317,indberetninger-20180424,2.5122833,20307137.0,AWtWxCrHGQc-fA3G3KaS,2019-06-14T16:14:01.238Z,2019-06-14T16:13:44.360Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-62-HQ,2019-06-14T16:13:44.547Z,2203.0,-16025.0,13552.0,16025.0,8285.0,12961.0,8285.0,2203.0,-16025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20307137,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M4L2I1LzVhLzlkOTQtNGM5NS05MWNiLTA4MGQ2YjgxN2MwOQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzYzLzI0LzNhL2FmZjctNDdlOS1iODRlLTQ1ZGRlZWQ1MDg5MA.xml,Ãrsted,8950.0,8.0,Stenaltvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2019-06-14,2019-06-14,,86 48 99 50,20307137.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Rona A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Foldschack,Arne Fremmich,Rona A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ãrsted,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-14,KÃ¸benhavn,86 48 80 05,RevisionspÃ¥tegning,urn:ofk:oid:27509317,indberetninger-20180424,2.5122833,20307137.0,AWtWxCrHGQc-fA3G3KaS,2019-06-14T16:14:01.238Z,2019-06-14T16:13:44.360Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-62-HQ,2019-06-14T16:13:44.547Z,2203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20307137,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M4L2I1LzVhLzlkOTQtNGM5NS05MWNiLTA4MGQ2YjgxN2MwOQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzYzLzI0LzNhL2FmZjctNDdlOS1iODRlLTQ1ZGRlZWQ1MDg5MA.xml,Ãrsted,8950.0,8.0,Stenaltvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2019-06-14,2019-06-14,1886910.0,86 48 99 50,20307137.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Rona A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Foldschack,Arne Fremmich,Rona A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ãrsted,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-14,KÃ¸benhavn,86 48 80 05,RevisionspÃ¥tegning,urn:ofk:oid:27509317,indberetninger-20180424,2.5122833,20307137.0,AWtWxCrHGQc-fA3G3KaS,2019-06-14T16:14:01.238Z,2019-06-14T16:13:44.360Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-62-HQ,2019-06-14T16:13:44.547Z,,,,,,,,,,2027539.0,1691368.0,8300000.0,2027539.0,2027539.0,140629.0,333311.0,127729.0,2860.0,-6413090.0,333311.0,140629.0,2860.0,12900.0,,,,,,,,,,,,,
20307137,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M4L2I1LzVhLzlkOTQtNGM5NS05MWNiLTA4MGQ2YjgxN2MwOQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzYzLzI0LzNhL2FmZjctNDdlOS1iODRlLTQ1ZGRlZWQ1MDg5MA.xml,Ãrsted,8950.0,8.0,Stenaltvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2019-06-14,2019-06-14,8300000.0,86 48 99 50,20307137.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Rona A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Foldschack,Arne Fremmich,Rona A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ãrsted,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-14,KÃ¸benhavn,86 48 80 05,RevisionspÃ¥tegning,urn:ofk:oid:27509317,indberetninger-20180424,2.5122833,20307137.0,AWtWxCrHGQc-fA3G3KaS,2019-06-14T16:14:01.238Z,2019-06-14T16:13:44.360Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-62-HQ,2019-06-14T16:13:44.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20307137,2017-12-31,2017-12-31,c727,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M4L2I1LzVhLzlkOTQtNGM5NS05MWNiLTA4MGQ2YjgxN2MwOQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzYzLzI0LzNhL2FmZjctNDdlOS1iODRlLTQ1ZGRlZWQ1MDg5MA.xml,Ãrsted,8950.0,8.0,Stenaltvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2019-06-14,2019-06-14,-6413090.0,86 48 99 50,20307137.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Rona A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Foldschack,Arne Fremmich,Rona A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ãrsted,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-14,KÃ¸benhavn,86 48 80 05,RevisionspÃ¥tegning,urn:ofk:oid:27509317,indberetninger-20180424,2.5122833,20307137.0,AWtWxCrHGQc-fA3G3KaS,2019-06-14T16:14:01.238Z,2019-06-14T16:13:44.360Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-62-HQ,2019-06-14T16:13:44.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20307137,2018-01-01,2018-01-01,c177,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M4L2I1LzVhLzlkOTQtNGM5NS05MWNiLTA4MGQ2YjgxN2MwOQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzYzLzI0LzNhL2FmZjctNDdlOS1iODRlLTQ1ZGRlZWQ1MDg5MA.xml,Ãrsted,8950.0,8.0,Stenaltvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2019-06-14,2019-06-14,8300000.0,86 48 99 50,20307137.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Rona A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Foldschack,Arne Fremmich,Rona A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ãrsted,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-14,KÃ¸benhavn,86 48 80 05,RevisionspÃ¥tegning,urn:ofk:oid:27509317,indberetninger-20180424,2.5122833,20307137.0,AWtWxCrHGQc-fA3G3KaS,2019-06-14T16:14:01.238Z,2019-06-14T16:13:44.360Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-62-HQ,2019-06-14T16:13:44.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20307137,2018-01-01,2018-01-01,c195,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2M4L2I1LzVhLzlkOTQtNGM5NS05MWNiLTA4MGQ2YjgxN2MwOQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVlLzYzLzI0LzNhL2FmZjctNDdlOS1iODRlLTQ1ZGRlZWQ1MDg5MA.xml,Ãrsted,8950.0,8.0,Stenaltvej,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-14,2019-06-14,2019-06-14,-6413090.0,86 48 99 50,20307137.0,34209936.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Rona A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Knud Foldschack,Arne Fremmich,Rona A/S,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Ãrsted,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-06-14,KÃ¸benhavn,86 48 80 05,RevisionspÃ¥tegning,urn:ofk:oid:27509317,indberetninger-20180424,2.5122833,20307137.0,AWtWxCrHGQc-fA3G3KaS,2019-06-14T16:14:01.238Z,2019-06-14T16:13:44.360Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-62-HQ,2019-06-14T16:13:44.547Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
