entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,ExternalExpenses,FaxNumberOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard
20307137,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Y0LzNkL2UzLzY2NDctNGYxOC1iNGM2LWVlMWJhZjZlYjY4NQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2I0LzAzLzg1L2M2OGItNGQ3MS1hZjJmLWRmZjI1ODVlMjlmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Aarhus,8100.0,Postboks 548,"Ãboulevarden 69,",8950 Ãrsted,Stenaltvej 8,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Rona A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-06-19,1997-07-31,2018-06-19,17000.0,86 48 99 50,-17000.0,20307137.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Rona A/S.,Ãrsrapport,5000.0,18000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Arne Fremmich,"Danske Bank, Private Banking",Rona A/S,BDO Statsautoriseret revisionsaktieselskab,18000.0,18000.0,13000.0,0.0,RougsÃ¸,2016-01-01,2016-12-31,-17000.0,-17000.0,-17000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RougsÃ¸,2017-12-31,2017-01-01,true,2018-06-19,KÃ¸benhavn,0.0,86 48 80 05,urn:ofk:oid:25877555,indberetninger-20180424,2.5124211,20307137.0,AWQZY1xl0wkEsASkt6Pk,2018-06-19T18:51:47.738Z,2018-06-19T18:51:37.072Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-61-HA,2018-06-19T18:51:37.579Z,,,,,,,,,,,,,,,,,,,,,
20307137,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Y0LzNkL2UzLzY2NDctNGYxOC1iNGM2LWVlMWJhZjZlYjY4NQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2I0LzAzLzg1L2M2OGItNGQ3MS1hZjJmLWRmZjI1ODVlMjlmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Aarhus,8100.0,Postboks 548,"Ãboulevarden 69,",8950 Ãrsted,Stenaltvej 8,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Rona A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-06-19,1997-07-31,2018-06-19,,86 48 99 50,,20307137.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Rona A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Arne Fremmich,"Danske Bank, Private Banking",Rona A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,RougsÃ¸,2016-01-01,2016-12-31,-17000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RougsÃ¸,2017-12-31,2017-01-01,true,2018-06-19,KÃ¸benhavn,,86 48 80 05,urn:ofk:oid:25877555,indberetninger-20180424,2.5124211,20307137.0,AWQZY1xl0wkEsASkt6Pk,2018-06-19T18:51:47.738Z,2018-06-19T18:51:37.072Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-61-HA,2018-06-19T18:51:37.579Z,,,,,,,,,,,,,,,,,,,,,
20307137,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Y0LzNkL2UzLzY2NDctNGYxOC1iNGM2LWVlMWJhZjZlYjY4NQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2I0LzAzLzg1L2M2OGItNGQ3MS1hZjJmLWRmZjI1ODVlMjlmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Aarhus,8100.0,Postboks 548,"Ãboulevarden 69,",8950 Ãrsted,Stenaltvej 8,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Rona A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-06-19,1997-07-31,2018-06-19,,86 48 99 50,,20307137.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Rona A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Arne Fremmich,"Danske Bank, Private Banking",Rona A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,RougsÃ¸,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RougsÃ¸,2017-12-31,2017-01-01,true,2018-06-19,KÃ¸benhavn,,86 48 80 05,urn:ofk:oid:25877555,indberetninger-20180424,2.5124211,20307137.0,AWQZY1xl0wkEsASkt6Pk,2018-06-19T18:51:47.738Z,2018-06-19T18:51:37.072Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-61-HA,2018-06-19T18:51:37.579Z,2024000.0,1610000.0,8300000.0,1885000.0,2024000.0,139000.0,409000.0,125000.0,5000.0,-6415000.0,409000.0,139000.0,5000.0,14000.0,,,,,,,
20307137,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Y0LzNkL2UzLzY2NDctNGYxOC1iNGM2LWVlMWJhZjZlYjY4NQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2I0LzAzLzg1L2M2OGItNGQ3MS1hZjJmLWRmZjI1ODVlMjlmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Aarhus,8100.0,Postboks 548,"Ãboulevarden 69,",8950 Ãrsted,Stenaltvej 8,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Rona A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-06-19,1997-07-31,2018-06-19,,86 48 99 50,,20307137.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Rona A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Arne Fremmich,"Danske Bank, Private Banking",Rona A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,RougsÃ¸,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RougsÃ¸,2017-12-31,2017-01-01,true,2018-06-19,KÃ¸benhavn,,86 48 80 05,urn:ofk:oid:25877555,indberetninger-20180424,2.5124211,20307137.0,AWQZY1xl0wkEsASkt6Pk,2018-06-19T18:51:47.738Z,2018-06-19T18:51:37.072Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-61-HA,2018-06-19T18:51:37.579Z,,,,8300000.0,,,,,,,,,,,,,,,,,
20307137,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Y0LzNkL2UzLzY2NDctNGYxOC1iNGM2LWVlMWJhZjZlYjY4NQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2I0LzAzLzg1L2M2OGItNGQ3MS1hZjJmLWRmZjI1ODVlMjlmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Aarhus,8100.0,Postboks 548,"Ãboulevarden 69,",8950 Ãrsted,Stenaltvej 8,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Rona A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-06-19,1997-07-31,2018-06-19,,86 48 99 50,,20307137.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Rona A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Arne Fremmich,"Danske Bank, Private Banking",Rona A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,RougsÃ¸,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RougsÃ¸,2017-12-31,2017-01-01,true,2018-06-19,KÃ¸benhavn,,86 48 80 05,urn:ofk:oid:25877555,indberetninger-20180424,2.5124211,20307137.0,AWQZY1xl0wkEsASkt6Pk,2018-06-19T18:51:47.738Z,2018-06-19T18:51:37.072Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-61-HA,2018-06-19T18:51:37.579Z,,,,-6415293.0,,,,,,,,,,,,,,,,,
20307137,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Y0LzNkL2UzLzY2NDctNGYxOC1iNGM2LWVlMWJhZjZlYjY4NQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2I0LzAzLzg1L2M2OGItNGQ3MS1hZjJmLWRmZjI1ODVlMjlmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Aarhus,8100.0,Postboks 548,"Ãboulevarden 69,",8950 Ãrsted,Stenaltvej 8,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Rona A/S,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-06-19,1997-07-31,2018-06-19,16025.0,86 48 99 50,-16025.0,20307137.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Rona A/S.,Ãrsrapport,0.0,12961.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Arne Fremmich,"Danske Bank, Private Banking",Rona A/S,BDO Statsautoriseret revisionsaktieselskab,8285.0,26513.0,8285.0,13552.0,RougsÃ¸,2016-01-01,2016-12-31,2203.0,2203.0,-16025.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RougsÃ¸,2017-12-31,2017-01-01,true,2018-06-19,KÃ¸benhavn,0.0,86 48 80 05,urn:ofk:oid:25877555,indberetninger-20180424,2.5124211,20307137.0,AWQZY1xl0wkEsASkt6Pk,2018-06-19T18:51:47.738Z,2018-06-19T18:51:37.072Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-61-HA,2018-06-19T18:51:37.579Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,,,,,
20307137,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Y0LzNkL2UzLzY2NDctNGYxOC1iNGM2LWVlMWJhZjZlYjY4NQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2I0LzAzLzg1L2M2OGItNGQ3MS1hZjJmLWRmZjI1ODVlMjlmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Aarhus,8100.0,Postboks 548,"Ãboulevarden 69,",8950 Ãrsted,Stenaltvej 8,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Rona A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-06-19,1997-07-31,2018-06-19,,86 48 99 50,,20307137.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Rona A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Arne Fremmich,"Danske Bank, Private Banking",Rona A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,RougsÃ¸,2016-01-01,2016-12-31,2203.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RougsÃ¸,2017-12-31,2017-01-01,true,2018-06-19,KÃ¸benhavn,,86 48 80 05,urn:ofk:oid:25877555,indberetninger-20180424,2.5124211,20307137.0,AWQZY1xl0wkEsASkt6Pk,2018-06-19T18:51:47.738Z,2018-06-19T18:51:37.072Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-61-HA,2018-06-19T18:51:37.579Z,,,,,,,,,,,,,,,,,,,,,
20307137,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Y0LzNkL2UzLzY2NDctNGYxOC1iNGM2LWVlMWJhZjZlYjY4NQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2I0LzAzLzg1L2M2OGItNGQ3MS1hZjJmLWRmZjI1ODVlMjlmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Aarhus,8100.0,Postboks 548,"Ãboulevarden 69,",8950 Ãrsted,Stenaltvej 8,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Rona A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-06-19,1997-07-31,2018-06-19,,86 48 99 50,,20307137.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Rona A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Arne Fremmich,"Danske Bank, Private Banking",Rona A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,RougsÃ¸,2016-01-01,2016-12-31,2203.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RougsÃ¸,2017-12-31,2017-01-01,true,2018-06-19,KÃ¸benhavn,,86 48 80 05,urn:ofk:oid:25877555,indberetninger-20180424,2.5124211,20307137.0,AWQZY1xl0wkEsASkt6Pk,2018-06-19T18:51:47.738Z,2018-06-19T18:51:37.072Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-61-HA,2018-06-19T18:51:37.579Z,,,,,,,,,,,,,,,,,,,,,
20307137,2017-01-01,2017-12-31,c305,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Y0LzNkL2UzLzY2NDctNGYxOC1iNGM2LWVlMWJhZjZlYjY4NQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2I0LzAzLzg1L2M2OGItNGQ3MS1hZjJmLWRmZjI1ODVlMjlmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Aarhus,8100.0,Postboks 548,"Ãboulevarden 69,",8950 Ãrsted,Stenaltvej 8,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Rona A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-06-19,1997-07-31,2018-06-19,,86 48 99 50,,20307137.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Rona A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Arne Fremmich,"Danske Bank, Private Banking",Rona A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,RougsÃ¸,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RougsÃ¸,2017-12-31,2017-01-01,true,2018-06-19,KÃ¸benhavn,,86 48 80 05,urn:ofk:oid:25877555,indberetninger-20180424,2.5124211,20307137.0,AWQZY1xl0wkEsASkt6Pk,2018-06-19T18:51:47.738Z,2018-06-19T18:51:37.072Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-61-HA,2018-06-19T18:51:37.579Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,Statsautoriseret revisor,20222670.0,mne6161,Jens Haugbyrd,
20307137,2017-01-01,2017-12-31,c637,,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2Y0LzNkL2UzLzY2NDctNGYxOC1iNGM2LWVlMWJhZjZlYjY4NQ.pdf,http://regnskaber.virk.dk/73170302/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2I0LzAzLzg1L2M2OGItNGQ3MS1hZjJmLWRmZjI1ODVlMjlmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Aarhus,8100.0,Postboks 548,"Ãboulevarden 69,",8950 Ãrsted,Stenaltvej 8,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i Rona A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",2018-06-19,1997-07-31,2018-06-19,,86 48 99 50,,20307137.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Rona A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Foldschack,Arne Fremmich,"Danske Bank, Private Banking",Rona A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,RougsÃ¸,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RougsÃ¸,2017-12-31,2017-01-01,true,2018-06-19,KÃ¸benhavn,,86 48 80 05,urn:ofk:oid:25877555,indberetninger-20180424,2.5124211,20307137.0,AWQZY1xl0wkEsASkt6Pk,2018-06-19T18:51:47.738Z,2018-06-19T18:51:37.072Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-61-HA,2018-06-19T18:51:37.579Z,,,,,,,,,,,,,,,,,,,,,
