entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,ContributedCapitalInArrearsLongTerm,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermReceivablesFromAssociates,LongtermReceivablesFromGroupEnterprises,LongtermReceivablesFromOwnersAndManagement,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,NoncurrentDeferredTaxAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
35516719,2015-10-01,2016-09-30,c2,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI3LzYxLzJhLzgzNmEtNDI4Zi04ZjkzLTdhOWZiZDlkYzMyMw.xhtml,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgzLzk5L2YwL2YzODctNDAwMC04OGE0LWYwYWViNDI2ZjY4Zg.pdf,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzUxLzc3L2E0LzAzMjYtNDU3MC1iODZhLTUyZWUzMjRmYjcxMw.xml,true,Danmark,DK,Herlev,2730.0,24.0,Herlev Bygade,Herlev,2730.0,36.0,Kamdalen,2730 Herlev,Kamdalen 36,Regnskabsklasse B,2018-03-12,2018-03-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",0.0,0.0,0.0,35516719.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",Martin Bruun,Martin Bruun Hemmingsen,Handelsbanken,PRIMUX HOLDING ApS,Martin Bruun,0.0,0.0,Herlev,2015-10-01,2016-09-30,0.0,0.0,0.0,2017-09-30,2016-10-01,0.0,false,false,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25178588,indberetninger-20180424,2.5949414,35516719.0,,2018-04-04T06:37:50.148Z,2018-03-14T10:27:58.666Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-56-JJ,2018-03-14T10:27:59.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35516719,2015-10-01,2016-09-30,c4,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI3LzYxLzJhLzgzNmEtNDI4Zi04ZjkzLTdhOWZiZDlkYzMyMw.xhtml,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgzLzk5L2YwL2YzODctNDAwMC04OGE0LWYwYWViNDI2ZjY4Zg.pdf,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzUxLzc3L2E0LzAzMjYtNDU3MC1iODZhLTUyZWUzMjRmYjcxMw.xml,true,Danmark,DK,Herlev,2730.0,24.0,Herlev Bygade,Herlev,2730.0,36.0,Kamdalen,2730 Herlev,Kamdalen 36,Regnskabsklasse B,2018-03-12,2018-03-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",,,,35516719.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",Martin Bruun,Martin Bruun Hemmingsen,Handelsbanken,PRIMUX HOLDING ApS,Martin Bruun,,,Herlev,2015-10-01,2016-09-30,0.0,,,2017-09-30,2016-10-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25178588,indberetninger-20180424,2.5949414,35516719.0,,2018-04-04T06:37:50.148Z,2018-03-14T10:27:58.666Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-56-JJ,2018-03-14T10:27:59.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35516719,2015-10-01,2016-09-30,c6,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI3LzYxLzJhLzgzNmEtNDI4Zi04ZjkzLTdhOWZiZDlkYzMyMw.xhtml,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgzLzk5L2YwL2YzODctNDAwMC04OGE0LWYwYWViNDI2ZjY4Zg.pdf,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzUxLzc3L2E0LzAzMjYtNDU3MC1iODZhLTUyZWUzMjRmYjcxMw.xml,true,Danmark,DK,Herlev,2730.0,24.0,Herlev Bygade,Herlev,2730.0,36.0,Kamdalen,2730 Herlev,Kamdalen 36,Regnskabsklasse B,2018-03-12,2018-03-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",,,,35516719.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",Martin Bruun,Martin Bruun Hemmingsen,Handelsbanken,PRIMUX HOLDING ApS,Martin Bruun,,,Herlev,2015-10-01,2016-09-30,0.0,,,2017-09-30,2016-10-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25178588,indberetninger-20180424,2.5949414,35516719.0,,2018-04-04T06:37:50.148Z,2018-03-14T10:27:58.666Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-56-JJ,2018-03-14T10:27:59.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35516719,2015-10-01,2016-09-30,c8,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI3LzYxLzJhLzgzNmEtNDI4Zi04ZjkzLTdhOWZiZDlkYzMyMw.xhtml,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgzLzk5L2YwL2YzODctNDAwMC04OGE0LWYwYWViNDI2ZjY4Zg.pdf,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzUxLzc3L2E0LzAzMjYtNDU3MC1iODZhLTUyZWUzMjRmYjcxMw.xml,true,Danmark,DK,Herlev,2730.0,24.0,Herlev Bygade,Herlev,2730.0,36.0,Kamdalen,2730 Herlev,Kamdalen 36,Regnskabsklasse B,2018-03-12,2018-03-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",,,,35516719.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",Martin Bruun,Martin Bruun Hemmingsen,Handelsbanken,PRIMUX HOLDING ApS,Martin Bruun,,,Herlev,2015-10-01,2016-09-30,0.0,,,2017-09-30,2016-10-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25178588,indberetninger-20180424,2.5949414,35516719.0,,2018-04-04T06:37:50.148Z,2018-03-14T10:27:58.666Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-56-JJ,2018-03-14T10:27:59.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35516719,2016-09-30,2016-09-30,c10,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI3LzYxLzJhLzgzNmEtNDI4Zi04ZjkzLTdhOWZiZDlkYzMyMw.xhtml,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgzLzk5L2YwL2YzODctNDAwMC04OGE0LWYwYWViNDI2ZjY4Zg.pdf,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzUxLzc3L2E0LzAzMjYtNDU3MC1iODZhLTUyZWUzMjRmYjcxMw.xml,true,Danmark,DK,Herlev,2730.0,24.0,Herlev Bygade,Herlev,2730.0,36.0,Kamdalen,2730 Herlev,Kamdalen 36,Regnskabsklasse B,2018-03-12,2018-03-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",,,,35516719.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",Martin Bruun,Martin Bruun Hemmingsen,Handelsbanken,PRIMUX HOLDING ApS,Martin Bruun,,,Herlev,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25178588,indberetninger-20180424,2.5949414,35516719.0,,2018-04-04T06:37:50.148Z,2018-03-14T10:27:58.666Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-56-JJ,2018-03-14T10:27:59.076Z,80000.0,0.0,0.0,80000.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,80000.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35516719,2016-10-01,2017-09-30,c0,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI3LzYxLzJhLzgzNmEtNDI4Zi04ZjkzLTdhOWZiZDlkYzMyMw.xhtml,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgzLzk5L2YwL2YzODctNDAwMC04OGE0LWYwYWViNDI2ZjY4Zg.pdf,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzUxLzc3L2E0LzAzMjYtNDU3MC1iODZhLTUyZWUzMjRmYjcxMw.xml,true,Danmark,DK,Herlev,2730.0,24.0,Herlev Bygade,Herlev,2730.0,36.0,Kamdalen,2730 Herlev,Kamdalen 36,Regnskabsklasse B,2018-03-12,2018-03-14,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",0.0,0.0,0.0,35516719.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",Martin Bruun,Martin Bruun Hemmingsen,Handelsbanken,PRIMUX HOLDING ApS,Martin Bruun,0.0,0.0,Herlev,2015-10-01,2016-09-30,0.0,0.0,0.0,2017-09-30,2016-10-01,0.0,false,false,0.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25178588,indberetninger-20180424,2.5949414,35516719.0,,2018-04-04T06:37:50.148Z,2018-03-14T10:27:58.666Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-56-JJ,2018-03-14T10:27:59.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35516719,2016-10-01,2017-09-30,c1,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI3LzYxLzJhLzgzNmEtNDI4Zi04ZjkzLTdhOWZiZDlkYzMyMw.xhtml,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgzLzk5L2YwL2YzODctNDAwMC04OGE0LWYwYWViNDI2ZjY4Zg.pdf,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzUxLzc3L2E0LzAzMjYtNDU3MC1iODZhLTUyZWUzMjRmYjcxMw.xml,true,Danmark,DK,Herlev,2730.0,24.0,Herlev Bygade,Herlev,2730.0,36.0,Kamdalen,2730 Herlev,Kamdalen 36,Regnskabsklasse B,2018-03-12,2018-03-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",,,,35516719.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",Martin Bruun,Martin Bruun Hemmingsen,Handelsbanken,PRIMUX HOLDING ApS,Martin Bruun,,,Herlev,2015-10-01,2016-09-30,,,,2017-09-30,2016-10-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25178588,indberetninger-20180424,2.5949414,35516719.0,,2018-04-04T06:37:50.148Z,2018-03-14T10:27:58.666Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-56-JJ,2018-03-14T10:27:59.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35516719,2016-10-01,2017-09-30,c3,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI3LzYxLzJhLzgzNmEtNDI4Zi04ZjkzLTdhOWZiZDlkYzMyMw.xhtml,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgzLzk5L2YwL2YzODctNDAwMC04OGE0LWYwYWViNDI2ZjY4Zg.pdf,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzUxLzc3L2E0LzAzMjYtNDU3MC1iODZhLTUyZWUzMjRmYjcxMw.xml,true,Danmark,DK,Herlev,2730.0,24.0,Herlev Bygade,Herlev,2730.0,36.0,Kamdalen,2730 Herlev,Kamdalen 36,Regnskabsklasse B,2018-03-12,2018-03-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",,,,35516719.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",Martin Bruun,Martin Bruun Hemmingsen,Handelsbanken,PRIMUX HOLDING ApS,Martin Bruun,,,Herlev,2015-10-01,2016-09-30,0.0,,,2017-09-30,2016-10-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25178588,indberetninger-20180424,2.5949414,35516719.0,,2018-04-04T06:37:50.148Z,2018-03-14T10:27:58.666Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-56-JJ,2018-03-14T10:27:59.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35516719,2016-10-01,2017-09-30,c5,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI3LzYxLzJhLzgzNmEtNDI4Zi04ZjkzLTdhOWZiZDlkYzMyMw.xhtml,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgzLzk5L2YwL2YzODctNDAwMC04OGE0LWYwYWViNDI2ZjY4Zg.pdf,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzUxLzc3L2E0LzAzMjYtNDU3MC1iODZhLTUyZWUzMjRmYjcxMw.xml,true,Danmark,DK,Herlev,2730.0,24.0,Herlev Bygade,Herlev,2730.0,36.0,Kamdalen,2730 Herlev,Kamdalen 36,Regnskabsklasse B,2018-03-12,2018-03-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",,,,35516719.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",Martin Bruun,Martin Bruun Hemmingsen,Handelsbanken,PRIMUX HOLDING ApS,Martin Bruun,,,Herlev,2015-10-01,2016-09-30,0.0,,,2017-09-30,2016-10-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25178588,indberetninger-20180424,2.5949414,35516719.0,,2018-04-04T06:37:50.148Z,2018-03-14T10:27:58.666Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-56-JJ,2018-03-14T10:27:59.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35516719,2016-10-01,2017-09-30,c7,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI3LzYxLzJhLzgzNmEtNDI4Zi04ZjkzLTdhOWZiZDlkYzMyMw.xhtml,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzgzLzk5L2YwL2YzODctNDAwMC04OGE0LWYwYWViNDI2ZjY4Zg.pdf,http://regnskaber.virk.dk/91761553/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzUxLzc3L2E0LzAzMjYtNDU3MC1iODZhLTUyZWUzMjRmYjcxMw.xml,true,Danmark,DK,Herlev,2730.0,24.0,Herlev Bygade,Herlev,2730.0,36.0,Kamdalen,2730 Herlev,Kamdalen 36,Regnskabsklasse B,2018-03-12,2018-03-14,,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",,,,35516719.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er at eje aktier og anparter efter ledelsens skÃ¸n beslÃ¦gtet virksomheder</p>",Martin Bruun,Martin Bruun Hemmingsen,Handelsbanken,PRIMUX HOLDING ApS,Martin Bruun,,,Herlev,2015-10-01,2016-09-30,0.0,,,2017-09-30,2016-10-01,,false,false,,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:25178588,indberetninger-20180424,2.5949414,35516719.0,,2018-04-04T06:37:50.148Z,2018-03-14T10:27:58.666Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AF-56-JJ,2018-03-14T10:27:59.076Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
