entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables
29975892,2017-04-01,2018-03-31,c1,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzBmLzBmLzhhL2MyYWUtNDljYS04YjM3LWJmY2VmOGI1ZWZhZQ.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzA3Lzc1L2VjL2U0NzctNGQyMy05YzE2LWI1ZjAxNzM3YTUyYQ.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2VhLzI4L2QwLzY5ZGYtNGZlNC04MTg3LTVjYTkzYTA5NjhkNQ.xml,true,KÃ¸benhavn K,1306.0,"57, 1 102",Kronprinsessegade,1306.0,Kronprinsessegade 46,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-08-30,12509.0,-178060.0,29975892.0,Ãrsrapport,Jens Ole Miang,TIME VISION ApS,Jens Ole Miang,172.0,2017-04-01,2018-03-31,-190741.0,-190741.0,-190569.0,2019-03-31,2018-04-01,false,0.0,28401470.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27799497,indberetninger-20180424,2.5953817000000003,29975892.0,AW0F4l4uIXJRhhXBNafT,2019-09-06T09:23:33.038Z,2019-09-06T09:23:02.781Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CT-04-PJ,2019-09-06T09:23:03.610Z,,,,,,,,,,,,,,,
29975892,2017-04-01,2018-03-31,c3,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzBmLzBmLzhhL2MyYWUtNDljYS04YjM3LWJmY2VmOGI1ZWZhZQ.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzA3Lzc1L2VjL2U0NzctNGQyMy05YzE2LWI1ZjAxNzM3YTUyYQ.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2VhLzI4L2QwLzY5ZGYtNGZlNC04MTg3LTVjYTkzYTA5NjhkNQ.xml,true,KÃ¸benhavn K,1306.0,"57, 1 102",Kronprinsessegade,1306.0,Kronprinsessegade 46,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-08-30,,,29975892.0,Ãrsrapport,Jens Ole Miang,TIME VISION ApS,Jens Ole Miang,,2017-04-01,2018-03-31,0.0,,,2019-03-31,2018-04-01,false,,28401470.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27799497,indberetninger-20180424,2.5953817000000003,29975892.0,AW0F4l4uIXJRhhXBNafT,2019-09-06T09:23:33.038Z,2019-09-06T09:23:02.781Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CT-04-PJ,2019-09-06T09:23:03.610Z,,,,,,,,,,,,,,,
29975892,2017-04-01,2018-03-31,c5,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzBmLzBmLzhhL2MyYWUtNDljYS04YjM3LWJmY2VmOGI1ZWZhZQ.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzA3Lzc1L2VjL2U0NzctNGQyMy05YzE2LWI1ZjAxNzM3YTUyYQ.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2VhLzI4L2QwLzY5ZGYtNGZlNC04MTg3LTVjYTkzYTA5NjhkNQ.xml,true,KÃ¸benhavn K,1306.0,"57, 1 102",Kronprinsessegade,1306.0,Kronprinsessegade 46,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-08-30,,,29975892.0,Ãrsrapport,Jens Ole Miang,TIME VISION ApS,Jens Ole Miang,,2017-04-01,2018-03-31,0.0,,,2019-03-31,2018-04-01,false,,28401470.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27799497,indberetninger-20180424,2.5953817000000003,29975892.0,AW0F4l4uIXJRhhXBNafT,2019-09-06T09:23:33.038Z,2019-09-06T09:23:02.781Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CT-04-PJ,2019-09-06T09:23:03.610Z,,,,,,,,,,,,,,,
29975892,2017-04-01,2018-03-31,c7,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzBmLzBmLzhhL2MyYWUtNDljYS04YjM3LWJmY2VmOGI1ZWZhZQ.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzA3Lzc1L2VjL2U0NzctNGQyMy05YzE2LWI1ZjAxNzM3YTUyYQ.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2VhLzI4L2QwLzY5ZGYtNGZlNC04MTg3LTVjYTkzYTA5NjhkNQ.xml,true,KÃ¸benhavn K,1306.0,"57, 1 102",Kronprinsessegade,1306.0,Kronprinsessegade 46,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-08-30,,,29975892.0,Ãrsrapport,Jens Ole Miang,TIME VISION ApS,Jens Ole Miang,,2017-04-01,2018-03-31,-190741.0,,,2019-03-31,2018-04-01,false,,28401470.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27799497,indberetninger-20180424,2.5953817000000003,29975892.0,AW0F4l4uIXJRhhXBNafT,2019-09-06T09:23:33.038Z,2019-09-06T09:23:02.781Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CT-04-PJ,2019-09-06T09:23:03.610Z,,,,,,,,,,,,,,,
29975892,2018-03-31,2018-03-31,c9,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzBmLzBmLzhhL2MyYWUtNDljYS04YjM3LWJmY2VmOGI1ZWZhZQ.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzA3Lzc1L2VjL2U0NzctNGQyMy05YzE2LWI1ZjAxNzM3YTUyYQ.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2VhLzI4L2QwLzY5ZGYtNGZlNC04MTg3LTVjYTkzYTA5NjhkNQ.xml,true,KÃ¸benhavn K,1306.0,"57, 1 102",Kronprinsessegade,1306.0,Kronprinsessegade 46,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-08-30,,,29975892.0,Ãrsrapport,Jens Ole Miang,TIME VISION ApS,Jens Ole Miang,,2017-04-01,2018-03-31,,,,2019-03-31,2018-04-01,false,,28401470.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27799497,indberetninger-20180424,2.5953817000000003,29975892.0,AW0F4l4uIXJRhhXBNafT,2019-09-06T09:23:33.038Z,2019-09-06T09:23:02.781Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CT-04-PJ,2019-09-06T09:23:03.610Z,30929.0,9029.0,125000.0,30929.0,-313445.0,14100.0,30929.0,344374.0,14100.0,7459.0,7800.0,-438445.0,344374.0,7800.0,336915.0
29975892,2018-04-01,2019-03-31,c0,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzBmLzBmLzhhL2MyYWUtNDljYS04YjM3LWJmY2VmOGI1ZWZhZQ.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzA3Lzc1L2VjL2U0NzctNGQyMy05YzE2LWI1ZjAxNzM3YTUyYQ.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2VhLzI4L2QwLzY5ZGYtNGZlNC04MTg3LTVjYTkzYTA5NjhkNQ.xml,true,KÃ¸benhavn K,1306.0,"57, 1 102",Kronprinsessegade,1306.0,Kronprinsessegade 46,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-08-30,7212.0,-33520.0,29975892.0,Ãrsrapport,Jens Ole Miang,TIME VISION ApS,Jens Ole Miang,49.0,2017-04-01,2018-03-31,-40781.0,-40781.0,-40732.0,2019-03-31,2018-04-01,false,0.0,28401470.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27799497,indberetninger-20180424,2.5953817000000003,29975892.0,AW0F4l4uIXJRhhXBNafT,2019-09-06T09:23:33.038Z,2019-09-06T09:23:02.781Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CT-04-PJ,2019-09-06T09:23:03.610Z,,,,,,,,,,,,,,,
29975892,2018-04-01,2019-03-31,c2,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzBmLzBmLzhhL2MyYWUtNDljYS04YjM3LWJmY2VmOGI1ZWZhZQ.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzA3Lzc1L2VjL2U0NzctNGQyMy05YzE2LWI1ZjAxNzM3YTUyYQ.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2VhLzI4L2QwLzY5ZGYtNGZlNC04MTg3LTVjYTkzYTA5NjhkNQ.xml,true,KÃ¸benhavn K,1306.0,"57, 1 102",Kronprinsessegade,1306.0,Kronprinsessegade 46,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-08-30,,,29975892.0,Ãrsrapport,Jens Ole Miang,TIME VISION ApS,Jens Ole Miang,,2017-04-01,2018-03-31,0.0,,,2019-03-31,2018-04-01,false,,28401470.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27799497,indberetninger-20180424,2.5953817000000003,29975892.0,AW0F4l4uIXJRhhXBNafT,2019-09-06T09:23:33.038Z,2019-09-06T09:23:02.781Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CT-04-PJ,2019-09-06T09:23:03.610Z,,,,,,,,,,,,,,,
29975892,2018-04-01,2019-03-31,c4,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzBmLzBmLzhhL2MyYWUtNDljYS04YjM3LWJmY2VmOGI1ZWZhZQ.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzA3Lzc1L2VjL2U0NzctNGQyMy05YzE2LWI1ZjAxNzM3YTUyYQ.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2VhLzI4L2QwLzY5ZGYtNGZlNC04MTg3LTVjYTkzYTA5NjhkNQ.xml,true,KÃ¸benhavn K,1306.0,"57, 1 102",Kronprinsessegade,1306.0,Kronprinsessegade 46,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-08-30,,,29975892.0,Ãrsrapport,Jens Ole Miang,TIME VISION ApS,Jens Ole Miang,,2017-04-01,2018-03-31,0.0,,,2019-03-31,2018-04-01,false,,28401470.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27799497,indberetninger-20180424,2.5953817000000003,29975892.0,AW0F4l4uIXJRhhXBNafT,2019-09-06T09:23:33.038Z,2019-09-06T09:23:02.781Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CT-04-PJ,2019-09-06T09:23:03.610Z,,,,,,,,,,,,,,,
29975892,2018-04-01,2019-03-31,c6,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzBmLzBmLzhhL2MyYWUtNDljYS04YjM3LWJmY2VmOGI1ZWZhZQ.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzA3Lzc1L2VjL2U0NzctNGQyMy05YzE2LWI1ZjAxNzM3YTUyYQ.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2VhLzI4L2QwLzY5ZGYtNGZlNC04MTg3LTVjYTkzYTA5NjhkNQ.xml,true,KÃ¸benhavn K,1306.0,"57, 1 102",Kronprinsessegade,1306.0,Kronprinsessegade 46,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-08-30,,,29975892.0,Ãrsrapport,Jens Ole Miang,TIME VISION ApS,Jens Ole Miang,,2017-04-01,2018-03-31,-40781.0,,,2019-03-31,2018-04-01,false,,28401470.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27799497,indberetninger-20180424,2.5953817000000003,29975892.0,AW0F4l4uIXJRhhXBNafT,2019-09-06T09:23:33.038Z,2019-09-06T09:23:02.781Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CT-04-PJ,2019-09-06T09:23:03.610Z,,,,,,,,,,,,,,,
29975892,2019-03-31,2019-03-31,c8,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzBmLzBmLzhhL2MyYWUtNDljYS04YjM3LWJmY2VmOGI1ZWZhZQ.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzA3Lzc1L2VjL2U0NzctNGQyMy05YzE2LWI1ZjAxNzM3YTUyYQ.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzA4L2VhLzI4L2QwLzY5ZGYtNGZlNC04MTg3LTVjYTkzYTA5NjhkNQ.xml,true,KÃ¸benhavn K,1306.0,"57, 1 102",Kronprinsessegade,1306.0,Kronprinsessegade 46,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-08-30,,,29975892.0,Ãrsrapport,Jens Ole Miang,TIME VISION ApS,Jens Ole Miang,,2017-04-01,2018-03-31,,,,2019-03-31,2018-04-01,false,,28401470.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27799497,indberetninger-20180424,2.5953817000000003,29975892.0,AW0F4l4uIXJRhhXBNafT,2019-09-06T09:23:33.038Z,2019-09-06T09:23:02.781Z,regnskab,0.0,,2019-03-31,2018-04-01,X19-CT-04-PJ,2019-09-06T09:23:03.610Z,74126.0,26.0,125000.0,74126.0,-354226.0,74100.0,74126.0,428352.0,74100.0,-2318.0,0.0,-479226.0,428352.0,0.0,430670.0
