entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
29975892,2015-04-01,2016-03-31,c1,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzk1LzkyLzEzLzkxNTUtNDIyNy1hODRiLTkzNmM4NjMwYWIwMg.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA3LzkzL2QxLzMwNTItNGFkZS1iOGFmLWU2MWM1ZGQxOGI4Zg.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzM0L2E4L2ZiLzI0MDAtNDBjZS1iN2UwLTM5NzIxMGM2YjZmZQ.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,33.0,Hovedgaden,KÃ¸benhavn Ã,2100.0,8.0,OmÃ¸gade,1306 KÃ¸benhavn K,Kronprinsessegade 57D,Regnskabsklasse B,2017-08-14,0.0,jo@miang.dk,61770.0,0.0,69509.0,29975892.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Ole Miang,Jyske Bank,TIME VISION ApS,Jens Ole Miang,548.0,0.0,2015-04-01,2016-03-31,7191.0,7191.0,7739.0,2017-03-31,2016-04-01,0.0,false,false,0.0,false,true,Ingen bistand,urn:ofk:oid:24409112,indberetninger-20180424,2.595549,29975892.0,,2018-03-27T13:07:39.608Z,2017-08-14T12:19:43.607Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-26-YU,2017-08-14T12:19:43.978Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29975892,2015-04-01,2016-03-31,c3,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzk1LzkyLzEzLzkxNTUtNDIyNy1hODRiLTkzNmM4NjMwYWIwMg.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA3LzkzL2QxLzMwNTItNGFkZS1iOGFmLWU2MWM1ZGQxOGI4Zg.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzM0L2E4L2ZiLzI0MDAtNDBjZS1iN2UwLTM5NzIxMGM2YjZmZQ.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,33.0,Hovedgaden,KÃ¸benhavn Ã,2100.0,8.0,OmÃ¸gade,1306 KÃ¸benhavn K,Kronprinsessegade 57D,Regnskabsklasse B,2017-08-14,0.0,jo@miang.dk,,,,29975892.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Ole Miang,Jyske Bank,TIME VISION ApS,Jens Ole Miang,,0.0,2015-04-01,2016-03-31,0.0,,,2017-03-31,2016-04-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:24409112,indberetninger-20180424,2.595549,29975892.0,,2018-03-27T13:07:39.608Z,2017-08-14T12:19:43.607Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-26-YU,2017-08-14T12:19:43.978Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29975892,2015-04-01,2016-03-31,c5,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzk1LzkyLzEzLzkxNTUtNDIyNy1hODRiLTkzNmM4NjMwYWIwMg.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA3LzkzL2QxLzMwNTItNGFkZS1iOGFmLWU2MWM1ZGQxOGI4Zg.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzM0L2E4L2ZiLzI0MDAtNDBjZS1iN2UwLTM5NzIxMGM2YjZmZQ.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,33.0,Hovedgaden,KÃ¸benhavn Ã,2100.0,8.0,OmÃ¸gade,1306 KÃ¸benhavn K,Kronprinsessegade 57D,Regnskabsklasse B,2017-08-14,0.0,jo@miang.dk,,,,29975892.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Ole Miang,Jyske Bank,TIME VISION ApS,Jens Ole Miang,,0.0,2015-04-01,2016-03-31,0.0,,,2017-03-31,2016-04-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:24409112,indberetninger-20180424,2.595549,29975892.0,,2018-03-27T13:07:39.608Z,2017-08-14T12:19:43.607Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-26-YU,2017-08-14T12:19:43.978Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29975892,2015-04-01,2016-03-31,c7,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzk1LzkyLzEzLzkxNTUtNDIyNy1hODRiLTkzNmM4NjMwYWIwMg.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA3LzkzL2QxLzMwNTItNGFkZS1iOGFmLWU2MWM1ZGQxOGI4Zg.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzM0L2E4L2ZiLzI0MDAtNDBjZS1iN2UwLTM5NzIxMGM2YjZmZQ.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,33.0,Hovedgaden,KÃ¸benhavn Ã,2100.0,8.0,OmÃ¸gade,1306 KÃ¸benhavn K,Kronprinsessegade 57D,Regnskabsklasse B,2017-08-14,0.0,jo@miang.dk,,,,29975892.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Ole Miang,Jyske Bank,TIME VISION ApS,Jens Ole Miang,,0.0,2015-04-01,2016-03-31,7191.0,,,2017-03-31,2016-04-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:24409112,indberetninger-20180424,2.595549,29975892.0,,2018-03-27T13:07:39.608Z,2017-08-14T12:19:43.607Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-26-YU,2017-08-14T12:19:43.978Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29975892,2016-03-31,2016-03-31,c9,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzk1LzkyLzEzLzkxNTUtNDIyNy1hODRiLTkzNmM4NjMwYWIwMg.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA3LzkzL2QxLzMwNTItNGFkZS1iOGFmLWU2MWM1ZGQxOGI4Zg.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzM0L2E4L2ZiLzI0MDAtNDBjZS1iN2UwLTM5NzIxMGM2YjZmZQ.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,33.0,Hovedgaden,KÃ¸benhavn Ã,2100.0,8.0,OmÃ¸gade,1306 KÃ¸benhavn K,Kronprinsessegade 57D,Regnskabsklasse B,2017-08-14,0.0,jo@miang.dk,,,,29975892.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Ole Miang,Jyske Bank,TIME VISION ApS,Jens Ole Miang,,0.0,2015-04-01,2016-03-31,,,,2017-03-31,2016-04-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:24409112,indberetninger-20180424,2.595549,29975892.0,,2018-03-27T13:07:39.608Z,2017-08-14T12:19:43.607Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-26-YU,2017-08-14T12:19:43.978Z,67400.0,17626.0,0.0,125000.0,67400.0,-201806.0,0.0,0.0,0.0,25882.0,0.0,67400.0,269206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25882.0,0.0,0.0,0.0,114575.0,0.0,0.0,0.0,0.0,0.0,0.0,-326806.0,0.0,0.0,269206.0,0.0,0.0,0.0,23892.0,0.0,0.0,0.0,0.0,154631.0,23892.0
29975892,2016-04-01,2017-03-31,c0,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzk1LzkyLzEzLzkxNTUtNDIyNy1hODRiLTkzNmM4NjMwYWIwMg.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA3LzkzL2QxLzMwNTItNGFkZS1iOGFmLWU2MWM1ZGQxOGI4Zg.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzM0L2E4L2ZiLzI0MDAtNDBjZS1iN2UwLTM5NzIxMGM2YjZmZQ.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,33.0,Hovedgaden,KÃ¸benhavn Ã,2100.0,8.0,OmÃ¸gade,1306 KÃ¸benhavn K,Kronprinsessegade 57D,Regnskabsklasse B,2017-08-14,0.0,jo@miang.dk,25775.0,0.0,109131.0,29975892.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Ole Miang,Jyske Bank,TIME VISION ApS,Jens Ole Miang,4254.0,0.0,2015-04-01,2016-03-31,79102.0,79102.0,83356.0,2017-03-31,2016-04-01,0.0,false,false,0.0,false,true,Ingen bistand,urn:ofk:oid:24409112,indberetninger-20180424,2.595549,29975892.0,,2018-03-27T13:07:39.608Z,2017-08-14T12:19:43.607Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-26-YU,2017-08-14T12:19:43.978Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29975892,2016-04-01,2017-03-31,c2,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzk1LzkyLzEzLzkxNTUtNDIyNy1hODRiLTkzNmM4NjMwYWIwMg.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA3LzkzL2QxLzMwNTItNGFkZS1iOGFmLWU2MWM1ZGQxOGI4Zg.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzM0L2E4L2ZiLzI0MDAtNDBjZS1iN2UwLTM5NzIxMGM2YjZmZQ.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,33.0,Hovedgaden,KÃ¸benhavn Ã,2100.0,8.0,OmÃ¸gade,1306 KÃ¸benhavn K,Kronprinsessegade 57D,Regnskabsklasse B,2017-08-14,0.0,jo@miang.dk,,,,29975892.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Ole Miang,Jyske Bank,TIME VISION ApS,Jens Ole Miang,,0.0,2015-04-01,2016-03-31,0.0,,,2017-03-31,2016-04-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:24409112,indberetninger-20180424,2.595549,29975892.0,,2018-03-27T13:07:39.608Z,2017-08-14T12:19:43.607Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-26-YU,2017-08-14T12:19:43.978Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29975892,2016-04-01,2017-03-31,c4,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzk1LzkyLzEzLzkxNTUtNDIyNy1hODRiLTkzNmM4NjMwYWIwMg.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA3LzkzL2QxLzMwNTItNGFkZS1iOGFmLWU2MWM1ZGQxOGI4Zg.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzM0L2E4L2ZiLzI0MDAtNDBjZS1iN2UwLTM5NzIxMGM2YjZmZQ.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,33.0,Hovedgaden,KÃ¸benhavn Ã,2100.0,8.0,OmÃ¸gade,1306 KÃ¸benhavn K,Kronprinsessegade 57D,Regnskabsklasse B,2017-08-14,0.0,jo@miang.dk,,,,29975892.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Ole Miang,Jyske Bank,TIME VISION ApS,Jens Ole Miang,,0.0,2015-04-01,2016-03-31,0.0,,,2017-03-31,2016-04-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:24409112,indberetninger-20180424,2.595549,29975892.0,,2018-03-27T13:07:39.608Z,2017-08-14T12:19:43.607Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-26-YU,2017-08-14T12:19:43.978Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29975892,2016-04-01,2017-03-31,c6,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzk1LzkyLzEzLzkxNTUtNDIyNy1hODRiLTkzNmM4NjMwYWIwMg.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA3LzkzL2QxLzMwNTItNGFkZS1iOGFmLWU2MWM1ZGQxOGI4Zg.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzM0L2E4L2ZiLzI0MDAtNDBjZS1iN2UwLTM5NzIxMGM2YjZmZQ.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,33.0,Hovedgaden,KÃ¸benhavn Ã,2100.0,8.0,OmÃ¸gade,1306 KÃ¸benhavn K,Kronprinsessegade 57D,Regnskabsklasse B,2017-08-14,0.0,jo@miang.dk,,,,29975892.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Ole Miang,Jyske Bank,TIME VISION ApS,Jens Ole Miang,,0.0,2015-04-01,2016-03-31,79102.0,,,2017-03-31,2016-04-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:24409112,indberetninger-20180424,2.595549,29975892.0,,2018-03-27T13:07:39.608Z,2017-08-14T12:19:43.607Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-26-YU,2017-08-14T12:19:43.978Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29975892,2017-03-31,2017-03-31,c8,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzExLzk1LzkyLzEzLzkxNTUtNDIyNy1hODRiLTkzNmM4NjMwYWIwMg.xhtml,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzA3LzkzL2QxLzMwNTItNGFkZS1iOGFmLWU2MWM1ZGQxOGI4Zg.pdf,http://regnskaber.virk.dk/29857992/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzM0L2E4L2ZiLzI0MDAtNDBjZS1iN2UwLTM5NzIxMGM2YjZmZQ.xml,true,Danmark,DK,HÃ¸rsholm,2970.0,33.0,Hovedgaden,KÃ¸benhavn Ã,2100.0,8.0,OmÃ¸gade,1306 KÃ¸benhavn K,Kronprinsessegade 57D,Regnskabsklasse B,2017-08-14,0.0,jo@miang.dk,,,,29975892.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Ole Miang,Jyske Bank,TIME VISION ApS,Jens Ole Miang,,0.0,2015-04-01,2016-03-31,,,,2017-03-31,2016-04-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:24409112,indberetninger-20180424,2.595549,29975892.0,,2018-03-27T13:07:39.608Z,2017-08-14T12:19:43.607Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-26-YU,2017-08-14T12:19:43.978Z,234170.0,23837.0,0.0,125000.0,234170.0,-122704.0,0.0,0.0,0.0,15300.0,0.0,234170.0,356874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15300.0,0.0,0.0,0.0,13247.0,0.0,0.0,0.0,0.0,0.0,0.0,-247704.0,0.0,0.0,356874.0,0.0,0.0,0.0,195033.0,0.0,0.0,0.0,0.0,343627.0,195033.0
