entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,AddressOfAuditorCountry,EmailOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
29830959,2014-01-01,2014-01-01,c176,,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzllLzVkL2UxLzZjODQtNDc3MC04OWRkLTkxYmExNWU5MWUwOA.pdf,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzk1LzBhL2Q4L2RmYmMtNDQ4Zi05YjhkLWYwZTFjMDA3ZmUxYQ.xml,-289181.0,SakskÃ¸bing,4990.0,1.0,Fjordstien,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,2016-05-31,2016-05-31,2006-12-21,2016-05-31,(+45) 54 70 02 05,29830959.0,34209936.0,Ãrsrapport,3259375.0,Frank Becker,Peter Gelhard,Nordea Bank Danmark A/S,P.G. Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",SakskÃ¸bing,Guldborgsund,ApS,International Tarm Import ApS,Guldborgsund,2015-12-31,2015-01-01,70.0,2016-05-31,KÃ¸benhavn,(+45) 54 70 02 04,RevisionspÃ¥tegning,urn:ofk:oid:22662144,indberetninger-20180424,2.5124211,29830959.0,,2018-03-29T04:47:00.906Z,2016-06-10T10:09:24.842Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-12-WH,2016-06-10T10:09:25.060Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29830959,2014-01-01,2014-01-01,c720,,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzllLzVkL2UxLzZjODQtNDc3MC04OWRkLTkxYmExNWU5MWUwOA.pdf,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzk1LzBhL2Q4L2RmYmMtNDQ4Zi05YjhkLWYwZTFjMDA3ZmUxYQ.xml,,SakskÃ¸bing,4990.0,1.0,Fjordstien,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,2016-05-31,2016-05-31,2006-12-21,2016-05-31,(+45) 54 70 02 05,29830959.0,34209936.0,Ãrsrapport,,Frank Becker,Peter Gelhard,Nordea Bank Danmark A/S,P.G. Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",SakskÃ¸bing,Guldborgsund,ApS,International Tarm Import ApS,Guldborgsund,2015-12-31,2015-01-01,70.0,2016-05-31,KÃ¸benhavn,(+45) 54 70 02 04,RevisionspÃ¥tegning,urn:ofk:oid:22662144,indberetninger-20180424,2.5124211,29830959.0,,2018-03-29T04:47:00.906Z,2016-06-10T10:09:24.842Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-12-WH,2016-06-10T10:09:25.060Z,126650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29830959,2014-01-01,2014-01-01,c741,,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzllLzVkL2UxLzZjODQtNDc3MC04OWRkLTkxYmExNWU5MWUwOA.pdf,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzk1LzBhL2Q4L2RmYmMtNDQ4Zi05YjhkLWYwZTFjMDA3ZmUxYQ.xml,,SakskÃ¸bing,4990.0,1.0,Fjordstien,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,2016-05-31,2016-05-31,2006-12-21,2016-05-31,(+45) 54 70 02 05,29830959.0,34209936.0,Ãrsrapport,,Frank Becker,Peter Gelhard,Nordea Bank Danmark A/S,P.G. Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",SakskÃ¸bing,Guldborgsund,ApS,International Tarm Import ApS,Guldborgsund,2015-12-31,2015-01-01,70.0,2016-05-31,KÃ¸benhavn,(+45) 54 70 02 04,RevisionspÃ¥tegning,urn:ofk:oid:22662144,indberetninger-20180424,2.5124211,29830959.0,,2018-03-29T04:47:00.906Z,2016-06-10T10:09:24.842Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-12-WH,2016-06-10T10:09:25.060Z,-410049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29830959,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzllLzVkL2UxLzZjODQtNDc3MC04OWRkLTkxYmExNWU5MWUwOA.pdf,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzk1LzBhL2Q4L2RmYmMtNDQ4Zi05YjhkLWYwZTFjMDA3ZmUxYQ.xml,,SakskÃ¸bing,4990.0,1.0,Fjordstien,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,2016-05-31,2016-05-31,2006-12-21,2016-05-31,(+45) 54 70 02 05,29830959.0,34209936.0,Ãrsrapport,,Frank Becker,Peter Gelhard,Nordea Bank Danmark A/S,P.G. Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",SakskÃ¸bing,Guldborgsund,ApS,International Tarm Import ApS,Guldborgsund,2015-12-31,2015-01-01,70.0,2016-05-31,KÃ¸benhavn,(+45) 54 70 02 04,RevisionspÃ¥tegning,urn:ofk:oid:22662144,indberetninger-20180424,2.5124211,29830959.0,,2018-03-29T04:47:00.906Z,2016-06-10T10:09:24.842Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-12-WH,2016-06-10T10:09:25.060Z,,-19196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29830959,2014-01-01,2014-12-31,c178,,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzllLzVkL2UxLzZjODQtNDc3MC04OWRkLTkxYmExNWU5MWUwOA.pdf,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzk1LzBhL2Q4L2RmYmMtNDQ4Zi05YjhkLWYwZTFjMDA3ZmUxYQ.xml,,SakskÃ¸bing,4990.0,1.0,Fjordstien,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,2016-05-31,2016-05-31,2006-12-21,2016-05-31,(+45) 54 70 02 05,29830959.0,34209936.0,Ãrsrapport,,Frank Becker,Peter Gelhard,Nordea Bank Danmark A/S,P.G. Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",SakskÃ¸bing,Guldborgsund,ApS,International Tarm Import ApS,Guldborgsund,2015-12-31,2015-01-01,70.0,2016-05-31,KÃ¸benhavn,(+45) 54 70 02 04,RevisionspÃ¥tegning,urn:ofk:oid:22662144,indberetninger-20180424,2.5124211,29830959.0,,2018-03-29T04:47:00.906Z,2016-06-10T10:09:24.842Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-12-WH,2016-06-10T10:09:25.060Z,,,1347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29830959,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzllLzVkL2UxLzZjODQtNDc3MC04OWRkLTkxYmExNWU5MWUwOA.pdf,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzk1LzBhL2Q4L2RmYmMtNDQ4Zi05YjhkLWYwZTFjMDA3ZmUxYQ.xml,,SakskÃ¸bing,4990.0,1.0,Fjordstien,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,2016-05-31,2016-05-31,2006-12-21,2016-05-31,(+45) 54 70 02 05,29830959.0,34209936.0,Ãrsrapport,,Frank Becker,Peter Gelhard,Nordea Bank Danmark A/S,P.G. Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",SakskÃ¸bing,Guldborgsund,ApS,International Tarm Import ApS,Guldborgsund,2015-12-31,2015-01-01,70.0,2016-05-31,KÃ¸benhavn,(+45) 54 70 02 04,RevisionspÃ¥tegning,urn:ofk:oid:22662144,indberetninger-20180424,2.5124211,29830959.0,,2018-03-29T04:47:00.906Z,2016-06-10T10:09:24.842Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-12-WH,2016-06-10T10:09:25.060Z,,-19196.0,,-26337.0,1347.0,0.0,-24990.0,-26337.0,-5794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29830959,2014-01-01,2014-12-31,c742,,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzllLzVkL2UxLzZjODQtNDc3MC04OWRkLTkxYmExNWU5MWUwOA.pdf,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzk1LzBhL2Q4L2RmYmMtNDQ4Zi05YjhkLWYwZTFjMDA3ZmUxYQ.xml,,SakskÃ¸bing,4990.0,1.0,Fjordstien,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,2016-05-31,2016-05-31,2006-12-21,2016-05-31,(+45) 54 70 02 05,29830959.0,34209936.0,Ãrsrapport,,Frank Becker,Peter Gelhard,Nordea Bank Danmark A/S,P.G. Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",SakskÃ¸bing,Guldborgsund,ApS,International Tarm Import ApS,Guldborgsund,2015-12-31,2015-01-01,70.0,2016-05-31,KÃ¸benhavn,(+45) 54 70 02 04,RevisionspÃ¥tegning,urn:ofk:oid:22662144,indberetninger-20180424,2.5124211,29830959.0,,2018-03-29T04:47:00.906Z,2016-06-10T10:09:24.842Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-12-WH,2016-06-10T10:09:25.060Z,,-19196.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29830959,2014-12-31,2014-12-31,c180,,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzllLzVkL2UxLzZjODQtNDc3MC04OWRkLTkxYmExNWU5MWUwOA.pdf,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzk1LzBhL2Q4L2RmYmMtNDQ4Zi05YjhkLWYwZTFjMDA3ZmUxYQ.xml,-287834.0,SakskÃ¸bing,4990.0,1.0,Fjordstien,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,2016-05-31,2016-05-31,2006-12-21,2016-05-31,(+45) 54 70 02 05,29830959.0,34209936.0,Ãrsrapport,3259375.0,Frank Becker,Peter Gelhard,Nordea Bank Danmark A/S,P.G. Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",SakskÃ¸bing,Guldborgsund,ApS,International Tarm Import ApS,Guldborgsund,2015-12-31,2015-01-01,70.0,2016-05-31,KÃ¸benhavn,(+45) 54 70 02 04,RevisionspÃ¥tegning,urn:ofk:oid:22662144,indberetninger-20180424,2.5124211,29830959.0,,2018-03-29T04:47:00.906Z,2016-06-10T10:09:24.842Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-12-WH,2016-06-10T10:09:25.060Z,,,,,,,,,,,2971541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29830959,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzllLzVkL2UxLzZjODQtNDc3MC04OWRkLTkxYmExNWU5MWUwOA.pdf,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzk1LzBhL2Q4L2RmYmMtNDQ4Zi05YjhkLWYwZTFjMDA3ZmUxYQ.xml,,SakskÃ¸bing,4990.0,1.0,Fjordstien,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,2016-05-31,2016-05-31,2006-12-21,2016-05-31,(+45) 54 70 02 05,29830959.0,34209936.0,Ãrsrapport,,Frank Becker,Peter Gelhard,Nordea Bank Danmark A/S,P.G. Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",SakskÃ¸bing,Guldborgsund,ApS,International Tarm Import ApS,Guldborgsund,2015-12-31,2015-01-01,70.0,2016-05-31,KÃ¸benhavn,(+45) 54 70 02 04,RevisionspÃ¥tegning,urn:ofk:oid:22662144,indberetninger-20180424,2.5124211,29830959.0,,2018-03-29T04:47:00.906Z,2016-06-10T10:09:24.842Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-12-WH,2016-06-10T10:09:25.060Z,-302595.0,,,,,,,,,,2971541.0,3235106.0,242111.0,126650.0,263565.0,11454.0,3235106.0,3537701.0,2971541.0,3312505.0,3312505.0,2971541.0,25001.0,-429245.0,225196.0,200195.0,21454.0,10000.0,,,,,,,,,,,
29830959,2014-12-31,2014-12-31,c722,,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzQwLzllLzVkL2UxLzZjODQtNDc3MC04OWRkLTkxYmExNWU5MWUwOA.pdf,http://regnskaber.virk.dk/95903892/ZG9rdW1lbnRsYWdlcjovLzAzLzZiLzk1LzBhL2Q4L2RmYmMtNDQ4Zi05YjhkLWYwZTFjMDA3ZmUxYQ.xml,,SakskÃ¸bing,4990.0,1.0,Fjordstien,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaveren,Regnskabsklasse B,2016-05-31,2016-05-31,2006-12-21,2016-05-31,(+45) 54 70 02 05,29830959.0,34209936.0,Ãrsrapport,,Frank Becker,Peter Gelhard,Nordea Bank Danmark A/S,P.G. Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",SakskÃ¸bing,Guldborgsund,ApS,International Tarm Import ApS,Guldborgsund,2015-12-31,2015-01-01,70.0,2016-05-31,KÃ¸benhavn,(+45) 54 70 02 04,RevisionspÃ¥tegning,urn:ofk:oid:22662144,indberetninger-20180424,2.5124211,29830959.0,,2018-03-29T04:47:00.906Z,2016-06-10T10:09:24.842Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AZ-12-WH,2016-06-10T10:09:25.060Z,126650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
